,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1950-51,21.0,TOT,NBA,,61.0,,,0.364,0.47,,,,,,-0.8,0.7,-0.1,,
1,1950-51,21.0,SYR,NBA,,47.0,,,0.375,0.531,,,,,,-0.3,0.4,0.1,,
2,1950-51,21.0,INO,NBA,,14.0,,,0.341,0.358,,,,,,-0.5,0.3,-0.2,,
3,1951-52,22.0,INO,NBA,SF,63.0,1254.0,14.0,0.442,0.525,,,,,,1.3,1.6,2.9,0.112,
4,1952-53,23.0,PHW,NBA,SF,64.0,1788.0,10.3,0.393,0.33,,,,,,-0.8,1.0,0.1,0.004,
5,1953-54,24.0,MLH,NBA,SF,21.0,380.0,11.0,0.382,0.438,,,,,,-0.3,0.3,0.1,0.007,
6,Career,,,NBA,,209.0,3422.0,11.7,0.402,0.429,,,,,,-0.6,3.6,3.0,0.044,
7,,,,,,,,,,,,,,,,,,,,
8,2 seasons,,INO,NBA,,77.0,1254.0,14.0,0.424,0.494,,,,,,0.8,1.9,2.7,0.112,
9,1 season,,PHW,NBA,,64.0,1788.0,10.3,0.393,0.33,,,,,,-0.8,1.0,0.1,0.004,
10,1 season,,SYR,NBA,,47.0,,,0.375,0.531,,,,,,-0.3,0.4,0.1,,
11,1 season,,MLH,NBA,,21.0,380.0,11.0,0.382,0.438,,,,,,-0.3,0.3,0.1,0.007,
