,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,29.0,DTF,BAA,,60.0,,,0.247,0.265,,,,,,-2.8,3.6,0.8,,
1,1947-48,30.0,TOT,BAA,,45.0,,,0.325,0.318,,,,,,0.8,1.7,2.4,,
2,1947-48,30.0,STB,BAA,,24.0,,,0.308,0.303,,,,,,0.0,1.1,1.1,,
3,1947-48,30.0,BLB,BAA,,21.0,,,0.347,0.337,,,,,,0.8,0.5,1.3,,
4,1948-49,31.0,STB,BAA,,34.0,,,0.441,0.511,,,,,,1.1,0.0,1.1,,
5,Career,,,BAA,,139.0,,,0.304,0.317,,,,,,-1.0,5.3,4.3,,
6,,,,,,,,,,,,,,,,,,,,
7,1 season,,DTF,BAA,,60.0,,,0.247,0.265,,,,,,-2.8,3.6,0.8,,
8,2 seasons,,STB,BAA,,58.0,,,0.359,0.379,,,,,,1.1,1.1,2.2,,
9,1 season,,BLB,BAA,,21.0,,,0.347,0.337,,,,,,0.8,0.5,1.3,,
