,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,27.0,TOT,NBA,PF,67.0,,,0.348,0.42,,,,,,-1.6,4.6,3.0,,
1,1949-50,27.0,AND,NBA,PF,35.0,,,0.366,0.506,,,,,,-0.2,2.6,2.5,,
2,1949-50,27.0,FTW,NBA,PF,32.0,,,0.332,0.344,,,,,,-1.4,2.0,0.5,,
3,1951-52,29.0,MNL,NBA,PF,66.0,1301.0,8.1,0.365,0.378,,,,,,-0.9,2.9,2.0,0.074,
4,1952-53,30.0,MNL,NBA,PF,40.0,474.0,7.6,0.388,0.689,,,,,,-0.1,0.7,0.6,0.059,
5,Career,,,NBA,,173.0,1775.0,8.0,0.357,0.43,,,,,,-2.6,8.2,5.6,0.07,
6,,,,,,,,,,,,,,,,,,,,
7,2 seasons,,MNL,NBA,,106.0,1775.0,8.0,0.37,0.447,,,,,,-1.1,3.6,2.6,0.07,
8,1 season,,AND,NBA,,35.0,,,0.366,0.506,,,,,,-0.2,2.6,2.5,,
9,1 season,,FTW,NBA,,32.0,,,0.332,0.344,,,,,,-1.4,2.0,0.5,,
