,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1975-76,22.0,NYK,NBA,SG,2,14,-0.5,0.2,0.0,7.2,14.9,11.0,0.0,3.3,0.0,,-0.1,0.0,0.0,-0.163,,-5.1,0.0,-5.1,0.0
1,Career,,,NBA,,2,14,-0.5,0.2,0.0,7.2,14.9,11.0,0.0,3.3,0.0,,-0.1,0.0,0.0,-0.163,,-5.1,0.0,-5.1,0.0
