,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24
0,1970-71,25.0,BOS,NBA,C,37.0,281.0,7.6,0.377,,0.483,,,14.6,3.9,,,,,,-0.6,0.4,-0.2,-0.035,
1,1971-72,26.0,BOS,NBA,PF,26.0,134.0,8.9,0.389,,0.47,,,12.6,7.9,,,,,,-0.3,0.2,-0.1,-0.038,
2,1972-73,27.0,SDA,ABA,C,71.0,1055.0,8.7,0.456,0.0,0.381,12.5,15.9,14.1,4.8,,,10.4,11.4,,-0.5,1.5,1.0,0.046,
3,Career,,,TOT,,134.0,1470.0,8.5,0.424,0.0,0.423,12.5,15.9,14.1,4.9,,,10.4,11.4,,-1.5,2.2,0.7,0.023,
4,,,,ABA,,71.0,1055.0,8.7,0.456,0.0,0.381,12.5,15.9,14.1,4.8,,,10.4,11.4,,-0.5,1.5,1.0,0.046,
5,,,,NBA,,63.0,415.0,8.0,0.381,,0.478,,,13.9,5.2,,,,,,-1.0,0.7,-0.3,-0.036,
6,,,,,,,,,,,,,,,,,,,,,,,,,
7,1 season,,SDA,ABA,,71.0,1055.0,8.7,0.456,0.0,0.381,12.5,15.9,14.1,4.8,,,10.4,11.4,,-0.5,1.5,1.0,0.046,
8,2 seasons,,BOS,NBA,,63.0,415.0,8.0,0.381,,0.478,,,13.9,5.2,,,,,,-1.0,0.7,-0.3,-0.036,
