,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,22.0,HSM,ABA,PG,72,1706,5.6,0.404,0.275,0.218,,,5.3,11.4,16.9,12.0,,-0.9,1.9,1.0,0.027,
1,Career,,,ABA,,72,1706,5.6,0.404,0.275,0.218,,,5.3,11.4,16.9,12.0,,-0.9,1.9,1.0,0.027,
