,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,26.0,AND,NBA,,64.0,,,0.415,0.422,,,,,,3.6,5.6,9.2,,
1,1950-51,27.0,TRI,NBA,,68.0,,,0.424,0.451,,,,,,2.9,2.7,5.6,,
2,1951-52,28.0,FTW,NBA,SG,66.0,2672.0,14.9,0.452,0.445,,,,,,4.3,1.8,6.1,0.11,
3,1952-53,29.0,FTW,NBA,SG,68.0,1910.0,12.2,0.438,0.425,,,,,,1.6,1.4,3.0,0.076,
4,1953-54,30.0,FTW,NBA,SG,64.0,973.0,15.8,0.464,0.517,,,,,,2.0,0.8,2.7,0.135,
5,1954-55,31.0,FTW,NBA,SG,71.0,1381.0,16.1,0.47,0.409,,,,,,2.5,1.2,3.6,0.127,
6,1955-56,32.0,FTW,NBA,PG,37.0,680.0,9.4,0.378,0.335,,,,,,-0.8,0.6,-0.2,-0.016,
7,Career,,,NBA,,438.0,7616.0,14.0,0.435,0.434,,,,,,16.1,14.0,30.1,0.096,
8,,,,,,,,,,,,,,,,,,,,
9,5 seasons,,FTW,NBA,,306.0,7616.0,14.0,0.447,0.431,,,,,,9.6,5.7,15.3,0.096,
10,1 season,,TRI,NBA,,68.0,,,0.424,0.451,,,,,,2.9,2.7,5.6,,
11,1 season,,AND,NBA,,64.0,,,0.415,0.422,,,,,,3.6,5.6,9.2,,
