,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,27.0,CHS,BAA,,61.0,,,0.361,0.389,,,,,,5.2,2.2,7.4,,
1,1947-48,28.0,TOT,BAA,,46.0,,,0.322,0.364,,,,,,0.7,2.6,3.3,,
2,1947-48,28.0,CHS,BAA,,6.0,,,0.243,0.364,,,,,,-0.4,0.1,-0.2,,
3,1947-48,28.0,PHW,BAA,,40.0,,,0.33,0.364,,,,,,1.0,2.5,3.5,,
4,1948-49,29.0,TOT,BAA,,60.0,,,0.387,0.533,,,,,,1.6,1.3,2.9,,
5,1948-49,29.0,BOS,BAA,,33.0,,,0.368,0.556,,,,,,0.3,1.4,1.7,,
6,1948-49,29.0,PRO,BAA,,27.0,,,0.407,0.508,,,,,,1.3,-0.1,1.3,,
7,1949-50,30.0,WSC,NBA,,68.0,,,0.454,0.616,,,,,,2.4,1.2,3.6,,
8,1950-51,31.0,TOT,NBA,,68.0,,,0.448,0.552,,,,,,2.5,1.9,4.4,,
9,1950-51,31.0,WSC,NBA,,35.0,,,0.438,0.649,,,,,,1.0,0.8,1.8,,
10,1950-51,31.0,BLB,NBA,,33.0,,,0.457,0.471,,,,,,1.5,1.1,2.6,,
11,Career,,,TOT,,303.0,,,0.383,0.463,,,,,,12.4,9.3,21.6,,
12,,,,BAA,,167.0,,,0.358,0.425,,,,,,7.5,6.2,13.6,,
13,,,,NBA,,136.0,,,0.45,0.577,,,,,,4.9,3.1,8.0,,
14,,,,,,,,,,,,,,,,,,,,
15,2 seasons,,WSC,NBA,,103.0,,,0.448,0.63,,,,,,3.4,2.0,5.4,,
16,2 seasons,,CHS,BAA,,67.0,,,0.354,0.388,,,,,,4.9,2.4,7.2,,
17,1 season,,PHW,BAA,,40.0,,,0.33,0.364,,,,,,1.0,2.5,3.5,,
18,1 season,,BLB,NBA,,33.0,,,0.457,0.471,,,,,,1.5,1.1,2.6,,
19,1 season,,BOS,BAA,,33.0,,,0.368,0.556,,,,,,0.3,1.4,1.7,,
20,1 season,,PRO,BAA,,27.0,,,0.407,0.508,,,,,,1.3,-0.1,1.3,,
