,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1963-64,22.0,STL,NBA,SG,24.0,139.0,7.0,0.355,0.321,,,,,,-0.3,0.2,-0.1,-0.049,
1,1964-65,23.0,BOS,NBA,SG,3.0,30.0,-4.7,0.136,0.056,,,,23.3,,-0.3,0.1,-0.2,-0.366,
2,1965-66,24.0,PHI,NBA,SG,66.0,838.0,4.1,0.402,0.317,,,,11.0,,-0.5,0.9,0.4,0.022,
3,1966-67,25.0,CHI,NBA,SG,76.0,1042.0,8.9,0.436,0.45,,,,15.6,,-0.3,1.2,1.0,0.045,
4,Career,,,NBA,,169.0,2049.0,6.6,0.409,0.381,,,,13.7,,-1.3,2.3,1.0,0.023,
5,,,,,,,,,,,,,,,,,,,,
6,1 season,,CHI,NBA,,76.0,1042.0,8.9,0.436,0.45,,,,15.6,,-0.3,1.2,1.0,0.045,
7,1 season,,PHI,NBA,,66.0,838.0,4.1,0.402,0.317,,,,11.0,,-0.5,0.9,0.4,0.022,
8,1 season,,STL,NBA,,24.0,139.0,7.0,0.355,0.321,,,,,,-0.3,0.2,-0.1,-0.049,
9,1 season,,BOS,NBA,,3.0,30.0,-4.7,0.136,0.056,,,,23.3,,-0.3,0.1,-0.2,-0.366,
