,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23
0,1971-72,24.0,PTC,ABA,C,25,335,10.0,0.459,0.0,0.225,13.4,20.2,16.8,4.0,,15.1,14.4,,-0.1,0.0,-0.1,-0.02,
1,Career,,,ABA,,25,335,10.0,0.459,0.0,0.225,13.4,20.2,16.8,4.0,,15.1,14.4,,-0.1,0.0,-0.1,-0.02,
