,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,25.0,CLR,BAA,,29.0,,,0.267,0.323,,,,,,-0.5,0.3,-0.2,,
1,1947-48,26.0,TOT,BAA,,49.0,,,0.341,0.412,,,,,,1.1,1.2,2.3,,
2,1947-48,26.0,WSC,BAA,,11.0,,,0.332,0.35,,,,,,0.1,0.3,0.4,,
3,1947-48,26.0,BLB,BAA,,14.0,,,0.317,0.267,,,,,,0.0,0.1,0.2,,
4,1947-48,26.0,STB,BAA,,24.0,,,0.351,0.486,,,,,,0.9,0.8,1.7,,
5,1948-49,27.0,NYK,BAA,,53.0,,,0.354,0.474,,,,,,-0.1,1.7,1.6,,
6,Career,,,BAA,,131.0,,,0.333,0.421,,,,,,0.4,3.2,3.6,,
7,,,,,,,,,,,,,,,,,,,,
8,1 season,,NYK,BAA,,53.0,,,0.354,0.474,,,,,,-0.1,1.7,1.6,,
9,1 season,,CLR,BAA,,29.0,,,0.267,0.323,,,,,,-0.5,0.3,-0.2,,
10,1 season,,STB,BAA,,24.0,,,0.351,0.486,,,,,,0.9,0.8,1.7,,
11,1 season,,BLB,BAA,,14.0,,,0.317,0.267,,,,,,0.0,0.1,0.2,,
12,1 season,,WSC,BAA,,11.0,,,0.332,0.35,,,,,,0.1,0.3,0.4,,
