,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24
0,1971-72,23.0,DET,NBA,SG,48.0,322.0,12.6,0.414,,0.316,,,6.9,18.6,,,,,,-0.5,0.1,-0.5,-0.074,
1,1972-73,24.0,MMT,ABA,SG,30.0,386.0,13.9,0.508,0.05,0.403,4.4,5.4,4.9,26.1,,,18.0,22.9,,0.3,0.1,0.4,0.05,
2,Career,,,TOT,,78.0,708.0,13.3,0.459,0.024,0.357,4.4,5.4,5.8,22.7,,,18.0,22.9,,-0.3,0.2,-0.1,-0.007,
3,,,,NBA,,48.0,322.0,12.6,0.414,,0.316,,,6.9,18.6,,,,,,-0.5,0.1,-0.5,-0.074,
4,,,,ABA,,30.0,386.0,13.9,0.508,0.05,0.403,4.4,5.4,4.9,26.1,,,18.0,22.9,,0.3,0.1,0.4,0.05,
5,,,,,,,,,,,,,,,,,,,,,,,,,
6,1 season,,DET,NBA,,48.0,322.0,12.6,0.414,,0.316,,,6.9,18.6,,,,,,-0.5,0.1,-0.5,-0.074,
7,1 season,,MMT,ABA,,30.0,386.0,13.9,0.508,0.05,0.403,4.4,5.4,4.9,26.1,,,18.0,22.9,,0.3,0.1,0.4,0.05,
