,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,28.0,TOT,NBA,C,64.0,,,0.484,0.715,,,,,,6.7,1.8,8.5,,
1,1949-50,28.0,TRI,NBA,C,46.0,,,0.472,0.698,,,,,,4.0,1.3,5.2,,
2,1949-50,28.0,WSC,NBA,C,18.0,,,0.513,0.751,,,,,,2.8,0.5,3.3,,
3,1950-51,29.0,TOT,NBA,C,67.0,,,0.464,0.643,,,,,,3.1,1.8,4.9,,
4,1950-51,29.0,WSC,NBA,C,16.0,,,0.441,0.732,,,,,,0.6,0.3,0.9,,
5,1950-51,29.0,BLB,NBA,C,2.0,,,0.29,0.6,,,,,,-0.1,0.0,-0.1,,
6,1950-51,29.0,FTW,NBA,C,49.0,,,0.481,0.611,,,,,,2.6,1.5,4.1,,
7,1951-52,30.0,TOT,NBA,C,64.0,1789.0,20.1,0.468,0.657,,,,,,4.1,1.7,5.8,0.156,
8,1951-52,30.0,FTW,NBA,C,7.0,63.0,15.1,0.444,0.8,,,,,,0.1,0.1,0.2,0.126,
9,1951-52,30.0,MLH,NBA,C,57.0,1726.0,20.3,0.469,0.653,,,,,,4.0,1.6,5.6,0.157,
10,1952-53,31.0,MLH,NBA,C,24.0,384.0,17.2,0.52,1.046,,,,,,1.1,0.6,1.7,0.218,
11,Career,,,NBA,,219.0,2173.0,19.6,0.475,0.692,,,,,,15.0,5.9,20.9,0.167,
12,,,,,,,,,,,,,,,,,,,,
13,3 seasons,,"TRI,MLH",NBA,,127.0,2110.0,19.7,0.474,0.7,,,,,,9.1,3.5,12.6,0.168,
14,2 seasons,,FTW,NBA,,56.0,63.0,15.1,0.478,0.622,,,,,,2.7,1.6,4.3,0.126,
15,2 seasons,,WSC,NBA,,34.0,,,0.485,0.744,,,,,,3.3,0.9,4.2,,
16,1 season,,BLB,NBA,,2.0,,,0.29,0.6,,,,,,-0.1,0.0,-0.1,,
