,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1961-62,22.0,CHP,NBA,C,79.0,3344.0,26.6,0.554,0.455,,,,,,,,13.4,2.8,16.3,0.233,,,,,
1,1962-63,23.0,CHZ,NBA,C,80.0,3306.0,24.9,0.571,0.515,,,,,,,,12.6,1.1,13.7,0.199,,,,,
2,1963-64,24.0,BAL,NBA,C,80.0,3394.0,23.3,0.555,0.521,,,,,,,,11.4,2.9,14.4,0.203,,,,,
3,1964-65,25.0,BAL,NBA,C,80.0,3301.0,21.7,0.559,0.522,,,,8.8,,,,11.2,0.9,12.1,0.175,,,,,
4,1965-66,26.0,TOT,NBA,C,80.0,3352.0,19.3,0.543,0.502,,,,9.8,,,,8.3,1.2,9.5,0.136,,,,,
5,1965-66,26.0,BAL,NBA,C,8.0,268.0,17.7,0.495,0.54,,,,9.3,,,,0.4,0.2,0.6,0.108,,,,,
6,1965-66,26.0,NYK,NBA,C,72.0,3084.0,19.4,0.548,0.498,,,,9.8,,,,7.9,1.0,8.9,0.139,,,,,
7,1966-67,27.0,NYK,NBA,C,79.0,3010.0,18.4,0.56,0.535,,,,9.2,,,,7.4,1.4,8.8,0.14,,,,,
8,1967-68,28.0,NYK,NBA,C,82.0,2695.0,19.1,0.583,0.56,,,,8.3,,,,7.9,3.3,11.1,0.198,,,,,
9,1968-69,29.0,TOT,NBA,C,88.0,3159.0,18.0,0.555,0.56,,,,7.6,,,,7.7,2.6,10.4,0.157,,,,,
10,1968-69,29.0,NYK,NBA,C,35.0,1136.0,17.9,0.543,0.502,,,,9.3,,,,2.5,1.8,4.3,0.181,,,,,
11,1968-69,29.0,DET,NBA,C,53.0,2023.0,18.0,0.562,0.593,,,,6.6,,,,5.2,0.9,6.1,0.144,,,,,
12,1969-70,30.0,TOT,NBA,C,79.0,2028.0,16.4,0.549,0.556,,,,9.2,,,,3.5,1.3,4.9,0.115,,,,,
13,1969-70,30.0,DET,NBA,C,56.0,1173.0,16.7,0.567,0.648,,,,6.5,,,,2.6,0.7,3.3,0.133,,,,,
14,1969-70,30.0,ATL,NBA,C,23.0,855.0,16.0,0.523,0.432,,,,12.9,,,,1.0,0.6,1.6,0.09,,,,,
15,1970-71,31.0,ATL,NBA,C,82.0,2908.0,16.5,0.535,0.633,,,16.5,10.3,,,,4.6,1.6,6.2,0.102,,,,,
16,1971-72,32.0,ATL,NBA,C,82.0,3187.0,19.0,0.567,0.534,,,16.1,11.8,,,,7.8,2.5,10.3,0.155,,,,,
17,1972-73,33.0,ATL,NBA,C,74.0,2802.0,15.9,0.527,0.584,,,16.4,8.3,,,,4.2,2.9,7.1,0.122,,,,,
18,1973-74,34.0,ATL,NBA,C,77.0,2440.0,15.2,0.521,0.478,10.7,20.0,15.3,10.3,0.9,1.0,,3.2,2.2,5.4,0.107,,0.7,-0.9,-0.2,1.1
19,1974-75,35.0,NOJ,NBA,C,1.0,14.0,16.4,1.042,1.0,0.0,37.0,17.9,0.0,0.0,0.0,,0.0,0.0,0.1,0.222,,-3.8,0.1,-3.7,0.0
20,Career,,,NBA,,1043.0,38940.0,19.9,0.554,0.527,10.6,20.1,16.1,9.4,0.9,1.0,,103.3,26.7,130.0,0.16,,0.6,-0.9,-0.2,1.1
21,,,,,,,,,,,,,,,,,,,,,,,,,,
22,5 seasons,,ATL,NBA,,338.0,12192.0,16.7,0.538,0.548,10.7,20.0,16.1,10.4,0.9,1.0,,20.8,9.8,30.6,0.121,,0.7,-0.9,-0.2,1.1
23,5 seasons,,"CHP,CHZ,BAL",NBA,,327.0,13613.0,24.0,0.558,0.501,,,,8.8,,,,49.0,8.0,57.0,0.201,,,,,
24,4 seasons,,NYK,NBA,,268.0,9925.0,18.8,0.56,0.525,,,,9.1,,,,25.7,7.4,33.1,0.16,,,,,
25,2 seasons,,DET,NBA,,109.0,3196.0,17.6,0.564,0.613,,,,6.6,,,,7.8,1.5,9.3,0.14,,,,,
26,1 season,,NOJ,NBA,,1.0,14.0,16.4,1.042,1.0,0.0,37.0,17.9,0.0,0.0,0.0,,0.0,0.0,0.1,0.222,,-3.8,0.1,-3.7,0.0
