,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1968-69,22.0,SDR,NBA,PG,77.0,1448.0,11.4,0.45,0.454,,,,20.3,,,,0.2,2.1,2.2,0.074,,,,,
1,1969-70,23.0,SDR,NBA,PG,35.0,717.0,10.2,0.453,0.368,,,,18.7,,,,-0.2,0.9,0.7,0.048,,,,,
2,1970-71,24.0,POR,NBA,PG,81.0,2303.0,13.4,0.484,0.412,,,5.3,21.2,,,,1.5,1.9,3.4,0.071,,,,,
3,1971-72,25.0,POR,NBA,PG,80.0,2445.0,11.5,0.481,0.267,,,4.4,22.8,,,,1.0,0.5,1.6,0.03,,,,,
4,1972-73,26.0,POR,NBA,PG,76.0,1822.0,9.5,0.44,0.194,,,4.2,20.4,,,,-0.4,0.5,0.1,0.003,,,,,
5,1973-74,27.0,CHI,NBA,PG,55.0,618.0,10.0,0.447,0.447,2.6,9.0,5.8,12.4,2.7,0.1,,-0.3,0.9,0.7,0.053,,-3.5,1.8,-1.6,0.1
6,1974-75,28.0,TOT,NBA,PG,58.0,1074.0,11.1,0.474,0.354,2.3,6.8,4.5,14.7,2.9,0.4,,0.2,1.2,1.3,0.059,,-2.7,1.4,-1.3,0.2
7,1974-75,28.0,CHI,NBA,PG,12.0,340.0,11.3,0.47,0.375,1.9,6.2,4.0,15.4,2.3,0.2,,0.1,0.4,0.5,0.075,,-2.4,0.6,-1.8,0.0
8,1974-75,28.0,NOJ,NBA,PG,28.0,613.0,11.2,0.473,0.371,2.1,7.1,4.5,15.5,3.4,0.5,,0.0,0.6,0.6,0.047,,-2.9,2.0,-0.9,0.2
9,1974-75,28.0,KCO,NBA,PG,18.0,121.0,10.0,0.497,0.179,5.1,6.9,6.0,9.2,2.7,0.4,,0.1,0.1,0.2,0.077,,-2.9,0.9,-2.0,0.0
10,Career,,,NBA,,462.0,10427.0,11.3,0.467,0.344,2.5,7.6,4.7,20.0,2.8,0.3,,1.9,8.1,10.0,0.046,,-3.0,1.6,-1.4,0.3
11,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3 seasons,,POR,NBA,,237.0,6570.0,11.6,0.473,0.309,,,4.7,21.6,,,,2.1,3.0,5.0,0.037,,,,,
13,2 seasons,,SDR,NBA,,112.0,2165.0,11.0,0.451,0.424,,,,19.7,,,,-0.1,3.0,3.0,0.066,,,,,
14,2 seasons,,CHI,NBA,,67.0,958.0,10.4,0.456,0.42,2.4,8.0,5.2,13.5,2.5,0.1,,-0.2,1.4,1.2,0.061,,-3.1,1.4,-1.7,0.1
15,1 season,,NOJ,NBA,,28.0,613.0,11.2,0.473,0.371,2.1,7.1,4.5,15.5,3.4,0.5,,0.0,0.6,0.6,0.047,,-2.9,2.0,-0.9,0.2
16,1 season,,KCO,NBA,,18.0,121.0,10.0,0.497,0.179,5.1,6.9,6.0,9.2,2.7,0.4,,0.1,0.1,0.2,0.077,,-2.9,0.9,-2.0,0.0
