,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,26.0,CLR,BAA,,58.0,,,0.348,0.27,,,,,,4.0,1.1,5.2,,
1,1947-48,27.0,TOT,BAA,,44.0,,,0.345,0.231,,,,,,2.3,-0.5,1.7,,
2,1947-48,27.0,CHS,BAA,,1.0,,,0.0,0.0,,,,,,-0.1,0.0,-0.1,,
3,1947-48,27.0,PHW,BAA,,2.0,,,0.667,0.0,,,,,,0.1,0.1,0.1,,
4,1947-48,27.0,PRO,BAA,,41.0,,,0.345,0.233,,,,,,2.2,-0.6,1.6,,
5,1948-49,28.0,PRO,BAA,,57.0,,,0.421,0.405,,,,,,5.1,-0.2,4.9,,
6,1949-50,29.0,DNN,NBA,,57.0,,,0.431,0.483,,,,,,4.8,-1.0,3.7,,
7,1950-51,30.0,TOT,NBA,,60.0,,,0.403,0.338,,,,,,0.5,1.0,1.6,,
8,1950-51,30.0,BOS,NBA,,10.0,,,0.281,0.64,,,,,,-0.2,0.0,-0.2,,
9,1950-51,30.0,BLB,NBA,,50.0,,,0.409,0.323,,,,,,0.8,1.0,1.8,,
10,Career,,,TOT,,276.0,,,0.394,0.357,,,,,,16.7,0.4,17.1,,
11,,,,BAA,,159.0,,,0.377,0.311,,,,,,11.4,0.4,11.8,,
12,,,,NBA,,117.0,,,0.421,0.431,,,,,,5.3,0.0,5.3,,
13,,,,,,,,,,,,,,,,,,,,
14,2 seasons,,PRO,BAA,,98.0,,,0.39,0.331,,,,,,7.4,-0.8,6.5,,
15,1 season,,CLR,BAA,,58.0,,,0.348,0.27,,,,,,4.0,1.1,5.2,,
16,1 season,,DNN,NBA,,57.0,,,0.431,0.483,,,,,,4.8,-1.0,3.7,,
17,1 season,,BLB,NBA,,50.0,,,0.409,0.323,,,,,,0.8,1.0,1.8,,
18,1 season,,BOS,NBA,,10.0,,,0.281,0.64,,,,,,-0.2,0.0,-0.2,,
19,1 season,,PHW,BAA,,2.0,,,0.667,0.0,,,,,,0.1,0.1,0.1,,
20,1 season,,CHS,BAA,,1.0,,,0.0,0.0,,,,,,-0.1,0.0,-0.1,,
