Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,24.0,2022-12-07,26-044,BOS,PHO,1.0,28.1,9.0,24.0,0.375,2.0,8.0,0.25,5.0,5.0,1.0,3.0,4.0,7.0,3.0,2.0,0.0,1.0,0.0,25.0,18.2,27.0,16.0,7.0,0.4375,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,7.0,92.0,5.411764705882353,16.20000000000001,93.29999999999998,5.488235294117646,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+6),W (+6)
27.0,25.0,2022-12-10,26-047,BOS,GSW,1.0,37.21666666666667,13.0,23.0,0.565,3.0,9.0,0.333,2.0,2.0,1.0,1.0,8.0,9.0,3.0,1.0,0.0,2.0,3.0,31.0,23.1,-9.0,14.0,10.0,0.7142857142857143,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,17.0,40.0,2.3529411764705883,22.300000000000008,59.6,3.5058823529411764,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+27),W (+27)
28.0,26.0,2022-12-12,26-049,BOS,LAC,1.0,29.683333333333334,9.0,15.0,0.6,1.0,6.0,0.167,2.0,6.0,0.333,0.0,4.0,4.0,2.0,2.0,0.0,2.0,4.0,21.0,13.5,-26.0,9.0,8.0,0.8888888888888888,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,6.0,51.0,3.0,12.699999999999998,59.6,3.5058823529411764,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,L (-16),L (-16)
29.0,27.0,2022-12-13,26-050,BOS,LAL,1.0,42.73333333333333,10.0,21.0,0.476,3.0,7.0,0.429,2.0,4.0,0.5,2.0,13.0,15.0,5.0,3.0,0.0,4.0,4.0,25.0,19.7,10.0,14.0,7.0,0.5,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,19.0,68.0,4.0,18.899999999999995,81.20000000000002,4.776470588235295,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,L (-20),L (-20)
30.0,28.0,2022-12-16,26-053,BOS,ORL,1.0,36.63333333333333,7.0,17.0,0.412,4.0,10.0,0.4,8.0,10.0,0.8,0.0,4.0,4.0,3.0,1.0,2.0,7.0,3.0,26.0,13.6,0.0,7.0,3.0,0.4285714285714285,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,2.0,62.0,3.647058823529412,10.400000000000002,73.9,4.347058823529412,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+4),W (+4)
31.0,29.0,2022-12-18,26-055,BOS,ORL,1.0,38.86666666666667,10.0,25.0,0.4,2.0,10.0,0.2,2.0,2.0,1.0,3.0,11.0,14.0,2.0,3.0,2.0,5.0,3.0,24.0,15.5,2.0,15.0,8.0,0.5333333333333333,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,13.0,70.0,4.117647058823529,14.699999999999996,71.89999999999999,4.2294117647058815,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,L (-8),L (-8)
32.0,30.0,2022-12-21,26-058,BOS,IND,1.0,36.21666666666667,8.0,23.0,0.348,1.0,5.0,0.2,2.0,2.0,1.0,4.0,6.0,10.0,2.0,1.0,0.0,4.0,1.0,19.0,8.7,-6.0,18.0,7.0,0.3888888888888889,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,3.0,87.0,5.117647058823529,7.9,97.6,5.741176470588235,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,L (-3),L (-3)
33.0,31.0,2022-12-23,26-060,BOS,MIN,1.0,36.9,13.0,29.0,0.448,3.0,13.0,0.231,7.0,10.0,0.7,3.0,4.0,7.0,3.0,1.0,1.0,2.0,3.0,36.0,23.6,8.0,16.0,10.0,0.625,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,7.0,85.0,5.0,20.80000000000001,88.19999999999999,5.188235294117646,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,L (-5),L (-5)
34.0,32.0,2022-12-25,26-062,BOS,MIL,1.0,37.45,11.0,19.0,0.579,5.0,9.0,0.556,2.0,6.0,0.333,0.0,5.0,5.0,4.0,1.0,0.0,4.0,3.0,29.0,18.6,11.0,10.0,6.0,0.6,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,10.0,97.0,5.705882352941177,17.8,117.9,6.935294117647059,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+12),W (+12)
35.0,33.0,2022-12-27,26-064,BOS,HOU,1.0,34.81666666666667,14.0,26.0,0.538,6.0,15.0,0.4,5.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,39.0,28.7,21.0,11.0,8.0,0.7272727272727273,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,12.0,87.0,5.117647058823529,26.7,82.89999999999999,4.876470588235294,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+21),W (+21)
36.0,34.0,2022-12-29,26-066,BOS,LAC,1.0,32.65,12.0,25.0,0.48,0.0,8.0,0.0,5.0,5.0,1.0,2.0,5.0,7.0,2.0,0.0,0.0,3.0,5.0,29.0,15.6,5.0,17.0,12.0,0.7058823529411765,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,5.0,71.0,4.176470588235294,13.599999999999994,78.39999999999999,4.6117647058823525,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+24),W (+24)
37.0,35.0,2023-01-01,26-069,BOS,DEN,1.0,34.21666666666667,12.0,20.0,0.6,4.0,8.0,0.5,2.0,2.0,1.0,2.0,6.0,8.0,3.0,1.0,0.0,0.0,3.0,30.0,25.9,-7.0,12.0,8.0,0.6666666666666666,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,20.0,47.0,2.764705882352941,25.099999999999994,58.6,3.447058823529412,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+6),W (+6)
38.0,36.0,2023-01-03,26-071,BOS,OKC,1.0,25.3,11.0,18.0,0.611,2.0,7.0,0.286,5.0,9.0,0.556,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,29.0,18.7,-28.0,11.0,9.0,0.8181818181818182,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,4.0,66.0,3.882352941176471,16.699999999999992,77.3,4.547058823529412,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,L (-12),L (-12)
39.0,37.0,2023-01-05,26-073,BOS,DAL,1.0,29.633333333333333,6.0,12.0,0.5,2.0,5.0,0.4,5.0,6.0,0.833,1.0,6.0,7.0,3.0,0.0,2.0,2.0,4.0,19.0,15.0,12.0,7.0,4.0,0.5714285714285714,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,11.0,96.0,5.647058823529412,13.000000000000002,101.00000000000004,5.941176470588238,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,L (-33),L (-33)
40.0,38.0,2023-01-07,26-075,BOS,SAS,1.0,38.766666666666666,12.0,26.0,0.462,2.0,7.0,0.286,3.0,6.0,0.5,1.0,3.0,4.0,2.0,2.0,2.0,6.0,4.0,29.0,13.2,3.0,19.0,10.0,0.5263157894736842,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,1.0,91.0,5.352941176470588,11.999999999999991,94.1,5.535294117647059,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+29),W (+29)
41.0,39.0,2023-01-09,26-077,BOS,CHI,1.0,38.583333333333336,7.0,21.0,0.333,0.0,8.0,0.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,0.0,1.0,4.0,0.0,19.0,7.8,20.0,13.0,7.0,0.5384615384615384,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,-2.0,86.0,5.0588235294117645,5.799999999999997,85.89999999999999,5.052941176470588,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+5),W (+5)
42.0,40.0,2023-01-11,26-079,BOS,NOP,1.0,34.766666666666666,15.0,21.0,0.714,3.0,6.0,0.5,8.0,9.0,0.889,4.0,8.0,12.0,0.0,0.0,1.0,2.0,3.0,41.0,34.6,18.0,15.0,12.0,0.8,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,22.0,74.0,4.352941176470588,31.4,79.89999999999999,4.699999999999999,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,,
43.0,,2023-01-12,26-080,BOS,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,,84.0,4.941176470588236,0.0,94.79999999999995,5.576470588235291,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+8),W (+8)
44.0,,2023-01-14,26-082,BOS,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,,110.0,6.470588235294118,0.0,120.9,7.111764705882353,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+11),W (+11)
45.0,,2023-01-16,26-084,BOS,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,,98.0,5.764705882352941,0.0,110.4,6.494117647058824,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+11),W (+11)
46.0,41.0,2023-01-19,26-087,BOS,GSW,1.0,41.43333333333333,6.0,18.0,0.333,1.0,4.0,0.25,3.0,6.0,0.5,1.0,8.0,9.0,3.0,1.0,0.0,2.0,5.0,16.0,6.8,-6.0,14.0,5.0,0.3571428571428571,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,3.0,60.0,3.5294117647058822,5.599999999999994,74.39999999999998,4.376470588235293,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+16),W (+16)
47.0,42.0,2023-01-21,26-089,BOS,TOR,1.0,41.833333333333336,10.0,23.0,0.435,4.0,8.0,0.5,3.0,3.0,1.0,2.0,6.0,8.0,6.0,3.0,0.0,5.0,0.0,27.0,20.3,-4.0,15.0,6.0,0.4,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,13.0,77.0,4.529411764705882,19.099999999999994,82.39999999999999,4.847058823529411,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+12),W (+12)
48.0,43.0,2023-01-23,26-091,BOS,ORL,1.0,36.95,10.0,22.0,0.455,5.0,11.0,0.455,1.0,2.0,0.5,2.0,3.0,5.0,3.0,1.0,0.0,5.0,1.0,26.0,14.2,-20.0,11.0,5.0,0.4545454545454545,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,6.0,61.0,3.588235294117647,13.8,61.8,3.635294117647059,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+3),W (+3)
49.0,,2023-01-24,26-092,BOS,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,,69.0,4.0588235294117645,0.0,72.1,4.241176470588235,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+2),W (+2)
50.0,44.0,2023-01-26,26-094,BOS,NYK,1.0,41.53333333333333,8.0,22.0,0.364,1.0,8.0,0.125,5.0,7.0,0.714,2.0,7.0,9.0,2.0,1.0,0.0,3.0,2.0,22.0,11.1,3.0,14.0,7.0,0.5,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,2.0,71.0,4.176470588235294,9.099999999999998,77.79999999999998,4.576470588235293,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,L (-15),L (-15)
51.0,45.0,2023-01-28,26-096,BOS,LAL,1.0,38.61666666666667,13.0,23.0,0.565,2.0,9.0,0.222,9.0,11.0,0.818,1.0,8.0,9.0,3.0,1.0,1.0,3.0,5.0,37.0,27.2,2.0,14.0,11.0,0.7857142857142857,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,14.0,62.0,3.647058823529412,23.600000000000016,76.10000000000001,4.476470588235294,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,L (-3),L (-3)
52.0,46.0,2023-02-01,26-100,BOS,BRK,1.0,31.85,8.0,16.0,0.5,7.0,12.0,0.583,3.0,5.0,0.6,0.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,26.0,18.2,35.0,4.0,1.0,0.25,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,9.0,132.0,7.764705882352941,16.999999999999996,129.0,7.588235294117647,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,L (-3),L (-3)
