Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Payton Pritchard,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,15.0,2022-12-07,24-313,BOS,PHO,0,10.1,2.0,5.0,.400,1.0,3.0,.333,2,2.0,1.000,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,7.0,5.6,-10,2.0,1.0,0.5,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,3.0,99.0,5.5,4.8,109.5,6.083333333333333,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+6),W (+6)
27.0,16.0,2022-12-10,24-316,BOS,GSW,0,7.25,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.7,-4,0.0,0.0,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,2.0,57.0,3.1666666666666665,2.7,81.9,4.550000000000001,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+27),W (+27)
28.0,17.0,2022-12-12,24-318,BOS,LAC,0,7.233333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,-0.3,-2,0.0,0.0,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,0.0,57.0,3.1666666666666665,-0.3,72.29999999999998,4.016666666666666,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,L (-16),L (-16)
29.0,,2022-12-13,24-319,BOS,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,,87.0,4.833333333333333,0.0,100.1,5.561111111111111,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,L (-20),L (-20)
30.0,,2022-12-16,24-322,BOS,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,,64.0,3.555555555555556,0.0,84.30000000000001,4.683333333333334,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+4),W (+4)
31.0,18.0,2022-12-18,24-324,BOS,ORL,0,3.7666666666666666,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,-1,0.0,0.0,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,-1.0,83.0,4.611111111111111,-1.1,86.6,4.811111111111111,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,L (-8),L (-8)
32.0,19.0,2022-12-21,24-327,BOS,IND,1,17.383333333333333,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,+1,1.0,0.0,0.0,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,5.0,90.0,5.0,4.0,105.5,5.861111111111111,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,L (-3),L (-3)
33.0,20.0,2022-12-23,24-329,BOS,MIN,0,0.95,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,0.0,0.0,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,0.0,92.0,5.111111111111111,0.0,109.0,6.055555555555555,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,L (-5),L (-5)
34.0,21.0,2022-12-25,24-331,BOS,MIL,0,3.333333333333333,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.1,+2,2.0,2.0,1.0,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,2.0,107.0,5.944444444444445,3.1,135.7,7.538888888888888,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+12),W (+12)
35.0,,2022-12-27,24-333,BOS,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,,99.0,5.5,0.0,109.6,6.088888888888889,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+21),W (+21)
36.0,22.0,2022-12-29,24-335,BOS,LAC,0,5.766666666666667,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-7,0.0,0.0,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,-1.0,76.0,4.222222222222222,-0.7,92.0,5.111111111111111,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+24),W (+24)
37.0,23.0,2023-01-01,24-338,BOS,DEN,0,2.083333333333333,0.0,0.0,,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.4,+2,0.0,0.0,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,-2.0,67.0,3.7222222222222223,-0.8,83.7,4.65,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+6),W (+6)
38.0,24.0,2023-01-03,24-340,BOS,OKC,0,14.766666666666667,7.0,13.0,.538,3.0,4.0,.750,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,9.7,-5,9.0,4.0,0.4444444444444444,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,3.0,70.0,3.888888888888889,9.7,94.0,5.222222222222222,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,L (-12),L (-12)
39.0,25.0,2023-01-05,24-342,BOS,DAL,0,2.716666666666667,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.7,+1,1.0,1.0,1.0,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,1.0,107.0,5.944444444444445,1.7000000000000002,114.00000000000004,6.333333333333336,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,L (-33),L (-33)
40.0,,2023-01-07,24-344,BOS,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,,92.0,5.111111111111111,0.0,106.1,5.894444444444444,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+29),W (+29)
41.0,26.0,2023-01-09,24-346,BOS,CHI,0,3.633333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-2,0.0,0.0,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,1.0,84.0,4.666666666666667,0.3,91.69999999999996,5.094444444444442,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+5),W (+5)
42.0,27.0,2023-01-11,24-348,BOS,NOP,0,17.816666666666666,1.0,6.0,.167,1.0,6.0,.167,0,0.0,,0.0,6.0,6.0,0.0,1.0,0.0,2.0,2.0,3.0,-0.8,-7,0.0,0.0,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,2.0,96.0,5.333333333333333,-0.8,111.3,6.183333333333334,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,,
43.0,28.0,2023-01-12,24-349,BOS,BRK,0,14.6,4.0,7.0,.571,1.0,3.0,.333,0,0.0,,3.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,9.0,7.6,+13,4.0,3.0,0.75,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,6.0,84.0,4.666666666666667,7.6,94.79999999999995,5.266666666666664,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+8),W (+8)
44.0,29.0,2023-01-14,24-351,BOS,CHO,0,26.75,4.0,11.0,.364,1.0,6.0,.167,0,0.0,,2.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,9.0,5.6,+4,5.0,3.0,0.6,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,3.0,110.0,6.111111111111111,5.600000000000001,120.90000000000002,6.716666666666668,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+11),W (+11)
45.0,30.0,2023-01-16,24-353,BOS,CHO,0,12.733333333333333,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,-0.2,-3,1.0,0.0,0.0,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,-1.0,98.0,5.444444444444445,-0.1999999999999999,110.4,6.133333333333334,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+11),W (+11)
46.0,,2023-01-19,24-356,BOS,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,,63.0,3.5,0.0,79.99999999999997,4.444444444444443,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+16),W (+16)
47.0,31.0,2023-01-21,24-358,BOS,TOR,0,25.866666666666667,4.0,7.0,.571,4.0,7.0,.571,0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,12.0,10.3,+19,0.0,0.0,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,9.0,90.0,5.0,10.3,101.5,5.638888888888889,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+12),W (+12)
48.0,32.0,2023-01-23,24-360,BOS,ORL,0,30.78333333333333,2.0,6.0,.333,1.0,4.0,.250,0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,1.0,2.0,5.0,3.5,0,2.0,1.0,0.5,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,5.0,67.0,3.7222222222222223,3.500000000000001,75.6,4.199999999999999,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+3),W (+3)
49.0,33.0,2023-01-24,24-361,BOS,MIA,1,42.46666666666667,4.0,14.0,.286,2.0,9.0,.222,0,0.0,,1.0,6.0,7.0,4.0,1.0,0.0,2.0,3.0,10.0,4.9,+1,5.0,2.0,0.4,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,6.0,69.0,3.8333333333333335,4.9,72.1,4.005555555555556,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+2),W (+2)
50.0,34.0,2023-01-26,24-363,BOS,NYK,0,12.85,3.0,6.0,.500,1.0,3.0,.333,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,7.0,3.9,-6,3.0,2.0,0.6666666666666666,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,3.0,73.0,4.055555555555555,3.899999999999999,86.9,4.827777777777778,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,L (-15),L (-15)
51.0,35.0,2023-01-28,25-000,BOS,LAL,0,5.5,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1,+4,0.0,0.0,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,-1.0,76.0,4.222222222222222,-1.1,99.70000000000005,5.538888888888891,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,L (-3),L (-3)
52.0,36.0,2023-02-01,25-004,BOS,BRK,0,16.15,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,5.0,3.7,+8,1.0,1.0,1.0,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,3.0,141.0,7.833333333333333,3.6999999999999993,145.99999999999997,8.111111111111109,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,L (-3),L (-3)
