Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,24-336,BOS,DET,0,31.85,9.0,15.0,.600,6.0,12.0,.500,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,24.0,16.5,-1,3.0,3.0,1.0,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,11.0,81.0,4.764705882352941,16.500000000000004,86.1,5.064705882352941,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,W (+16),W (+16)
12.0,12.0,2022-11-11,24-338,BOS,DEN,0,20.15,2.0,7.0,.286,1.0,6.0,.167,0,0.0,,0.0,5.0,5.0,1.0,0.0,2.0,0.0,2.0,5.0,3.7,+12,1.0,1.0,1.0,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,6.0,95.0,5.588235294117647,3.700000000000001,108.79999999999998,6.399999999999999,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,W (+19),W (+19)
13.0,13.0,2022-11-12,24-339,BOS,DET,0,20.73333333333333,2.0,7.0,.286,1.0,6.0,.167,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,1.1,-1,1.0,1.0,1.0,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,0.0,82.0,4.823529411764706,1.1000000000000003,98.5,5.794117647058823,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,W (+9),W (+9)
14.0,14.0,2022-11-14,24-341,BOS,OKC,0,16.383333333333333,2.0,5.0,.400,2.0,5.0,.400,0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,4.3,+3,0.0,0.0,,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,3.0,79.0,4.647058823529412,4.299999999999999,97.79999999999998,5.752941176470587,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,W (+4),W (+4)
15.0,15.0,2022-11-16,24-343,BOS,ATL,0,27.48333333333333,5.0,6.0,.833,5.0,6.0,.833,0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,15.0,13.8,+35,0.0,0.0,,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,15.0,90.0,5.294117647058823,13.8,92.4,5.435294117647059,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,W (+25),W (+25)
16.0,16.0,2022-11-18,24-345,BOS,NOP,0,21.15,2.0,7.0,.286,2.0,5.0,.400,0,0.0,,2.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,6.0,3.5,-2,2.0,0.0,0.0,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,4.0,90.0,5.294117647058823,3.5,104.29999999999998,6.1352941176470575,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,W (+8),W (+8)
17.0,17.0,2022-11-21,24-348,BOS,CHI,0,12.416666666666666,1.0,2.0,.500,1.0,2.0,.500,1,2.0,.500,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,-2,0.0,0.0,,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,2.0,72.0,4.235294117647059,1.1999999999999995,86.09999999999998,5.06470588235294,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,L (-14),L (-14)
18.0,18.0,2022-11-23,24-350,BOS,DAL,0,17.416666666666668,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,1.7,+4,0.0,0.0,,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,4.0,87.0,5.117647058823529,1.7000000000000002,105.09999999999998,6.182352941176469,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,W (+13),W (+13)
19.0,19.0,2022-11-25,24-352,BOS,SAC,0,21.566666666666663,3.0,6.0,.500,3.0,6.0,.500,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,9.0,7.6,+21,0.0,0.0,,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,7.0,82.0,4.823529411764706,7.599999999999998,96.49999999999996,5.676470588235292,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,W (+18),W (+18)
20.0,20.0,2022-11-27,24-354,BOS,WAS,0,21.316666666666663,4.0,5.0,.800,3.0,4.0,.750,3,3.0,1.000,0.0,5.0,5.0,1.0,0.0,0.0,2.0,3.0,14.0,11.1,-4,1.0,1.0,1.0,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,10.0,68.0,4.0,9.900000000000002,87.79999999999998,5.164705882352941,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,W (+9),W (+9)
21.0,21.0,2022-11-28,24-355,BOS,CHO,0,27.33333333333333,4.0,7.0,.571,3.0,6.0,.500,0,0.0,,0.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,11.0,10.4,+7,1.0,1.0,1.0,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,10.0,110.0,6.470588235294118,10.400000000000002,119.7,7.041176470588235,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,,
22.0,22.0,2022-11-30,24-357,BOS,MIA,0,7.366666666666666,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,-3,0.0,0.0,,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,0.0,97.0,5.705882352941177,0.3,117.7,6.923529411764706,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,W (+35),W (+35)
23.0,23.0,2022-12-02,24-359,BOS,MIA,0,9.533333333333331,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,4.3,-13,1.0,1.0,1.0,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,4.0,72.0,4.235294117647059,4.3,91.4,5.376470588235295,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,W (+13),W (+13)
24.0,24.0,2022-12-04,24-361,BOS,BRK,0,17.616666666666667,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,0,0.0,0.0,,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,5.0,80.0,4.705882352941177,4.0,86.9,5.111764705882353,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,L (-4),L (-4)
25.0,25.0,2022-12-05,24-362,BOS,TOR,0,15.85,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,5.0,3.1,-2,1.0,1.0,1.0,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,4.0,78.0,4.588235294117647,3.1,91.30000000000004,5.37058823529412,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,W (+11),W (+11)
26.0,26.0,2022-12-07,24-364,BOS,PHO,0,21.383333333333333,2.0,7.0,.286,2.0,6.0,.333,0,0.0,,1.0,5.0,6.0,0.0,1.0,0.0,0.0,2.0,6.0,4.3,0,1.0,0.0,0.0,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,6.0,93.0,5.470588235294118,4.300000000000001,105.2,6.188235294117647,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,W (+6),W (+6)
27.0,27.0,2022-12-10,25-002,BOS,GSW,0,10.783333333333331,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-7,0.0,0.0,,61,40,80,77,65,73,12,23,67,65,59,4,23,47,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,0.9682539682539684,0.975609756097561,,0.975609756097561,0.9746835443037974,0.9701492537313432,0.9864864864864864,1.0,1.0,0.9710144927536232,0.9701492537313432,0.9672131147540984,1.0,1.0,0.9791666666666666,0.9428571428571428,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,1.0,56.0,3.294117647058824,2.0,79.9,4.7,12.7,3.4,1.0,0.6,0.4,0.0529417847171957,0.634,0.846,0.043,1.0,1.8,W (+27),W (+27)
