Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,22.0,2022-12-10,29-364,BOS,GSW,0.0,22.8,6.0,10.0,0.6,2.0,4.0,0.5,2.0,2.0,1.0,0.0,5.0,5.0,4.0,0.0,0.0,1.0,1.0,16.0,14.3,-13.0,6.0,4.0,0.6666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,12.0,45.0,2.647058823529412,13.499999999999998,68.4,4.023529411764706,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+27),W (+27)
28.0,23.0,2022-12-12,30-001,BOS,LAC,0.0,31.466666666666665,6.0,12.0,0.5,2.0,6.0,0.333,4.0,4.0,1.0,1.0,3.0,4.0,6.0,0.0,1.0,4.0,1.0,18.0,14.1,-3.0,6.0,4.0,0.6666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,48.0,2.823529411764706,12.499999999999996,59.79999999999998,3.5176470588235285,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,L (-16),L (-16)
29.0,24.0,2022-12-13,30-002,BOS,LAL,0.0,21.116666666666667,2.0,6.0,0.333,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,6.0,0.0,0.0,2.0,2.0,5.0,3.6,-12.0,4.0,1.0,0.25,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,5.0,82.0,4.823529411764706,3.5999999999999988,96.5,5.676470588235294,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,L (-20),L (-20)
30.0,25.0,2022-12-16,30-005,BOS,ORL,0.0,29.75,6.0,15.0,0.4,1.0,7.0,0.143,2.0,2.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,15.0,9.4,-3.0,8.0,5.0,0.625,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,4.0,60.0,3.5294117647058822,8.599999999999994,75.70000000000002,4.452941176470589,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+4),W (+4)
31.0,26.0,2022-12-18,30-007,BOS,ORL,0.0,31.05,3.0,10.0,0.3,3.0,6.0,0.5,3.0,4.0,0.75,0.0,6.0,6.0,1.0,1.0,1.0,1.0,3.0,12.0,7.8,-10.0,4.0,0.0,0.0,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,6.0,77.0,4.529411764705882,6.599999999999999,79.99999999999999,4.705882352941176,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,L (-8),L (-8)
32.0,27.0,2022-12-21,30-010,BOS,IND,0.0,29.7,5.0,13.0,0.385,2.0,7.0,0.286,6.0,8.0,0.75,0.0,4.0,4.0,7.0,2.0,0.0,2.0,0.0,18.0,16.2,5.0,6.0,3.0,0.5,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,8.0,82.0,4.823529411764706,13.8,91.7,5.394117647058824,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,L (-3),L (-3)
33.0,28.0,2022-12-23,30-012,BOS,MIN,0.0,16.966666666666665,2.0,4.0,0.5,0.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,1.0,1.0,6.0,5.6,-2.0,2.0,2.0,1.0,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,5.0,87.0,5.117647058823529,4.800000000000001,104.2,6.129411764705883,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,L (-5),L (-5)
34.0,29.0,2022-12-25,30-014,BOS,MIL,0.0,16.816666666666666,3.0,7.0,0.429,1.0,4.0,0.25,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,9.0,4.2,7.0,3.0,2.0,0.6666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,1.0,106.0,6.235294117647059,3.3999999999999986,132.29999999999998,7.78235294117647,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+12),W (+12)
35.0,30.0,2022-12-27,30-016,BOS,HOU,0.0,20.8,3.0,8.0,0.375,0.0,1.0,0.0,0.0,0.0,,1.0,5.0,6.0,8.0,0.0,0.0,1.0,0.0,6.0,8.4,4.0,7.0,3.0,0.4285714285714285,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,11.0,88.0,5.176470588235294,8.4,101.2,5.952941176470588,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+21),W (+21)
36.0,,2022-12-29,30-018,BOS,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,76.0,4.470588235294118,0.0,92.0,5.411764705882353,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+24),W (+24)
37.0,31.0,2023-01-01,30-021,BOS,DEN,0.0,19.58333333333333,1.0,6.0,0.167,0.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,4.0,3.2,-13.0,3.0,1.0,0.3333333333333333,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,2.0,65.0,3.823529411764706,2.4000000000000017,81.3,4.782352941176471,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+6),W (+6)
38.0,32.0,2023-01-03,30-023,BOS,OKC,0.0,25.75,4.0,12.0,0.333,1.0,3.0,0.333,8.0,8.0,1.0,3.0,6.0,9.0,3.0,2.0,1.0,0.0,2.0,17.0,18.1,-21.0,9.0,3.0,0.3333333333333333,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,12.0,58.0,3.411764705882353,14.900000000000002,79.1,4.652941176470588,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,L (-12),L (-12)
39.0,33.0,2023-01-05,30-025,BOS,DAL,0.0,24.75,4.0,8.0,0.5,3.0,5.0,0.6,4.0,5.0,0.8,0.0,3.0,3.0,4.0,0.0,0.0,1.0,2.0,15.0,12.5,22.0,3.0,1.0,0.3333333333333333,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,8.0,99.0,5.823529411764706,10.9,103.10000000000002,6.064705882352943,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,L (-33),L (-33)
40.0,34.0,2023-01-07,30-027,BOS,SAS,0.0,28.433333333333334,8.0,12.0,0.667,5.0,6.0,0.833,2.0,2.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,23.0,22.9,10.0,6.0,3.0,0.5,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,18.0,74.0,4.352941176470588,22.1,84.0,4.941176470588236,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+29),W (+29)
41.0,35.0,2023-01-09,30-029,BOS,CHI,0.0,21.933333333333334,3.0,9.0,0.333,1.0,4.0,0.25,4.0,4.0,1.0,2.0,5.0,7.0,3.0,0.0,0.0,2.0,1.0,11.0,8.5,-17.0,5.0,2.0,0.4,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,6.0,78.0,4.588235294117647,6.899999999999999,84.8,4.988235294117647,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+5),W (+5)
42.0,36.0,2023-01-11,30-031,BOS,NOP,0.0,25.53333333333333,7.0,11.0,0.636,2.0,5.0,0.4,4.0,4.0,1.0,0.0,4.0,4.0,4.0,2.0,0.0,1.0,0.0,20.0,20.1,17.0,6.0,5.0,0.8333333333333334,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,14.0,82.0,4.823529411764706,18.5,92.8,5.458823529411765,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,,
43.0,37.0,2023-01-12,30-032,BOS,BRK,0.0,20.416666666666668,7.0,13.0,0.538,2.0,3.0,0.667,0.0,0.0,,0.0,5.0,5.0,2.0,0.0,0.0,1.0,0.0,16.0,11.6,8.0,10.0,5.0,0.5,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,75.0,4.411764705882353,11.6,83.19999999999999,4.894117647058823,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+8),W (+8)
44.0,38.0,2023-01-14,30-034,BOS,CHO,0.0,31.383333333333333,11.0,17.0,0.647,4.0,6.0,0.667,4.0,4.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,30.0,25.7,9.0,11.0,7.0,0.6363636363636364,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,16.0,94.0,5.529411764705882,24.1,96.8,5.694117647058824,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+11),W (+11)
45.0,39.0,2023-01-16,30-036,BOS,CHO,0.0,27.466666666666665,6.0,13.0,0.462,4.0,8.0,0.5,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,3.0,16.0,10.7,7.0,5.0,2.0,0.4,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,89.0,5.235294117647059,10.699999999999996,99.7,5.864705882352942,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+11),W (+11)
46.0,40.0,2023-01-19,30-039,BOS,GSW,0.0,35.766666666666666,5.0,15.0,0.333,3.0,8.0,0.375,1.0,3.0,0.333,2.0,5.0,7.0,2.0,1.0,1.0,1.0,2.0,14.0,8.9,11.0,7.0,2.0,0.2857142857142857,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,6.0,57.0,3.3529411764705883,8.499999999999996,71.49999999999997,4.205882352941175,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+16),W (+16)
47.0,41.0,2023-01-21,30-041,BOS,TOR,0.0,34.666666666666664,8.0,16.0,0.5,3.0,5.0,0.6,4.0,4.0,1.0,1.0,6.0,7.0,2.0,1.0,1.0,2.0,2.0,23.0,17.8,1.0,11.0,5.0,0.4545454545454545,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,12.0,78.0,4.588235294117647,16.199999999999996,85.3,5.017647058823529,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+12),W (+12)
48.0,,2023-01-23,30-043,BOS,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,67.0,3.941176470588236,0.0,75.6,4.447058823529411,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+3),W (+3)
49.0,,2023-01-24,30-044,BOS,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,69.0,4.0588235294117645,0.0,72.1,4.241176470588235,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+2),W (+2)
50.0,42.0,2023-01-26,30-046,BOS,NYK,0.0,34.5,4.0,14.0,0.286,2.0,7.0,0.286,0.0,0.0,,1.0,4.0,5.0,6.0,0.0,0.0,1.0,1.0,10.0,6.5,-5.0,7.0,2.0,0.2857142857142857,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,6.0,67.0,3.941176470588236,6.4999999999999964,80.4,4.729411764705882,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,L (-15),L (-15)
51.0,43.0,2023-01-28,30-048,BOS,LAL,0.0,39.31666666666667,8.0,15.0,0.533,3.0,7.0,0.429,7.0,8.0,0.875,1.0,5.0,6.0,4.0,2.0,1.0,2.0,4.0,26.0,22.4,11.0,8.0,5.0,0.625,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,14.0,62.0,3.647058823529412,19.6,80.10000000000002,4.711764705882354,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,L (-3),L (-3)
52.0,44.0,2023-02-01,30-052,BOS,BRK,0.0,21.5,4.0,6.0,0.667,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,10.0,9.4,13.0,3.0,2.0,0.6666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,132.0,7.764705882352941,9.4,136.6,8.035294117647059,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,L (-3),L (-3)
53.0,45.0,2023-02-03,30-054,BOS,PHO,0.0,21.7,5.0,12.0,0.417,0.0,3.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,2.0,1.0,12.0,6.1,-28.0,9.0,5.0,0.5555555555555556,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,2.0,44.0,2.588235294117647,5.3,48.79999999999999,2.870588235294117,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+4),W (+4)
