Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
63.0,63,2023-03-01,28-242,BOS,CLE,0,24.55,2.0,5.0,0.4,0.0,2.0,0.0,0,0.0,,1.0,1.0,2.0,5.0,0.0,1.0,0.0,4.0,4.0,4.9,-1,3.0,2.0,0.6666666666666666,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,7.0,75.0,4.411764705882353,4.9,88.4,5.2,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,,
64.0,64,2023-03-03,28-244,BOS,BRK,0,23.85,6.0,10.0,0.6,0.0,4.0,0.0,4,4.0,1.0,0.0,4.0,4.0,3.0,0.0,1.0,3.0,3.0,16.0,11.2,4,6.0,6.0,1.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,7.0,65.0,3.823529411764706,9.599999999999994,67.5,3.9705882352941178,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+3),W (+3)
65.0,65,2023-03-05,28-246,BOS,NYK,1,32.233333333333334,4.0,12.0,0.333,1.0,4.0,0.25,3,4.0,0.75,3.0,3.0,6.0,4.0,1.0,1.0,1.0,3.0,12.0,10.1,3,8.0,3.0,0.375,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,7.0,72.0,4.235294117647059,8.899999999999999,82.9,4.876470588235295,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-15),L (-15)
66.0,66,2023-03-06,28-247,BOS,CLE,1,35.88333333333333,5.0,14.0,0.357,2.0,5.0,0.4,0,0.0,,2.0,1.0,3.0,2.0,0.0,0.0,1.0,4.0,12.0,4.7,-9,9.0,3.0,0.3333333333333333,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,2.0,57.0,3.3529411764705883,4.700000000000003,68.5,4.029411764705882,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+4),W (+4)
67.0,67,2023-03-08,28-249,BOS,POR,1,35.68333333333333,8.0,12.0,0.667,1.0,5.0,0.2,4,4.0,1.0,1.0,4.0,5.0,7.0,0.0,0.0,2.0,3.0,21.0,19.4,7,7.0,7.0,1.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,15.0,64.0,3.764705882352941,17.799999999999997,70.5,4.147058823529412,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-10),L (-10)
68.0,68,2023-03-11,28-252,BOS,ATL,1,36.16666666666666,7.0,10.0,0.7,2.0,4.0,0.5,2,2.0,1.0,1.0,3.0,4.0,7.0,1.0,1.0,0.0,3.0,18.0,20.8,9,6.0,5.0,0.8333333333333334,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,19.0,86.0,5.0588235294117645,20.0,95.1,5.594117647058823,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-2),L (-2)
69.0,69,2023-03-13,28-254,BOS,HOU,1,26.916666666666668,4.0,8.0,0.5,1.0,3.0,0.333,0,0.0,,2.0,3.0,5.0,3.0,0.0,0.0,1.0,5.0,9.0,6.4,-2,5.0,3.0,0.6,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,8.0,52.0,3.0588235294117645,6.4,70.50000000000001,4.147058823529413,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-4),L (-4)
70.0,70,2023-03-15,28-256,BOS,MIN,1,24.53333333333333,3.0,8.0,0.375,3.0,6.0,0.5,0,0.0,,0.0,3.0,3.0,4.0,1.0,2.0,0.0,2.0,9.0,9.9,11,2.0,0.0,0.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,11.0,48.0,2.823529411764706,9.899999999999997,66.00000000000001,3.882352941176472,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+22),W (+22)
71.0,71,2023-03-17,28-258,BOS,POR,1,36.03333333333333,2.0,5.0,0.4,1.0,3.0,0.333,8,8.0,1.0,0.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,13.0,11.2,14,2.0,1.0,0.5,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,5.0,100.0,5.882352941176471,7.999999999999998,113.7,6.688235294117647,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+9),W (+9)
72.0,72,2023-03-18,28-259,BOS,UTA,1,25.1,4.0,7.0,0.571,1.0,4.0,0.25,1,1.0,1.0,0.0,5.0,5.0,4.0,1.0,1.0,0.0,2.0,10.0,11.9,-1,3.0,3.0,1.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,13.0,62.0,3.647058823529412,11.499999999999998,78.1,4.594117647058823,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-2),L (-2)
73.0,73,2023-03-21,28-262,BOS,SAC,1,37.73333333333333,6.0,11.0,0.545,5.0,10.0,0.5,3,4.0,0.75,3.0,4.0,7.0,12.0,0.0,2.0,1.0,2.0,20.0,25.6,18,1.0,1.0,1.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,25.0,81.0,4.764705882352941,24.39999999999999,99.1,5.829411764705882,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+2),W (+2)
74.0,74,2023-03-24,28-265,BOS,IND,1,37.75,7.0,17.0,0.412,5.0,9.0,0.556,3,3.0,1.0,0.0,4.0,4.0,9.0,1.0,1.0,0.0,2.0,22.0,21.3,20,8.0,2.0,0.25,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,17.0,86.0,5.0588235294117645,20.1,96.1,5.652941176470588,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+14),W (+14)
75.0,75,2023-03-26,28-267,BOS,SAS,1,32.833333333333336,7.0,11.0,0.636,4.0,6.0,0.667,1,2.0,0.5,1.0,7.0,8.0,2.0,1.0,2.0,1.0,0.0,19.0,19.3,41,5.0,3.0,0.6,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,18.0,88.0,5.176470588235294,18.9,90.00000000000001,5.294117647058824,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-1),L (-1)
76.0,76,2023-03-28,28-269,BOS,WAS,1,23.98333333333333,2.0,5.0,0.4,1.0,3.0,0.333,2,2.0,1.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,7.0,6.3,-20,2.0,1.0,0.5,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,5.0,71.0,4.176470588235294,5.499999999999999,81.4,4.788235294117648,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+23),W (+23)
77.0,77,2023-03-30,28-271,BOS,MIL,1,25.58333333333333,2.0,6.0,0.333,2.0,4.0,0.5,2,2.0,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,8.0,5.4,17,2.0,0.0,0.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,5.0,106.0,6.235294117647059,4.6000000000000005,121.4,7.141176470588236,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+25),W (+25)
78.0,78,2023-03-31,28-272,BOS,UTA,1,28.7,6.0,15.0,0.4,2.0,9.0,0.222,3,3.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,17.0,11.0,16,6.0,4.0,0.6666666666666666,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,3.0,79.0,4.647058823529412,9.799999999999995,88.39999999999999,5.199999999999999,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+44),W (+44)
79.0,79,2023-04-04,28-276,BOS,PHI,1,40.38333333333333,9.0,18.0,0.5,4.0,10.0,0.4,4,4.0,1.0,1.0,6.0,7.0,4.0,0.0,2.0,2.0,3.0,26.0,20.5,4,8.0,5.0,0.625,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,15.0,57.0,3.3529411764705883,18.899999999999995,65.1,3.829411764705882,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-19),L (-19)
80.0,80,2023-04-05,28-277,BOS,TOR,1,40.25,6.0,15.0,0.4,2.0,7.0,0.286,3,4.0,0.75,0.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,17.0,9.2,-2,8.0,4.0,0.5,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,4.0,59.0,3.4705882352941178,7.9999999999999964,70.8,4.164705882352941,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+41),W (+41)
81.0,81,2023-04-07,28-279,BOS,TOR,1,27.933333333333334,4.0,7.0,0.571,0.0,2.0,0.0,4,5.0,0.8,1.0,5.0,6.0,10.0,1.0,0.0,6.0,1.0,12.0,12.1,11,5.0,4.0,0.8,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,11.0,96.0,5.647058823529412,10.5,105.8,6.223529411764706,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+8),W (+8)
82.0,82,2023-04-09,28-281,BOS,ATL,1,5.133333333333334,1.0,2.0,0.5,1.0,2.0,0.5,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.7,5,0.0,0.0,,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,1.0,77.0,4.529411764705882,1.6999999999999995,82.10000000000001,4.829411764705883,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-2),L (-2)
