Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
55.0,47.0,2023-02-08,27-208,BOS,PHI,0,28.516666666666666,3.0,3.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,4.0,4.0,1.0,0.0,2.0,0.0,2.0,8.0,9.6,+6,3.0,3.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,10.0,83.0,4.882352941176471,8.799999999999997,86.50000000000001,5.088235294117648,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-12),L (-12)
56.0,48.0,2023-02-10,27-210,BOS,CHO,0,7.333333333333333,2.0,2.0,1.000,0.0,0.0,,1,1.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,4.6,+5,2.0,2.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,4.0,89.0,5.235294117647059,4.2,95.6,5.623529411764705,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+12),W (+12)
57.0,49.0,2023-02-12,27-212,BOS,MEM,0,6.85,1.0,2.0,.500,0.0,0.0,,0,0.0,,3.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,+10,2.0,1.0,0.5,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,5.0,79.0,4.647058823529412,4.0,92.0,5.411764705882353,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+7),W (+7)
58.0,50.0,2023-02-14,27-214,BOS,MIL,0,1.6,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-3,0.0,0.0,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,0.0,68.0,4.0,-0.4,80.79999999999998,4.752941176470587,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+11),W (+11)
59.0,51.0,2023-02-15,27-215,BOS,DET,0,20.23333333333333,3.0,5.0,.600,0.0,0.0,,2,2.0,1.000,1.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,8.0,8.7,+4,5.0,3.0,0.6,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,7.0,97.0,5.705882352941177,7.899999999999998,109.7,6.452941176470588,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+10),W (+10)
60.0,52.0,2023-02-23,27-223,BOS,IND,0,4.716666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,0.0,0.0,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,0.0,102.0,6.0,0.0,123.70000000000005,7.276470588235297,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-6),L (-6)
61.0,,2023-02-25,27-225,BOS,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,,76.0,4.470588235294118,0.0,82.49999999999999,4.852941176470587,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+18),W (+18)
62.0,53.0,2023-02-27,27-227,BOS,NYK,0,2.6,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,0.0,51.0,3.0,0.0,58.79999999999999,3.458823529411764,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+4),W (+4)
63.0,,2023-03-01,27-229,BOS,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,,82.0,4.823529411764706,0.0,93.3,5.488235294117647,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,,
64.0,54.0,2023-03-03,27-231,BOS,BRK,0,4.283333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.3,-2,0.0,0.0,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,-1.0,73.0,4.294117647058823,-1.3,78.39999999999998,4.611764705882352,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+3),W (+3)
65.0,,2023-03-05,27-233,BOS,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,,79.0,4.647058823529412,0.0,91.8,5.4,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-15),L (-15)
66.0,55.0,2023-03-06,27-234,BOS,CLE,0,18.53333333333333,2.0,5.0,.400,0.0,0.0,,0,2.0,.000,6.0,2.0,8.0,0.0,0.0,1.0,0.0,1.0,4.0,5.6,-17,5.0,2.0,0.4,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,6.0,53.0,3.117647058823529,5.599999999999999,67.60000000000001,3.976470588235295,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+4),W (+4)
67.0,56.0,2023-03-08,27-236,BOS,POR,0,5.783333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,+1,0.0,0.0,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,1.0,78.0,4.588235294117647,0.7,87.6,5.152941176470588,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-10),L (-10)
68.0,,2023-03-11,27-239,BOS,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,,105.0,6.176470588235294,0.0,115.1,6.770588235294118,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-2),L (-2)
69.0,57.0,2023-03-13,27-241,BOS,HOU,0,8.866666666666667,1.0,2.0,.500,0.0,0.0,,0,0.0,,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,3.7,+3,2.0,1.0,0.5,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,5.0,55.0,3.235294117647059,3.7,73.2,4.305882352941176,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-4),L (-4)
70.0,,2023-03-15,27-243,BOS,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,,59.0,3.4705882352941178,0.0,75.9,4.464705882352941,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+22),W (+22)
71.0,58.0,2023-03-17,27-245,BOS,POR,0,18.28333333333333,5.0,8.0,.625,0.0,0.0,,1,1.0,1.000,3.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,11.0,10.7,+3,8.0,5.0,0.625,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,9.0,96.0,5.647058823529412,10.299999999999995,111.4,6.552941176470589,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+9),W (+9)
72.0,59.0,2023-03-18,27-246,BOS,UTA,0,25.55,4.0,5.0,.800,0.0,1.0,.000,0,0.0,,2.0,5.0,7.0,3.0,0.0,0.0,3.0,2.0,8.0,7.3,+3,4.0,4.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,10.0,65.0,3.823529411764706,7.299999999999999,82.3,4.841176470588235,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-2),L (-2)
73.0,60.0,2023-03-21,27-249,BOS,SAC,0,2.833333333333333,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.4,-1,1.0,1.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,2.0,104.0,6.117647058823529,2.3999999999999995,121.09999999999998,7.1235294117647046,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+2),W (+2)
74.0,61.0,2023-03-24,27-252,BOS,IND,0,6.016666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+1,0.0,0.0,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,0.0,103.0,6.0588235294117645,0.0,116.20000000000002,6.835294117647059,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+14),W (+14)
75.0,62.0,2023-03-26,27-254,BOS,SAS,0,7.016666666666667,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,+13,2.0,2.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,4.0,102.0,6.0,4.0,104.9,6.170588235294118,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-1),L (-1)
76.0,63.0,2023-03-28,27-256,BOS,WAS,0,9.35,4.0,5.0,.800,0.0,1.0,.000,0,0.0,,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,9.2,+3,4.0,4.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,8.0,68.0,4.0,9.2,77.7,4.570588235294117,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+23),W (+23)
77.0,64.0,2023-03-30,27-258,BOS,MIL,0,9.066666666666666,2.0,3.0,.667,0.0,0.0,,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,4.7,-3,3.0,2.0,0.6666666666666666,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,5.0,106.0,6.235294117647059,4.7,121.29999999999998,7.1352941176470575,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+25),W (+25)
78.0,65.0,2023-03-31,27-259,BOS,UTA,0,15.066666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,+6,0.0,0.0,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,3.0,79.0,4.647058823529412,1.2999999999999998,96.9,5.7,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+44),W (+44)
79.0,66.0,2023-04-04,27-263,BOS,PHI,0,15.583333333333334,0.0,1.0,.000,0.0,0.0,,0,0.0,,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.4,-2,1.0,0.0,0.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,4.0,68.0,4.0,2.3999999999999995,81.6,4.8,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-19),L (-19)
80.0,67.0,2023-04-05,27-264,BOS,TOR,0,3.883333333333333,0.0,2.0,.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-4,2.0,0.0,0.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,0.0,63.0,3.7058823529411766,-0.3999999999999999,79.2,4.658823529411765,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+41),W (+41)
81.0,68.0,2023-04-07,27-266,BOS,TOR,0,8.75,2.0,4.0,.500,0.0,0.0,,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,3.6,-6,4.0,2.0,0.5,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,4.0,103.0,6.0588235294117645,3.6,112.70000000000002,6.629411764705884,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+8),W (+8)
82.0,69.0,2023-04-09,27-268,BOS,ATL,0,32.65,5.0,10.0,.500,0.0,2.0,.000,2,2.0,1.000,1.0,6.0,7.0,6.0,1.0,0.0,1.0,5.0,12.0,11.7,-2,8.0,5.0,0.625,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,13.0,65.0,3.823529411764706,10.9,72.90000000000002,4.288235294117648,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-2),L (-2)
