Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Sam Hauser,Shared Games with Robert Williams,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
26,26,,2022-12-07,25-051,BOS,@,PHO,W (+27),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,99.0,5.5,0.0,109.5,6.083333333333333
27,27,,2022-12-10,25-054,BOS,@,GSW,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,57.0,3.1666666666666665,0.0,81.9,4.550000000000001
28,28,,2022-12-12,25-056,BOS,@,LAC,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,57.0,3.1666666666666665,0.0,72.29999999999998,4.016666666666666
29,29,,2022-12-13,25-057,BOS,@,LAL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,87.0,4.833333333333333,0.0,100.1,5.561111111111111
30,30,1,2022-12-16,25-060,BOS,,ORL,L (-8),0,17:34,4.0,4.0,1.000,0.0,0.0,,1,2.0,.500,2.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,9.0,9.9,-6,4.0,4.0,1.0,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,10.0,64.0,3.555555555555556,9.5,84.30000000000001,4.683333333333334
31,31,2,2022-12-18,25-062,BOS,,ORL,L (-3),0,17:31,3.0,5.0,.600,0.0,0.0,,0,0.0,,1.0,4.0,5.0,1.0,0.0,2.0,0.0,1.0,6.0,7.3,-4,5.0,3.0,0.6,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,9.0,83.0,4.611111111111111,7.299999999999999,86.6,4.811111111111111
32,32,3,2022-12-21,25-065,BOS,,IND,L (-5),0,22:17,3.0,5.0,.600,0.0,0.0,,0,0.0,,7.0,5.0,12.0,2.0,1.0,1.0,2.0,1.0,6.0,10.8,+4,5.0,3.0,0.6,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,15.0,90.0,5.0,10.8,105.5,5.861111111111111
33,33,,2022-12-23,25-067,BOS,,MIN,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,92.0,5.111111111111111,0.0,109.0,6.055555555555555
34,34,4,2022-12-25,25-069,BOS,,MIL,W (+21),0,13:41,3.0,4.0,.750,0.0,0.0,,0,0.0,,2.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,6.0,4.3,+5,4.0,3.0,0.75,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,4.0,107.0,5.944444444444445,4.299999999999999,135.7,7.538888888888888
35,35,5,2022-12-27,25-071,BOS,,HOU,W (+24),0,20:45,4.0,4.0,1.000,0.0,0.0,,3,4.0,.750,5.0,10.0,15.0,2.0,0.0,1.0,0.0,1.0,11.0,17.6,+19,4.0,4.0,1.0,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,21.0,99.0,5.5,16.4,109.6,6.088888888888889
36,36,6,2022-12-29,25-073,BOS,,LAC,W (+6),0,21:25,4.0,4.0,1.000,0.0,0.0,,4,4.0,1.000,4.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,12.0,13.8,+8,4.0,4.0,1.0,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,11.0,76.0,4.222222222222222,12.199999999999998,92.0,5.111111111111111
37,37,7,2023-01-01,25-076,BOS,@,DEN,L (-12),0,18:45,4.0,4.0,1.000,0.0,0.0,,0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,2.0,2.0,8.0,7.3,-2,4.0,4.0,1.0,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,9.0,67.0,3.7222222222222223,7.299999999999997,83.7,4.65
38,38,,2023-01-03,25-078,BOS,@,OKC,L (-33),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,70.0,3.888888888888889,0.0,94.0,5.222222222222222
39,39,8,2023-01-05,25-080,BOS,@,DAL,W (+29),0,21:23,1.0,1.0,1.000,0.0,0.0,,1,2.0,.500,1.0,6.0,7.0,0.0,0.0,1.0,0.0,1.0,3.0,5.1,+8,1.0,1.0,1.0,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,8.0,107.0,5.944444444444445,4.699999999999999,114.00000000000004,6.333333333333336
40,40,9,2023-01-07,25-082,BOS,@,SAS,W (+5),0,21:45,5.0,6.0,.833,0.0,0.0,,0,0.0,,4.0,7.0,11.0,3.0,2.0,4.0,0.0,1.0,10.0,19.2,+1,6.0,5.0,0.8333333333333334,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,24.0,92.0,5.111111111111111,19.200000000000003,106.1,5.894444444444444
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,0.0,0.0,0.0,0.0,0.0
42,41,10,2023-01-09,25-084,BOS,,CHI,W (+8),1,22:56,3.0,4.0,.750,0.0,0.0,,0,0.0,,2.0,5.0,7.0,2.0,0.0,2.0,1.0,2.0,6.0,8.3,-5,4.0,3.0,0.75,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,12.0,84.0,4.666666666666667,8.3,91.69999999999996,5.094444444444442
43,42,,2023-01-11,25-086,BOS,,NOP,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,96.0,5.333333333333333,0.0,111.3,6.183333333333334
44,43,11,2023-01-12,25-087,BOS,@,BRK,W (+11),1,29:28,4.0,7.0,.571,0.0,0.0,,0,0.0,,0.0,5.0,5.0,1.0,0.0,1.0,1.0,2.0,8.0,5.8,+9,7.0,4.0,0.5714285714285714,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,7.0,84.0,4.666666666666667,5.799999999999999,94.79999999999995,5.266666666666664
45,44,12,2023-01-14,25-089,BOS,@,CHO,W (+16),1,27:31,3.0,6.0,.500,0.0,0.0,,0,1.0,.000,6.0,6.0,12.0,3.0,2.0,1.0,0.0,1.0,6.0,13.0,+18,6.0,3.0,0.5,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,17.0,110.0,6.111111111111111,12.999999999999996,120.9,6.716666666666667
46,45,13,2023-01-16,25-091,BOS,@,CHO,W (+12),1,27:21,4.0,5.0,.800,0.0,0.0,,0,0.0,,2.0,7.0,9.0,3.0,0.0,1.0,1.0,0.0,8.0,11.4,0,5.0,4.0,0.8,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,15.0,98.0,5.444444444444445,11.4,110.4,6.133333333333334
47,46,14,2023-01-19,25-094,BOS,,GSW,W (+3),1,27:04,6.0,8.0,.750,0.0,0.0,,2,3.0,.667,7.0,4.0,11.0,2.0,0.0,0.0,2.0,1.0,14.0,15.5,-7,8.0,6.0,0.75,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,14.0,63.0,3.5,14.7,79.99999999999997,4.444444444444443
48,47,15,2023-01-21,25-096,BOS,@,TOR,W (+2),1,15:24,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,3.0,4.0,4.0,1.0,1.0,0.0,1.0,2.0,6.7,+7,2.0,1.0,0.5,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,10.0,90.0,5.0,6.699999999999999,101.5,5.638888888888889
49,48,,2023-01-23,25-098,BOS,@,ORL,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,67.0,3.7222222222222223,0.0,75.6,4.199999999999999
50,49,16,2023-01-24,25-099,BOS,@,MIA,L (-3),1,31:25,5.0,6.0,.833,0.0,0.0,,1,1.0,1.000,2.0,6.0,8.0,0.0,0.0,2.0,3.0,3.0,11.0,9.2,+1,6.0,5.0,0.8333333333333334,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,11.0,69.0,3.8333333333333335,8.799999999999997,72.1,4.0055555555555555
51,50,17,2023-01-26,25-101,BOS,,NYK,L (-3),1,36:00,4.0,5.0,.800,0.0,0.0,,0,1.0,.000,5.0,7.0,12.0,2.0,1.0,1.0,0.0,1.0,8.0,14.0,+21,5.0,4.0,0.8,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,18.0,73.0,4.055555555555555,13.999999999999996,86.89999999999998,4.827777777777777
52,51,,2023-01-28,25-103,BOS,,LAL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,76.0,4.222222222222222,0.0,99.70000000000005,5.538888888888891
53,52,18,2023-02-01,25-107,BOS,,BRK,W (+43),1,19:26,7.0,8.0,.875,0.0,0.0,,2,2.0,1.000,5.0,4.0,9.0,0.0,0.0,1.0,0.0,3.0,16.0,17.4,+22,8.0,7.0,0.875,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,16.0,141.0,7.833333333333333,16.6,146.0,8.11111111111111
54,53,19,2023-02-03,25-109,BOS,,PHO,L (-12),1,30:16,3.0,4.0,.750,0.0,0.0,,0,0.0,,0.0,7.0,7.0,4.0,0.0,3.0,2.0,3.0,6.0,8.2,+5,4.0,3.0,0.75,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,14.0,46.0,2.555555555555556,8.200000000000003,54.09999999999999,3.0055555555555546
55,54,20,2023-02-06,25-112,BOS,@,DET,W (+12),1,28:44,7.0,9.0,.778,0.0,0.0,,1,2.0,.500,6.0,9.0,15.0,2.0,2.0,1.0,1.0,2.0,15.0,20.3,+14,9.0,7.0,0.7777777777777778,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,23.0,99.0,5.5,19.899999999999995,108.5,6.027777777777778
56,55,,2023-02-08,25-114,BOS,,PHI,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,93.0,5.166666666666667,0.0,95.3,5.294444444444444
57,56,21,2023-02-10,25-116,BOS,,CHO,W (+11),1,26:47,2.0,4.0,.500,0.0,0.0,,0,1.0,.000,2.0,14.0,16.0,1.0,0.0,0.0,3.0,4.0,4.0,3.3,+4,4.0,2.0,0.5,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,13.0,93.0,5.166666666666667,3.299999999999997,99.8,5.544444444444444
