Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,20.0,2022-11-28,24-270,BOS,CHO,1.0,29.83333333333333,15.0,28.0,0.536,4.0,14.0,0.286,1.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,35.0,25.9,45.0,14.0,11.0,0.7857142857142857,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,15.0,105.0,6.176470588235294,25.500000000000007,104.6,6.152941176470588,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,,
22.0,21.0,2022-11-30,24-272,BOS,MIA,1.0,39.21666666666667,15.0,25.0,0.6,8.0,12.0,0.667,11.0,12.0,0.917,1.0,10.0,11.0,3.0,2.0,0.0,1.0,3.0,49.0,42.7,29.0,13.0,7.0,0.5384615384615384,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,27.0,70.0,4.117647058823529,38.3,79.7,4.688235294117647,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+35),W (+35)
23.0,22.0,2022-12-02,24-274,BOS,MIA,1.0,41.03333333333333,5.0,18.0,0.278,0.0,7.0,0.0,4.0,6.0,0.667,3.0,9.0,12.0,3.0,0.0,0.0,5.0,4.0,14.0,2.9,0.0,11.0,5.0,0.4545454545454545,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,0.0,76.0,4.470588235294118,1.299999999999999,94.4,5.552941176470589,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+13),W (+13)
24.0,23.0,2022-12-04,24-276,BOS,BRK,1.0,36.63333333333333,10.0,19.0,0.526,3.0,6.0,0.5,6.0,6.0,1.0,2.0,9.0,11.0,1.0,4.0,0.0,9.0,3.0,29.0,18.3,12.0,13.0,7.0,0.5384615384615384,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,11.0,74.0,4.352941176470588,15.90000000000001,75.0,4.411764705882353,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-4),L (-4)
25.0,24.0,2022-12-05,24-277,BOS,TOR,1.0,38.73333333333333,11.0,24.0,0.458,5.0,10.0,0.5,4.0,5.0,0.8,3.0,9.0,12.0,3.0,1.0,1.0,4.0,2.0,31.0,22.0,9.0,14.0,6.0,0.4285714285714285,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,15.0,67.0,3.941176470588236,20.40000000000001,74.0,4.352941176470588,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+11),W (+11)
26.0,25.0,2022-12-07,24-279,BOS,PHO,1.0,29.1,9.0,19.0,0.474,3.0,8.0,0.375,4.0,6.0,0.667,0.0,5.0,5.0,2.0,2.0,0.0,3.0,2.0,25.0,15.6,26.0,11.0,6.0,0.5454545454545454,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,6.0,93.0,5.470588235294118,14.000000000000004,95.5,5.617647058823529,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+6),W (+6)
27.0,26.0,2022-12-10,24-282,BOS,GSW,1.0,39.75,6.0,21.0,0.286,2.0,9.0,0.222,4.0,7.0,0.571,1.0,6.0,7.0,2.0,3.0,1.0,2.0,2.0,18.0,9.3,-13.0,12.0,4.0,0.3333333333333333,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,1.0,56.0,3.294117647058824,7.699999999999996,74.20000000000002,4.364705882352943,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+27),W (+27)
28.0,27.0,2022-12-12,24-284,BOS,LAC,1.0,36.56666666666667,7.0,20.0,0.35,2.0,8.0,0.25,4.0,4.0,1.0,2.0,9.0,11.0,4.0,1.0,0.0,3.0,3.0,20.0,12.5,-18.0,12.0,5.0,0.4166666666666667,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,9.0,48.0,2.823529411764706,10.9,61.39999999999999,3.611764705882353,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-16),L (-16)
29.0,28.0,2022-12-13,24-285,BOS,LAL,1.0,43.91666666666666,15.0,29.0,0.517,5.0,10.0,0.5,9.0,10.0,0.9,1.0,8.0,9.0,6.0,0.0,1.0,4.0,1.0,44.0,32.9,12.0,19.0,10.0,0.5263157894736842,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,17.0,70.0,4.117647058823529,29.300000000000004,70.8,4.164705882352941,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-20),L (-20)
30.0,29.0,2022-12-16,24-288,BOS,ORL,1.0,38.05,9.0,20.0,0.45,2.0,8.0,0.25,11.0,12.0,0.917,3.0,4.0,7.0,3.0,2.0,0.0,2.0,1.0,31.0,25.2,-10.0,12.0,7.0,0.5833333333333334,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,9.0,55.0,3.235294117647059,20.800000000000008,63.5,3.735294117647059,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+4),W (+4)
31.0,,2022-12-18,24-290,BOS,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,,83.0,4.882352941176471,0.0,86.6,5.094117647058823,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-8),L (-8)
32.0,30.0,2022-12-21,24-293,BOS,IND,1.0,41.05,13.0,25.0,0.52,4.0,11.0,0.364,11.0,13.0,0.846,1.0,4.0,5.0,4.0,2.0,1.0,2.0,0.0,41.0,33.3,4.0,14.0,9.0,0.6428571428571429,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,13.0,77.0,4.529411764705882,28.90000000000001,76.6,4.505882352941176,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-3),L (-3)
33.0,31.0,2022-12-23,24-295,BOS,MIN,1.0,35.0,10.0,22.0,0.455,1.0,6.0,0.167,9.0,11.0,0.818,2.0,6.0,8.0,5.0,1.0,0.0,3.0,3.0,30.0,21.3,11.0,16.0,9.0,0.5625,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,8.0,84.0,4.941176470588236,17.7,91.3,5.370588235294117,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-5),L (-5)
34.0,32.0,2022-12-25,24-297,BOS,MIL,1.0,35.96666666666667,14.0,22.0,0.636,3.0,7.0,0.429,10.0,10.0,1.0,0.0,7.0,7.0,5.0,3.0,0.0,1.0,3.0,41.0,37.6,18.0,15.0,11.0,0.7333333333333333,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,23.0,84.0,4.941176470588236,33.6,102.09999999999998,6.005882352941176,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+12),W (+12)
35.0,33.0,2022-12-27,24-299,BOS,HOU,1.0,34.1,12.0,25.0,0.48,6.0,16.0,0.375,8.0,8.0,1.0,0.0,8.0,8.0,4.0,1.0,1.0,2.0,2.0,38.0,29.4,12.0,9.0,6.0,0.6666666666666666,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,17.0,82.0,4.823529411764706,26.2,83.39999999999999,4.905882352941176,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+21),W (+21)
36.0,34.0,2022-12-29,24-301,BOS,LAC,1.0,35.75,10.0,26.0,0.385,3.0,11.0,0.273,6.0,10.0,0.6,1.0,10.0,11.0,1.0,0.0,1.0,2.0,2.0,29.0,15.5,-5.0,15.0,7.0,0.4666666666666667,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,4.0,72.0,4.235294117647059,13.100000000000009,78.89999999999999,4.641176470588235,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+24),W (+24)
37.0,35.0,2023-01-01,24-304,BOS,DEN,1.0,35.516666666666666,7.0,16.0,0.438,0.0,4.0,0.0,11.0,14.0,0.786,0.0,7.0,7.0,6.0,2.0,0.0,5.0,1.0,25.0,18.3,-15.0,12.0,7.0,0.5833333333333334,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,5.0,62.0,3.647058823529412,13.900000000000002,69.8,4.105882352941176,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+6),W (+6)
38.0,36.0,2023-01-03,24-306,BOS,OKC,1.0,30.35,9.0,17.0,0.529,2.0,7.0,0.286,7.0,7.0,1.0,1.0,5.0,6.0,2.0,0.0,0.0,4.0,2.0,27.0,17.5,-25.0,10.0,7.0,0.7,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,7.0,63.0,3.7058823529411766,14.699999999999996,79.3,4.664705882352941,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-12),L (-12)
39.0,37.0,2023-01-05,24-308,BOS,DAL,1.0,35.43333333333333,8.0,22.0,0.364,2.0,8.0,0.25,11.0,12.0,0.917,2.0,12.0,14.0,10.0,1.0,2.0,2.0,2.0,29.0,28.0,15.0,14.0,6.0,0.4285714285714285,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,20.0,87.0,5.117647058823529,23.6,90.4,5.31764705882353,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-33),L (-33)
40.0,38.0,2023-01-07,24-310,BOS,SAS,1.0,36.03333333333333,13.0,26.0,0.5,5.0,10.0,0.5,3.0,5.0,0.6,0.0,4.0,4.0,2.0,0.0,0.0,2.0,3.0,34.0,19.6,2.0,16.0,8.0,0.5,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,7.0,85.0,5.0,18.40000000000001,87.69999999999999,5.158823529411764,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+29),W (+29)
41.0,39.0,2023-01-09,24-312,BOS,CHI,1.0,37.81666666666667,10.0,21.0,0.476,4.0,11.0,0.364,8.0,8.0,1.0,0.0,8.0,8.0,7.0,1.0,0.0,1.0,2.0,32.0,27.8,14.0,10.0,6.0,0.6,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,18.0,66.0,3.882352941176471,24.6,67.09999999999998,3.9470588235294106,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+5),W (+5)
42.0,40.0,2023-01-11,24-314,BOS,NOP,1.0,35.916666666666664,10.0,22.0,0.455,3.0,8.0,0.375,8.0,10.0,0.8,2.0,8.0,10.0,4.0,1.0,0.0,0.0,2.0,31.0,25.6,12.0,14.0,7.0,0.5,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,14.0,82.0,4.823529411764706,22.399999999999995,88.89999999999999,5.2294117647058815,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,,
43.0,41.0,2023-01-12,24-315,BOS,BRK,1.0,38.36666666666667,7.0,22.0,0.318,2.0,10.0,0.2,4.0,4.0,1.0,0.0,11.0,11.0,5.0,0.0,1.0,3.0,3.0,20.0,10.7,2.0,12.0,5.0,0.4166666666666667,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,8.0,76.0,4.470588235294118,9.1,85.69999999999997,5.041176470588233,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+8),W (+8)
44.0,42.0,2023-01-14,24-317,BOS,CHO,1.0,36.9,12.0,27.0,0.444,4.0,14.0,0.286,5.0,5.0,1.0,3.0,6.0,9.0,6.0,0.0,1.0,1.0,0.0,33.0,26.7,26.0,13.0,8.0,0.6153846153846154,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,16.0,94.0,5.529411764705882,24.7,96.20000000000002,5.658823529411766,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+11),W (+11)
45.0,43.0,2023-01-16,24-319,BOS,CHO,1.0,40.16666666666666,15.0,23.0,0.652,7.0,12.0,0.583,14.0,14.0,1.0,1.0,8.0,9.0,5.0,0.0,0.0,4.0,3.0,51.0,42.3,15.0,11.0,8.0,0.7272727272727273,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,24.0,74.0,4.352941176470588,36.7,73.7,4.335294117647059,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+11),W (+11)
46.0,44.0,2023-01-19,24-322,BOS,GSW,1.0,48.11666666666667,9.0,27.0,0.333,4.0,13.0,0.308,12.0,12.0,1.0,2.0,17.0,19.0,6.0,3.0,0.0,7.0,2.0,34.0,24.6,7.0,14.0,5.0,0.3571428571428571,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,16.0,47.0,2.764705882352941,19.8,60.19999999999999,3.5411764705882347,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+16),W (+16)
47.0,,2023-01-21,24-324,BOS,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,,90.0,5.294117647058823,0.0,101.5,5.970588235294118,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+12),W (+12)
