Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,,2022-10-19,19-146,SAS,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,8,17,13,8,4,12,6,27,15,26,10,4,19,17,4.0,37.0,35.0,38.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.3428571428571428,0.2105263157894736,0.265625,0.4193548387096774,0.1904761904761904,0.0555555555555555,0.2142857142857142,0.0,0.0923076923076923,0.0,0.4029850746268656,0.238095238095238,0.3939393939393939,0.2325581395348837,0.1333333333333333,0.2794117647058823,0.2698412698412698,17,12,15,73.0,17.0,23.0,20.0,43.0,0.2328767123287671,0.7058823529411765,0.0,0.0,0.3488372093023256,19,,42.0,2.210526315789474,0.0,51.59999999999999,2.7157894736842096,12.4,0.7,-4.6,-3.7,-0.8,0.0118675153738267,0.567,0.047,0.291,-0.3,0.5,L (-27),L (-27)
2.0,,2022-10-21,19-148,SAS,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,8,17,13,8,4,12,6,27,15,26,10,4,19,17,4.0,37.0,35.0,38.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.3428571428571428,0.2105263157894736,0.265625,0.4193548387096774,0.1904761904761904,0.0555555555555555,0.2142857142857142,0.0,0.0923076923076923,0.0,0.4029850746268656,0.238095238095238,0.3939393939393939,0.2325581395348837,0.1333333333333333,0.2794117647058823,0.2698412698412698,17,12,15,73.0,17.0,23.0,20.0,43.0,0.2328767123287671,0.7058823529411765,0.0,0.0,0.3488372093023256,19,,61.0,3.210526315789474,0.0,65.39999999999999,3.4421052631578943,12.4,0.7,-4.6,-3.7,-0.8,0.0118675153738267,0.567,0.047,0.291,-0.3,0.5,W (+3),W (+3)
3.0,,2022-10-22,19-149,SAS,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,8,17,13,8,4,12,6,27,15,26,10,4,19,17,4.0,37.0,35.0,38.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.3428571428571428,0.2105263157894736,0.265625,0.4193548387096774,0.1904761904761904,0.0555555555555555,0.2142857142857142,0.0,0.0923076923076923,0.0,0.4029850746268656,0.238095238095238,0.3939393939393939,0.2325581395348837,0.1333333333333333,0.2794117647058823,0.2698412698412698,17,12,15,73.0,17.0,23.0,20.0,43.0,0.2328767123287671,0.7058823529411765,0.0,0.0,0.3488372093023256,19,,63.0,3.3157894736842106,0.0,71.0,3.736842105263158,12.4,0.7,-4.6,-3.7,-0.8,0.0118675153738267,0.567,0.047,0.291,-0.3,0.5,W (+9),W (+9)
4.0,,2022-10-24,19-151,SAS,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,8,17,13,8,4,12,6,27,15,26,10,4,19,17,4.0,37.0,35.0,38.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.3428571428571428,0.2105263157894736,0.265625,0.4193548387096774,0.1904761904761904,0.0555555555555555,0.2142857142857142,0.0,0.0923076923076923,0.0,0.4029850746268656,0.238095238095238,0.3939393939393939,0.2325581395348837,0.1333333333333333,0.2794117647058823,0.2698412698412698,17,12,15,73.0,17.0,23.0,20.0,43.0,0.2328767123287671,0.7058823529411765,0.0,0.0,0.3488372093023256,19,,72.0,3.789473684210526,0.0,76.59999999999998,4.03157894736842,12.4,0.7,-4.6,-3.7,-0.8,0.0118675153738267,0.567,0.047,0.291,-0.3,0.5,W (+9),W (+9)
5.0,,2022-10-26,19-153,SAS,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,8,17,13,8,4,12,6,27,15,26,10,4,19,17,4.0,37.0,35.0,38.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.3428571428571428,0.2105263157894736,0.265625,0.4193548387096774,0.1904761904761904,0.0555555555555555,0.2142857142857142,0.0,0.0923076923076923,0.0,0.4029850746268656,0.238095238095238,0.3939393939393939,0.2325581395348837,0.1333333333333333,0.2794117647058823,0.2698412698412698,17,12,15,73.0,17.0,23.0,20.0,43.0,0.2328767123287671,0.7058823529411765,0.0,0.0,0.3488372093023256,19,,68.0,3.5789473684210527,0.0,87.5,4.605263157894737,12.4,0.7,-4.6,-3.7,-0.8,0.0118675153738267,0.567,0.047,0.291,-0.3,0.5,L (-12),L (-12)
6.0,,2022-10-28,19-155,SAS,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,8,17,13,8,4,12,6,27,15,26,10,4,19,17,4.0,37.0,35.0,38.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.3428571428571428,0.2105263157894736,0.265625,0.4193548387096774,0.1904761904761904,0.0555555555555555,0.2142857142857142,0.0,0.0923076923076923,0.0,0.4029850746268656,0.238095238095238,0.3939393939393939,0.2325581395348837,0.1333333333333333,0.2794117647058823,0.2698412698412698,17,12,15,73.0,17.0,23.0,20.0,43.0,0.2328767123287671,0.7058823529411765,0.0,0.0,0.3488372093023256,19,,67.0,3.526315789473684,0.0,81.3,4.278947368421052,12.4,0.7,-4.6,-3.7,-0.8,0.0118675153738267,0.567,0.047,0.291,-0.3,0.5,W (+5),W (+5)
7.0,,2022-10-30,19-157,SAS,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,8,17,13,8,4,12,6,27,15,26,10,4,19,17,4.0,37.0,35.0,38.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.3428571428571428,0.2105263157894736,0.265625,0.4193548387096774,0.1904761904761904,0.0555555555555555,0.2142857142857142,0.0,0.0923076923076923,0.0,0.4029850746268656,0.238095238095238,0.3939393939393939,0.2325581395348837,0.1333333333333333,0.2794117647058823,0.2698412698412698,17,12,15,73.0,17.0,23.0,20.0,43.0,0.2328767123287671,0.7058823529411765,0.0,0.0,0.3488372093023256,19,,57.0,3.0,0.0,69.6,3.663157894736842,12.4,0.7,-4.6,-3.7,-0.8,0.0118675153738267,0.567,0.047,0.291,-0.3,0.5,W (+9),W (+9)
8.0,1.0,2022-11-02,19-160,SAS,TOR,0,9.866666666666667,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,1.9,-6,1.0,1.0,1.0,24,12,8,17,13,8,4,12,6,27,15,26,10,4,19,17,4.0,37.0,35.0,38.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.3428571428571428,0.2105263157894736,0.265625,0.4193548387096774,0.1904761904761904,0.0555555555555555,0.2142857142857142,0.0,0.0923076923076923,0.0,0.4029850746268656,0.238095238095238,0.3939393939393939,0.2325581395348837,0.1333333333333333,0.2794117647058823,0.2698412698412698,17,12,15,73.0,17.0,23.0,20.0,43.0,0.2328767123287671,0.7058823529411765,0.0,0.0,0.3488372093023256,19,3.0,60.0,3.1578947368421053,1.8999999999999992,55.19999999999998,2.905263157894736,12.4,0.7,-4.6,-3.7,-0.8,0.0118675153738267,0.567,0.047,0.291,-0.3,0.5,L (-43),L (-43)
9.0,,2022-11-04,19-162,SAS,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,8,17,13,8,4,12,6,27,15,26,10,4,19,17,4.0,37.0,35.0,38.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.3428571428571428,0.2105263157894736,0.265625,0.4193548387096774,0.1904761904761904,0.0555555555555555,0.2142857142857142,0.0,0.0923076923076923,0.0,0.4029850746268656,0.238095238095238,0.3939393939393939,0.2325581395348837,0.1333333333333333,0.2794117647058823,0.2698412698412698,17,12,15,73.0,17.0,23.0,20.0,43.0,0.2328767123287671,0.7058823529411765,0.0,0.0,0.3488372093023256,19,,65.0,3.421052631578948,0.0,80.19999999999999,4.221052631578947,12.4,0.7,-4.6,-3.7,-0.8,0.0118675153738267,0.567,0.047,0.291,-0.3,0.5,L (-7),L (-7)
10.0,,2022-11-05,19-163,SAS,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,8,17,13,8,4,12,6,27,15,26,10,4,19,17,4.0,37.0,35.0,38.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.3428571428571428,0.2105263157894736,0.265625,0.4193548387096774,0.1904761904761904,0.0555555555555555,0.2142857142857142,0.0,0.0923076923076923,0.0,0.4029850746268656,0.238095238095238,0.3939393939393939,0.2325581395348837,0.1333333333333333,0.2794117647058823,0.2698412698412698,17,12,15,73.0,17.0,23.0,20.0,43.0,0.2328767123287671,0.7058823529411765,0.0,0.0,0.3488372093023256,19,,66.0,3.473684210526316,0.0,74.7,3.931578947368421,12.4,0.7,-4.6,-3.7,-0.8,0.0118675153738267,0.567,0.047,0.291,-0.3,0.5,L (-25),L (-25)
