Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,7.0,2022-11-07,22-076,SAS,DEN,1,34.11666666666667,6.0,17.0,.353,3.0,8.0,.375,2,3.0,.667,0.0,3.0,3.0,4.0,2.0,0.0,3.0,0.0,17.0,9.8,-4,9.0,3.0,0.3333333333333333,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,3.0,67.0,3.526315789473684,9.0,67.69999999999999,3.5631578947368414,15.5,1.2,0.4,1.3,-0.9,0.0758442118890926,0.55,0.447,0.168,0.7,0.7,L (-6),L (-6)
12.0,8.0,2022-11-09,22-078,SAS,MEM,1,39.1,9.0,21.0,.429,4.0,10.0,.400,0,0.0,,0.0,3.0,3.0,6.0,0.0,1.0,1.0,1.0,22.0,15.3,0,11.0,5.0,0.4545454545454545,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,10.0,45.0,2.3684210526315788,15.3,50.4,2.652631578947368,15.5,1.2,0.4,1.3,-0.9,0.0758442118890926,0.55,0.447,0.168,0.7,0.7,L (-2),L (-2)
13.0,9.0,2022-11-11,22-080,SAS,MIL,1,31.3,9.0,17.0,.529,2.0,7.0,.286,2,2.0,1.000,0.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,22.0,14.5,+22,10.0,7.0,0.7,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,8.0,54.0,2.8421052631578947,13.7,57.400000000000006,3.021052631578948,15.5,1.2,0.4,1.3,-0.9,0.0758442118890926,0.55,0.447,0.168,0.7,0.7,W (+18),W (+18)
14.0,10.0,2022-11-14,22-083,SAS,GSW,1,25.08333333333333,3.0,11.0,.273,0.0,4.0,.000,0,0.0,,0.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,6.0,0.7,-32,7.0,3.0,0.4285714285714285,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,0.0,17.0,0.8947368421052632,0.6999999999999997,37.8,1.989473684210526,15.5,1.2,0.4,1.3,-0.9,0.0758442118890926,0.55,0.447,0.168,0.7,0.7,L (-37),L (-37)
15.0,11.0,2022-11-15,22-084,SAS,POR,1,35.2,7.0,15.0,.467,4.0,8.0,.500,3,3.0,1.000,0.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,21.0,11.8,-5,7.0,3.0,0.4285714285714285,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,5.0,58.0,3.0526315789473686,10.6,58.2,3.0631578947368423,15.5,1.2,0.4,1.3,-0.9,0.0758442118890926,0.55,0.447,0.168,0.7,0.7,L (-7),L (-7)
16.0,12.0,2022-11-17,22-086,SAS,SAC,1,36.23333333333333,11.0,19.0,.579,4.0,9.0,.444,3,5.0,.600,0.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,29.0,21.6,-14,10.0,7.0,0.7,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,11.0,46.0,2.421052631578948,20.40000000000001,46.19999999999999,2.4315789473684206,15.5,1.2,0.4,1.3,-0.9,0.0758442118890926,0.55,0.447,0.168,0.7,0.7,L (-18),L (-18)
17.0,,2022-11-19,22-088,SAS,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,50.0,2.631578947368421,0.0,57.2,3.0105263157894737,15.5,1.2,0.4,1.3,-0.9,0.0758442118890926,0.55,0.447,0.168,0.7,0.7,L (-22),L (-22)
18.0,13.0,2022-11-20,22-089,SAS,LAL,1,29.23333333333333,7.0,14.0,.500,3.0,4.0,.750,0,1.0,.000,0.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,17.0,13.9,-14,10.0,4.0,0.4,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,11.0,26.0,1.368421052631579,13.9,40.3,2.121052631578947,15.5,1.2,0.4,1.3,-0.9,0.0758442118890926,0.55,0.447,0.168,0.7,0.7,L (-31),L (-31)
19.0,14.0,2022-11-23,22-092,SAS,NOP,1,31.65,10.0,17.0,.588,4.0,8.0,.500,2,3.0,.667,0.0,4.0,4.0,8.0,1.0,0.0,2.0,3.0,26.0,22.3,-18,9.0,6.0,0.6666666666666666,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,17.0,31.0,1.631578947368421,21.500000000000007,45.9,2.4157894736842103,15.5,1.2,0.4,1.3,-0.9,0.0758442118890926,0.55,0.447,0.168,0.7,0.7,L (-19),L (-19)
20.0,15.0,2022-11-25,22-094,SAS,LAL,1,35.96666666666667,7.0,22.0,.318,0.0,6.0,.000,4,4.0,1.000,1.0,5.0,6.0,3.0,1.0,0.0,1.0,2.0,18.0,8.9,-8,16.0,7.0,0.4375,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,1.0,55.0,2.894736842105264,7.300000000000002,58.900000000000006,3.1,15.5,1.2,0.4,1.3,-0.9,0.0758442118890926,0.55,0.447,0.168,0.7,0.7,L (-11),L (-11)
21.0,16.0,2022-11-26,22-095,SAS,LAL,1,37.86666666666667,6.0,16.0,.375,4.0,9.0,.444,4,4.0,1.000,0.0,4.0,4.0,3.0,1.0,0.0,3.0,4.0,20.0,10.9,+13,7.0,2.0,0.2857142857142857,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,5.0,85.0,4.473684210526316,9.299999999999995,88.00000000000001,4.631578947368422,15.5,1.2,0.4,1.3,-0.9,0.0758442118890926,0.55,0.447,0.168,0.7,0.7,,
22.0,17.0,2022-11-30,22-099,SAS,OKC,1,36.78333333333333,7.0,13.0,.538,3.0,6.0,.500,8,9.0,.889,1.0,6.0,7.0,3.0,1.0,0.0,1.0,2.0,25.0,22.1,-3,7.0,4.0,0.5714285714285714,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,13.0,59.0,3.1052631578947367,18.899999999999995,69.3,3.647368421052632,15.5,1.2,0.4,1.3,-0.9,0.0758442118890926,0.55,0.447,0.168,0.7,0.7,L (-5),L (-5)
