Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
23.0,,2022-12-02,19-196,SAS,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,68.0,3.5789473684210527,0.0,69.8,3.673684210526316,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-8),L (-8)
24.0,,2022-12-04,19-198,SAS,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,47.0,2.473684210526316,0.0,60.9,3.205263157894737,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-18),L (-18)
25.0,,2022-12-08,19-202,SAS,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,71.0,3.736842105263158,0.0,86.00000000000001,4.526315789473685,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-38),L (-38)
26.0,,2022-12-10,19-204,SAS,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,63.0,3.3157894736842106,0.0,81.19999999999999,4.273684210526315,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,W (+9),W (+9)
27.0,21.0,2022-12-12,19-206,SAS,CLE,0,18.28333333333333,1.0,4.0,.250,0.0,2.0,.000,0,2.0,.000,0.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,+14,2.0,1.0,0.5,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,1.0,50.0,2.631578947368421,-4.440892098500626e-16,58.69999999999999,3.089473684210526,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,W (+4),W (+4)
28.0,22.0,2022-12-14,19-208,SAS,POR,0,21.466666666666665,2.0,6.0,.333,0.0,0.0,,0,0.0,,1.0,4.0,5.0,3.0,0.0,0.0,1.0,0.0,4.0,3.6,-2,6.0,2.0,0.3333333333333333,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,5.0,50.0,2.631578947368421,3.6000000000000014,65.6,3.452631578947368,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,W (+1),W (+1)
29.0,23.0,2022-12-17,19-211,SAS,MIA,1,16.45,1.0,5.0,.200,0.0,0.0,,0,2.0,.000,0.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,0.5,-17,5.0,1.0,0.2,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,3.0,69.0,3.631578947368421,0.4999999999999995,79.3,4.173684210526315,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-16),L (-16)
30.0,24.0,2022-12-19,19-213,SAS,HOU,0,23.133333333333333,5.0,8.0,.625,1.0,3.0,.333,1,4.0,.250,2.0,5.0,7.0,2.0,0.0,1.0,2.0,4.0,12.0,8.6,+17,5.0,4.0,0.8,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,8.0,71.0,3.736842105263158,8.199999999999998,80.3,4.226315789473684,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-10),L (-10)
31.0,25.0,2022-12-22,19-216,SAS,NOP,1,31.016666666666666,7.0,14.0,.500,2.0,4.0,.500,7,10.0,.700,6.0,3.0,9.0,6.0,1.0,0.0,2.0,1.0,23.0,22.7,-14,10.0,5.0,0.5,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,13.0,35.0,1.8421052631578947,19.9,38.3,2.0157894736842104,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,W (+19),W (+19)
32.0,26.0,2022-12-23,19-217,SAS,ORL,1,25.95,6.0,14.0,.429,0.0,3.0,.000,1,1.0,1.000,3.0,6.0,9.0,4.0,0.0,2.0,1.0,5.0,13.0,10.7,-4,11.0,6.0,0.5454545454545454,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,12.0,46.0,2.421052631578948,10.3,66.39999999999999,3.494736842105263,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-9),L (-9)
33.0,27.0,2022-12-26,19-220,SAS,UTA,1,31.133333333333333,3.0,8.0,.375,0.0,0.0,,0,0.0,,1.0,4.0,5.0,3.0,1.0,0.0,2.0,1.0,6.0,4.2,-7,8.0,3.0,0.375,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,5.0,54.0,2.8421052631578947,4.199999999999999,79.29999999999997,4.173684210526314,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-20),L (-20)
34.0,28.0,2022-12-27,19-221,SAS,OKC,1,30.03333333333333,7.0,16.0,.438,0.0,2.0,.000,2,2.0,1.000,5.0,4.0,9.0,4.0,1.0,2.0,2.0,2.0,16.0,14.7,-2,14.0,7.0,0.5,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,12.0,35.0,1.8421052631578947,13.9,46.0,2.421052631578948,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,W (+4),W (+4)
35.0,29.0,2022-12-29,19-223,SAS,NYK,1,27.216666666666665,4.0,7.0,.571,0.0,1.0,.000,4,4.0,1.000,2.0,3.0,5.0,1.0,0.0,1.0,2.0,6.0,12.0,8.0,-9,6.0,4.0,0.6666666666666666,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,6.0,42.0,2.210526315789474,6.400000000000002,60.3,3.173684210526316,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-16),L (-16)
36.0,30.0,2022-12-31,19-225,SAS,DAL,1,33.15,7.0,12.0,.583,2.0,3.0,.667,4,6.0,.667,1.0,5.0,6.0,2.0,1.0,0.0,1.0,3.0,20.0,16.0,-2,9.0,5.0,0.5555555555555556,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,10.0,38.0,2.0,14.400000000000002,51.89999999999999,2.7315789473684204,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,W (+7),W (+7)
37.0,31.0,2023-01-02,19-227,SAS,BRK,1,21.65,2.0,4.0,.500,0.0,1.0,.000,1,1.0,1.000,1.0,2.0,3.0,1.0,1.0,0.0,3.0,3.0,5.0,1.8,-13,3.0,2.0,0.6666666666666666,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,2.0,38.0,2.0,1.3999999999999986,47.6,2.505263157894737,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-1),L (-1)
38.0,32.0,2023-01-04,19-229,SAS,NYK,1,29.7,0.0,3.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,4.0,1.0,1.0,2.0,5.0,0.0,-0.9,-5,3.0,0.0,0.0,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,2.0,33.0,1.736842105263158,-0.8999999999999995,48.0,2.526315789473684,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-36),L (-36)
39.0,33.0,2023-01-06,19-231,SAS,DET,1,27.066666666666663,5.0,9.0,.556,0.0,2.0,.000,0,0.0,,0.0,8.0,8.0,2.0,1.0,1.0,5.0,2.0,10.0,5.4,0,7.0,5.0,0.7142857142857143,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,8.0,33.0,1.736842105263158,5.399999999999999,53.99999999999999,2.8421052631578942,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-3),L (-3)
40.0,34.0,2023-01-07,19-232,SAS,BOS,1,27.28333333333333,4.0,10.0,.400,1.0,4.0,.250,2,2.0,1.000,1.0,4.0,5.0,3.0,1.0,0.0,2.0,3.0,11.0,7.4,0,6.0,3.0,0.5,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,6.0,49.0,2.5789473684210527,6.599999999999998,62.400000000000006,3.28421052631579,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,W (+12),W (+12)
41.0,35.0,2023-01-09,19-234,SAS,MEM,1,30.166666666666668,2.0,11.0,.182,1.0,3.0,.333,2,2.0,1.000,3.0,2.0,5.0,2.0,2.0,0.0,3.0,3.0,7.0,2.0,-1,8.0,1.0,0.125,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,0.0,47.0,2.473684210526316,1.1999999999999993,60.7,3.194736842105263,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-5),L (-5)
42.0,36.0,2023-01-11,19-236,SAS,MEM,1,28.683333333333334,5.0,9.0,.556,0.0,2.0,.000,1,1.0,1.000,1.0,2.0,3.0,5.0,2.0,0.0,3.0,3.0,11.0,9.3,-5,7.0,5.0,0.7142857142857143,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,8.0,62.0,3.263157894736842,8.899999999999995,71.5,3.763157894736842,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,,
43.0,37.0,2023-01-13,19-238,SAS,GSW,1,24.016666666666666,2.0,9.0,.222,0.0,1.0,.000,0,2.0,.000,3.0,5.0,8.0,0.0,0.0,0.0,2.0,0.0,4.0,-0.7,-7,8.0,2.0,0.25,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,-1.0,24.0,1.263157894736842,-0.7000000000000013,50.10000000000001,2.6368421052631583,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-8),L (-8)
44.0,38.0,2023-01-15,19-240,SAS,SAC,1,32.5,6.0,8.0,.750,0.0,1.0,.000,3,4.0,.750,2.0,6.0,8.0,2.0,0.0,0.0,2.0,2.0,15.0,13.2,-12,7.0,6.0,0.8571428571428571,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,11.0,20.0,1.0526315789473684,11.999999999999998,32.29999999999999,1.6999999999999995,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-6),L (-6)
45.0,39.0,2023-01-17,19-242,SAS,BRK,1,26.2,6.0,12.0,.500,2.0,3.0,.667,2,2.0,1.000,2.0,2.0,4.0,2.0,2.0,0.0,2.0,4.0,16.0,11.8,+1,9.0,4.0,0.4444444444444444,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,8.0,37.0,1.947368421052632,10.999999999999998,43.10000000000001,2.26842105263158,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-31),L (-31)
46.0,40.0,2023-01-20,19-245,SAS,LAC,1,31.566666666666663,6.0,10.0,.600,2.0,2.0,1.000,2,2.0,1.000,4.0,2.0,6.0,2.0,0.0,0.0,0.0,2.0,16.0,15.4,-13,8.0,4.0,0.5,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,12.0,48.0,2.526315789473684,14.599999999999998,61.3,3.226315789473684,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-13),L (-13)
