Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
24.0,,2022-12-04,19-263,SAS,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,47.0,2.473684210526316,0.0,60.9,3.205263157894737,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-18),L (-18)
25.0,,2022-12-08,19-267,SAS,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,71.0,3.736842105263158,0.0,86.00000000000001,4.526315789473685,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-38),L (-38)
26.0,,2022-12-10,19-269,SAS,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,63.0,3.3157894736842106,0.0,81.19999999999999,4.273684210526315,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,W (+9),W (+9)
27.0,,2022-12-12,19-271,SAS,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,51.0,2.6842105263157894,0.0,58.69999999999999,3.089473684210526,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,W (+4),W (+4)
28.0,,2022-12-14,19-273,SAS,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,55.0,2.894736842105264,0.0,69.2,3.642105263157895,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,W (+1),W (+1)
29.0,,2022-12-17,19-276,SAS,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,72.0,3.789473684210526,0.0,79.8,4.2,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-16),L (-16)
30.0,,2022-12-19,19-278,SAS,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,79.0,4.157894736842105,0.0,88.49999999999999,4.657894736842104,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-10),L (-10)
31.0,,2022-12-22,19-281,SAS,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,48.0,2.526315789473684,0.0,58.2,3.0631578947368423,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,W (+19),W (+19)
32.0,,2022-12-23,19-282,SAS,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,58.0,3.0526315789473686,0.0,76.69999999999999,4.036842105263157,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-9),L (-9)
33.0,,2022-12-26,19-285,SAS,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,59.0,3.1052631578947367,0.0,83.49999999999997,4.394736842105262,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-20),L (-20)
34.0,,2022-12-27,19-286,SAS,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,47.0,2.473684210526316,0.0,59.89999999999999,3.152631578947368,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,W (+4),W (+4)
35.0,,2022-12-29,19-288,SAS,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,48.0,2.526315789473684,0.0,66.7,3.5105263157894737,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-16),L (-16)
36.0,,2022-12-31,19-290,SAS,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,48.0,2.526315789473684,0.0,66.3,3.4894736842105263,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,W (+7),W (+7)
37.0,,2023-01-02,19-292,SAS,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,40.0,2.1052631578947367,0.0,48.99999999999999,2.578947368421052,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-1),L (-1)
38.0,,2023-01-04,19-294,SAS,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,35.0,1.8421052631578947,0.0,47.1,2.478947368421053,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-36),L (-36)
39.0,,2023-01-06,19-296,SAS,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,41.0,2.1578947368421053,0.0,59.399999999999984,3.126315789473684,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-3),L (-3)
40.0,,2023-01-07,19-297,SAS,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,55.0,2.894736842105264,0.0,69.0,3.631578947368421,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,W (+12),W (+12)
41.0,,2023-01-09,19-299,SAS,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,47.0,2.473684210526316,0.0,61.89999999999999,3.257894736842105,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-5),L (-5)
42.0,,2023-01-11,19-301,SAS,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,70.0,3.684210526315789,0.0,80.39999999999998,4.23157894736842,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,,
43.0,3.0,2023-01-13,19-303,SAS,GSW,0,6.783333333333333,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,-1.1,+3,2.0,1.0,0.5,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,-1.0,24.0,1.263157894736842,-1.1,50.50000000000001,2.6578947368421058,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-8),L (-8)
44.0,4.0,2023-01-15,19-305,SAS,SAC,0,8.983333333333333,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,3.5,-1,2.0,1.0,0.5,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,4.0,27.0,1.4210526315789471,3.5,40.8,2.147368421052632,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-6),L (-6)
45.0,,2023-01-17,19-307,SAS,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,45.0,2.3684210526315788,0.0,54.10000000000001,2.847368421052632,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-31),L (-31)
46.0,,2023-01-20,19-310,SAS,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,60.0,3.1578947368421053,0.0,75.89999999999999,3.994736842105263,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-13),L (-13)
47.0,,2023-01-23,19-313,SAS,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,62.0,3.263157894736842,0.0,84.80000000000001,4.463157894736843,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,W (+8),W (+8)
48.0,,2023-01-25,19-315,SAS,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,33.0,1.736842105263158,0.0,57.3,3.0157894736842104,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-5),L (-5)
