,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1992-93,22.0,NYK,NBA,SG,50.0,2.0,16.3,2.2,5.0,0.43799999999999994,0.1,0.4,0.316,2.1,4.6,0.44799999999999995,0.45,0.9,1.1,0.7959999999999999,0.3,0.9,1.1,1.7,0.4,0.1,0.9,1.4,5.4
1,1993-94,23.0,NYK,NBA,SG,56.0,27.0,23.8,4.3,9.0,0.47100000000000003,0.9,2.4,0.402,3.3,6.7,0.496,0.524,1.5,1.8,0.825,0.4,0.8,1.2,2.9,0.7,0.1,1.4,2.1,11.0
2,1994-95,24.0,NYK,NBA,SG,82.0,4.0,20.7,3.6,7.5,0.48,1.6,3.5,0.455,2.0,4.0,0.502,0.586,1.2,1.5,0.8079999999999999,0.4,1.0,1.3,1.8,0.4,0.1,1.1,1.8,10.0
3,1995-96,25.0,NYK,NBA,SG,74.0,14.0,24.0,3.7,7.6,0.486,1.7,3.6,0.47600000000000003,2.0,4.0,0.495,0.598,1.5,1.7,0.868,0.5,1.2,1.7,1.4,0.4,0.1,0.9,1.6,10.7
4,1996-97,26.0,TOR,NBA,SG,36.0,0.0,17.3,2.1,5.1,0.402,0.4,1.9,0.22899999999999998,1.6,3.2,0.509,0.446,0.5,0.6,0.7390000000000001,0.3,0.8,1.1,0.9,0.3,0.1,0.6,1.1,5.0
5,1997-98,27.0,DAL,NBA,SG,81.0,30.0,29.4,4.3,9.5,0.456,1.2,2.8,0.439,3.1,6.6,0.46399999999999997,0.522,1.2,1.4,0.836,0.4,1.7,2.1,1.9,0.5,0.1,1.1,1.4,11.1
6,1998-99,28.0,DAL,NBA,SG,50.0,21.0,27.6,3.5,7.9,0.43799999999999994,1.3,2.9,0.451,2.2,5.1,0.431,0.52,0.9,1.0,0.88,0.1,1.7,1.7,1.8,0.4,0.1,1.1,1.5,9.1
7,1999-00,29.0,DAL,NBA,PG,79.0,15.0,23.0,2.7,5.9,0.46799999999999997,1.0,2.1,0.491,1.7,3.8,0.455,0.556,0.8,1.0,0.87,0.2,1.5,1.7,1.8,0.3,0.0,0.9,1.4,7.4
8,2000-01,30.0,TOT,NBA,PG,66.0,18.0,25.6,3.0,6.6,0.45299999999999996,1.2,2.6,0.456,1.8,4.0,0.45,0.5429999999999999,0.8,0.9,0.871,0.4,1.7,2.1,1.7,0.5,0.0,1.2,1.8,7.9
9,2000-01,30.0,DAL,NBA,PG,51.0,7.0,24.7,2.7,6.2,0.44299999999999995,1.1,2.6,0.436,1.6,3.5,0.44799999999999995,0.535,0.7,0.8,0.8540000000000001,0.4,1.8,2.1,1.2,0.6,0.0,1.1,1.8,7.3
