,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
10,2000-01,30.0,WAS,NBA,PG,15.0,11.0,28.7,3.8,7.9,0.479,1.3,2.5,0.526,2.5,5.4,0.457,0.563,1.3,1.4,0.905,0.7,1.3,2.0,3.3,0.4,0.0,1.7,1.9,10.2
11,2001-02,31.0,WAS,NBA,SG,51.0,17.0,24.1,2.9,6.4,0.44799999999999995,1.1,2.5,0.452,1.7,3.9,0.445,0.535,0.3,0.4,0.762,0.1,1.4,1.5,2.1,0.5,0.1,0.9,1.1,7.2
12,2002-03,32.0,DET,NBA,SG,43.0,1.0,7.6,0.7,1.8,0.392,0.3,0.8,0.33299999999999996,0.4,1.0,0.442,0.46799999999999997,0.1,0.1,0.833,0.1,0.7,0.8,0.7,0.1,0.0,0.3,0.5,1.8
13,2003-04,33.0,TOT,NBA,SG,17.0,0.0,4.6,0.1,0.6,0.091,0.0,0.1,0.0,0.1,0.6,0.1,0.091,0.1,0.1,1.0,0.1,0.4,0.5,0.2,0.1,0.0,0.2,0.7,0.2
14,2003-04,33.0,DET,NBA,SG,3.0,0.0,7.7,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.3,1.3,0.0
15,2003-04,33.0,NJN,NBA,SG,14.0,0.0,3.9,0.1,0.6,0.111,0.0,0.0,,0.1,0.6,0.111,0.111,0.1,0.1,1.0,0.1,0.4,0.6,0.2,0.1,0.0,0.1,0.6,0.3
16,Career,,,NBA,,685.0,149.0,22.1,3.1,6.7,0.45799999999999996,1.1,2.4,0.441,2.0,4.3,0.46799999999999997,0.537,0.9,1.1,0.8370000000000001,0.3,1.2,1.5,1.7,0.4,0.1,0.9,1.5,8.2
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,4 seasons,,NYK,NBA,,262.0,47.0,21.4,3.5,7.4,0.474,1.2,2.7,0.449,2.3,4.7,0.488,0.556,1.3,1.5,0.83,0.4,1.0,1.4,1.9,0.5,0.1,1.0,1.7,9.5
19,4 seasons,,DAL,NBA,,261.0,73.0,26.2,3.4,7.4,0.45299999999999996,1.2,2.6,0.45399999999999996,2.2,4.9,0.45299999999999996,0.532,0.9,1.1,0.856,0.3,1.6,1.9,1.7,0.4,0.0,1.0,1.5,8.8
20,2 seasons,,WAS,NBA,,66.0,28.0,25.2,3.1,6.7,0.456,1.2,2.5,0.47,1.9,4.3,0.44799999999999995,0.5429999999999999,0.5,0.6,0.833,0.3,1.4,1.6,2.4,0.5,0.0,1.0,1.3,7.8
21,2 seasons,,DET,NBA,,46.0,1.0,7.6,0.7,1.8,0.38299999999999995,0.3,0.8,0.324,0.4,1.0,0.43200000000000005,0.457,0.1,0.1,0.833,0.1,0.7,0.8,0.7,0.1,0.0,0.3,0.6,1.7
22,1 season,,TOR,NBA,,36.0,0.0,17.3,2.1,5.1,0.402,0.4,1.9,0.22899999999999998,1.6,3.2,0.509,0.446,0.5,0.6,0.7390000000000001,0.3,0.8,1.1,0.9,0.3,0.1,0.6,1.1,5.0
23,1 season,,NJN,NBA,,14.0,0.0,3.9,0.1,0.6,0.111,0.0,0.0,,0.1,0.6,0.111,0.111,0.1,0.1,1.0,0.1,0.4,0.6,0.2,0.1,0.0,0.1,0.6,0.3
