,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1991-92,23.0,SAC,NBA,PF,69.0,2.0,11.8,1.6,3.6,0.452,0.0,0.0,1.0,1.6,3.6,0.44799999999999995,0.456,0.3,0.4,0.821,1.1,1.6,2.7,0.6,0.5,0.2,0.6,1.0,3.6
1,1992-93,24.0,SAC,NBA,PF,59.0,9.0,14.1,2.8,5.8,0.485,0.0,0.0,,2.8,5.8,0.485,0.485,0.5,0.8,0.696,1.4,1.9,3.3,1.1,0.4,0.4,0.9,1.7,6.1
2,1993-94,25.0,TOT,NBA,PF,76.0,24.0,18.0,2.7,5.9,0.45299999999999996,0.0,0.2,0.2,2.6,5.7,0.462,0.456,0.5,0.9,0.631,1.7,3.2,4.9,1.1,0.7,0.5,1.0,2.2,5.9
3,1993-94,25.0,SAC,NBA,PF,46.0,24.0,21.2,3.3,7.1,0.46299999999999997,0.0,0.0,0.0,3.3,7.1,0.465,0.46299999999999997,0.7,1.1,0.596,2.2,3.7,5.9,1.5,0.9,0.6,1.2,2.5,7.3
4,1993-94,25.0,DET,NBA,PF,30.0,0.0,13.0,1.7,4.0,0.425,0.1,0.5,0.214,1.6,3.5,0.45299999999999996,0.43799999999999994,0.3,0.4,0.769,1.0,2.4,3.3,0.5,0.3,0.4,0.6,1.6,3.8
5,1994-95,26.0,HOU,NBA,PF,68.0,17.0,19.8,2.1,4.8,0.445,0.5,1.3,0.40700000000000003,1.6,3.6,0.45899999999999996,0.498,0.5,0.6,0.738,1.6,3.1,4.7,1.0,0.4,0.6,0.9,1.7,5.3
6,1995-96,27.0,HOU,NBA,PF,74.0,0.0,8.8,1.0,2.4,0.408,0.5,1.3,0.37799999999999995,0.5,1.1,0.444,0.511,0.2,0.4,0.654,0.7,1.4,2.1,0.4,0.3,0.2,0.3,0.9,2.7
7,1996-97,28.0,VAN,NBA,PF,54.0,1.0,12.3,1.3,3.1,0.436,0.5,1.3,0.36200000000000004,0.9,1.8,0.49,0.512,0.2,0.4,0.591,1.2,1.6,2.9,0.9,0.5,0.3,0.5,1.0,3.4
8,1997-98,29.0,VAN,NBA,PF,82.0,0.0,17.3,1.9,4.4,0.435,0.7,1.6,0.415,1.2,2.8,0.445,0.51,0.5,0.7,0.6609999999999999,0.9,2.8,3.7,1.3,0.6,0.5,0.8,1.9,4.9
9,1998-99,30.0,VAN,NBA,PF,46.0,0.0,15.2,1.4,3.7,0.366,0.6,1.5,0.382,0.8,2.3,0.35600000000000004,0.442,0.3,0.4,0.8240000000000001,0.6,1.9,2.5,0.7,0.5,0.3,0.6,1.1,3.6
10,1999-00,31.0,TOT,NBA,PF,56.0,2.0,10.7,0.9,2.3,0.41700000000000004,0.1,0.5,0.231,0.8,1.8,0.465,0.441,0.1,0.1,1.0,0.8,1.5,2.3,0.5,0.3,0.2,0.4,1.3,2.1
11,1999-00,31.0,UTA,NBA,PF,26.0,0.0,8.6,0.8,2.4,0.355,0.0,0.4,0.1,0.8,2.0,0.40399999999999997,0.363,0.1,0.1,1.0,0.6,1.1,1.7,0.4,0.2,0.2,0.3,1.2,1.8
12,1999-00,31.0,CLE,NBA,PF,6.0,0.0,5.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.7,0.8,1.5,0.2,0.0,0.0,0.0,0.5,0.0
13,1999-00,31.0,LAC,NBA,PF,24.0,2.0,14.5,1.3,2.6,0.49200000000000005,0.2,0.7,0.313,1.1,2.0,0.5529999999999999,0.532,0.3,0.3,1.0,1.1,2.2,3.3,0.7,0.4,0.3,0.5,1.6,3.0
14,Career,,,NBA,,584.0,55.0,14.4,1.8,4.1,0.441,0.3,0.8,0.381,1.5,3.2,0.457,0.48100000000000004,0.4,0.5,0.696,1.1,2.2,3.3,0.8,0.5,0.4,0.7,1.5,4.3
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3 seasons,,VAN,NBA,,182.0,1.0,15.3,1.6,3.8,0.418,0.6,1.5,0.39299999999999996,1.0,2.4,0.434,0.494,0.4,0.5,0.6729999999999999,1.0,2.2,3.2,1.0,0.6,0.4,0.6,1.4,4.1
17,3 seasons,,SAC,NBA,,174.0,35.0,15.1,2.5,5.3,0.46799999999999997,0.0,0.0,0.667,2.5,5.3,0.46799999999999997,0.469,0.5,0.7,0.6829999999999999,1.5,2.3,3.7,1.0,0.6,0.4,0.9,1.7,5.4
18,2 seasons,,HOU,NBA,,142.0,17.0,14.1,1.5,3.6,0.43200000000000005,0.5,1.3,0.391,1.0,2.3,0.455,0.503,0.3,0.5,0.706,1.1,2.2,3.3,0.6,0.3,0.4,0.6,1.3,3.9
19,1 season,,DET,NBA,,30.0,0.0,13.0,1.7,4.0,0.425,0.1,0.5,0.214,1.6,3.5,0.45299999999999996,0.43799999999999994,0.3,0.4,0.769,1.0,2.4,3.3,0.5,0.3,0.4,0.6,1.6,3.8
20,1 season,,UTA,NBA,,26.0,0.0,8.6,0.8,2.4,0.355,0.0,0.4,0.1,0.8,2.0,0.40399999999999997,0.363,0.1,0.1,1.0,0.6,1.1,1.7,0.4,0.2,0.2,0.3,1.2,1.8
21,1 season,,LAC,NBA,,24.0,2.0,14.5,1.3,2.6,0.49200000000000005,0.2,0.7,0.313,1.1,2.0,0.5529999999999999,0.532,0.3,0.3,1.0,1.1,2.2,3.3,0.7,0.4,0.3,0.5,1.6,3.0
22,1 season,,CLE,NBA,,6.0,0.0,5.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.7,0.8,1.5,0.2,0.0,0.0,0.0,0.5,0.0
