Player,SUMMARY,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS
Diamond Stone,Career,7,1.4,0.9,0.0,23.1,-,100.0,23.1,-1.2,-0.1
George Stone,Career,259,13.6,5.7,1.3,44.4,32.3,78.1,46.7,15.7,13.9
Julyan Stone,Career,70,1.1,1.1,1.1,44.4,31.3,70.0,52.4,9.5,0.9
Awvee Storey,Career,60,2.4,1.4,0.4,41.4,25.0,51.1,42.9,10.5,0.3
Damon Stoudamire,Career,878,13.4,3.5,6.1,40.6,35.7,83.3,46.4,15.4,55.4
Salim Stoudamire,Career,157,8.0,1.4,1.0,40.7,36.6,88.2,48.3,11.8,2.2
Amar'e Stoudemire,Career,846,18.9,7.8,1.2,53.7,23.6,76.1,53.8,21.8,92.5
Paul Stovall,Career,38,4.6,3.1,0.7,41.6,-,63.4,41.6,12.1,0.2
D.J. Strawberry,Career,33,2.2,0.8,0.9,31.5,24.0,47.4,34.8,6.2,-0.2
Joe Strawder,Career,231,8.6,9.9,1.1,42.6,,68.6,,11.3,10.8
Bill Stricker,Career,1,4.0,0.0,0.0,66.7,,-,,45.1,0.0
Erick Strickland,Career,501,7.5,2.6,2.4,39.2,35.1,82.6,45.1,12.7,13.4
Mark Strickland,Career,281,4.6,2.7,0.4,48.8,22.2,66.8,48.9,14.5,7.0
Rod Strickland,Career,1094,13.2,3.7,7.3,45.4,28.2,72.1,46.2,18.0,85.8
Roger Strickland,Career,1,2.0,0.0,0.0,33.3,,-,,-0.1,0.0
John Stroeder,Career,46,1.8,1.8,0.5,36.9,0.0,66.7,36.9,7.4,-0.1
Derek Strong,Career,456,6.8,4.9,0.6,43.0,18.0,78.6,43.2,13.8,18.5
Lamont Strothers,Career,13,4.6,1.2,1.1,32.9,13.3,71.4,34.2,5.8,-0.5
John Stroud,Career,9,2.8,1.4,1.0,32.4,-,75.0,32.4,6.4,-0.1
Red Stroud,Career,7,2.9,0.3,0.1,45.5,100.0,90.0,50.0,5.7,0.2
Max Strus,Career,189,10.0,2.7,1.5,42.7,37.1,82.0,56.6,11.6,8.0
Rodney Stuckey,Career,651,12.6,2.9,3.6,42.3,30.0,82.4,44.3,14.9,28.7
Gene Stump,Career,148,5.3,-,0.8,30.3,,69.2,,-,1.1
Stan Stutz,Career,166,7.1,-,1.1,25.6,,81.3,,-,6.7
Jalen Suggs,Career,101,10.8,3.3,3.6,38.7,27.1,75.2,44.2,10.5,-0.3
Gary Suiter,Career,30,1.4,1.4,0.1,35.2,,44.4,,6.0,-0.3
Jared Sullinger,Career,269,10.8,7.5,1.8,43.6,27.2,72.3,46.3,16.2,15.3
DaJuan Summers,Career,83,3.3,1.0,0.3,38.4,36.7,64.2,43.8,7.1,-0.1
Edmond Sumner,Career,161,6.2,1.5,1.1,47.0,34.1,81.1,52.7,12.1,3.2
Barry Sumpter,Career,1,0.0,0.0,0.0,0.0,-,-,0.0,-30.2,0.0
Don Sunderlage,Career,113,7.7,2.5,2.0,32.6,,73.2,,11.6,2.7
Bruno Šundov,Career,102,1.7,1.0,0.2,35.6,20.8,52.6,36.7,5.4,-0.7
Jon Sundvold,Career,502,7.7,1.1,2.9,45.2,39.2,84.9,48.3,12.5,8.9
Bob Sura,Career,657,8.6,3.4,3.8,41.4,32.5,68.9,46.0,14.3,28.3
Dick Surhoff,Career,58,3.1,1.6,0.6,29.5,,71.7,,10.0,0.1
George Sutor,Career,79,4.8,5.1,0.4,34.1,0.0,59.5,34.1,10.0,-0.3
Dane Suttle,Career,46,5.9,1.1,1.0,50.7,0.0,85.7,50.7,15.3,1.0
Greg Sutton,Career,168,4.5,0.9,1.7,39.6,36.1,74.3,48.0,9.7,1.0
Keith Swagerty,Career,80,12.3,10.4,1.2,40.8,0.0,61.1,40.8,15.1,2.3
Bennie Swain,Career,58,4.6,4.5,0.5,40.6,,60.9,,12.3,1.9
Caleb Swanigan,Career,75,2.3,2.9,0.7,43.8,11.8,61.4,44.4,6.8,-0.2
Norm Swanson,Career,63,1.6,1.7,0.5,22.6,,59.4,,4.0,-0.4
Dan Swartz,Career,39,4.5,2.3,0.5,38.0,,84.7,,12.3,1.0
Mike Sweetney,Career,233,6.5,4.5,0.6,48.5,0.0,68.9,48.5,15.1,7.8
Cole Swider,Career,7,1.3,1.0,0.6,33.3,37.5,-,50.0,7.4,0.1
Robert Swift,Career,97,4.3,3.9,0.2,50.6,-,61.0,50.6,11.4,1.7
Skeeter Swift,Career,283,11.6,2.2,2.9,44.5,29.8,84.1,46.9,11.5,12.2
Stromile Swift,Career,547,8.4,4.6,0.5,47.3,7.4,69.9,47.3,16.1,21.3
Aaron Swinson,Career,9,2.7,0.9,0.3,55.6,-,80.0,55.6,11.7,0.0
Craig Sword,Career,3,2.0,0.0,0.3,75.0,0.0,-,75.0,14.2,0.1
Pape Sy,Career,3,2.3,1.0,0.7,33.3,0.0,100.0,33.3,9.2,0.0
Buck Sydnor,Career,15,1.0,-,0.0,19.2,,50.0,,-,-0.1
Keifer Sykes,Career,32,5.6,1.4,1.9,36.3,30.0,88.2,43.4,5.9,-0.5
Larry Sykes,Career,1,0.0,2.0,0.0,-,-,-,-,0.0,0.0
Brett Szabo,Career,70,2.2,2.4,0.2,44.6,0.0,73.8,44.6,8.8,0.4
Wally Szczerbiak,Career,651,14.1,4.0,2.4,48.5,40.6,86.0,52.6,16.0,53.3
Walt Szczerbiak,Career,53,6.3,2.8,0.8,62.9,0.0,66.0,62.9,19.6,2.2
Žan Tabak,Career,247,5.0,3.6,0.7,50.6,0.0,52.5,50.6,11.3,2.4
Yuta Tabuse,Career,4,1.8,1.0,0.8,16.7,100.0,100.0,25.0,15.6,0.0
Chris Taft,Career,17,2.8,2.1,0.1,60.5,-,16.7,60.5,15.6,0.5
Sid Tanenbaum,Career,70,9.0,-,2.3,27.4,,83.0,,-,2.2
Dragan Tarlać,Career,43,2.4,2.8,0.7,39.4,-,75.8,39.4,5.6,-0.2
Roy Tarpley,Career,280,12.6,10.0,1.0,48.3,17.6,74.4,48.4,18.4,19.8
Levern Tart,Career,274,19.4,5.0,3.0,44.5,25.3,78.4,44.7,17.0,19.9
Jae'Sean Tate,Career,179,11.2,5.1,2.7,49.8,30.7,70.5,54.1,13.8,7.5
Earl Tatum,Career,262,9.6,2.6,1.9,45.9,33.3,74.6,46.0,14.2,7.8
Jayson Tatum,Career,439,22.5,7.0,3.3,45.8,37.5,84.7,52.9,19.7,45.6
Edy Tavares,Career,13,2.5,2.5,0.3,62.5,-,27.3,62.5,16.3,0.2
Anthony Taylor,Career,21,6.9,1.6,2.0,39.7,0.0,75.0,39.7,11.1,0.2
Brian Taylor,Career,601,13.1,2.7,4.1,49.3,35.6,78.0,51.0,14.8,46.8
Donell Taylor,Career,98,2.7,1.1,0.9,39.5,20.6,64.1,40.8,10.2,0.0
Fatty Taylor,Career,640,8.0,3.9,4.0,43.8,20.6,67.6,44.1,10.5,17.0
Fred Taylor,Career,88,4.4,1.6,0.8,36.4,,59.2,,8.7,-0.6
Isaiah Taylor,Career,71,6.3,1.4,2.9,41.3,24.4,69.9,43.8,10.4,0.6
Jay Taylor,Career,17,3.0,0.6,0.3,40.4,23.1,66.7,43.3,9.5,-0.1
Jeff Taylor,Career,132,6.1,2.0,0.8,40.9,31.9,66.5,46.5,8.9,1.3
Jermaine Taylor,Career,65,5.4,1.7,0.7,44.1,28.4,73.0,47.1,11.9,0.2
Johnny Taylor,Career,54,4.7,2.2,0.5,40.2,39.4,71.8,45.8,8.7,0.1
Leonard Taylor,Career,10,1.1,1.2,0.1,0.0,0.0,68.8,0.0,3.8,-0.1
Maurice Taylor,Career,534,11.0,4.6,1.2,46.6,15.2,71.1,46.7,13.1,9.9
Mike Taylor,Career,51,5.7,1.7,2.1,41.2,32.5,69.1,43.6,10.1,-0.4
Ollie Taylor,Career,262,9.7,4.2,2.4,45.6,23.4,68.3,46.0,12.0,10.9
Ron Taylor,Career,77,4.8,3.8,0.9,46.6,-,55.3,46.6,9.1,1.5
Terry Taylor,Career,64,6.4,3.4,0.8,59.0,29.8,67.7,61.9,16.8,2.7
Tyshawn Taylor,Career,61,2.9,0.5,0.9,35.4,36.0,68.4,37.9,5.8,-0.9
Vince Taylor,Career,31,3.1,1.2,1.3,36.3,-,65.6,36.3,7.6,0.1
Terry Teagle,Career,687,11.6,2.6,1.4,46.5,21.0,79.2,46.7,13.7,13.4
Jeff Teague,Career,826,12.2,2.4,5.6,44.4,36.0,84.4,48.9,16.8,52.4
Marquis Teague,Career,91,2.4,1.0,1.5,34.3,22.2,66.1,36.3,4.9,-0.9
Mirza Teletović,Career,324,8.1,3.2,0.8,40.6,37.1,75.5,52.4,13.0,8.8
Sebastian Telfair,Career,564,7.4,1.6,3.5,39.0,31.9,77.7,43.6,10.8,5.0
Collis Temple,Career,24,1.8,1.3,0.6,41.5,0.0,80.0,41.5,12.9,0.1
Garrett Temple,Career,716,6.2,2.3,1.7,40.2,34.5,74.0,49.1,9.4,16.5
Miloš Teodosić,Career,60,8.0,2.4,4.0,42.0,37.8,81.1,54.3,11.0,1.3
Ira Terrell,Career,127,7.0,4.2,1.1,49.8,,63.8,,11.8,4.1
Jared Terrell,Career,14,2.2,0.4,0.9,30.8,23.5,50.0,35.9,0.7,-0.3
Carlos Terry,Career,94,3.0,2.4,1.3,43.4,0.0,67.2,43.4,10.4,1.5
Chuck Terry,Career,341,3.8,2.4,0.8,41.9,32.3,77.5,42.2,8.5,6.4
Claude Terry,Career,349,5.5,1.4,1.3,46.8,33.8,78.5,48.3,11.9,6.9
Dalen Terry,Career,38,2.2,1.0,0.6,44.4,25.9,66.7,49.3,14.1,0.5
Emanuel Terry,Career,6,1.7,3.7,0.7,33.3,-,50.0,33.3,11.0,0.0
Jason Terry,Career,1410,13.4,2.3,3.8,44.4,38.0,84.5,51.7,16.2,102.0
Tyrell Terry,Career,13,1.0,0.5,0.5,35.3,0.0,33.3,35.3,6.7,0.0
Jon Teske,Career,3,0.0,0.7,0.3,0.0,-,0.0,0.0,1.5,0.0
Hasheem Thabeet,Career,224,2.2,2.7,0.1,56.7,-,57.8,56.7,10.3,4.8
Tom Thacker,Career,314,3.2,2.6,1.5,36.0,22.7,50.8,36.5,7.4,-0.3
Floyd Theard,Career,25,3.8,2.0,1.8,34.5,0.0,64.3,34.5,2.3,0.0
Daniel Theis,Career,313,7.6,4.9,1.3,54.3,32.6,71.4,58.9,15.9,19.8
Reggie Theus,Career,1026,18.5,3.3,6.3,47.1,25.2,82.6,47.9,16.6,66.9
Peter Thibeaux,Career,93,5.0,1.5,0.5,45.3,28.6,62.6,45.6,10.5,0.1
Bill Thieben,Career,85,4.0,3.2,0.3,33.1,,64.0,,10.2,-0.5
Justus Thigpen,Career,22,2.7,0.8,0.5,36.7,-,33.3,36.7,5.1,-0.3
David Thirdkill,Career,179,2.8,1.2,0.5,45.7,9.1,56.5,45.8,8.0,1.3
Adonis Thomas,Career,6,2.3,0.5,0.5,42.9,20.0,100.0,46.4,7.3,0.0
Billy Thomas,Career,53,2.7,1.0,0.5,33.8,30.4,84.6,44.0,7.8,0.4
Brodric Thomas,Career,44,3.3,1.4,0.9,37.3,26.5,66.7,44.4,8.2,0.1
Cam Thomas,Career,124,9.5,2.1,1.3,43.7,31.9,85.3,48.8,13.1,1.8
Carl Thomas,Career,63,2.9,1.0,0.4,39.8,31.5,64.3,46.3,10.3,0.6
Charles Thomas,Career,36,1.3,0.6,0.6,35.3,11.8,66.7,37.3,6.1,-0.1
Etan Thomas,Career,409,5.7,4.7,0.4,51.3,-,60.3,51.3,14.5,14.9
Irving Thomas,Career,26,1.8,1.2,0.4,34.0,-,57.1,34.0,7.3,-0.1
Isaiah Thomas,Career,550,17.7,2.4,4.8,43.4,36.2,87.2,50.6,19.6,45.3
Isiah Thomas,Career,979,19.2,3.6,9.3,45.2,29.0,75.9,46.5,18.1,80.7
Jamel Thomas,Career,12,2.5,1.2,0.5,37.8,16.7,100.0,39.2,4.6,-0.3
James Thomas,Career,33,1.6,2.3,0.2,56.4,-,50.0,56.4,9.1,0.4
Jim Thomas,Career,161,8.4,2.6,2.3,47.1,17.0,76.3,47.5,12.5,4.9
Joe Thomas,Career,39,1.4,1.1,0.4,26.7,,45.0,,4.3,-0.6
John Thomas,Career,208,2.7,2.1,0.3,50.2,0.0,59.1,50.2,9.4,3.2
Kenny Thomas,Career,632,9.3,6.9,1.5,46.5,24.4,69.9,47.1,13.9,31.2
Khyri Thomas,Career,39,4.1,1.0,0.9,38.8,31.6,75.0,46.7,11.4,0.5
Kurt Thomas,Career,1110,8.1,6.6,1.1,48.6,28.1,76.0,48.7,13.9,64.2
Lance Thomas,Career,399,5.1,2.6,0.7,41.6,38.1,79.9,46.2,8.3,5.3
Malcolm Thomas,Career,40,1.9,2.4,0.4,43.5,9.1,60.0,44.2,8.4,0.1
Matt Thomas,Career,126,4.0,1.2,0.5,43.3,40.4,80.4,56.6,10.9,2.0
Ron Thomas,Career,264,4.0,4.1,0.8,46.8,21.4,53.6,47.0,12.6,7.4
Terry Thomas,Career,28,2.8,1.3,0.1,43.1,,72.4,,16.3,0.2
Tim Thomas,Career,824,11.5,4.1,1.5,43.7,36.9,75.8,49.7,14.0,35.2
Tyrus Thomas,Career,402,7.7,4.8,0.9,43.8,23.5,73.2,43.9,14.8,13.0
Willis Thomas,Career,62,9.0,1.8,0.9,44.2,0.0,74.2,44.2,12.3,1.5
Trey Thompkins,Career,24,2.4,1.0,0.1,39.3,30.8,71.4,42.6,12.0,0.0
Bernard Thompson,Career,204,5.3,1.7,1.3,43.9,0.0,78.9,43.9,10.2,3.4
Billy Thompson,Career,300,8.6,5.4,1.7,50.5,15.4,67.4,50.5,13.2,9.6
Brooks Thompson,Career,168,4.5,0.9,1.7,40.9,37.6,64.7,51.9,13.4,2.0
Corny Thompson,Career,44,2.8,2.7,0.8,31.4,-,78.3,31.4,6.0,-0.1
David Thompson,Career,592,22.7,4.1,3.3,50.5,25.5,78.1,50.7,19.9,63.3
Dijon Thompson,Career,16,2.8,1.2,0.2,42.5,30.8,87.5,47.5,16.4,0.2
George Thompson,Career,437,18.6,3.3,3.6,46.5,26.5,76.2,47.3,17.4,30.9
Hollis Thompson,Career,265,7.7,3.1,1.1,41.3,38.6,70.7,51.4,9.6,6.5
Jack Thompson,Career,2,1.0,0.5,1.0,33.3,0.0,-,33.3,5.0,0.0
Jason Thompson,Career,588,8.9,6.6,1.1,49.6,14.3,65.7,49.7,13.5,23.8
John Thompson,Career,74,3.5,3.5,0.3,41.0,,59.5,,10.2,2.1
Kevin Thompson,Career,14,0.9,0.9,0.2,42.9,0.0,50.0,42.9,4.9,0.0
Klay Thompson,Career,716,19.8,3.5,2.3,45.5,41.6,85.2,55.0,16.2,51.7
LaSalle Thompson,Career,985,7.9,6.8,1.2,49.2,15.4,73.7,49.2,13.6,35.0
Mychal Thompson,Career,935,13.7,7.4,2.3,50.4,8.3,65.5,50.4,15.7,59.1
Mychel Thompson,Career,5,3.6,1.0,1.4,29.2,36.4,-,37.5,2.2,-0.2
Paul Thompson,Career,154,8.9,3.5,1.5,43.2,21.0,79.2,43.8,13.7,4.9
Stephen Thompson,Career,19,1.6,1.0,0.4,37.8,0.0,37.5,37.8,11.5,0.0
Tristan Thompson,Career,730,9.0,8.4,1.0,51.9,26.3,60.5,52.0,15.5,47.6
JT Thor,Career,102,3.2,1.9,0.5,40.6,30.7,67.2,48.5,7.6,0.5
Skip Thoren,Career,170,13.2,11.0,1.9,46.5,0.0,61.2,46.5,18.6,13.0
Rod Thorn,Career,466,10.8,3.1,2.6,43.3,,72.3,,14.5,17.2
Al Thornton,Career,296,11.9,4.2,1.2,45.2,29.3,74.7,46.5,12.3,6.1
Bob Thornton,Career,283,3.0,2.5,0.3,44.4,22.2,55.8,44.6,6.2,1.3
Dallas Thornton,Career,50,6.8,2.8,1.5,43.3,18.2,65.5,43.7,9.0,1.3
Marcus Thornton,Career,483,11.9,2.8,1.4,42.5,35.8,83.0,49.8,15.5,20.0
Sindarius Thornwell,Career,160,2.5,1.3,0.7,40.7,34.0,67.2,45.9,7.6,1.1
Otis Thorpe,Career,1257,14.0,8.2,2.2,54.6,4.7,68.7,54.6,16.0,106.4
Sedale Threatt,Career,951,9.8,1.8,3.8,48.5,29.3,81.5,49.6,14.7,48.0
Nate Thurmond,Career,964,15.0,15.0,2.7,42.1,,66.7,,16.5,78.0
Mel Thurston,Career,14,5.6,-,0.3,28.3,,50.0,,-,-0.1
Matisse Thybulle,Career,267,4.6,2.0,1.0,44.7,33.4,66.2,54.0,10.5,11.0
Hal Tidrick,Career,61,9.0,-,1.7,31.5,,80.0,,-,2.5
Dan Tieman,Career,29,1.2,0.8,0.9,26.3,,40.0,,4.1,-0.5
Killian Tillie,Career,54,3.2,1.6,0.6,33.7,31.1,73.7,43.8,7.9,0.8
Darren Tillis,Career,124,3.4,2.5,0.3,42.3,0.0,62.6,42.3,10.0,0.9
Xavier Tillman Sr.,Career,173,6.2,4.2,1.3,55.2,27.9,60.6,57.4,15.8,8.8
Jack Tingle,Career,39,2.3,-,0.2,25.9,,51.5,,-,0.4
George Tinsley,Career,133,5.3,2.9,0.9,42.2,20.0,74.3,42.7,11.2,3.1
Jamaal Tinsley,Career,547,8.5,2.9,6.1,39.3,29.9,71.6,43.7,13.6,17.2
Wayman Tisdale,Career,840,15.3,6.1,1.3,50.5,0.0,76.0,50.5,15.7,45.7
Mike Tobey,Career,2,1.0,1.5,0.5,25.0,-,-,25.0,-0.1,0.0
Isaiah Todd,Career,18,1.6,1.3,0.4,22.2,19.2,50.0,27.8,2.2,-0.3
Mike Todorovich,Career,131,11.0,6.9,2.9,30.9,,71.1,,-,5.3
Ray Tolbert,Career,261,3.6,2.3,0.5,49.5,0.0,54.4,49.5,9.8,2.9
Tom Tolbert,Career,312,6.5,4.0,0.9,46.0,29.6,71.6,46.8,10.5,6.6
Anthony Tolliver,Career,730,6.1,3.3,0.9,41.4,37.3,77.1,53.7,10.9,25.9
Dean Tolson,Career,80,5.0,2.2,0.4,54.6,,54.5,,20.1,2.2
Rudy Tomjanovich,Career,768,17.4,8.1,2.0,50.1,26.2,78.4,50.2,16.9,70.4
Andrew Toney,Career,468,15.9,2.2,4.2,50.0,34.2,79.7,51.2,16.1,26.9
Sedric Toney,Career,112,3.7,0.9,2.1,36.5,34.1,78.1,40.6,7.8,0.0
Andy Tonkovich,Career,17,2.6,-,0.6,26.8,,66.7,,-,-0.4
Andy Toolson,Career,60,2.7,1.2,0.5,39.7,34.1,75.7,44.9,8.0,0.6
Jack Toomay,Career,131,6.7,-,0.9,37.6,,69.1,,-,6.3
Bernard Toone,Career,23,2.4,1.5,0.5,35.9,14.3,80.0,36.7,8.9,-0.1
Obi Toppin,Career,201,7.0,3.0,0.9,49.2,32.5,76.6,56.6,15.4,7.5
Irv Torgoff,Career,147,6.8,-,0.7,24.6,,77.1,,-,6.5
Gene Tormohlen,Career,271,4.4,4.1,0.9,41.1,,57.9,,11.9,2.3
Óscar Torres,Career,82,5.4,1.6,0.5,40.1,31.7,76.8,45.9,11.7,1.1
Juan Toscano-Anderson,Career,191,4.3,3.1,1.9,50.6,33.1,64.6,56.8,10.6,5.7
Bill Tosheff,Career,203,9.2,3.0,3.3,31.5,,79.3,,11.3,5.2
Bob Tough,Career,82,7.1,-,1.7,27.8,,71.3,,-,-0.8
Axel Toupane,Career,33,3.1,1.2,0.6,37.8,32.6,75.0,46.1,7.3,0.5
Monte Towe,Career,115,2.8,0.8,1.9,40.4,21.4,78.3,41.8,9.6,0.2
Keith Tower,Career,53,1.8,1.3,0.1,42.9,0.0,55.6,42.9,5.9,0.0
Blackie Towery,Career,128,9.4,-,2.4,29.3,,74.8,,-,4.2
Linton Townes,Career,60,4.3,1.1,0.5,44.0,36.0,75.0,45.8,11.5,0.6
Karl-Anthony Towns,Career,511,23.0,11.2,3.2,52.6,39.5,83.5,57.7,24.4,68.7
Raymond Townsend,Career,154,4.8,1.0,1.4,41.1,17.1,70.3,41.5,9.8,1.0
George Trapp,Career,379,8.8,3.9,1.0,44.4,,75.2,,13.3,8.4
John Trapp,Career,303,7.2,4.4,1.0,42.0,0.0,71.7,42.0,10.7,6.4
Robert Traylor,Career,438,4.8,3.7,0.7,47.4,16.7,57.7,47.5,14.5,13.3
Gary Trent,Career,506,8.6,4.5,1.0,50.1,8.0,64.3,50.1,15.9,23.2
Gary Trent Jr.,Career,270,14.4,2.3,1.5,42.1,38.4,82.7,52.0,13.7,14.1
Jeff Trepagnier,Career,31,2.8,1.4,0.7,33.7,46.2,70.0,36.6,9.5,-0.2
John Tresvant,Career,559,9.2,6.3,1.4,45.1,,69.3,,13.5,24.4
Allonzo Trier,Career,88,9.7,2.6,1.7,45.4,38.4,80.1,51.0,12.5,1.4
Dick Triptow,Career,59,5.7,-,1.6,27.5,,72.7,,-,1.4
Kelly Tripucka,Career,707,17.2,3.8,3.0,47.3,36.1,84.9,48.2,16.2,44.4
Ansley Truitt,Career,16,2.4,2.4,0.1,42.9,-,33.3,42.9,12.9,-0.1
Cezary Trybański,Career,22,0.7,0.7,0.0,20.8,-,41.7,20.8,-3.0,-0.5
Jake Tsakalidis,Career,315,4.8,3.9,0.3,49.0,0.0,65.7,49.0,11.8,9.9
John Tschogl,Career,113,2.5,1.8,0.6,35.6,,58.1,,7.3,-0.3
Lou Tsioropoulos,Career,157,5.8,4.8,1.1,31.5,,71.7,,7.8,2.1
Nikoloz Tskitishvili,Career,172,2.9,1.8,0.7,30.4,23.5,73.0,33.8,5.2,-1.6
Al Tucker,Career,352,10.1,4.9,1.0,45.6,37.1,72.7,46.1,13.1,11.1
Alando Tucker,Career,51,4.1,1.0,0.3,42.3,29.4,78.3,45.1,13.0,0.4
Anthony Tucker,Career,62,3.9,2.7,1.1,45.7,0.0,61.4,45.7,9.2,0.6
Jim Tucker,Career,99,4.1,3.5,0.5,34.9,,76.2,,8.5,1.3
P.J. Tucker,Career,852,6.8,5.5,1.4,42.5,36.6,74.9,51.2,10.0,42.6
Rayjon Tucker,Career,39,3.0,1.0,0.5,50.0,31.0,77.6,56.4,12.8,0.8
Trent Tucker,Career,756,8.2,2.0,2.0,46.1,40.8,75.4,51.2,12.9,34.3
Ronny Turiaf,Career,473,4.7,3.7,1.3,53.3,0.0,63.6,53.3,13.8,19.2
Mirsad Türkcan,Career,17,1.9,1.9,0.3,36.8,0.0,62.5,36.8,11.1,0.0
Hedo Türkoğlu,Career,997,11.1,4.0,2.8,42.6,38.4,78.4,49.5,14.3,63.3
Andre Turner,Career,170,4.5,1.5,3.1,42.2,23.7,76.4,43.2,12.0,1.8
Bill Turner,Career,294,5.4,3.5,0.6,40.7,,72.8,,10.7,4.8
Elston Turner,Career,505,4.7,2.7,1.8,43.2,15.2,71.4,43.3,9.6,8.5
Evan Turner,Career,705,9.7,4.6,3.5,43.4,29.4,78.2,45.5,11.9,20.2
Gary Turner,Career,2,3.0,1.5,0.0,100.0,-,66.7,100.0,10.1,0.1
Henry Turner,Career,66,3.4,1.2,0.4,45.3,25.0,60.0,45.8,13.7,0.4
Herschell Turner,Career,41,3.2,1.8,1.1,32.1,23.1,48.9,34.0,2.2,-0.6
Jack Turner,Career,42,4.8,2.0,1.0,38.0,,76.2,,8.8,0.0
Jeff Turner,Career,612,6.0,3.3,1.0,46.7,34.4,76.9,47.8,8.4,8.9
John Turner,Career,42,2.8,1.9,0.3,43.9,-,52.5,43.9,7.8,-0.1
Myles Turner,Career,493,13.4,6.8,1.2,49.8,35.3,77.1,54.6,17.2,38.2
Wayne Turner,Career,3,1.3,1.0,1.7,16.7,-,33.3,16.7,-1.7,-0.1
Melvin Turpin,Career,361,8.5,4.6,0.5,51.6,11.1,77.7,51.6,14.3,13.7
Dave Twardzik,Career,536,9.3,2.4,3.4,52.7,24.5,82.1,52.9,13.8,33.4
Jack Twyman,Career,823,19.2,6.6,2.3,45.0,,77.8,,17.8,75.0
B.J. Tyler,Career,55,3.5,1.1,3.2,38.1,31.4,70.0,42.3,8.5,-0.7
Jeremy Tyler,Career,104,3.6,2.6,0.2,45.0,0.0,55.7,45.0,11.1,0.3
Terry Tyler,Career,871,10.2,5.4,1.2,48.4,12.2,70.3,48.5,14.6,40.8
Charlie Tyra,Career,348,8.9,7.4,0.9,38.7,,67.2,,11.9,5.0
Edwin Ubiles,Career,4,3.5,2.5,0.3,27.8,20.0,100.0,30.6,7.3,0.0
Ekpe Udoh,Career,384,3.5,2.9,0.7,45.3,0.0,71.8,45.3,12.0,10.4
Ime Udoka,Career,316,5.2,2.9,1.0,41.7,35.6,70.5,49.2,10.8,8.8
Beno Udrih,Career,831,8.4,2.1,3.4,46.3,34.9,83.3,50.2,14.0,31.4
Roko Ukić,Career,85,4.0,0.9,1.9,38.7,18.9,74.6,40.7,10.0,-0.2
Tyler Ulis,Career,133,7.5,1.7,4.0,40.3,28.0,80.8,43.5,11.3,0.5
Stanley Umude,Career,1,2.0,0.0,0.0,0.0,0.0,100.0,0.0,65.6,0.0
Wes Unseld,Career,984,10.8,14.0,3.9,50.9,50.0,63.3,50.9,16.0,110.1
Hal Uplinger,Career,23,3.7,1.3,1.1,35.1,,90.9,,10.8,0.1
Kelvin Upshaw,Career,120,5.4,1.2,2.1,45.3,23.7,79.5,46.5,13.1,1.6
Jarrod Uthoff,Career,16,3.7,1.8,0.6,41.1,33.3,77.8,46.4,12.3,0.2
Ben Uzoh,Career,60,4.0,2.1,2.2,39.5,33.3,58.7,40.1,13.0,0.7
Steve Vacendak,Career,83,9.9,2.9,2.3,39.0,20.0,75.4,39.1,11.4,1.8
Jonas Valančiūnas,Career,774,13.5,9.5,1.2,56.1,35.7,78.9,57.4,20.6,73.2
Darnell Valentine,Career,620,8.7,2.1,5.0,43.7,26.1,78.7,44.2,14.0,22.1
Denzel Valentine,Career,256,7.0,3.3,1.8,39.4,36.0,78.7,49.8,10.6,4.5
Ronnie Valentine,Career,24,3.5,1.3,0.3,37.8,50.0,47.4,38.3,10.3,-0.3
John Vallely,Career,100,3.6,0.7,0.8,37.9,,72.1,,9.6,-0.3
Dick Van Arsdale,Career,921,16.4,4.1,3.3,46.4,,79.0,,14.4,75.2
Tom Van Arsdale,Career,929,15.3,4.2,2.2,43.1,,76.2,,13.0,36.6
Nick Van Exel,Career,880,14.4,2.9,6.6,40.5,35.7,79.4,47.1,15.8,55.9
Keith Van Horn,Career,575,16.0,6.8,1.6,44.3,36.1,83.5,48.2,16.8,41.7
Norm Van Lier,Career,746,11.8,4.8,7.0,41.4,,78.0,,14.0,47.8
Dennis Van Zant,Career,1,2.0,1.0,0.0,-,-,100.0,-,39.3,0.0
Fred VanVleet,Career,417,14.6,3.3,5.3,40.2,37.3,86.9,50.0,16.2,32.5
Gene Vance,Career,175,8.3,3.0,2.3,31.5,,68.7,,6.0,10.3
Logan Vander Velden,Career,15,0.6,0.4,0.1,21.4,0.0,75.0,21.4,1.8,-0.1
Jarred Vanderbilt,Career,244,6.2,6.6,1.5,57.3,28.8,64.3,58.8,15.3,14.3
Ernie Vandeweghe,Career,224,9.5,4.6,2.4,42.1,,74.0,,17.1,18.1
Kiki Vandeweghe,Career,810,19.7,3.4,2.1,52.5,36.8,87.2,53.4,18.4,75.6
Nick Vanos,Career,68,3.3,3.5,0.9,38.3,0.0,56.1,38.3,7.7,-0.1
David Vanterpool,Career,22,5.5,1.7,3.0,41.8,0.0,60.0,41.8,10.9,0.0
Ratko Varda,Career,1,5.0,1.0,0.0,66.7,-,100.0,66.7,15.0,0.0
Anderson Varejão,Career,632,7.2,7.2,1.2,50.9,2.3,63.0,50.9,15.6,46.4
