Date,MP_team,FG_team,FGA_team,FG%_team,3P_team,3PA_team,3P%_team,FT_team,FTA_team,FT%_team,ORB_team,DRB_team,TRB_team,AST_team,STL_team,BLK_team,TOV_team,PF_team,PTS_team,GmSc_team,+/-_team,2PA_team,2P_team,2P%_team,CO_EFF_team,EFF_team,avg_EFF_team,CO_HGS_team,HGS_team,avg_HGS_team,PER_team,WS_team,BPM_team,OBPM_team,DBPM_team,TS%_team,3PAr_team,FTr_team,VORP_team,OWS_team,Player_Played_team,avg_MP_team,avg_FG_team,avg_FGA_team,avg_FG%_team,avg_3P_team,avg_3PA_team,avg_3P%_team,avg_FT_team,avg_FTA_team,avg_FT%_team,avg_ORB_team,avg_DRB_team,avg_TRB_team,avg_AST_team,avg_STL_team,avg_BLK_team,avg_TOV_team,avg_PF_team,avg_PTS_team,avg_GmSc_team,avg_+/-_team,avg_2PA_team,avg_2P_team,avg_2P%_team,avg_CO_EFF_team,avg_avg_EFF_team,avg_CO_HGS_team,avg_avg_HGS_team,avg_PER_team,avg_WS_team,avg_BPM_team,avg_OBPM_team,avg_DBPM_team,avg_TS%_team,avg_3PAr_team,avg_FTr_team,avg_VORP_team,avg_OWS_team,WIN_team,home_team,team_opp_team,Team,MP_opp,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,DRB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,PTS_opp,GmSc_opp,+/-_opp,2PA_opp,2P_opp,2P%_opp,CO_EFF_opp,EFF_opp,avg_EFF_opp,CO_HGS_opp,HGS_opp,avg_HGS_opp,PER_opp,WS_opp,BPM_opp,OBPM_opp,DBPM_opp,TS%_opp,3PAr_opp,FTr_opp,VORP_opp,OWS_opp,Player_Played_opp,avg_MP_opp,avg_FG_opp,avg_FGA_opp,avg_FG%_opp,avg_3P_opp,avg_3PA_opp,avg_3P%_opp,avg_FT_opp,avg_FTA_opp,avg_FT%_opp,avg_ORB_opp,avg_DRB_opp,avg_TRB_opp,avg_AST_opp,avg_STL_opp,avg_BLK_opp,avg_TOV_opp,avg_PF_opp,avg_PTS_opp,avg_GmSc_opp,avg_+/-_opp,avg_2PA_opp,avg_2P_opp,avg_2P%_opp,avg_CO_EFF_opp,avg_avg_EFF_opp,avg_CO_HGS_opp,avg_avg_HGS_opp,avg_PER_opp,avg_WS_opp,avg_BPM_opp,avg_OBPM_opp,avg_DBPM_opp,avg_TS%_opp,avg_3PAr_opp,avg_FTr_opp,avg_VORP_opp,avg_OWS_opp,WIN_opp,home_opp,team_opp_opp,WON,target,WON_results,scoring_margin_WON,target_results,scoring_margin_target
2022/12/12,240,32,83,3.209,9,34,1.452,14,18,3.428,9,39,48,23,7,2,13,17,87,62.8,25,49,23,3.294444444,45,732,91.5,50.8,769.7,96.2125,186.3,36.1,-24.5,-24,-0.4,7.888,5.585,3.583,9.5,16.3,8,30,4,10.375,0.401125,1.125,4.25,0.1815,1.75,2.25,0.4285,1.125,4.875,6,2.875,0.875,0.25,1.625,2.125,10.875,7.85,3.125,6.125,2.875,0.411805556,5.625,11.4375,6.35,12.0265625,23.2875,4.5125,-3.0625,-3,-0.05,0.986,0.698125,0.447875,1.1875,2.0375,W (+5),0,IND,MIA,240,28,79,2.747,11,39,2.092,15,20,4.083,8,37,45,16,7,11,15,18,82,56.3,-25,40,17,3.667460317,47,793,88.11111111,50.3,847.5,94.16666667,185.5,31.6,-23.3,-20.4,-2.9,7.709,5.244,3.706,6.9,18.8,9,26.66666667,3.111111111,8.777777778,0.305222222,1.222222222,4.333333333,0.232444444,1.666666667,2.222222222,0.453666667,0.888888889,4.111111111,5,1.777777778,0.777777778,1.222222222,1.666666667,2,9.111111111,6.255555556,-2.777777778,4.444444444,1.888888889,0.407495591,5.222222222,9.790123457,5.588888889,10.46296296,20.61111111,3.511111111,-2.588888889,-2.266666667,-0.322222222,0.856555556,0.582666667,0.411777778,0.766666667,2.088888889,L (-5),1,MIA,W (+5),W (+2),1,5,1,2
2022/12/14,240,37,86,3.338,24,56,2.859,12,15,4,7,32,39,25,9,1,14,21,110,82.7,10,30,13,3.051282051,62,1059,117.6666667,72.7,1040.8,115.6444444,186.3,36.1,-24.5,-24,-0.4,7.888,5.585,3.583,9.5,16.3,9,26.66666667,4.111111111,9.555555556,0.370888889,2.666666667,6.222222222,0.317666667,1.333333333,1.666666667,0.444444444,0.777777778,3.555555556,4.333333333,2.777777778,1,0.111111111,1.555555556,2.333333333,12.22222222,9.188888889,1.111111111,3.333333333,1.444444444,0.339031339,6.888888889,13.07407407,8.077777778,12.84938272,20.7,4.011111111,-2.722222222,-2.666666667,-0.044444444,0.876444444,0.620555556,0.398111111,1.055555556,1.811111111,W (+2),0,OKC,MIA,240,41,82,4.938,9,24,2.237,17,23,3.738,7,37,44,26,7,4,14,16,108,88.2,-10,58,32,5.83417367,60,780,70.90909091,70.4,844.8,76.8,127.6,27,-2.5,-0.9,-1.8,4.938,4.405,1.818,7.8,14.1,11,21.81818182,3.727272727,7.454545455,0.448909091,0.818181818,2.181818182,0.203363636,1.545454545,2.090909091,0.339818182,0.636363636,3.363636364,4,2.363636364,0.636363636,0.363636364,1.272727273,1.454545455,9.818181818,8.018181818,-0.909090909,5.272727273,2.909090909,0.530379425,5.454545455,6.446280992,6.4,6.981818182,11.6,2.454545455,-0.227272727,-0.081818182,-0.163636364,0.448909091,0.400454545,0.165272727,0.709090909,1.281818182,L (-2),1,MIA,W (+2),W (+3),1,2,1,3
2022/12/15,240,39,88,3.113,16,47,1.531,17,23,3.35,14,26,40,21,10,6,14,19,111,87.5,15,41,23,4.816666667,63,1040,130,80.7,1140.3,142.5375,186.3,36.1,-24.5,-24,-0.4,7.888,5.585,3.583,9.5,16.3,8,30,4.875,11,0.389125,2,5.875,0.191375,2.125,2.875,0.41875,1.75,3.25,5,2.625,1.25,0.75,1.75,2.375,13.875,10.9375,1.875,5.125,2.875,0.602083333,7.875,16.25,10.0875,17.8171875,23.2875,4.5125,-3.0625,-3,-0.05,0.986,0.698125,0.447875,1.1875,2.0375,W (+3),0,HOU,MIA,240,44,94,6.148,9,33,2.004,11,17,4,18,33,51,22,10,4,14,19,108,86.5,-15,61,35,6.397619048,62,932,84.72727273,69.1,1017.3,92.48181818,114.7,11.5,-16.5,-9.5,-7.1,4.457,2.153,2.272,0.6,5.6,11,21.81818182,4,8.545454545,0.558909091,0.818181818,3,0.182181818,1,1.545454545,0.363636364,1.636363636,3,4.636363636,2,0.909090909,0.363636364,1.272727273,1.727272727,9.818181818,7.863636364,-1.363636364,5.545454545,3.181818182,0.581601732,5.636363636,7.702479339,6.281818182,8.407438017,10.42727273,1.045454545,-1.5,-0.863636364,-0.645454545,0.405181818,0.195727273,0.206545455,0.054545455,0.509090909,L (-3),1,MIA,W (+3),W (+10),1,3,1,10
2022/12/17,240,42,82,5.681,11,30,2.416,16,23,3.45,8,32,40,25,14,3,12,27,111,93.6,50,52,31,6.071733822,76,1103,110.3,86,1205.7,120.57,186.3,36.1,-24.5,-24,-0.4,7.888,5.585,3.583,9.5,16.3,10,24,4.2,8.2,0.5681,1.1,3,0.2416,1.6,2.3,0.345,0.8,3.2,4,2.5,1.4,0.3,1.2,2.7,11.1,9.36,5,5.2,3.1,0.607173382,7.6,11.03,8.6,12.057,18.63,3.61,-2.45,-2.4,-0.04,0.7888,0.5585,0.3583,0.95,1.63,W (+10),0,SAS,MIA,240,33,77,4.217,10,27,2.826,25,33,4.861,7,31,38,29,8,3,17,19,101,77.1,-50,50,23,4.819047619,45,943,78.58333333,60.2,1043.2,86.93333333,146.3,7.9,-37.1,-23.9,-13,6.593,3.901,2.661,-3,3.5,12,20,2.75,6.416666667,0.351416667,0.833333333,2.25,0.2355,2.083333333,2.75,0.405083333,0.583333333,2.583333333,3.166666667,2.416666667,0.666666667,0.25,1.416666667,1.583333333,8.416666667,6.425,-4.166666667,4.166666667,1.916666667,0.401587302,3.75,6.548611111,5.016666667,7.244444444,12.19166667,0.658333333,-3.091666667,-1.991666667,-1.083333333,0.549416667,0.325083333,0.22175,-0.25,0.291666667,L (-10),1,MIA,W (+10),W (+4),1,10,1,4
2022/12/2,265,48,101,3.579,11,35,1.633,13,18,3.222,12,38,50,19,11,3,16,24,120,87.1,20,66,37,4.29047619,66,1278,127.8,82.6,1343.4,134.34,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,10,26.5,4.8,10.1,0.3579,1.1,3.5,0.1633,1.3,1.8,0.3222,1.2,3.8,5,1.9,1.1,0.3,1.6,2.4,12,8.71,2,6.6,3.7,0.429047619,6.6,12.78,8.26,13.434,17.29,3.5,-2.24,-2.13,-0.11,0.7323,0.5518,0.3235,0.95,1.58,W (+4),0,BOS,MIA,265,40,87,3.682,15,45,2.748,21,28,4.306,7,41,48,26,6,2,20,18,116,83.9,-20,42,25,5.571212121,63,1229,136.5555556,75.5,1551.4,172.3777778,185.5,48.3,-9,-16.1,7.2,7.753,6.724,2.523,16.2,25.1,9,29.44444444,4.444444444,9.666666667,0.409111111,1.666666667,5,0.305333333,2.333333333,3.111111111,0.478444444,0.777777778,4.555555556,5.333333333,2.888888889,0.666666667,0.222222222,2.222222222,2,12.88888889,9.322222222,-2.222222222,4.666666667,2.777777778,0.619023569,7,15.17283951,8.388888889,19.15308642,20.61111111,5.366666667,-1,-1.788888889,0.8,0.861444444,0.747111111,0.280333333,1.8,2.788888889,L (-4),1,MIA,W (+4),L (-10),1,4,0,-10
2022/12/20,239.9666667,38,81,4.69,15,44,2.09,12,17,4.75,9,26,35,26,9,0,13,16,103,81.4,-50,37,23,4.8,59,1017,101.7,74.6,1118.3,111.83,186.3,36.1,-24.5,-24,-0.4,7.888,5.585,3.583,9.5,16.3,10,23.99666667,3.8,8.1,0.469,1.5,4.4,0.209,1.2,1.7,0.475,0.9,2.6,3.5,2.6,0.9,0,1.3,1.6,10.3,8.14,-5,3.7,2.3,0.48,5.9,10.17,7.46,11.183,18.63,3.61,-2.45,-2.4,-0.04,0.7888,0.5585,0.3583,0.95,1.63,L (-10),1,CHI,MIA,239.9833333,40,73,4.425,13,31,3.267,20,24,5.3,5,34,39,24,7,0,16,16,113,91.4,50,42,27,4.825641026,68,1189,118.9,81,1314.3,131.43,158.8,29.9,10.3,0.4,10.1,6.61,4.119,2.862,10.9,18,10,23.99833333,4,7.3,0.4425,1.3,3.1,0.3267,2,2.4,0.53,0.5,3.4,3.9,2.4,0.7,0,1.6,1.6,11.3,9.14,5,4.2,2.7,0.482564103,6.8,11.89,8.1,13.143,15.88,2.99,1.03,0.04,1.01,0.661,0.4119,0.2862,1.09,1.8,W (+10),0,MIA,L (-10),L (-3),0,-10,0,-3
2022/12/23,240,41,95,3.123,13,33,2.171,13,14,3.875,13,25,38,23,7,3,10,13,108,84.1,-15,62,28,3.00994152,60,1111,123.4444444,78.9,1312.8,145.8666667,186.3,36.1,-24.5,-24,-0.4,7.888,5.585,3.583,9.5,16.3,9,26.66666667,4.555555556,10.55555556,0.347,1.444444444,3.666666667,0.241222222,1.444444444,1.555555556,0.430555556,1.444444444,2.777777778,4.222222222,2.555555556,0.777777778,0.333333333,1.111111111,1.444444444,12,9.344444444,-1.666666667,6.888888889,3.111111111,0.334437947,6.666666667,13.71604938,8.766666667,16.20740741,20.7,4.011111111,-2.722222222,-2.666666667,-0.044444444,0.876444444,0.620555556,0.398111111,1.055555556,1.811111111,L (-3),1,IND,MIA,240,40,83,3.864,21,47,2.844,10,14,3.9,9,34,43,26,5,6,16,23,111,86,15,36,19,5.066666667,78,1332,148,82,1108,123.1111111,185.5,31.6,-23.3,-20.4,-2.9,7.709,5.244,3.706,6.9,18.8,9,26.66666667,4.444444444,9.222222222,0.429333333,2.333333333,5.222222222,0.316,1.111111111,1.555555556,0.433333333,1,3.777777778,4.777777778,2.888888889,0.555555556,0.666666667,1.777777778,2.555555556,12.33333333,9.555555556,1.666666667,4,2.111111111,0.562962963,8.666666667,16.44444444,9.111111111,13.67901235,20.61111111,3.511111111,-2.588888889,-2.266666667,-0.322222222,0.856555556,0.582666667,0.411777778,0.766666667,2.088888889,W (+3),0,MIA,L (-3),W (+3),0,-3,1,3
2022/12/26,240,47,102,4.617,13,49,2.1,6,8,3,13,27,40,27,9,3,9,17,113,91,15,53,34,6.335569986,73,870,87,88.6,1094.6,109.46,186.3,36.1,-24.5,-24,-0.4,7.888,5.585,3.583,9.5,16.3,10,24,4.7,10.2,0.4617,1.3,4.9,0.21,0.6,0.8,0.3,1.3,2.7,4,2.7,0.9,0.3,0.9,1.7,11.3,9.1,1.5,5.3,3.4,0.633556999,7.3,8.7,8.86,10.946,18.63,3.61,-2.45,-2.4,-0.04,0.7888,0.5585,0.3583,0.95,1.63,W (+3),1,MIN,MIA,240,43,79,4.343,15,34,3.25,9,14,3.467,8,36,44,31,4,3,22,14,110,86.5,-15,45,28,4.233982684,70,1192,132.4444444,75.9,1290.6,143.4,151.2,22.1,-10.9,-8.9,-1.7,5.952,3.567,3.088,4.1,10.4,9,26.66666667,4.777777778,8.777777778,0.482555556,1.666666667,3.777777778,0.361111111,1,1.555555556,0.385222222,0.888888889,4,4.888888889,3.444444444,0.444444444,0.333333333,2.444444444,1.555555556,12.22222222,9.611111111,-1.666666667,5,3.111111111,0.47044252,7.777777778,14.71604938,8.433333333,15.93333333,16.8,2.455555556,-1.211111111,-0.988888889,-0.188888889,0.661333333,0.396333333,0.343111111,0.455555556,1.155555556,L (-3),0,MIA,W (+3),W (+14),1,3,1,14
2022/12/28,240,44,92,3.971,11,35,2.222,13,16,3.5,10,27,37,20,14,4,5,15,112,98.9,70,57,33,5.194047619,74,1203,109.3636364,93.7,1391.5,126.5,186.3,36.1,-24.5,-24,-0.4,7.888,5.585,3.583,9.5,16.3,11,21.81818182,4,8.363636364,0.361,1,3.181818182,0.202,1.181818182,1.454545455,0.318181818,0.909090909,2.454545455,3.363636364,1.818181818,1.272727273,0.363636364,0.454545455,1.363636364,10.18181818,8.990909091,6.363636364,5.181818182,3,0.472186147,6.727272727,9.94214876,8.518181818,11.5,16.93636364,3.281818182,-2.227272727,-2.181818182,-0.036363636,0.717090909,0.507727273,0.325727273,0.863636364,1.481818182,W (+14),1,LAL,MIA,240,37,77,4.383,13,36,3.286,11,15,3.583,8,36,44,25,2,4,24,16,98,65.6,-70,41,24,4.493162393,22,704,64,32.6,707.7,64.33636364,64,8.3,-16.5,-13.7,-2.9,3.337,2.926,1.154,-0.8,3.1,11,21.81818182,3.363636364,7,0.398454545,1.181818182,3.272727273,0.298727273,1,1.363636364,0.325727273,0.727272727,3.272727273,4,2.272727273,0.181818182,0.363636364,2.181818182,1.454545455,8.909090909,5.963636364,-6.363636364,3.727272727,2.181818182,0.408469308,2,5.818181818,2.963636364,5.848760331,5.818181818,0.754545455,-1.5,-1.245454545,-0.263636364,0.303363636,0.266,0.104909091,-0.072727273,0.281818182,L (-14),0,MIA,W (+14),L (-5),1,14,0,-5
2022/12/30,240,39,87,3.948,14,35,2.206,27,30,4.617,11,25,36,21,13,4,14,19,119,96.6,-25,52,25,3.435409035,62,899,99.88888889,85.8,1164,129.3333333,186.3,36.1,-24.5,-24,-0.4,7.888,5.585,3.583,9.5,16.3,9,26.66666667,4.333333333,9.666666667,0.438666667,1.555555556,3.888888889,0.245111111,3,3.333333333,0.513,1.222222222,2.777777778,4,2.333333333,1.444444444,0.444444444,1.555555556,2.111111111,13.22222222,10.73333333,-2.777777778,5.777777778,2.777777778,0.381712115,6.888888889,11.09876543,9.533333333,14.37037037,20.7,4.011111111,-2.722222222,-2.666666667,-0.044444444,0.876444444,0.620555556,0.398111111,1.055555556,1.811111111,L (-5),0,DEN,MIA,240,45,76,5.772,17,28,4.233,17,22,6.6,5,31,36,34,6,1,20,19,124,102.5,25,48,28,5.821428571,77,1333,133.3,86.3,1469.2,146.92,185.2,43.8,-9.5,-11.7,2.4,7.636,3.936,3.45,12.9,26,10,24,4.5,7.6,0.5772,1.7,2.8,0.4233,1.7,2.2,0.66,0.5,3.1,3.6,3.4,0.6,0.1,2,1.9,12.4,10.25,2.5,4.8,2.8,0.582142857,7.7,13.33,8.63,14.692,18.52,4.38,-0.95,-1.17,0.24,0.7636,0.3936,0.345,1.29,2.6,W (+5),1,MIA,L (-5),W (+3),0,-5,1,3
2022/12/31,240,45,89,5.294,13,39,2.017,23,30,3.34,10,27,37,32,10,1,12,32,126,102.3,15,50,32,6.424836601,75,1223,122.3,93.1,1434.4,143.44,186.3,36.1,-24.5,-24,-0.4,7.888,5.585,3.583,9.5,16.3,10,24,4.5,8.9,0.5294,1.3,3.9,0.2017,2.3,3,0.334,1,2.7,3.7,3.2,1,0.1,1.2,3.2,12.6,10.23,1.5,5,3.2,0.64248366,7.5,12.23,9.31,14.344,18.63,3.61,-2.45,-2.4,-0.04,0.7888,0.5585,0.3583,0.95,1.63,W (+3),0,UTA,MIA,240,35,81,3.878,17,40,2.987,36,44,6.778,16,33,49,23,6,3,16,23,123,97.2,-15,41,18,4.3,41,700,77.77777778,60.6,789.8,87.75555556,165,26.8,-27.7,-17.9,-9.7,7.333,4.843,2.893,5.7,16.1,9,26.66666667,3.888888889,9,0.430888889,1.888888889,4.444444444,0.331888889,4,4.888888889,0.753111111,1.777777778,3.666666667,5.444444444,2.555555556,0.666666667,0.333333333,1.777777778,2.555555556,13.66666667,10.8,-1.666666667,4.555555556,2,0.477777778,4.555555556,8.641975309,6.733333333,9.750617284,18.33333333,2.977777778,-3.077777778,-1.988888889,-1.077777778,0.814777778,0.538111111,0.321444444,0.633333333,1.788888889,L (-3),1,MIA,W (+3),L (-8),1,3,0,-8
2022/12/5,240,31,79,2.905,14,40,2.398,17,22,3.792,9,36,45,23,7,3,16,11,93,70,-40,39,17,2.495726496,54,814,90.44444444,66.7,928.2,103.1333333,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,9,26.66666667,3.444444444,8.777777778,0.322777778,1.555555556,4.444444444,0.266444444,1.888888889,2.444444444,0.421333333,1,4,5,2.555555556,0.777777778,0.333333333,1.777777778,1.222222222,10.33333333,7.777777778,-4.444444444,4.333333333,1.888888889,0.277302944,6,10.04938272,7.411111111,11.45925926,19.21111111,3.888888889,-2.488888889,-2.366666667,-0.122222222,0.813666667,0.613111111,0.359444444,1.055555556,1.755555556,L (-8),0,MEM,MIA,240,42,90,4.005,8,32,1.332,9,9,4,4,37,41,23,10,5,11,14,101,81.7,40,58,34,4.721212121,70,1082,120.2222222,78.1,1171.5,130.1666667,113.2,26.3,2.6,-3.3,5.9,4.468,3.19,1.814,8.8,12.3,9,26.66666667,4.666666667,10,0.445,0.888888889,3.555555556,0.148,1,1,0.444444444,0.444444444,4.111111111,4.555555556,2.555555556,1.111111111,0.555555556,1.222222222,1.555555556,11.22222222,9.077777778,4.444444444,6.444444444,3.777777778,0.524579125,7.777777778,13.35802469,8.677777778,14.46296296,12.57777778,2.922222222,0.288888889,-0.366666667,0.655555556,0.496444444,0.354444444,0.201555556,0.977777778,1.366666667,W (+8),1,MIA,L (-8),L (-20),0,-8,0,-20
2022/12/6,240,33,77,3.026,10,32,2.241,20,26,3.833,7,33,40,21,7,2,15,20,96,67.8,-100,45,23,3.065064103,47,751,75.1,59.1,840.1,84.01,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,10,24,3.3,7.7,0.3026,1,3.2,0.2241,2,2.6,0.3833,0.7,3.3,4,2.1,0.7,0.2,1.5,2,9.6,6.78,-10,4.5,2.3,0.30650641,4.7,7.51,5.91,8.401,17.29,3.5,-2.24,-2.13,-0.11,0.7323,0.5518,0.3235,0.95,1.58,L (-20),1,DET,MIA,240,43,87,4.851,19,41,3.327,11,15,3.417,9,31,40,27,8,1,12,19,116,94.3,100,46,24,5.542857143,69,911,91.1,77,1031.8,103.18,148.7,15.5,-18,-8.7,-9.3,6.517,3.804,4.732,1.8,9.3,10,24,4.3,8.7,0.4851,1.9,4.1,0.3327,1.1,1.5,0.3417,0.9,3.1,4,2.7,0.8,0.1,1.2,1.9,11.6,9.43,10,4.6,2.4,0.554285714,6.9,9.11,7.7,10.318,14.87,1.55,-1.8,-0.87,-0.93,0.6517,0.3804,0.4732,0.18,0.93,W (+20),0,MIA,L (-20),W (+5),0,-20,1,5
2022/12/8,240,46,90,3.823,12,32,2.286,11,14,3.3,7,36,43,24,11,1,8,20,115,97.4,25,58,34,4.438888889,76,1128,125.3333333,88.6,1145.3,127.2555556,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,9,26.66666667,5.111111111,10,0.424777778,1.333333333,3.555555556,0.254,1.222222222,1.555555556,0.366666667,0.777777778,4,4.777777778,2.666666667,1.222222222,0.111111111,0.888888889,2.222222222,12.77777778,10.82222222,2.777777778,6.444444444,3.777777778,0.493209877,8.444444444,13.92592593,9.844444444,14.13950617,19.21111111,3.888888889,-2.488888889,-2.366666667,-0.122222222,0.813666667,0.613111111,0.359444444,1.055555556,1.755555556,W (+5),1,LAC,MIA,240,37,80,5.629,17,36,3.918,19,21,5.75,7,36,43,24,3,3,16,16,110,83.2,-25,44,20,6.402777778,49,1091,109.1,54.2,1124.4,112.44,130.7,25.9,0.8,-1.5,1.9,5.153,3.677,2.352,8.7,14.8,10,24,3.7,8,0.5629,1.7,3.6,0.3918,1.9,2.1,0.575,0.7,3.6,4.3,2.4,0.3,0.3,1.6,1.6,11,8.32,-2.5,4.4,2,0.640277778,4.9,10.91,5.42,11.244,13.07,2.59,0.08,-0.15,0.19,0.5153,0.3677,0.2352,0.87,1.48,L (-5),0,MIA,W (+5),W (+1),1,5,1,1
2023/1/10,240,31,79,3.248,10,33,1.625,40,40,6,13,28,41,18,10,4,19,19,112,85.4,5,46,21,3.613095238,44,598,74.75,67.3,957.5,119.6875,186.3,36.1,-24.5,-24,-0.4,7.888,5.585,3.583,9.5,16.3,8,30,3.875,9.875,0.406,1.25,4.125,0.203125,5,5,0.75,1.625,3.5,5.125,2.25,1.25,0.5,2.375,2.375,14,10.675,0.625,5.75,2.625,0.451636905,5.5,9.34375,8.4125,14.9609375,23.2875,4.5125,-3.0625,-3,-0.05,0.986,0.698125,0.447875,1.1875,2.0375,W (+1),1,OKC,MIA,240,44,91,6.111,9,35,2.119,14,21,3.607,14,30,44,27,8,3,18,27,111,81.1,-5,56,35,6.738095238,52,760,69.09090909,66.5,838.3,76.20909091,127.6,27,-2.5,-0.9,-1.8,4.938,4.405,1.818,7.8,14.1,11,21.81818182,4,8.272727273,0.555545455,0.818181818,3.181818182,0.192636364,1.272727273,1.909090909,0.327909091,1.272727273,2.727272727,4,2.454545455,0.727272727,0.272727273,1.636363636,2.454545455,10.09090909,7.372727273,-0.454545455,5.090909091,3.181818182,0.612554113,4.727272727,6.280991736,6.045454545,6.928099174,11.6,2.454545455,-0.227272727,-0.081818182,-0.163636364,0.448909091,0.400454545,0.165272727,0.709090909,1.281818182,L (-1),0,MIA,W (+1),W (+6),1,1,1,6
2023/1/12,240,42,95,3.342,9,34,1.084,15,16,4.875,18,43,61,22,8,1,13,8,108,91.3,30,61,33,4.008492823,76,994,124.25,85.3,1109.5,138.6875,186.3,36.1,-24.5,-24,-0.4,7.888,5.585,3.583,9.5,16.3,8,30,5.25,11.875,0.41775,1.125,4.25,0.1355,1.875,2,0.609375,2.25,5.375,7.625,2.75,1,0.125,1.625,1,13.5,11.4125,3.75,7.625,4.125,0.501061603,9.5,15.53125,10.6625,17.3359375,23.2875,4.5125,-3.0625,-3,-0.05,0.986,0.698125,0.447875,1.1875,2.0375,W (+6),1,MIL,MIA,240,35,87,3.459,22,57,2.715,10,15,1.708,8,31,39,20,10,2,10,12,102,78.6,-30,30,13,3.222222222,46,552,61.33333333,59.8,747.5,83.05555556,143.6,37.6,-0.3,-4.1,3.7,5.653,4.956,2.291,12.5,18.6,9,26.66666667,3.888888889,9.666666667,0.384333333,2.444444444,6.333333333,0.301666667,1.111111111,1.666666667,0.189777778,0.888888889,3.444444444,4.333333333,2.222222222,1.111111111,0.222222222,1.111111111,1.333333333,11.33333333,8.733333333,-3.333333333,3.333333333,1.444444444,0.358024691,5.111111111,6.814814815,6.644444444,9.228395062,15.95555556,4.177777778,-0.033333333,-0.455555556,0.411111111,0.628111111,0.550666667,0.254555556,1.388888889,2.066666667,L (-6),0,MIA,W (+6),W (+16),1,6,1,16
2023/1/14,240,45,87,4.254,11,22,2.411,10,12,4.5,13,38,51,17,9,3,11,14,111,94.2,80,65,34,4.351889339,81,1082,135.25,90.2,1195.9,149.4875,186.3,36.1,-24.5,-24,-0.4,7.888,5.585,3.583,9.5,16.3,8,30,5.625,10.875,0.53175,1.375,2.75,0.301375,1.25,1.5,0.5625,1.625,4.75,6.375,2.125,1.125,0.375,1.375,1.75,13.875,11.775,10,8.125,4.25,0.543986167,10.125,16.90625,11.275,18.6859375,23.2875,4.5125,-3.0625,-3,-0.05,0.986,0.698125,0.447875,1.1875,2.0375,W (+16),1,MIL,MIA,240,34,84,3.891,19,48,3.976,8,12,1.75,7,25,32,26,7,2,10,13,95,72,-80,36,15,3.913095238,55,725,65.90909091,66.6,866.8,78.8,143.6,37.6,-0.3,-4.1,3.7,5.653,4.956,2.291,12.5,18.6,11,21.81818182,3.090909091,7.636363636,0.353727273,1.727272727,4.363636364,0.361454545,0.727272727,1.090909091,0.159090909,0.636363636,2.272727273,2.909090909,2.363636364,0.636363636,0.181818182,0.909090909,1.181818182,8.636363636,6.545454545,-7.272727273,3.272727273,1.363636364,0.355735931,5,5.991735537,6.054545455,7.163636364,13.05454545,3.418181818,-0.027272727,-0.372727273,0.336363636,0.513909091,0.450545455,0.208272727,1.136363636,1.690909091,L (-16),0,MIA,W (+16),L (-8),1,16,0,-8
2023/1/16,240,43,89,3.908,8,31,3.03,19,20,3.5,12,29,41,30,10,4,14,22,113,95.6,-40,58,35,5.307017544,75,1103,122.5555556,88,1254.7,139.4111111,186.3,36.1,-24.5,-24,-0.4,7.888,5.585,3.583,9.5,16.3,9,26.66666667,4.777777778,9.888888889,0.434222222,0.888888889,3.444444444,0.336666667,2.111111111,2.222222222,0.388888889,1.333333333,3.222222222,4.555555556,3.333333333,1.111111111,0.444444444,1.555555556,2.444444444,12.55555556,10.62222222,-4.444444444,6.444444444,3.888888889,0.589668616,8.333333333,13.61728395,9.777777778,15.49012346,20.7,4.011111111,-2.722222222,-2.666666667,-0.044444444,0.876444444,0.620555556,0.398111111,1.055555556,1.811111111,L (-8),0,ATL,MIA,240,45,76,5.248,13,27,2.442,18,22,5.318,2,26,28,27,9,5,16,17,121,102,40,49,32,5.535714286,73,1016,112.8888889,94.8,1365.2,151.6888889,163.8,36.2,-14.1,-10.2,-3.8,6.594,3.703,2.286,9.4,22.7,9,26.66666667,5,8.444444444,0.583111111,1.444444444,3,0.271333333,2,2.444444444,0.590888889,0.222222222,2.888888889,3.111111111,3,1,0.555555556,1.777777778,1.888888889,13.44444444,11.33333333,4.444444444,5.444444444,3.555555556,0.615079365,8.111111111,12.54320988,10.53333333,16.85432099,18.2,4.022222222,-1.566666667,-1.133333333,-0.422222222,0.732666667,0.411444444,0.254,1.044444444,2.522222222,W (+8),1,MIA,L (-8),W (+26),0,-8,1,26
