Player,SUMMARY,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS
Orien Greene,Career,131,2.5,1.5,1.2,38.7,21.2,64.2,40.4,6.1,-0.7
Jerry Greenspan,Career,25,4.9,3.3,0.4,38.8,,72.4,,9.8,0.4
Dave Greenwood,Career,823,10.2,7.9,2.0,47.7,13.8,76.5,47.8,13.6,46.4
Hal Greer,Career,1122,19.2,5.0,4.0,45.2,,80.1,,15.7,102.7
Lynn Greer,Career,41,4.1,0.7,1.3,43.3,34.6,84.4,49.6,14.0,0.7
Gary Gregor,Career,361,8.9,6.3,1.3,43.6,75.0,72.5,43.6,11.7,3.9
Claude Gregory,Career,25,5.4,3.9,0.6,45.6,0.0,33.3,45.6,12.9,0.0
John Greig,Career,9,2.1,0.7,0.0,53.8,-,83.3,53.8,19.9,0.1
Norm Grekin,Career,1,0.0,0.0,0.0,-,,-,,-23.5,0.0
Kevin Grevey,Career,672,11.0,2.4,1.9,43.7,33.4,81.7,44.8,12.9,26.5
Dennis Grey,Career,62,8.8,5.6,0.8,41.0,0.0,53.6,41.0,8.8,0.6
Adrian Griffin,Career,477,4.0,3.2,1.4,43.8,27.8,76.3,45.2,11.8,16.3
Eddie Griffin,Career,303,7.2,5.8,0.8,37.7,31.5,67.1,43.0,14.3,10.9
Greg Griffin,Career,36,4.0,2.9,0.7,36.1,,63.9,,6.8,-0.1
Paul Griffin,Career,480,5.1,5.5,2.3,50.5,-,69.2,50.5,11.9,19.6
Taylor Griffin,Career,8,1.3,0.3,0.1,40.0,0.0,50.0,40.0,5.2,0.0
Darrell Griffith,Career,765,16.2,3.3,2.1,46.3,33.2,70.7,48.7,14.6,22.0
Chuck Grigsby,Career,7,2.3,1.6,1.0,36.8,,25.0,,10.2,0.0
Derek Grimm,Career,9,1.6,0.4,0.0,28.6,33.3,100.0,42.9,7.9,0.0
Woody Grimshaw,Career,21,2.9,-,0.0,35.7,,47.7,,-,0.6
Dick Groat,Career,26,11.9,3.3,2.7,36.8,,79.0,,18.2,2.0
Bob Gross,Career,513,8.9,4.4,2.9,51.2,17.9,79.8,51.2,14.7,30.7
Mike Grosso,Career,25,4.1,4.9,0.4,44.1,-,56.5,44.1,10.0,-0.1
Jerry Grote,Career,11,1.3,0.4,0.4,54.5,,100.0,,14.9,0.1
Alex Groza,Career,130,22.5,10.7,2.4,47.4,,75.6,,-,35.9
Dick Grubar,Career,2,2.0,0.0,0.5,66.7,-,-,66.7,20.2,0.0
Anthony Grundy,Career,12,4.3,1.4,0.8,50.0,33.3,64.3,56.6,16.6,0.2
Ernie Grunfeld,Career,693,7.4,2.6,2.0,47.7,33.7,77.0,48.1,12.7,25.0
Gene Guarilia,Career,129,3.2,2.3,0.3,37.6,,61.1,,9.0,1.2
Pétur Guðmundsson,Career,150,4.6,3.8,1.0,49.4,50.0,75.4,49.5,10.6,2.1
Marko Guduric,Career,44,3.9,1.7,1.0,39.5,30.1,92.3,47.5,8.8,0.1
Richie Guerin,Career,848,17.3,5.0,5.0,41.6,,78.0,,17.3,69.2
Tom Gugliotta,Career,763,13.0,7.3,2.8,45.1,28.4,75.7,46.3,15.9,40.2
Andrés Guibert,Career,22,2.7,2.8,0.5,32.8,0.0,64.0,32.8,7.9,-0.2
Jay Guidinger,Career,64,1.5,1.5,0.3,40.2,-,60.9,40.2,9.9,0.4
Coulby Gunther,Career,84,10.6,-,0.8,33.2,,64.2,,-,8.6
Dave Gunther,Career,1,2.0,3.0,3.0,50.0,,-,,31.6,0.0
Al Guokas,Career,57,3.8,-,1.7,31.1,,56.0,,-,-1.0
Matt Guokas,Career,735,5.8,2.0,3.0,48.9,,72.7,,9.8,26.7
Jorge Gutiérrez,Career,47,2.9,1.1,1.5,50.0,17.6,77.8,51.4,10.9,0.8
Kyle Guy,Career,53,3.1,1.0,0.9,36.1,30.3,75.0,44.6,8.9,0.1
A.J. Guyton,Career,80,5.5,1.0,1.8,37.7,37.8,82.2,46.0,10.9,0.3
Rudy Hackett,Career,28,5.5,3.3,1.1,41.1,-,61.9,41.1,10.0,0.4
Hamed Haddadi,Career,151,2.2,2.5,0.3,46.3,0.0,63.2,46.3,13.3,1.6
Jim Hadnot,Career,77,17.5,12.2,1.8,46.7,0.0,66.8,46.7,18.2,6.2
Scott Haffner,Career,50,4.3,1.1,1.8,40.3,13.0,66.7,41.0,8.4,-0.1
Cliff Hagan,Career,839,17.7,6.6,3.2,45.4,0.0,79.9,45.4,19.8,85.3
Glenn Hagan,Career,4,1.8,1.0,2.0,42.9,-,100.0,42.9,18.1,0.1
Tom Hagan,Career,73,4.9,1.5,1.8,41.9,32.8,70.7,44.8,10.8,1.1
Ashton Hagans,Career,2,0.0,0.0,0.0,-,-,-,-,-12.4,0.0
Robert Hahn,Career,10,1.0,-,0.1,30.8,,28.6,,-,0.1
Al Hairston,Career,42,2.2,1.0,1.0,33.6,,60.0,,7.2,-0.5
Happy Hairston,Career,776,14.8,10.3,1.6,47.8,,74.1,,16.5,70.0
Lindsay Hairston,Career,47,5.8,3.8,0.4,45.6,,58.0,,14.8,1.0
Malik Hairston,Career,62,2.4,1.2,0.5,51.2,16.7,51.4,52.0,11.7,0.8
P.J. Hairston,Career,111,6.0,2.4,0.5,34.3,29.5,81.0,43.1,7.6,0.9
Marcus Haislip,Career,89,3.5,1.5,0.2,43.7,35.0,65.9,44.9,10.8,0.5
Chick Halbert,Career,303,8.8,7.9,1.4,31.4,,63.3,,-,21.6
Swede Halbrook,Career,143,5.5,6.6,0.4,34.7,,59.1,,10.1,0.3
Bruce Hale,Career,142,9.1,1.9,3.0,33.3,,76.3,,-,9.2
Hal Hale,Career,72,5.0,2.9,2.0,32.6,31.3,67.4,36.9,5.6,1.0
Jack Haley,Career,341,3.5,2.7,0.2,42.5,0.0,65.5,42.5,9.7,2.9
Shaler Halimon,Career,254,6.2,3.1,1.7,40.0,11.1,64.4,40.1,11.8,0.5
Devon Hall,Career,11,1.8,0.6,1.2,20.0,23.5,50.0,26.7,3.1,-0.2
Donta Hall,Career,22,5.1,4.5,0.7,70.2,-,61.5,70.2,18.6,1.2
Josh Hall,Career,21,4.1,2.8,1.3,30.3,10.8,50.0,32.3,1.0,-0.9
Mike Hall,Career,2,1.0,1.0,0.5,25.0,-,-,25.0,3.1,0.0
Tyler Hall,Career,1,0.0,0.0,0.0,-,-,-,-,0.0,0.0
Jeff Halliburton,Career,92,6.1,1.6,1.3,44.0,,81.4,,13.9,1.4
Darvin Ham,Career,417,2.7,2.3,0.5,51.8,25.0,49.4,52.0,9.0,5.6
Steve Hamer,Career,35,2.2,1.7,0.2,52.6,0.0,55.2,52.6,8.9,0.2
Dale Hamilton,Career,14,1.8,-,1.2,24.2,,47.4,,-,-0.3
Daniel Hamilton,Career,25,2.8,2.1,1.2,39.4,35.7,50.0,46.5,8.5,0.0
Dennis Hamilton,Career,144,4.6,3.1,0.8,51.1,0.0,77.3,51.1,12.2,4.0
Joe Hamilton,Career,344,12.0,2.6,3.5,40.8,31.2,80.7,44.0,13.3,12.4
Jordan Hamilton,Career,151,5.9,2.8,0.8,40.8,35.7,67.0,48.9,13.4,3.0
Justin Hamilton,Career,113,6.1,3.6,0.8,46.4,30.9,79.8,52.3,13.9,3.7
Ralph Hamilton,Career,48,6.0,-,1.7,25.5,,67.0,,-,-1.4
Richard Hamilton,Career,921,17.1,3.1,3.4,44.9,34.6,85.2,46.9,16.5,62.8
Roy Hamilton,Career,73,4.6,1.5,2.6,40.0,0.0,68.4,40.0,9.1,-0.4
Steve Hamilton,Career,82,4.5,3.4,0.5,37.2,,69.7,,9.3,0.9
Tang Hamilton,Career,9,2.2,2.0,0.6,52.6,0.0,0.0,52.6,10.9,0.2
Thomas Hamilton,Career,33,3.2,3.4,0.5,40.0,-,46.3,40.0,9.9,-0.3
Zendon Hamilton,Career,134,4.4,3.5,0.2,44.0,-,66.0,44.0,14.0,3.0
Geert Hammink,Career,8,1.8,0.9,0.3,40.0,-,66.7,40.0,14.0,0.1
Julian Hammond,Career,329,10.8,6.2,1.3,51.4,0.0,69.1,51.4,16.3,24.8
Tom Hammonds,Career,687,5.3,3.3,0.6,48.0,0.0,69.1,48.0,11.0,14.7
A.J. Hammons,Career,22,2.2,1.6,0.2,40.5,50.0,45.0,46.4,8.4,0.0
Joe Hamood,Career,76,9.9,2.9,3.0,33.5,20.5,73.8,34.4,10.1,0.3
Darrin Hancock,Career,133,3.5,1.3,0.7,53.0,33.3,57.9,53.2,10.5,1.1
Ben Handlogten,Career,38,4.3,3.2,0.5,52.3,0.0,61.4,52.3,12.8,0.9
Cecil Hankins,Career,80,4.9,-,0.3,27.6,,61.6,,-,3.4
Phil Hankinson,Career,31,3.9,1.8,0.2,49.1,,76.9,,18.0,0.6
Dusty Hannahs,Career,4,5.0,0.5,1.3,33.3,25.0,100.0,38.1,10.1,0.0
Alex Hannum,Career,516,6.0,4.5,1.7,35.4,,62.9,,9.3,13.1
Don Hanrahan,Career,18,1.8,1.7,0.6,34.4,,73.3,,14.0,0.2
Rollen Hans,Career,80,7.0,2.2,2.6,38.0,,55.6,,10.4,0.6
Ben Hansbrough,Career,28,2.0,0.6,0.8,33.3,26.1,77.8,40.0,7.2,0.2
Tyler Hansbrough,Career,428,6.7,4.2,0.4,43.9,13.6,73.8,44.0,14.8,20.2
Bob Hansen,Career,575,6.9,2.2,1.6,46.8,32.3,66.2,49.1,10.0,15.4
Glenn Hansen,Career,112,5.3,2.2,0.8,41.2,,72.5,,11.7,1.0
Lars Hansen,Career,15,5.1,3.9,0.9,50.9,,58.1,,13.6,0.6
Travis Hansen,Career,41,3.0,1.7,0.5,35.4,30.0,81.5,38.8,7.2,0.2
Reggie Hanson,Career,8,0.8,0.8,0.1,50.0,-,-,50.0,6.9,0.0
Bill Hanzlik,Career,748,7.2,2.8,2.8,43.4,21.3,78.1,43.9,11.2,24.7
Luke Harangody,Career,70,3.6,2.8,0.5,37.6,24.1,73.7,41.5,10.2,0.9
Anfernee Hardaway,Career,704,15.2,4.5,5.0,45.8,31.6,77.4,48.6,17.4,61.9
Tim Hardaway,Career,867,17.7,3.3,8.2,43.1,35.5,78.2,49.0,18.6,85.0
Reggie Harding,Career,230,9.5,9.6,1.7,41.9,0.0,60.2,41.9,12.9,7.3
Charlie Hardnett,Career,164,7.3,5.7,0.6,42.3,,64.7,,15.4,3.0
Alan Hardy,Career,60,3.2,0.9,0.4,43.1,0.0,64.1,43.1,9.7,0.0
Darrell Hardy,Career,17,5.2,3.3,0.5,43.2,0.0,71.4,43.2,19.3,0.5
James Hardy,Career,249,5.7,5.3,1.3,48.1,33.3,70.0,48.2,11.4,6.3
Ira Harge,Career,427,10.3,11.6,1.7,45.0,33.3,66.1,45.0,12.5,16.3
John Hargis,Career,89,8.6,2.3,1.4,40.0,,70.2,,-,9.1
Maurice Harkless,Career,621,6.9,3.5,0.9,47.4,32.0,62.4,52.8,11.7,23.0
Jerry Harkness,Career,86,7.2,2.7,1.8,44.0,20.0,66.5,44.1,13.8,3.4
Skip Harlicka,Career,26,4.1,0.6,1.4,45.6,,77.4,,14.8,0.5
Jerome Harmon,Career,10,4.6,2.3,1.2,39.6,100.0,50.0,40.6,10.1,0.0
Derek Harper,Career,1199,13.3,2.4,5.5,46.3,35.4,74.5,50.3,16.0,86.8
Jared Harper,Career,16,2.6,0.3,0.9,44.1,33.3,87.5,51.5,20.5,0.2
Justin Harper,Career,22,2.0,0.8,0.2,34.0,27.6,33.3,41.5,3.6,-0.3
Mike Harper,Career,123,5.0,3.5,0.6,47.4,0.0,55.9,47.4,11.3,2.4
Ron Harper,Career,1009,13.8,4.3,3.9,44.6,28.9,72.0,46.8,15.6,65.8
Matt Harpring,Career,665,11.5,5.1,1.4,48.1,33.3,75.3,49.4,15.3,41.9
Josh Harrellson,Career,75,3.5,3.0,0.3,43.8,34.7,62.9,50.6,13.4,2.1
Adam Harrington,Career,19,1.6,0.4,0.6,29.7,35.7,75.0,36.5,7.4,0.0
Al Harrington,Career,981,13.5,5.6,1.7,44.4,35.2,72.7,48.7,14.3,42.5
Junior Harrington,Career,140,5.2,2.7,3.1,37.1,27.4,68.9,38.4,7.1,-0.9
Othella Harrington,Career,709,7.4,4.4,0.6,50.5,0.0,73.8,50.5,12.5,23.1
Art Harris,Career,238,9.1,2.4,2.7,39.6,,62.6,,9.4,-1.7
Bernie Harris,Career,11,0.5,0.7,0.1,18.2,,50.0,,3.6,-0.1
Billy Harris,Career,76,8.0,1.6,1.5,39.8,21.9,67.7,41.0,10.5,-0.4
Bob Harris,Career,325,6.8,6.9,1.5,38.5,,62.8,,12.6,15.7
Chris Harris,Career,41,2.5,1.1,1.1,24.8,,60.0,,3.7,-0.8
Devin Harris,Career,985,10.8,2.2,3.9,43.2,32.5,79.6,48.3,16.0,54.9
Elias Harris,Career,2,0.0,0.5,0.5,0.0,-,-,0.0,7.6,0.0
Jalen Harris,Career,13,7.4,1.4,1.3,50.0,47.2,77.8,61.8,15.2,0.3
Lucious Harris,Career,800,7.2,2.3,1.4,42.6,34.8,79.0,46.5,12.8,28.7
Manny Harris,Career,93,6.2,2.7,1.4,38.0,35.3,73.8,43.0,10.7,0.1
Mike Harris,Career,54,3.4,2.1,0.2,46.4,0.0,78.2,46.4,14.4,1.0
Steve Harris,Career,207,7.0,1.8,1.1,43.4,5.0,84.2,43.5,13.3,3.1
Terrel Harris,Career,42,2.3,1.8,0.8,30.0,17.0,67.7,33.6,3.5,-0.6
Tony Harris,Career,14,4.9,0.8,0.6,29.1,25.0,86.8,31.8,9.7,0.0
Aaron Harrison,Career,35,2.3,1.2,0.5,26.1,21.8,61.3,32.6,4.5,-0.1
Andrew Harrison,Career,145,7.0,2.0,2.8,37.3,29.4,77.9,42.9,10.3,3.2
Bob Harrison,Career,615,7.2,2.5,2.7,35.2,,69.3,,8.3,15.0
David Harrison,Career,189,5.0,2.9,0.2,53.0,-,52.5,53.0,10.9,3.2
Jason Hart,Career,341,4.8,1.7,2.3,41.7,31.5,78.8,43.9,12.2,8.6
Antonio Harvey,Career,187,3.0,2.3,0.3,40.7,33.3,51.1,40.8,9.7,0.3
Donnell Harvey,Career,205,5.6,4.0,0.8,46.0,10.0,65.9,46.0,12.5,4.7
Scott Haskin,Career,27,2.0,2.0,0.2,46.7,-,68.4,46.7,11.3,0.3
Clem Haskins,Career,681,12.8,3.1,3.5,44.9,,79.2,,15.2,35.8
Trenton Hassell,Career,644,5.8,2.8,1.8,44.5,31.8,76.5,45.9,8.4,13.8
Billy Hassett,Career,91,4.5,1.1,2.0,27.9,,65.6,,-,1.6
Joe Hassett,Career,292,5.9,1.1,1.3,42.1,33.6,86.1,47.8,12.9,6.4
Scott Hastings,Career,578,2.8,2.2,0.5,44.1,29.2,81.1,45.2,9.2,9.8
Kirk Haston,Career,27,1.2,1.0,0.3,23.2,0.0,50.0,23.2,-1.5,-0.5
Vern Hatton,Career,225,5.5,2.4,1.4,34.4,,73.5,,8.5,0.2
John Havlicek,Career,1270,20.8,6.3,4.8,43.9,,81.5,,17.5,131.7
Spencer Hawes,Career,684,8.7,5.7,1.9,45.7,35.0,71.6,49.0,14.0,22.6
Steve Hawes,Career,688,8.4,6.2,1.9,48.3,29.8,79.0,48.5,14.3,37.1
Bubbles Hawkins,Career,103,12.7,2.3,1.5,45.3,,70.4,,18.0,3.0
Connie Hawkins,Career,616,18.7,8.8,4.1,47.9,16.1,77.9,48.0,19.9,76.7
Hersey Hawkins,Career,983,14.7,3.6,2.9,46.1,39.4,87.0,51.8,16.3,90.6
Juaquin Hawkins,Career,58,2.3,1.3,0.8,38.5,41.7,50.0,41.9,7.3,0.4
Marshall Hawkins,Career,39,3.9,-,1.3,28.2,,68.9,,-,-0.1
Michael Hawkins,Career,75,1.8,0.9,1.6,37.7,30.5,80.0,44.6,8.6,0.2
Tom Hawkins,Career,764,8.7,6.0,1.1,44.7,,57.0,,10.7,24.1
Nate Hawthorne,Career,162,5.4,2.1,0.7,42.1,,66.0,,12.3,1.7
Chuck Hayes,Career,644,3.7,5.0,1.2,49.8,0.0,62.0,49.8,12.2,28.8
Elvin Hayes,Career,1303,21.0,12.5,1.8,45.2,14.7,67.0,45.2,17.7,120.8
Jarvis Hayes,Career,427,8.3,3.1,1.1,41.5,35.6,79.8,47.4,10.8,10.2
Jim Hayes,Career,47,3.1,1.0,1.0,42.2,-,77.6,42.2,6.0,0.6
Nigel Hayes,Career,9,3.0,2.4,0.7,33.3,25.0,33.3,39.4,6.4,-0.1
Steve Hayes,Career,212,2.6,2.5,0.4,48.2,0.0,50.0,48.2,8.4,2.9
Lazar Hayward,Career,72,2.9,1.3,0.5,34.7,26.9,76.7,39.9,9.0,0.2
Brendan Haywood,Career,816,6.8,6.0,0.5,52.8,0.0,58.7,52.8,14.6,43.8
Spencer Haywood,Career,844,20.3,10.3,1.8,46.9,5.3,79.6,46.9,19.1,78.5
John Hazen,Career,6,3.0,-,0.5,35.3,,85.7,,-,0.2
Walt Hazzard,Career,724,12.6,3.0,4.9,44.1,,75.7,,15.0,30.3
Luther Head,Career,348,8.2,2.4,2.1,42.3,38.8,77.3,51.5,12.3,14.7
Shane Heal,Career,49,2.0,0.4,0.8,27.3,28.9,70.0,37.2,5.0,-0.4
Brian Heaney,Career,14,2.0,0.3,0.4,54.2,,50.0,,8.3,0.2
Gar Heard,Career,787,8.7,7.5,1.6,41.4,0.0,65.4,41.4,13.1,27.0
Reggie Hearn,Career,3,1.0,0.0,0.0,50.0,50.0,-,75.0,13.1,0.0
Herm Hedderick,Career,5,0.8,0.8,0.4,22.2,,0.0,,-0.8,-0.1
Alvin Heggs,Career,4,2.0,0.5,0.0,60.0,-,66.7,60.0,20.7,0.1
Tom Heinsohn,Career,654,18.6,8.8,2.0,40.5,,79.0,,17.9,60.0
Dick Hemric,Career,138,6.3,5.1,0.7,37.7,,66.9,,13.5,5.3
Alan Henderson,Career,652,7.8,5.0,0.6,46.9,19.2,63.9,46.9,14.5,28.0
Cedric Henderson,Career,260,7.3,2.9,1.6,43.6,14.0,71.5,43.7,9.2,3.3
Dave Henderson,Career,22,5.7,1.6,1.5,40.5,0.0,68.1,40.5,6.7,-0.4
Gerald Henderson,Career,535,11.2,3.2,1.9,44.0,32.7,79.3,46.4,13.4,18.3
J.R. Henderson,Career,30,3.2,1.6,0.7,36.5,40.0,55.6,37.5,9.0,-0.2
Jerome Henderson,Career,7,2.3,1.1,0.0,37.5,-,100.0,37.5,0.7,-0.1
Kevin Henderson,Career,22,3.0,1.1,1.5,39.3,0.0,60.7,39.3,6.4,-0.2
Tom Henderson,Career,650,9.4,2.3,4.8,43.3,0.0,73.9,43.3,12.8,22.1
Mark Hendrickson,Career,114,3.3,2.8,0.6,41.6,16.7,80.3,42.1,10.6,2.1
Larry Hennessy,Career,74,4.5,1.3,1.0,33.4,,76.6,,8.8,-0.9
Don Henriksen,Career,138,7.2,7.2,1.7,38.4,,65.8,,11.5,4.3
Aaron Henry,Career,6,0.3,0.2,0.0,20.0,0.0,-,20.0,-7.4,-0.1
Al Henry,Career,49,4.0,3.0,0.2,42.6,,70.0,,13.6,0.7
Bill Henry,Career,95,6.5,-,1.1,32.0,,64.1,,-,5.4
Carl Henry,Career,28,2.8,0.7,0.1,46.3,40.0,70.6,49.3,12.5,0.2
Conner Henry,Career,93,3.3,0.9,1.1,37.8,37.9,75.7,43.5,9.7,0.1
Myke Henry,Career,20,5.4,1.9,1.1,37.6,32.8,60.0,46.3,9.7,0.1
Skeeter Henry,Career,4,1.0,0.5,1.0,20.0,0.0,50.0,20.0,5.6,0.0
Xavier Henry,Career,185,5.7,1.9,0.6,40.6,32.5,63.5,42.8,9.3,0.8
John Henson,Career,445,7.6,5.3,1.1,54.0,25.0,56.8,54.4,17.1,20.7
Steve Henson,Career,238,3.1,0.7,2.0,40.3,43.2,86.9,48.6,11.5,3.8
Charlie Hentz,Career,57,6.0,6.8,0.5,46.9,0.0,58.2,46.9,11.5,1.3
Bill Herman,Career,13,4.3,-,1.2,38.5,,54.5,,-,0.1
Kleggie Hermsen,Career,288,9.3,5.8,1.3,29.7,,65.4,,-6.2,11.4
Dewan Hernandez,Career,6,2.3,2.3,0.5,35.7,50.0,60.0,39.3,12.9,0.0
Chris Herren,Career,70,3.2,1.0,2.4,33.6,32.8,69.2,42.7,7.8,0.5
Carl Herrera,Career,465,5.3,3.6,0.6,47.6,14.3,64.3,47.6,10.5,9.0
Walter Herrmann,Career,152,5.4,2.1,0.4,45.8,38.1,78.6,54.2,14.0,4.1
Keith Herron,Career,124,9.8,2.0,1.4,43.8,16.7,85.8,43.9,12.6,3.2
Sonny Hertzberg,Career,293,8.7,4.0,2.1,29.9,,79.2,,-,10.8
Kevin Hervey,Career,10,1.7,1.2,0.5,25.9,15.0,-,31.5,5.0,-0.1
Dan Hester,Career,42,5.9,5.6,0.8,39.6,41.7,81.7,40.6,14.9,0.5
Fred Hetzel,Career,416,11.2,5.9,1.1,42.1,,81.7,,14.5,15.9
Bill Hewitt,Career,361,5.7,5.5,1.3,43.9,,56.1,,10.1,5.2
Jack Hewson,Career,24,2.7,-,0.0,24.7,,70.0,,-,0.1
Art Heyman,Career,310,13.0,4.7,2.8,42.7,28.1,70.3,43.8,16.0,19.3
Mario Hezonja,Career,330,6.9,3.1,1.3,41.7,31.9,81.2,48.2,10.5,3.2
Roy Hibbert,Career,662,10.0,6.3,1.3,46.5,25.0,75.5,46.5,15.5,35.9
Nat Hickey,Career,2,1.0,-,0.0,0.0,,66.7,,-,-0.1
Isaiah Hicks,Career,21,4.4,2.3,0.9,46.3,22.2,69.6,47.5,8.0,0.1
Phil Hicks,Career,57,2.3,1.6,0.6,44.7,,77.8,,11.0,0.5
J.J. Hickson,Career,534,9.5,6.8,0.8,50.5,0.0,61.7,50.5,16.1,21.9
Bill Higgins,Career,15,9.2,1.4,2.1,43.9,20.0,65.2,44.2,6.1,-0.6
Cory Higgins,Career,44,3.7,0.9,0.9,32.4,20.0,69.4,33.8,4.7,-1.3
Earle Higgins,Career,53,4.4,2.4,0.7,46.6,17.6,66.7,47.3,13.6,0.8
Mike Higgins,Career,18,1.7,0.5,0.3,50.0,-,70.6,50.0,7.2,0.2
Rod Higgins,Career,779,9.0,3.6,1.6,46.5,34.2,80.8,49.8,13.5,37.8
Sean Higgins,Career,220,6.3,1.8,1.0,42.8,32.1,85.0,46.4,9.5,0.4
Kenny Higgs,Career,216,6.8,1.8,4.4,44.1,14.5,80.4,44.4,11.6,4.6
Johnny High,Career,274,5.1,2.3,1.9,43.5,10.5,61.9,43.7,9.4,4.7
Wayne Hightower,Career,565,11.6,7.0,1.7,38.1,0.0,75.2,38.1,13.1,18.8
Nenê,Career,965,11.3,6.0,1.8,54.8,13.2,66.0,54.8,17.1,73.3
Armond Hill,Career,468,6.9,2.0,4.7,40.8,7.7,82.9,40.8,10.2,11.3
Cleo Hill,Career,58,5.5,3.1,2.0,34.6,,77.4,,9.2,0.3
Gary Hill,Career,79,4.7,1.6,1.4,37.1,,63.7,,7.4,0.4
Grant Hill,Career,1026,16.7,6.0,4.1,48.3,31.4,76.9,49.2,19.0,99.9
Jordan Hill,Career,409,7.9,5.8,0.8,49.7,13.6,69.9,49.7,16.3,16.4
Simmie Hill,Career,252,9.7,5.3,1.3,43.2,29.3,76.3,44.0,11.5,6.9
Solomon Hill,Career,448,5.5,3.1,1.5,38.8,33.1,79.7,47.1,8.7,11.9
Steven Hill,Career,1,2.0,3.0,0.0,100.0,-,-,100.0,88.3,0.0
Tyrone Hill,Career,801,9.4,8.6,0.8,50.2,0.0,64.3,50.2,14.0,56.2
Art Hillhouse,Career,71,5.9,-,0.6,27.7,,73.9,,-,6.0
Darrun Hilliard,Career,91,3.2,0.9,0.8,37.7,30.4,74.7,43.3,7.7,0.3
Darnell Hillman,Career,682,9.8,7.6,1.4,47.7,16.7,62.8,47.7,13.4,31.1
Fred Hilton,Career,120,9.4,2.1,1.6,38.8,,74.9,,11.3,-3.5
Kirk Hinrich,Career,879,10.9,2.9,4.8,41.1,37.5,80.0,48.0,12.8,52.5
Roy Hinson,Career,507,14.2,6.8,1.0,49.9,0.0,74.1,49.9,14.7,30.2
Nate Hinton,Career,23,1.8,0.4,0.3,34.9,21.1,70.0,39.5,9.2,-0.1
Mel Hirsch,Career,13,1.5,-,0.8,20.0,,50.0,,-,-0.2
Lew Hitch,Career,414,5.0,5.3,1.2,37.6,,67.4,,13.3,15.1
Robert Hite,Career,12,4.3,1.3,0.7,31.7,21.7,66.7,35.8,7.4,-0.2
Jaylen Hoard,Career,39,6.6,4.6,1.2,49.0,23.1,61.8,51.2,15.3,1.3
Darington Hobson,Career,5,0.8,0.6,1.2,15.4,0.0,-,15.4,-3.3,-0.2
Donald Hodge,Career,249,4.7,3.2,0.8,43.7,28.6,71.1,43.9,10.5,1.8
Julius Hodge,Career,23,1.2,0.7,0.8,44.0,-,50.0,44.0,10.7,0.0
Craig Hodges,Career,695,8.5,1.3,2.5,46.1,40.0,82.8,51.6,11.8,27.2
Charlie Hoefer,Career,65,5.6,-,0.6,25.0,,64.6,,-,0.9
Paul Hoffman,Career,317,10.2,5.1,2.9,34.0,,67.6,,12.4,12.4
Bob Hogsett,Career,20,1.9,1.3,0.1,33.3,-,56.5,33.3,5.3,0.0
Paul Hogue,Career,65,6.3,7.1,0.7,36.5,,44.8,,7.1,-1.1
Fred Hoiberg,Career,541,5.4,2.7,1.6,43.1,39.6,85.4,51.4,13.7,27.6
Doug Holcomb,Career,3,5.0,-,1.7,25.0,,64.3,,-,0.1
Randy Holcomb,Career,4,0.5,0.3,0.0,100.0,-,-,100.0,8.2,0.0
Brad Holland,Career,93,3.2,0.6,0.7,40.3,19.0,74.6,41.0,10.2,0.4
Joe Holland,Career,186,5.8,4.2,1.8,33.1,,62.1,,11.6,1.9
John Holland,Career,25,2.2,1.0,0.2,28.8,30.6,69.2,38.1,5.9,-0.2
Wilbur Holland,Career,276,13.6,3.1,3.3,45.2,,79.9,,14.2,14.0
Lionel Hollins,Career,673,11.6,2.4,4.5,44.4,14.9,74.1,44.5,13.0,22.9
Ryan Hollins,Career,518,3.7,2.2,0.3,58.4,0.0,64.9,58.4,11.0,10.4
Essie Hollis,Career,25,2.8,1.8,0.2,40.0,,75.0,,11.8,0.1
Rondae Hollis-Jefferson,Career,305,9.0,5.5,1.9,44.9,21.2,73.5,45.8,14.6,12.9
Dennis Holman,Career,46,3.8,1.7,1.6,35.9,44.4,60.2,37.3,8.6,0.3
Jim Holstein,Career,225,3.8,2.9,1.1,32.3,,64.7,,9.2,2.4
A.W. Holt,Career,6,0.7,0.7,0.0,12.5,,66.7,,-1.8,-0.1
Michael Holton,Career,325,6.2,1.4,3.0,44.1,25.7,80.7,44.9,10.5,4.8
Dick Holub,Career,48,10.5,-,0.8,29.5,,63.3,,-,4.2
Joe Holup,Career,192,7.0,4.4,1.0,34.2,,78.1,,11.3,4.2
Red Holzman,Career,358,6.1,1.5,2.0,31.7,,68.2,,7.3,1.8
Jerald Honeycutt,Career,54,5.1,1.9,0.7,39.1,36.2,63.2,45.8,10.6,0.3
Tyler Honeycutt,Career,24,1.2,1.0,0.4,31.4,20.0,71.4,32.9,8.1,-0.1
Derek Hood,Career,2,0.0,0.5,0.0,0.0,-,-,0.0,-24.2,-0.1
Rodney Hood,Career,448,10.4,2.6,1.6,42.0,36.6,84.1,50.0,12.1,17.4
Bobby Hooper,Career,54,5.0,2.0,2.6,41.3,12.5,72.9,42.1,9.8,1.1
Carroll Hooser,Career,56,5.6,3.9,0.5,43.1,100.0,71.1,43.3,12.9,0.9
Tom Hoover,Career,223,5.9,6.2,1.1,44.7,33.3,62.6,44.8,10.2,7.6
