,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
0,1948-49,23.0,MNL,BAA,,47,,,2.8,8.0,0.344,1.8,2.7,0.664,,1.6,3.0,7.3
1,1949-50,24.0,MNL,NBA,,63,,,2.1,6.3,0.33299999999999996,1.2,1.7,0.6970000000000001,,1.5,2.3,5.4
2,1950-51,25.0,MNL,NBA,,68,,,1.8,5.5,0.319,1.7,2.4,0.695,4.0,1.6,3.2,5.2
3,Career,,,TOT,,178,,,2.1,6.4,0.332,1.5,2.3,0.6859999999999999,4.0,1.6,2.9,5.8
4,,,,NBA,,131,,,1.9,5.9,0.326,1.5,2.1,0.696,4.0,1.5,2.8,5.3
5,,,,BAA,,47,,,2.8,8.0,0.344,1.8,2.7,0.664,,1.6,3.0,7.3
