Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
24.0,,2022-12-06,20-154,DAL,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,67.0,3.526315789473684,0.0,79.1,4.163157894736842,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+19),W (+19)
25.0,,2022-12-09,20-157,DAL,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,51.0,2.6842105263157894,0.0,70.10000000000001,3.689473684210527,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+1),W (+1)
26.0,6.0,2022-12-10,20-158,DAL,CHI,0,22.916666666666668,5.0,13.0,.385,0.0,4.0,.000,5,5.0,1.000,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,15.0,8.8,-19,9.0,5.0,0.5555555555555556,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,0.0,69.0,3.631578947368421,6.8,80.49999999999999,4.2368421052631575,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-1),L (-1)
27.0,,2022-12-12,20-160,DAL,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,60.0,3.1578947368421053,0.0,78.69999999999999,4.142105263157895,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-29),L (-29)
28.0,7.0,2022-12-14,20-162,DAL,CLE,0,2.5666666666666664,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,+4,2.0,0.0,0.0,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,-1.0,38.0,2.0,-1.1,56.39999999999999,2.9684210526315784,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+7),W (+7)
29.0,8.0,2022-12-16,20-164,DAL,POR,0,6.666666666666667,3.0,5.0,.600,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,3.6,-5,3.0,3.0,1.0,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,2.0,82.0,4.315789473684211,3.6,98.09999999999998,5.163157894736841,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-15),L (-15)
30.0,9.0,2022-12-17,20-165,DAL,CLE,0,12.75,0.0,5.0,.000,0.0,1.0,.000,2,2.0,1.000,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.1,-11,4.0,0.0,0.0,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,-1.0,55.0,2.894736842105264,-0.7000000000000001,62.40000000000001,3.2842105263157904,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+20),W (+20)
31.0,,2022-12-19,20-167,DAL,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,48.0,2.526315789473684,0.0,59.4,3.126315789473684,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-1),L (-1)
32.0,,2022-12-21,20-169,DAL,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,50.0,2.631578947368421,0.0,65.29999999999998,3.436842105263157,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-10),L (-10)
33.0,,2022-12-23,20-171,DAL,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,73.0,3.842105263157895,0.0,87.89999999999999,4.626315789473684,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+5),W (+5)
34.0,10.0,2022-12-25,20-173,DAL,LAL,0,1.4,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-4,1.0,0.0,0.0,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,-1.0,94.0,4.947368421052632,-0.7,115.89999999999998,6.099999999999999,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+6),W (+6)
35.0,,2022-12-27,20-175,DAL,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,74.0,3.8947368421052633,0.0,89.60000000000002,4.715789473684212,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+9),W (+9)
36.0,11.0,2022-12-29,20-177,DAL,HOU,0,12.1,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,-7,0.0,0.0,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,2.0,97.0,5.105263157894737,0.0,116.6,6.136842105263158,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+5),W (+5)
37.0,,2022-12-31,20-179,DAL,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,89.0,4.684210526315789,0.0,115.1,6.057894736842105,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+15),W (+15)
38.0,,2023-01-02,20-181,DAL,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,67.0,3.526315789473684,0.0,87.69999999999999,4.6157894736842096,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+1),W (+1)
39.0,12.0,2023-01-05,20-184,DAL,BOS,0,15.083333333333334,5.0,8.0,.625,3.0,3.0,1.000,2,2.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,15.0,13.0,-7,5.0,2.0,0.4,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,9.0,27.0,1.4210526315789471,12.2,38.900000000000006,2.047368421052632,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+5),W (+5)
40.0,13.0,2023-01-07,20-186,DAL,NOP,0,20.85,7.0,9.0,.778,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,15.0,12.6,-4,7.0,6.0,0.8571428571428571,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,9.0,73.0,3.842105263157895,12.6,92.0,4.842105263157895,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-29),L (-29)
41.0,14.0,2023-01-08,20-187,DAL,OKC,0,27.23333333333333,2.0,8.0,.250,1.0,5.0,.200,4,6.0,.667,0.0,2.0,2.0,3.0,0.0,0.0,2.0,5.0,9.0,2.1,+3,3.0,1.0,0.3333333333333333,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,-2.0,50.0,2.631578947368421,0.5,68.2,3.5894736842105264,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+10),W (+10)
42.0,15.0,2023-01-10,20-189,DAL,LAC,0,16.533333333333335,1.0,6.0,.167,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,-2.2,+15,3.0,1.0,0.3333333333333333,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,-3.0,39.0,2.0526315789473686,-2.2,63.1,3.321052631578948,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,,
43.0,16.0,2023-01-12,20-191,DAL,LAL,0,5.5,1.0,2.0,.500,0.0,0.0,,1,1.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,-0.5,0,2.0,1.0,0.5,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,-1.0,75.0,3.947368421052632,-0.9000000000000004,73.4,3.8631578947368426,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-11),L (-11)
44.0,17.0,2023-01-14,20-193,DAL,POR,0,10.316666666666666,2.0,5.0,.400,1.0,3.0,.333,2,2.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,7.0,4.2,+4,2.0,1.0,0.5,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,2.0,71.0,3.736842105263158,3.3999999999999995,88.69999999999999,4.668421052631579,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-12),L (-12)
45.0,18.0,2023-01-15,20-194,DAL,POR,0,26.95,8.0,17.0,.471,3.0,10.0,.300,6,9.0,.667,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,25.0,18.1,-11,7.0,5.0,0.7142857142857143,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,4.0,85.0,4.473684210526316,15.699999999999998,90.70000000000002,4.773684210526317,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+4),W (+4)
46.0,19.0,2023-01-18,20-197,DAL,ATL,0,4.35,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.7,+3,1.0,1.0,1.0,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,1.0,65.0,3.421052631578948,1.6999999999999995,91.1,4.794736842105263,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-17),L (-17)
47.0,20.0,2023-01-20,20-199,DAL,MIA,0,8.283333333333333,1.0,5.0,.200,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,-2.2,-9,4.0,1.0,0.25,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,-2.0,68.0,3.5789473684210527,-2.2,87.10000000000001,4.58421052631579,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-17),L (-17)
48.0,,2023-01-22,20-201,DAL,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,48.0,2.526315789473684,0.0,72.10000000000001,3.794736842105264,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-8),L (-8)
