Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,23-233,DAL,PHO,1.0,36.66666666666666,10.0,23.0,0.435,2.0,10.0,0.2,13.0,13.0,1.0,0.0,9.0,9.0,6.0,1.0,0.0,4.0,3.0,35.0,25.6,-16.0,13.0,8.0,0.6153846153846154,55,35,62,34,36,33,35,49,32,15,63,47,28,58,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.8208955223880597,0.5303030303030303,0.8157894736842105,0.7555555555555555,0.0,0.7659574468085106,0.6875,0.8333333333333334,0.8166666666666667,0.0,0.8648648648648649,0.5555555555555556,0.8076923076923077,0.5949367088607594,0.7,0.8169014084507042,1.0,14,13,8,12,15.0,,46.0,60.0,35.0,0.3043478260869565,0.2166666666666666,0.2285714285714285,0.8,,19,11.0,34.0,1.7894736842105263,20.40000000000001,45.10000000000001,2.3736842105263163,28.7,10.2,8.9,7.6,1.4,0.2282724749092462,0.609,0.373,0.479,6.6,7.3,L (-2),L (-2)
2.0,2.0,2022-10-22,23-236,DAL,MEM,1.0,29.966666666666665,12.0,23.0,0.522,4.0,9.0,0.444,4.0,5.0,0.8,2.0,5.0,7.0,10.0,2.0,2.0,3.0,2.0,32.0,29.8,31.0,14.0,8.0,0.5714285714285714,55,35,62,34,36,33,35,49,32,15,63,47,28,58,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.8208955223880597,0.5303030303030303,0.8157894736842105,0.7555555555555555,0.0,0.7659574468085106,0.6875,0.8333333333333334,0.8166666666666667,0.0,0.8648648648648649,0.5555555555555556,0.8076923076923077,0.5949367088607594,0.7,0.8169014084507042,1.0,14,13,8,12,15.0,,46.0,60.0,35.0,0.3043478260869565,0.2166666666666666,0.2285714285714285,0.8,,19,22.0,71.0,3.736842105263158,28.2,87.30000000000001,4.594736842105264,28.7,10.2,8.9,7.6,1.4,0.2282724749092462,0.609,0.373,0.479,6.6,7.3,W (+41),W (+41)
3.0,3.0,2022-10-25,23-239,DAL,NOP,1.0,36.31666666666667,16.0,30.0,0.533,2.0,13.0,0.154,3.0,5.0,0.6,3.0,8.0,11.0,7.0,2.0,1.0,3.0,3.0,37.0,29.5,6.0,17.0,14.0,0.8235294117647058,55,35,62,34,36,33,35,49,32,15,63,47,28,58,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.8208955223880597,0.5303030303030303,0.8157894736842105,0.7555555555555555,0.0,0.7659574468085106,0.6875,0.8333333333333334,0.8166666666666667,0.0,0.8648648648648649,0.5555555555555556,0.8076923076923077,0.5949367088607594,0.7,0.8169014084507042,1.0,14,13,8,12,15.0,,46.0,60.0,35.0,0.3043478260869565,0.2166666666666666,0.2285714285714285,0.8,,19,20.0,44.0,2.3157894736842106,28.3,61.9,3.2578947368421054,28.7,10.2,8.9,7.6,1.4,0.2282724749092462,0.609,0.373,0.479,6.6,7.3,L (-2),L (-2)
4.0,4.0,2022-10-27,23-241,DAL,BRK,1.0,40.5,14.0,28.0,0.5,2.0,6.0,0.333,11.0,13.0,0.846,1.0,10.0,11.0,14.0,3.0,0.0,5.0,2.0,41.0,36.9,20.0,22.0,12.0,0.5454545454545454,55,35,62,34,36,33,35,49,32,15,63,47,28,58,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.8208955223880597,0.5303030303030303,0.8157894736842105,0.7555555555555555,0.0,0.7659574468085106,0.6875,0.8333333333333334,0.8166666666666667,0.0,0.8648648648648649,0.5555555555555556,0.8076923076923077,0.5949367088607594,0.7,0.8169014084507042,1.0,14,13,8,12,15.0,,46.0,60.0,35.0,0.3043478260869565,0.2166666666666666,0.2285714285714285,0.8,,19,23.0,47.0,2.473684210526316,32.5,64.1,3.3736842105263154,28.7,10.2,8.9,7.6,1.4,0.2282724749092462,0.609,0.373,0.479,6.6,7.3,W (+4),W (+4)
5.0,5.0,2022-10-29,23-243,DAL,OKC,1.0,40.0,8.0,23.0,0.348,0.0,6.0,0.0,15.0,19.0,0.789,2.0,14.0,16.0,10.0,1.0,0.0,3.0,6.0,31.0,24.7,-25.0,17.0,8.0,0.4705882352941176,55,35,62,34,36,33,35,49,32,15,63,47,28,58,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.8208955223880597,0.5303030303030303,0.8157894736842105,0.7555555555555555,0.0,0.7659574468085106,0.6875,0.8333333333333334,0.8166666666666667,0.0,0.8648648648648649,0.5555555555555556,0.8076923076923077,0.5949367088607594,0.7,0.8169014084507042,1.0,14,13,8,12,15.0,,46.0,60.0,35.0,0.3043478260869565,0.2166666666666666,0.2285714285714285,0.8,,19,13.0,36.0,1.894736842105263,18.700000000000003,49.6,2.610526315789474,28.7,10.2,8.9,7.6,1.4,0.2282724749092462,0.609,0.373,0.479,6.6,7.3,L (-6),L (-6)
6.0,6.0,2022-10-30,23-244,DAL,ORL,1.0,36.91666666666666,17.0,26.0,0.654,2.0,9.0,0.222,8.0,14.0,0.571,0.0,3.0,3.0,5.0,1.0,0.0,0.0,3.0,44.0,34.4,13.0,17.0,15.0,0.8823529411764706,55,35,62,34,36,33,35,49,32,15,63,47,28,58,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.8208955223880597,0.5303030303030303,0.8157894736842105,0.7555555555555555,0.0,0.7659574468085106,0.6875,0.8333333333333334,0.8166666666666667,0.0,0.8648648648648649,0.5555555555555556,0.8076923076923077,0.5949367088607594,0.7,0.8169014084507042,1.0,14,13,8,12,15.0,,46.0,60.0,35.0,0.3043478260869565,0.2166666666666666,0.2285714285714285,0.8,,19,13.0,47.0,2.473684210526316,31.2,62.000000000000014,3.263157894736843,28.7,10.2,8.9,7.6,1.4,0.2282724749092462,0.609,0.373,0.479,6.6,7.3,W (+9),W (+9)
7.0,7.0,2022-11-02,23-247,DAL,UTA,1.0,35.46666666666667,12.0,20.0,0.6,2.0,6.0,0.333,7.0,10.0,0.7,0.0,5.0,5.0,11.0,2.0,0.0,5.0,3.0,33.0,27.6,-3.0,14.0,10.0,0.7142857142857143,55,35,62,34,36,33,35,49,32,15,63,47,28,58,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.8208955223880597,0.5303030303030303,0.8157894736842105,0.7555555555555555,0.0,0.7659574468085106,0.6875,0.8333333333333334,0.8166666666666667,0.0,0.8648648648648649,0.5555555555555556,0.8076923076923077,0.5949367088607594,0.7,0.8169014084507042,1.0,14,13,8,12,15.0,,46.0,60.0,35.0,0.3043478260869565,0.2166666666666666,0.2285714285714285,0.8,,19,16.0,63.0,3.3157894736842106,24.8,72.9,3.836842105263158,28.7,10.2,8.9,7.6,1.4,0.2282724749092462,0.609,0.373,0.479,6.6,7.3,W (+3),W (+3)
8.0,8.0,2022-11-04,23-249,DAL,TOR,1.0,36.55,10.0,15.0,0.667,3.0,6.0,0.5,12.0,14.0,0.857,1.0,7.0,8.0,6.0,3.0,1.0,4.0,4.0,35.0,32.8,8.0,9.0,7.0,0.7777777777777778,55,35,62,34,36,33,35,49,32,15,63,47,28,58,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.8208955223880597,0.5303030303030303,0.8157894736842105,0.7555555555555555,0.0,0.7659574468085106,0.6875,0.8333333333333334,0.8166666666666667,0.0,0.8648648648648649,0.5555555555555556,0.8076923076923077,0.5949367088607594,0.7,0.8169014084507042,1.0,14,13,8,12,15.0,,46.0,60.0,35.0,0.3043478260869565,0.2166666666666666,0.2285714285714285,0.8,,19,20.0,31.0,1.631578947368421,28.0,29.7,1.563157894736842,28.7,10.2,8.9,7.6,1.4,0.2282724749092462,0.609,0.373,0.479,6.6,7.3,W (+1),W (+1)
9.0,9.0,2022-11-07,23-252,DAL,BRK,1.0,38.41666666666666,11.0,22.0,0.5,5.0,9.0,0.556,9.0,12.0,0.75,0.0,6.0,6.0,6.0,2.0,1.0,5.0,5.0,36.0,25.5,1.0,13.0,6.0,0.4615384615384615,55,35,62,34,36,33,35,49,32,15,63,47,28,58,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.8208955223880597,0.5303030303030303,0.8157894736842105,0.7555555555555555,0.0,0.7659574468085106,0.6875,0.8333333333333334,0.8166666666666667,0.0,0.8648648648648649,0.5555555555555556,0.8076923076923077,0.5949367088607594,0.7,0.8169014084507042,1.0,14,13,8,12,15.0,,46.0,60.0,35.0,0.3043478260869565,0.2166666666666666,0.2285714285714285,0.8,,19,12.0,34.0,1.7894736842105263,21.899999999999995,33.099999999999994,1.7421052631578944,28.7,10.2,8.9,7.6,1.4,0.2282724749092462,0.609,0.373,0.479,6.6,7.3,W (+2),W (+2)
10.0,10.0,2022-11-09,23-254,DAL,ORL,1.0,35.416666666666664,9.0,29.0,0.31,2.0,11.0,0.182,4.0,7.0,0.571,0.0,6.0,6.0,6.0,3.0,2.0,0.0,3.0,24.0,15.3,-3.0,18.0,7.0,0.3888888888888889,55,35,62,34,36,33,35,49,32,15,63,47,28,58,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.8208955223880597,0.5303030303030303,0.8157894736842105,0.7555555555555555,0.0,0.7659574468085106,0.6875,0.8333333333333334,0.8166666666666667,0.0,0.8648648648648649,0.5555555555555556,0.8076923076923077,0.5949367088607594,0.7,0.8169014084507042,1.0,14,13,8,12,15.0,,46.0,60.0,35.0,0.3043478260869565,0.2166666666666666,0.2285714285714285,0.8,,19,5.0,28.0,1.4736842105263157,13.70000000000001,29.2,1.5368421052631578,28.7,10.2,8.9,7.6,1.4,0.2282724749092462,0.609,0.373,0.479,6.6,7.3,L (-7),L (-7)
