Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
1.0,1.0,2022-10-19,30-217,DAL,PHO,0.0,25.016666666666666,3.0,10.0,0.3,1.0,5.0,0.2,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,9.0,3.1,-2.0,5.0,2.0,0.4,58,37,68,38,40,39,35,53,58,33,22,68,49,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,3.0,0.0,0.8656716417910447,0.5606060606060606,0.8947368421052632,0.8444444444444444,0.0,0.851063829787234,0.8125,0.8333333333333334,0.8833333333333333,0.0,0.8787878787878788,0.8918918918918919,0.8148148148148148,0.8717948717948718,0.620253164556962,0.85,1.0,13,15,6,13,15.0,,46.0,60.0,35.0,0.2826086956521739,0.25,0.1714285714285714,0.8666666666666667,,19,-1.0,46.0,2.421052631578948,2.299999999999998,63.20000000000002,3.326315789473685,0.1087977792013666,L (-2),L (-2)
2.0,2.0,2022-10-22,30-220,DAL,MEM,0.0,25.883333333333333,3.0,10.0,0.3,2.0,6.0,0.333,8.0,8.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,16.0,11.8,23.0,4.0,1.0,0.25,58,37,68,38,40,39,35,53,58,33,22,68,49,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,3.0,0.0,0.8656716417910447,0.5606060606060606,0.8947368421052632,0.8444444444444444,0.0,0.851063829787234,0.8125,0.8333333333333334,0.8833333333333333,0.0,0.8787878787878788,0.8918918918918919,0.8148148148148148,0.8717948717948718,0.620253164556962,0.85,1.0,13,15,6,13,15.0,,46.0,60.0,35.0,0.2826086956521739,0.25,0.1714285714285714,0.8666666666666667,,19,2.0,91.0,4.789473684210527,8.6,106.9,5.626315789473685,0.1087977792013666,W (+41),W (+41)
3.0,,2022-10-25,30-223,DAL,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,58,37,68,38,40,39,35,53,58,33,22,68,49,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,3.0,0.0,0.8656716417910447,0.5606060606060606,0.8947368421052632,0.8444444444444444,0.0,0.851063829787234,0.8125,0.8333333333333334,0.8833333333333333,0.0,0.8787878787878788,0.8918918918918919,0.8148148148148148,0.8717948717948718,0.620253164556962,0.85,1.0,13,15,6,13,15.0,,46.0,60.0,35.0,0.2826086956521739,0.25,0.1714285714285714,0.8666666666666667,,19,,64.0,3.3684210526315788,0.0,90.2,4.747368421052632,0.1087977792013666,L (-2),L (-2)
4.0,3.0,2022-10-27,30-225,DAL,BRK,0.0,30.28333333333333,6.0,13.0,0.462,4.0,8.0,0.5,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,18.0,12.6,-1.0,5.0,2.0,0.4,58,37,68,38,40,39,35,53,58,33,22,68,49,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,3.0,0.0,0.8656716417910447,0.5606060606060606,0.8947368421052632,0.8444444444444444,0.0,0.851063829787234,0.8125,0.8333333333333334,0.8833333333333333,0.0,0.8787878787878788,0.8918918918918919,0.8148148148148148,0.8717948717948718,0.620253164556962,0.85,1.0,13,15,6,13,15.0,,46.0,60.0,35.0,0.2826086956521739,0.25,0.1714285714285714,0.8666666666666667,,19,7.0,63.0,3.3157894736842106,11.799999999999995,84.8,4.463157894736842,0.1087977792013666,W (+4),W (+4)
5.0,4.0,2022-10-29,30-227,DAL,OKC,0.0,22.183333333333334,2.0,7.0,0.286,1.0,3.0,0.333,3.0,4.0,0.75,0.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,8.0,2.6,3.0,4.0,1.0,0.25,58,37,68,38,40,39,35,53,58,33,22,68,49,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,3.0,0.0,0.8656716417910447,0.5606060606060606,0.8947368421052632,0.8444444444444444,0.0,0.851063829787234,0.8125,0.8333333333333334,0.8833333333333333,0.0,0.8787878787878788,0.8918918918918919,0.8148148148148148,0.8717948717948718,0.620253164556962,0.85,1.0,13,15,6,13,15.0,,46.0,60.0,35.0,0.2826086956521739,0.25,0.1714285714285714,0.8666666666666667,,19,-1.0,50.0,2.631578947368421,1.3999999999999997,66.89999999999999,3.521052631578947,0.1087977792013666,L (-6),L (-6)
6.0,5.0,2022-10-30,30-228,DAL,ORL,0.0,27.116666666666667,5.0,15.0,0.333,3.0,9.0,0.333,8.0,8.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,21.0,15.1,9.0,6.0,2.0,0.3333333333333333,58,37,68,38,40,39,35,53,58,33,22,68,49,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,3.0,0.0,0.8656716417910447,0.5606060606060606,0.8947368421052632,0.8444444444444444,0.0,0.851063829787234,0.8125,0.8333333333333334,0.8833333333333333,0.0,0.8787878787878788,0.8918918918918919,0.8148148148148148,0.8717948717948718,0.620253164556962,0.85,1.0,13,15,6,13,15.0,,46.0,60.0,35.0,0.2826086956521739,0.25,0.1714285714285714,0.8666666666666667,,19,3.0,57.0,3.0,11.9,81.30000000000001,4.278947368421053,0.1087977792013666,W (+9),W (+9)
7.0,6.0,2022-11-02,30-231,DAL,UTA,0.0,20.75,1.0,9.0,0.111,1.0,6.0,0.167,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,-3.0,-2.0,3.0,0.0,0.0,58,37,68,38,40,39,35,53,58,33,22,68,49,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,3.0,0.0,0.8656716417910447,0.5606060606060606,0.8947368421052632,0.8444444444444444,0.0,0.851063829787234,0.8125,0.8333333333333334,0.8833333333333333,0.0,0.8787878787878788,0.8918918918918919,0.8148148148148148,0.8717948717948718,0.620253164556962,0.85,1.0,13,15,6,13,15.0,,46.0,60.0,35.0,0.2826086956521739,0.25,0.1714285714285714,0.8666666666666667,,19,-4.0,83.0,4.368421052631579,-3.0,100.7,5.3,0.1087977792013666,W (+3),W (+3)
8.0,7.0,2022-11-04,30-233,DAL,TOR,0.0,19.1,2.0,8.0,0.25,2.0,6.0,0.333,0.0,0.0,,0.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,6.0,2.1,-6.0,2.0,0.0,0.0,58,37,68,38,40,39,35,53,58,33,22,68,49,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,3.0,0.0,0.8656716417910447,0.5606060606060606,0.8947368421052632,0.8444444444444444,0.0,0.851063829787234,0.8125,0.8333333333333334,0.8833333333333333,0.0,0.8787878787878788,0.8918918918918919,0.8148148148148148,0.8717948717948718,0.620253164556962,0.85,1.0,13,15,6,13,15.0,,46.0,60.0,35.0,0.2826086956521739,0.25,0.1714285714285714,0.8666666666666667,,19,2.0,49.0,2.5789473684210527,2.0999999999999988,55.6,2.9263157894736844,0.1087977792013666,W (+1),W (+1)
9.0,8.0,2022-11-07,30-236,DAL,BRK,0.0,13.8,4.0,8.0,0.5,2.0,4.0,0.5,1.0,2.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,7.6,6.0,4.0,2.0,0.5,58,37,68,38,40,39,35,53,58,33,22,68,49,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,3.0,0.0,0.8656716417910447,0.5606060606060606,0.8947368421052632,0.8444444444444444,0.0,0.851063829787234,0.8125,0.8333333333333334,0.8833333333333333,0.0,0.8787878787878788,0.8918918918918919,0.8148148148148148,0.8717948717948718,0.620253164556962,0.85,1.0,13,15,6,13,15.0,,46.0,60.0,35.0,0.2826086956521739,0.25,0.1714285714285714,0.8666666666666667,,19,3.0,43.0,2.263157894736842,7.2,47.79999999999999,2.51578947368421,0.1087977792013666,W (+2),W (+2)
10.0,9.0,2022-11-09,30-238,DAL,ORL,0.0,22.183333333333334,2.0,10.0,0.2,1.0,7.0,0.143,0.0,0.0,,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,5.0,2.8,-3.0,3.0,1.0,0.3333333333333333,58,37,68,38,40,39,35,53,58,33,22,68,49,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,3.0,0.0,0.8656716417910447,0.5606060606060606,0.8947368421052632,0.8444444444444444,0.0,0.851063829787234,0.8125,0.8333333333333334,0.8833333333333333,0.0,0.8787878787878788,0.8918918918918919,0.8148148148148148,0.8717948717948718,0.620253164556962,0.85,1.0,13,15,6,13,15.0,,46.0,60.0,35.0,0.2826086956521739,0.25,0.1714285714285714,0.8666666666666667,,19,1.0,32.0,1.6842105263157894,2.799999999999999,40.10000000000001,2.1105263157894742,0.1087977792013666,L (-7),L (-7)
