Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,31-217,DAL,PHO,1.0,29.883333333333333,3.0,6.0,0.5,3.0,5.0,0.6,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,10.0,5.1,-11.0,1.0,0.0,0.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,4.0,41.0,2.1578947368421053,4.699999999999998,60.80000000000002,3.200000000000001,7.7,2.8,-2.6,-2.3,-0.3,0.0598975016015374,0.577,0.845,0.079,-0.4,1.3,L (-2),L (-2)
2.0,2.0,2022-10-22,31-220,DAL,MEM,1.0,24.066666666666663,3.0,5.0,0.6,2.0,4.0,0.5,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,8.0,6.8,28.0,1.0,1.0,1.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,7.0,86.0,4.526315789473684,6.8,108.7,5.721052631578948,7.7,2.8,-2.6,-2.3,-0.3,0.0598975016015374,0.577,0.845,0.079,-0.4,1.3,W (+41),W (+41)
3.0,3.0,2022-10-25,31-223,DAL,NOP,1.0,35.05,1.0,8.0,0.125,1.0,6.0,0.167,0.0,0.0,,1.0,4.0,5.0,2.0,2.0,0.0,0.0,4.0,3.0,1.5,-2.0,2.0,0.0,0.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,4.0,60.0,3.1578947368421053,1.4999999999999996,88.69999999999999,4.668421052631579,7.7,2.8,-2.6,-2.3,-0.3,0.0598975016015374,0.577,0.845,0.079,-0.4,1.3,L (-2),L (-2)
4.0,4.0,2022-10-27,31-225,DAL,BRK,1.0,41.6,3.0,7.0,0.429,2.0,6.0,0.333,1.0,2.0,0.5,0.0,4.0,4.0,1.0,2.0,1.0,0.0,3.0,9.0,8.3,7.0,1.0,1.0,1.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,8.0,62.0,3.263157894736842,7.899999999999998,88.7,4.66842105263158,7.7,2.8,-2.6,-2.3,-0.3,0.0598975016015374,0.577,0.845,0.079,-0.4,1.3,W (+4),W (+4)
5.0,5.0,2022-10-29,31-227,DAL,OKC,1.0,37.81666666666667,2.0,5.0,0.4,2.0,5.0,0.4,1.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,4.0,7.0,3.4,-20.0,0.0,0.0,,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,4.0,45.0,2.3684210526315788,2.9999999999999982,65.3,3.4368421052631577,7.7,2.8,-2.6,-2.3,-0.3,0.0598975016015374,0.577,0.845,0.079,-0.4,1.3,L (-6),L (-6)
6.0,6.0,2022-10-30,31-228,DAL,ORL,1.0,28.85,2.0,5.0,0.4,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,3.1,10.0,2.0,0.0,0.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,2.0,58.0,3.0526315789473686,3.1,90.1,4.742105263157894,7.7,2.8,-2.6,-2.3,-0.3,0.0598975016015374,0.577,0.845,0.079,-0.4,1.3,W (+9),W (+9)
7.0,7.0,2022-11-02,31-231,DAL,UTA,1.0,28.98333333333333,1.0,4.0,0.25,1.0,4.0,0.25,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,0.1,-4.0,0.0,0.0,,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,0.0,79.0,4.157894736842105,0.0999999999999998,97.6,5.136842105263158,7.7,2.8,-2.6,-2.3,-0.3,0.0598975016015374,0.577,0.845,0.079,-0.4,1.3,W (+3),W (+3)
8.0,8.0,2022-11-04,31-233,DAL,TOR,1.0,25.35,1.0,7.0,0.143,0.0,5.0,0.0,0.0,0.0,,1.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,12.0,2.0,1.0,0.5,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,3.0,48.0,2.526315789473684,1.0,56.7,2.9842105263157896,7.7,2.8,-2.6,-2.3,-0.3,0.0598975016015374,0.577,0.845,0.079,-0.4,1.3,W (+1),W (+1)
9.0,9.0,2022-11-07,31-236,DAL,BRK,1.0,22.03333333333333,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,-1.3,-18.0,2.0,0.0,0.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,-1.0,47.0,2.473684210526316,-1.3,56.29999999999999,2.9631578947368418,7.7,2.8,-2.6,-2.3,-0.3,0.0598975016015374,0.577,0.845,0.079,-0.4,1.3,W (+2),W (+2)
10.0,10.0,2022-11-09,31-238,DAL,ORL,1.0,25.816666666666663,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,-2.8,-4.0,1.0,0.0,0.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,0.0,33.0,1.736842105263158,-2.8,45.7,2.405263157894737,7.7,2.8,-2.6,-2.3,-0.3,0.0598975016015374,0.577,0.845,0.079,-0.4,1.3,L (-7),L (-7)
