Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,co_inf with Kyrie Irving,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,,2022-12-01,26-286,DAL,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,2,3,2,1,3,1,1,3,1,3,3,3,3,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,0.0,0.044776119402985,0.0303030303030303,0.0394736842105263,0.0444444444444444,0.0,0.0212765957446808,0.0625,0.0238095238095238,0.0166666666666666,0.0,0.0454545454545454,0.027027027027027,0.1111111111111111,0.0384615384615384,0.0379746835443038,0.075,0.0422535211267605,15.0,,46.0,60.0,35.0,0.0,0.0,0.0,,0.0,15,,86.0,5.733333333333333,0.0,116.5,7.766666666666667,45.5,0.1,17.8,17.0,0.8,0.0009609224855861,0.9,0.4,0.0,0.0,0.1,,
22.0,,2022-12-03,26-288,DAL,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,2,3,2,1,3,1,1,3,1,3,3,3,3,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,0.0,0.044776119402985,0.0303030303030303,0.0394736842105263,0.0444444444444444,0.0,0.0212765957446808,0.0625,0.0238095238095238,0.0166666666666666,0.0,0.0454545454545454,0.027027027027027,0.1111111111111111,0.0384615384615384,0.0379746835443038,0.075,0.0422535211267605,15.0,,46.0,60.0,35.0,0.0,0.0,0.0,,0.0,15,,73.0,4.866666666666666,0.0,87.00000000000001,5.800000000000001,45.5,0.1,17.8,17.0,0.8,0.0009609224855861,0.9,0.4,0.0,0.0,0.1,L (-6),L (-6)
23.0,,2022-12-05,26-290,DAL,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,2,3,2,1,3,1,1,3,1,3,3,3,3,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,0.0,0.044776119402985,0.0303030303030303,0.0394736842105263,0.0444444444444444,0.0,0.0212765957446808,0.0625,0.0238095238095238,0.0166666666666666,0.0,0.0454545454545454,0.027027027027027,0.1111111111111111,0.0384615384615384,0.0379746835443038,0.075,0.0422535211267605,15.0,,46.0,60.0,35.0,0.0,0.0,0.0,,0.0,15,,82.0,5.466666666666667,0.0,106.2,7.08,45.5,0.1,17.8,17.0,0.8,0.0009609224855861,0.9,0.4,0.0,0.0,0.1,W (+21),W (+21)
24.0,,2022-12-06,26-291,DAL,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,2,3,2,1,3,1,1,3,1,3,3,3,3,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,0.0,0.044776119402985,0.0303030303030303,0.0394736842105263,0.0444444444444444,0.0,0.0212765957446808,0.0625,0.0238095238095238,0.0166666666666666,0.0,0.0454545454545454,0.027027027027027,0.1111111111111111,0.0384615384615384,0.0379746835443038,0.075,0.0422535211267605,15.0,,46.0,60.0,35.0,0.0,0.0,0.0,,0.0,15,,67.0,4.466666666666667,0.0,79.1,5.2733333333333325,45.5,0.1,17.8,17.0,0.8,0.0009609224855861,0.9,0.4,0.0,0.0,0.1,W (+19),W (+19)
25.0,,2022-12-09,26-294,DAL,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,2,3,2,1,3,1,1,3,1,3,3,3,3,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,0.0,0.044776119402985,0.0303030303030303,0.0394736842105263,0.0444444444444444,0.0,0.0212765957446808,0.0625,0.0238095238095238,0.0166666666666666,0.0,0.0454545454545454,0.027027027027027,0.1111111111111111,0.0384615384615384,0.0379746835443038,0.075,0.0422535211267605,15.0,,46.0,60.0,35.0,0.0,0.0,0.0,,0.0,15,,51.0,3.4,0.0,70.10000000000001,4.673333333333334,45.5,0.1,17.8,17.0,0.8,0.0009609224855861,0.9,0.4,0.0,0.0,0.1,W (+1),W (+1)
26.0,,2022-12-10,26-295,DAL,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,2,3,2,1,3,1,1,3,1,3,3,3,3,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,0.0,0.044776119402985,0.0303030303030303,0.0394736842105263,0.0444444444444444,0.0,0.0212765957446808,0.0625,0.0238095238095238,0.0166666666666666,0.0,0.0454545454545454,0.027027027027027,0.1111111111111111,0.0384615384615384,0.0379746835443038,0.075,0.0422535211267605,15.0,,46.0,60.0,35.0,0.0,0.0,0.0,,0.0,15,,69.0,4.6,0.0,87.3,5.819999999999999,45.5,0.1,17.8,17.0,0.8,0.0009609224855861,0.9,0.4,0.0,0.0,0.1,L (-1),L (-1)
27.0,,2022-12-12,26-297,DAL,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,2,3,2,1,3,1,1,3,1,3,3,3,3,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,0.0,0.044776119402985,0.0303030303030303,0.0394736842105263,0.0444444444444444,0.0,0.0212765957446808,0.0625,0.0238095238095238,0.0166666666666666,0.0,0.0454545454545454,0.027027027027027,0.1111111111111111,0.0384615384615384,0.0379746835443038,0.075,0.0422535211267605,15.0,,46.0,60.0,35.0,0.0,0.0,0.0,,0.0,15,,60.0,4.0,0.0,78.69999999999999,5.246666666666666,45.5,0.1,17.8,17.0,0.8,0.0009609224855861,0.9,0.4,0.0,0.0,0.1,L (-29),L (-29)
28.0,2.0,2022-12-14,26-299,DAL,CLE,0,2.5666666666666664,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,+4,0.0,0.0,,3,2,3,2,1,3,1,1,3,1,3,3,3,3,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,0.0,0.044776119402985,0.0303030303030303,0.0394736842105263,0.0444444444444444,0.0,0.0212765957446808,0.0625,0.0238095238095238,0.0166666666666666,0.0,0.0454545454545454,0.027027027027027,0.1111111111111111,0.0384615384615384,0.0379746835443038,0.075,0.0422535211267605,15.0,,46.0,60.0,35.0,0.0,0.0,0.0,,0.0,15,-1.0,38.0,2.533333333333333,-0.7,56.0,3.733333333333333,45.5,0.1,17.8,17.0,0.8,0.0009609224855861,0.9,0.4,0.0,0.0,0.1,W (+7),W (+7)
29.0,,2022-12-16,26-301,DAL,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,2,3,2,1,3,1,1,3,1,3,3,3,3,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,0.0,0.044776119402985,0.0303030303030303,0.0394736842105263,0.0444444444444444,0.0,0.0212765957446808,0.0625,0.0238095238095238,0.0166666666666666,0.0,0.0454545454545454,0.027027027027027,0.1111111111111111,0.0384615384615384,0.0379746835443038,0.075,0.0422535211267605,15.0,,46.0,60.0,35.0,0.0,0.0,0.0,,0.0,15,,84.0,5.6,0.0,101.69999999999996,6.779999999999998,45.5,0.1,17.8,17.0,0.8,0.0009609224855861,0.9,0.4,0.0,0.0,0.1,L (-15),L (-15)
30.0,,2022-12-17,26-302,DAL,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,2,3,2,1,3,1,1,3,1,3,3,3,3,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,0.0,0.044776119402985,0.0303030303030303,0.0394736842105263,0.0444444444444444,0.0,0.0212765957446808,0.0625,0.0238095238095238,0.0166666666666666,0.0,0.0454545454545454,0.027027027027027,0.1111111111111111,0.0384615384615384,0.0379746835443038,0.075,0.0422535211267605,15.0,,46.0,60.0,35.0,0.0,0.0,0.0,,0.0,15,,54.0,3.6,0.0,61.70000000000001,4.113333333333334,45.5,0.1,17.8,17.0,0.8,0.0009609224855861,0.9,0.4,0.0,0.0,0.1,W (+20),W (+20)
31.0,,2022-12-19,26-304,DAL,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,2,3,2,1,3,1,1,3,1,3,3,3,3,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,0.0,0.044776119402985,0.0303030303030303,0.0394736842105263,0.0444444444444444,0.0,0.0212765957446808,0.0625,0.0238095238095238,0.0166666666666666,0.0,0.0454545454545454,0.027027027027027,0.1111111111111111,0.0384615384615384,0.0379746835443038,0.075,0.0422535211267605,15.0,,46.0,60.0,35.0,0.0,0.0,0.0,,0.0,15,,48.0,3.2,0.0,59.39999999999999,3.96,45.5,0.1,17.8,17.0,0.8,0.0009609224855861,0.9,0.4,0.0,0.0,0.1,L (-1),L (-1)
32.0,,2022-12-21,26-306,DAL,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,2,3,2,1,3,1,1,3,1,3,3,3,3,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,0.0,0.044776119402985,0.0303030303030303,0.0394736842105263,0.0444444444444444,0.0,0.0212765957446808,0.0625,0.0238095238095238,0.0166666666666666,0.0,0.0454545454545454,0.027027027027027,0.1111111111111111,0.0384615384615384,0.0379746835443038,0.075,0.0422535211267605,15.0,,46.0,60.0,35.0,0.0,0.0,0.0,,0.0,15,,50.0,3.333333333333333,0.0,65.29999999999998,4.353333333333333,45.5,0.1,17.8,17.0,0.8,0.0009609224855861,0.9,0.4,0.0,0.0,0.1,L (-10),L (-10)
33.0,,2022-12-23,26-308,DAL,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,2,3,2,1,3,1,1,3,1,3,3,3,3,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,0.0,0.044776119402985,0.0303030303030303,0.0394736842105263,0.0444444444444444,0.0,0.0212765957446808,0.0625,0.0238095238095238,0.0166666666666666,0.0,0.0454545454545454,0.027027027027027,0.1111111111111111,0.0384615384615384,0.0379746835443038,0.075,0.0422535211267605,15.0,,46.0,60.0,35.0,0.0,0.0,0.0,,0.0,15,,73.0,4.866666666666666,0.0,87.89999999999999,5.859999999999999,45.5,0.1,17.8,17.0,0.8,0.0009609224855861,0.9,0.4,0.0,0.0,0.1,W (+5),W (+5)
34.0,3.0,2022-12-25,26-310,DAL,LAL,0,1.4,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,0.0,0.0,,3,2,3,2,1,3,1,1,3,1,3,3,3,3,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,0.0,0.044776119402985,0.0303030303030303,0.0394736842105263,0.0444444444444444,0.0,0.0212765957446808,0.0625,0.0238095238095238,0.0166666666666666,0.0,0.0454545454545454,0.027027027027027,0.1111111111111111,0.0384615384615384,0.0379746835443038,0.075,0.0422535211267605,15.0,,46.0,60.0,35.0,0.0,0.0,0.0,,0.0,15,0.0,93.0,6.2,0.0,115.2,7.680000000000001,45.5,0.1,17.8,17.0,0.8,0.0009609224855861,0.9,0.4,0.0,0.0,0.1,W (+6),W (+6)
