Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,11,2022-11-11,30-165,SAC,LAL,1,30.566666666666663,3.0,7.0,0.429,1.0,3.0,0.333,6,6.0,1.0,3.0,5.0,8.0,2.0,1.0,1.0,2.0,1.0,13.0,13.6,9.0,4.0,2.0,0.5,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,10.0,68.0,3.7777777777777777,11.199999999999996,83.4,4.633333333333334,0.1242675287936957,W (+6),W (+6)
12.0,12,2022-11-13,30-167,SAC,GSW,1,27.416666666666668,4.0,8.0,0.5,1.0,3.0,0.333,0,0.0,,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,9.0,8.4,3.0,5.0,3.0,0.6,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,6.0,77.0,4.277777777777778,8.399999999999999,86.10000000000002,4.783333333333335,0.1242675287936957,W (+7),W (+7)
13.0,13,2022-11-15,30-169,SAC,BRK,1,21.433333333333334,5.0,8.0,0.625,2.0,4.0,0.5,4,4.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,4.0,16.0,15.5,33.0,4.0,3.0,0.75,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,12.0,100.0,5.555555555555555,13.899999999999997,115.0,6.388888888888889,0.1242675287936957,W (+32),W (+32)
14.0,14,2022-11-17,30-171,SAC,SAS,1,29.35,4.0,7.0,0.571,1.0,3.0,0.333,7,8.0,0.875,1.0,7.0,8.0,2.0,2.0,0.0,1.0,0.0,16.0,17.5,7.0,4.0,3.0,0.75,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,12.0,71.0,3.9444444444444446,14.700000000000005,88.10000000000001,4.894444444444445,0.1242675287936957,W (+18),W (+18)
15.0,15,2022-11-20,30-174,SAC,DET,1,36.15,8.0,11.0,0.727,1.0,2.0,0.5,10,11.0,0.909,2.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,27.0,27.7,20.0,9.0,7.0,0.7777777777777778,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,17.0,65.0,3.611111111111111,23.7,86.4,4.800000000000001,0.1242675287936957,W (+8),W (+8)
16.0,16,2022-11-22,30-176,SAC,MEM,1,33.03333333333333,7.0,13.0,0.538,4.0,8.0,0.5,8,8.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,5.0,2.0,26.0,16.1,-3.0,5.0,3.0,0.6,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,5.0,58.0,3.2222222222222223,12.9,62.3,3.461111111111111,0.1242675287936957,W (+4),W (+4)
17.0,17,2022-11-23,30-177,SAC,ATL,1,32.35,4.0,8.0,0.5,0.0,2.0,0.0,0,0.0,,0.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,8.0,5.8,-5.0,6.0,4.0,0.6666666666666666,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,7.0,53.0,2.9444444444444446,5.799999999999999,62.39999999999999,3.4666666666666663,0.1242675287936957,L (-9),L (-9)
18.0,18,2022-11-25,30-179,SAC,BOS,1,22.6,4.0,9.0,0.444,0.0,0.0,,4,4.0,1.0,3.0,2.0,5.0,1.0,0.0,0.0,2.0,3.0,12.0,7.5,-19.0,9.0,4.0,0.4444444444444444,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,3.0,41.0,2.2777777777777777,5.9,51.39999999999999,2.855555555555555,0.1242675287936957,L (-18),L (-18)
19.0,19,2022-11-28,30-182,SAC,PHO,1,28.05,1.0,4.0,0.25,0.0,1.0,0.0,4,5.0,0.8,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,6.0,7.2,1.0,3.0,1.0,0.3333333333333333,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,3.0,78.0,4.333333333333333,5.6,89.89999999999999,4.994444444444444,0.1242675287936957,L (-5),L (-5)
20.0,20,2022-11-30,30-184,SAC,IND,1,25.95,6.0,9.0,0.667,1.0,4.0,0.25,9,10.0,0.9,0.0,5.0,5.0,2.0,2.0,0.0,1.0,3.0,22.0,20.4,30.0,5.0,5.0,1.0,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,11.0,82.0,4.555555555555555,16.799999999999997,85.49999999999999,4.749999999999999,0.1242675287936957,W (+23),W (+23)
21.0,21,2022-12-03,30-187,SAC,LAC,1,25.9,4.0,6.0,0.667,1.0,3.0,0.333,1,5.0,0.2,0.0,5.0,5.0,2.0,1.0,0.0,1.0,1.0,10.0,8.3,26.0,3.0,3.0,1.0,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,6.0,80.0,4.444444444444445,7.9,91.49999999999996,5.083333333333331,0.1242675287936957,,
22.0,22,2022-12-04,30-188,SAC,CHI,1,37.71666666666667,6.0,10.0,0.6,3.0,6.0,0.5,2,2.0,1.0,1.0,5.0,6.0,0.0,1.0,0.0,3.0,1.0,17.0,12.2,1.0,4.0,3.0,0.75,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,9.0,66.0,3.6666666666666665,11.399999999999997,70.2,3.9,0.1242675287936957,W (+27),W (+27)
23.0,23,2022-12-07,30-191,SAC,MIL,1,32.8,6.0,11.0,0.545,2.0,6.0,0.333,6,7.0,0.857,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,20.0,16.2,-13.0,5.0,4.0,0.8,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,7.0,55.0,3.055555555555556,13.799999999999995,63.399999999999984,3.5222222222222213,0.1242675287936957,W (+9),W (+9)
24.0,24,2022-12-09,30-193,SAC,CLE,1,36.43333333333333,5.0,9.0,0.556,3.0,6.0,0.5,7,10.0,0.7,0.0,3.0,3.0,1.0,0.0,1.0,4.0,2.0,20.0,12.0,9.0,3.0,2.0,0.6666666666666666,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,2.0,64.0,3.555555555555556,9.199999999999996,68.59999999999998,3.81111111111111,0.1242675287936957,L (-13),L (-13)
25.0,25,2022-12-11,30-195,SAC,NYK,1,34.88333333333333,4.0,10.0,0.4,1.0,5.0,0.2,6,9.0,0.667,0.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,15.0,6.6,-12.0,5.0,3.0,0.6,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,-3.0,35.0,1.9444444444444444,4.200000000000002,48.49999999999999,2.694444444444444,0.1242675287936957,W (+11),W (+11)
26.0,26,2022-12-13,30-197,SAC,PHI,1,30.58333333333333,4.0,12.0,0.333,1.0,6.0,0.167,2,2.0,1.0,1.0,7.0,8.0,2.0,1.0,0.0,1.0,1.0,11.0,8.0,-20.0,6.0,3.0,0.5,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,7.0,45.0,2.5,7.1999999999999975,54.899999999999984,3.049999999999999,0.1242675287936957,L (-13),L (-13)
27.0,27,2022-12-14,30-198,SAC,TOR,1,36.35,4.0,8.0,0.5,0.0,4.0,0.0,4,4.0,1.0,2.0,6.0,8.0,3.0,0.0,0.0,0.0,1.0,12.0,12.9,8.0,4.0,4.0,1.0,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,11.0,70.0,3.888888888888889,11.3,82.39999999999999,4.5777777777777775,0.1242675287936957,L (-20),L (-20)
28.0,28,2022-12-16,30-200,SAC,DET,1,36.583333333333336,5.0,9.0,0.556,3.0,4.0,0.75,6,6.0,1.0,1.0,6.0,7.0,2.0,3.0,0.0,3.0,3.0,19.0,17.4,16.0,5.0,2.0,0.4,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,13.0,61.0,3.388888888888889,14.999999999999996,75.80000000000001,4.211111111111112,0.1242675287936957,W (+1),W (+1)
29.0,29,2022-12-19,30-203,SAC,CHO,1,29.48333333333333,3.0,7.0,0.429,0.0,2.0,0.0,5,8.0,0.625,0.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,11.0,9.7,2.0,5.0,3.0,0.6,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,3.0,57.0,3.1666666666666665,7.700000000000001,75.3,4.183333333333334,0.1242675287936957,W (+9),W (+9)
30.0,30,2022-12-21,30-205,SAC,LAL,1,33.93333333333333,8.0,15.0,0.533,3.0,7.0,0.429,1,3.0,0.333,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,20.0,15.4,8.0,8.0,5.0,0.625,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,11.0,73.0,4.055555555555555,15.0,86.8,4.822222222222222,0.1242675287936957,L (-6),L (-6)
31.0,31,2022-12-23,30-207,SAC,WAS,1,37.98333333333333,4.0,13.0,0.308,2.0,7.0,0.286,1,2.0,0.5,0.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,11.0,2.2,-2.0,6.0,2.0,0.3333333333333333,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,-1.0,53.0,2.9444444444444446,1.8000000000000005,69.2,3.844444444444445,0.1242675287936957,W (+14),W (+14)
