Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,24-053,SAC,POR,1.0,28.8,8.0,12.0,0.667,6.0,9.0,0.667,1.0,2.0,0.5,0.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,23.0,18.9,16.0,3.0,2.0,0.6666666666666666,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,14.0,61.0,3.388888888888889,18.5,61.19999999999999,3.3999999999999995,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,L (-7),L (-7)
2.0,2.0,2022-10-22,24-056,SAC,LAC,1.0,32.43333333333333,5.0,9.0,0.556,5.0,8.0,0.625,3.0,4.0,0.75,0.0,3.0,3.0,5.0,0.0,0.0,1.0,4.0,18.0,15.1,5.0,1.0,0.0,0.0,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,12.0,50.0,2.7777777777777777,13.899999999999997,65.10000000000001,3.616666666666667,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,L (-2),L (-2)
3.0,3.0,2022-10-23,24-057,SAC,GSW,1.0,30.933333333333334,3.0,14.0,0.214,1.0,8.0,0.125,2.0,2.0,1.0,0.0,5.0,5.0,4.0,0.0,0.0,2.0,3.0,9.0,1.5,5.0,6.0,2.0,0.3333333333333333,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,0.0,78.0,4.333333333333333,0.7000000000000011,89.1,4.949999999999999,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,L (-5),L (-5)
4.0,4.0,2022-10-27,24-061,SAC,MEM,1.0,19.15,3.0,8.0,0.375,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,7.0,4.2,7.0,4.0,2.0,0.5,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,3.0,63.0,3.5,4.199999999999999,75.49999999999999,4.194444444444444,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,L (-15),L (-15)
5.0,5.0,2022-10-29,24-063,SAC,MIA,1.0,38.18333333333333,8.0,11.0,0.727,7.0,8.0,0.875,4.0,6.0,0.667,0.0,3.0,3.0,7.0,0.0,0.0,0.0,2.0,27.0,26.7,5.0,3.0,1.0,0.3333333333333333,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,20.0,50.0,2.7777777777777777,25.1,53.69999999999998,2.9833333333333325,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,W (+6),W (+6)
6.0,6.0,2022-10-31,24-065,SAC,CHO,1.0,35.78333333333333,8.0,16.0,0.5,5.0,10.0,0.5,5.0,5.0,1.0,0.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,26.0,22.4,10.0,6.0,3.0,0.5,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,13.0,50.0,2.7777777777777777,20.4,57.7,3.205555555555556,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,W (+7),W (+7)
7.0,7.0,2022-11-02,24-067,SAC,MIA,1.0,38.06666666666667,9.0,17.0,0.529,4.0,9.0,0.444,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,22.0,14.5,-1.0,8.0,5.0,0.625,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,9.0,61.0,3.388888888888889,14.500000000000004,63.6,3.533333333333333,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,L (-3),L (-3)
8.0,8.0,2022-11-05,24-070,SAC,ORL,1.0,32.2,3.0,7.0,0.429,3.0,6.0,0.5,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,9.0,5.1,-16.0,1.0,0.0,0.0,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,3.0,63.0,3.5,5.1000000000000005,84.00000000000001,4.666666666666668,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,W (+3),W (+3)
9.0,9.0,2022-11-07,24-072,SAC,GSW,1.0,31.8,4.0,9.0,0.444,3.0,6.0,0.5,0.0,0.0,,0.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,11.0,8.1,-13.0,3.0,1.0,0.3333333333333333,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,7.0,52.0,2.888888888888889,8.099999999999998,68.69999999999997,3.816666666666665,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,L (-3),L (-3)
10.0,10.0,2022-11-09,24-074,SAC,CLE,1.0,29.83333333333333,3.0,7.0,0.429,2.0,5.0,0.4,6.0,7.0,0.857,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,14.0,11.8,12.0,2.0,1.0,0.5,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,4.0,73.0,4.055555555555555,9.4,93.2,5.177777777777778,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,W (+7),W (+7)
