Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-11,24-076,SAC,LAL,1.0,32.46666666666667,6.0,13.0,0.462,4.0,9.0,0.444,0.0,1.0,0.0,1.0,5.0,6.0,2.0,3.0,2.0,3.0,1.0,16.0,13.5,6.0,4.0,2.0,0.5,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,12.0,66.0,3.6666666666666665,13.5,81.10000000000002,4.505555555555556,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,W (+6),W (+6)
12.0,12.0,2022-11-13,24-078,SAC,GSW,1.0,32.45,6.0,9.0,0.667,4.0,6.0,0.667,1.0,4.0,0.25,0.0,5.0,5.0,4.0,0.0,0.0,3.0,1.0,17.0,12.8,2.0,3.0,2.0,0.6666666666666666,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,10.0,73.0,4.055555555555555,12.4,82.10000000000001,4.561111111111112,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,W (+7),W (+7)
13.0,13.0,2022-11-15,24-080,SAC,BRK,1.0,29.666666666666668,7.0,10.0,0.7,5.0,7.0,0.714,0.0,0.0,,1.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,19.0,16.1,40.0,3.0,2.0,0.6666666666666666,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,13.0,99.0,5.5,16.099999999999998,112.8,6.266666666666667,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,W (+32),W (+32)
14.0,14.0,2022-11-17,24-082,SAC,SAS,1.0,34.18333333333333,3.0,11.0,0.273,1.0,5.0,0.2,0.0,0.0,,0.0,2.0,2.0,6.0,1.0,1.0,2.0,3.0,7.0,3.8,2.0,6.0,2.0,0.3333333333333333,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,4.0,79.0,4.388888888888889,3.799999999999998,99.0,5.5,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,W (+18),W (+18)
15.0,15.0,2022-11-20,24-085,SAC,DET,1.0,38.31666666666667,10.0,19.0,0.526,4.0,11.0,0.364,0.0,0.0,,2.0,3.0,5.0,5.0,1.0,0.0,2.0,4.0,24.0,17.9,20.0,8.0,6.0,0.75,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,14.0,68.0,3.7777777777777777,17.9,92.20000000000002,5.122222222222224,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,W (+8),W (+8)
16.0,16.0,2022-11-22,24-087,SAC,MEM,1.0,33.333333333333336,6.0,10.0,0.6,4.0,7.0,0.571,2.0,4.0,0.5,2.0,4.0,6.0,1.0,3.0,1.0,3.0,3.0,18.0,15.4,-2.0,3.0,2.0,0.6666666666666666,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,12.0,51.0,2.833333333333333,14.599999999999994,60.60000000000001,3.366666666666667,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,W (+4),W (+4)
17.0,17.0,2022-11-23,24-088,SAC,ATL,1.0,29.266666666666666,4.0,10.0,0.4,3.0,7.0,0.429,2.0,2.0,1.0,0.0,4.0,4.0,5.0,1.0,1.0,2.0,5.0,13.0,10.0,-7.0,3.0,1.0,0.3333333333333333,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,10.0,50.0,2.7777777777777777,9.199999999999996,58.99999999999999,3.277777777777777,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,L (-9),L (-9)
18.0,18.0,2022-11-25,24-090,SAC,BOS,1.0,31.816666666666663,2.0,10.0,0.2,0.0,6.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,2.0,2.0,7.0,1.7,-13.0,4.0,2.0,0.5,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,-1.0,45.0,2.5,0.4999999999999982,56.79999999999998,3.1555555555555546,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,L (-18),L (-18)
19.0,19.0,2022-11-28,24-093,SAC,PHO,1.0,32.43333333333333,8.0,15.0,0.533,0.0,5.0,0.0,2.0,3.0,0.667,1.0,6.0,7.0,3.0,3.0,0.0,2.0,2.0,18.0,15.1,-6.0,10.0,8.0,0.8,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,11.0,70.0,3.888888888888889,14.299999999999995,81.2,4.511111111111111,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,L (-5),L (-5)
20.0,20.0,2022-11-30,24-095,SAC,IND,1.0,27.516666666666666,5.0,10.0,0.5,2.0,6.0,0.333,1.0,2.0,0.5,1.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,13.0,9.1,25.0,4.0,3.0,0.75,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,6.0,87.0,4.833333333333333,8.699999999999998,93.6,5.199999999999999,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,W (+23),W (+23)
21.0,21.0,2022-12-03,24-098,SAC,LAC,1.0,30.066666666666663,4.0,8.0,0.5,1.0,3.0,0.333,3.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,12.0,12.0,22.0,5.0,3.0,0.6,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,8.0,78.0,4.333333333333333,10.799999999999995,88.6,4.922222222222222,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,,
22.0,22.0,2022-12-04,24-099,SAC,CHI,1.0,31.616666666666667,5.0,18.0,0.278,1.0,11.0,0.091,1.0,2.0,0.5,0.0,0.0,0.0,3.0,1.0,0.0,2.0,3.0,12.0,0.9,7.0,7.0,4.0,0.5714285714285714,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,-6.0,81.0,4.5,0.5000000000000018,81.10000000000001,4.505555555555556,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,W (+27),W (+27)
23.0,23.0,2022-12-07,24-102,SAC,MIL,1.0,32.666666666666664,5.0,9.0,0.556,3.0,6.0,0.5,0.0,0.0,,1.0,2.0,3.0,3.0,0.0,0.0,2.0,3.0,13.0,8.9,-19.0,3.0,2.0,0.6666666666666666,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,8.0,54.0,3.0,8.899999999999999,68.29999999999997,3.7944444444444425,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,W (+9),W (+9)
24.0,24.0,2022-12-09,24-104,SAC,CLE,1.0,33.81666666666667,7.0,15.0,0.467,3.0,7.0,0.429,2.0,2.0,1.0,0.0,5.0,5.0,2.0,3.0,0.0,1.0,2.0,19.0,15.4,14.0,8.0,4.0,0.5,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,11.0,55.0,3.055555555555556,14.599999999999998,63.19999999999997,3.5111111111111093,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,L (-13),L (-13)
25.0,25.0,2022-12-11,24-106,SAC,NYK,1.0,39.36666666666667,6.0,16.0,0.375,2.0,9.0,0.222,3.0,6.0,0.5,2.0,3.0,5.0,6.0,2.0,0.0,2.0,3.0,17.0,12.3,4.0,7.0,4.0,0.5714285714285714,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,6.0,26.0,1.4444444444444444,11.099999999999994,41.6,2.311111111111112,15.2,4.9,1.0,1.4,-0.3,0.1151747827844009,0.617,0.589,0.151,1.7,3.3,W (+11),W (+11)
