Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,JD Davison,Kessler Edwards,co_inf with JD Davison,co_inf with Kessler Edwards,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,9.0,2023-03-18,26-144,SAC,WAS,0,4.216666666666667,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.2,-8,1.0,1.0,1.0,5,1,11,15,16,15,16,14,2,15,10,16,6,2,11,13,14,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,42.0,64.0,74.0,0.1923076923076923,0.5,0.1666666666666666,0.1875,0.2191780821917808,0.0,0.189873417721519,0.1951219512195122,0.175,0.125,0.2,0.2857142857142857,0.2077922077922078,0.1875,0.4,0.2619047619047619,0.203125,0.1891891891891892,12.0,36.0,0.0,0.0,17,1.0,85.0,5.0,0.2000000000000001,99.19999999999996,5.835294117647057,5.2,-0.2,-7.8,-8.6,0.7,0.0022226712467165,0.333,0.485,0.0,-0.1,-0.3,,
22.0,,2023-03-20,26-146,SAC,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,1,11,15,16,15,16,14,2,15,10,16,6,2,11,13,14,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,42.0,64.0,74.0,0.1923076923076923,0.5,0.1666666666666666,0.1875,0.2191780821917808,0.0,0.189873417721519,0.1951219512195122,0.175,0.125,0.2,0.2857142857142857,0.2077922077922078,0.1875,0.4,0.2619047619047619,0.203125,0.1891891891891892,12.0,36.0,0.0,0.0,17,,75.0,4.411764705882353,0.0,81.60000000000001,4.800000000000001,5.2,-0.2,-7.8,-8.6,0.7,0.0022226712467165,0.333,0.485,0.0,-0.1,-0.3,W (+14),W (+14)
23.0,10.0,2023-03-21,26-147,SAC,BOS,0,5.066666666666666,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.4,-2,2.0,0.0,0.0,5,1,11,15,16,15,16,14,2,15,10,16,6,2,11,13,14,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,42.0,64.0,74.0,0.1923076923076923,0.5,0.1666666666666666,0.1875,0.2191780821917808,0.0,0.189873417721519,0.1951219512195122,0.175,0.125,0.2,0.2857142857142857,0.2077922077922078,0.1875,0.4,0.2619047619047619,0.203125,0.1891891891891892,12.0,36.0,0.0,0.0,17,-1.0,63.0,3.7058823529411766,-1.4,78.59999999999998,4.6235294117647046,5.2,-0.2,-7.8,-8.6,0.7,0.0022226712467165,0.333,0.485,0.0,-0.1,-0.3,L (-8),L (-8)
24.0,,2023-03-24,26-150,SAC,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,1,11,15,16,15,16,14,2,15,10,16,6,2,11,13,14,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,42.0,64.0,74.0,0.1923076923076923,0.5,0.1666666666666666,0.1875,0.2191780821917808,0.0,0.189873417721519,0.1951219512195122,0.175,0.125,0.2,0.2857142857142857,0.2077922077922078,0.1875,0.4,0.2619047619047619,0.203125,0.1891891891891892,12.0,36.0,0.0,0.0,17,,66.0,3.882352941176471,0.0,77.79999999999997,4.576470588235292,5.2,-0.2,-7.8,-8.6,0.7,0.0022226712467165,0.333,0.485,0.0,-0.1,-0.3,L (-23),L (-23)
25.0,,2023-03-25,26-151,SAC,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,1,11,15,16,15,16,14,2,15,10,16,6,2,11,13,14,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,42.0,64.0,74.0,0.1923076923076923,0.5,0.1666666666666666,0.1875,0.2191780821917808,0.0,0.189873417721519,0.1951219512195122,0.175,0.125,0.2,0.2857142857142857,0.2077922077922078,0.1875,0.4,0.2619047619047619,0.203125,0.1891891891891892,12.0,36.0,0.0,0.0,17,,32.0,1.8823529411764703,0.0,53.39999999999999,3.141176470588235,5.2,-0.2,-7.8,-8.6,0.7,0.0022226712467165,0.333,0.485,0.0,-0.1,-0.3,W (+8),W (+8)
26.0,,2023-03-27,26-153,SAC,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,1,11,15,16,15,16,14,2,15,10,16,6,2,11,13,14,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,42.0,64.0,74.0,0.1923076923076923,0.5,0.1666666666666666,0.1875,0.2191780821917808,0.0,0.189873417721519,0.1951219512195122,0.175,0.125,0.2,0.2857142857142857,0.2077922077922078,0.1875,0.4,0.2619047619047619,0.203125,0.1891891891891892,12.0,36.0,0.0,0.0,17,,52.0,3.0588235294117645,0.0,62.09999999999999,3.652941176470588,5.2,-0.2,-7.8,-8.6,0.7,0.0022226712467165,0.333,0.485,0.0,-0.1,-0.3,W (+8),W (+8)
27.0,11.0,2023-03-29,26-155,SAC,POR,0,5.983333333333333,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.6,+5,2.0,1.0,0.5,5,1,11,15,16,15,16,14,2,15,10,16,6,2,11,13,14,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,42.0,64.0,74.0,0.1923076923076923,0.5,0.1666666666666666,0.1875,0.2191780821917808,0.0,0.189873417721519,0.1951219512195122,0.175,0.125,0.2,0.2857142857142857,0.2077922077922078,0.1875,0.4,0.2619047619047619,0.203125,0.1891891891891892,12.0,36.0,0.0,0.0,17,0.0,81.0,4.764705882352941,0.5999999999999996,93.1,5.476470588235294,5.2,-0.2,-7.8,-8.6,0.7,0.0022226712467165,0.333,0.485,0.0,-0.1,-0.3,L (-4),L (-4)
28.0,12.0,2023-03-31,26-157,SAC,POR,0,2.1166666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,5,1,11,15,16,15,16,14,2,15,10,16,6,2,11,13,14,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,42.0,64.0,74.0,0.1923076923076923,0.5,0.1666666666666666,0.1875,0.2191780821917808,0.0,0.189873417721519,0.1951219512195122,0.175,0.125,0.2,0.2857142857142857,0.2077922077922078,0.1875,0.4,0.2619047619047619,0.203125,0.1891891891891892,12.0,36.0,0.0,0.0,17,0.0,74.0,4.352941176470588,0.0,88.4,5.2,5.2,-0.2,-7.8,-8.6,0.7,0.0022226712467165,0.333,0.485,0.0,-0.1,-0.3,W (+40),W (+40)
29.0,13.0,2023-04-02,26-159,SAC,SAS,0,0.1166666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,5,1,11,15,16,15,16,14,2,15,10,16,6,2,11,13,14,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,42.0,64.0,74.0,0.1923076923076923,0.5,0.1666666666666666,0.1875,0.2191780821917808,0.0,0.189873417721519,0.1951219512195122,0.175,0.125,0.2,0.2857142857142857,0.2077922077922078,0.1875,0.4,0.2619047619047619,0.203125,0.1891891891891892,12.0,36.0,0.0,0.0,17,0.0,60.0,3.5294117647058822,0.0,83.0,4.882352941176471,5.2,-0.2,-7.8,-8.6,0.7,0.0022226712467165,0.333,0.485,0.0,-0.1,-0.3,W (+24),W (+24)
30.0,14.0,2023-04-04,26-161,SAC,NOP,0,3.0166666666666666,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-3,1.0,1.0,1.0,5,1,11,15,16,15,16,14,2,15,10,16,6,2,11,13,14,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,42.0,64.0,74.0,0.1923076923076923,0.5,0.1666666666666666,0.1875,0.2191780821917808,0.0,0.189873417721519,0.1951219512195122,0.175,0.125,0.2,0.2857142857142857,0.2077922077922078,0.1875,0.4,0.2619047619047619,0.203125,0.1891891891891892,12.0,36.0,0.0,0.0,17,2.0,82.0,4.823529411764706,2.0,99.8,5.870588235294117,5.2,-0.2,-7.8,-8.6,0.7,0.0022226712467165,0.333,0.485,0.0,-0.1,-0.3,L (-8),L (-8)
31.0,,2023-04-05,26-162,SAC,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,1,11,15,16,15,16,14,2,15,10,16,6,2,11,13,14,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,42.0,64.0,74.0,0.1923076923076923,0.5,0.1666666666666666,0.1875,0.2191780821917808,0.0,0.189873417721519,0.1951219512195122,0.175,0.125,0.2,0.2857142857142857,0.2077922077922078,0.1875,0.4,0.2619047619047619,0.203125,0.1891891891891892,12.0,36.0,0.0,0.0,17,,52.0,3.0588235294117645,0.0,71.0,4.176470588235294,5.2,-0.2,-7.8,-8.6,0.7,0.0022226712467165,0.333,0.485,0.0,-0.1,-0.3,W (+18),W (+18)
32.0,15.0,2023-04-07,26-164,SAC,GSW,0,20.316666666666663,3.0,10.0,.300,1.0,6.0,.167,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,1.0,3.0,7.0,1.7,+10,4.0,2.0,0.5,5,1,11,15,16,15,16,14,2,15,10,16,6,2,11,13,14,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,42.0,64.0,74.0,0.1923076923076923,0.5,0.1666666666666666,0.1875,0.2191780821917808,0.0,0.189873417721519,0.1951219512195122,0.175,0.125,0.2,0.2857142857142857,0.2077922077922078,0.1875,0.4,0.2619047619047619,0.203125,0.1891891891891892,12.0,36.0,0.0,0.0,17,1.0,58.0,3.411764705882353,1.6999999999999984,72.1,4.241176470588235,5.2,-0.2,-7.8,-8.6,0.7,0.0022226712467165,0.333,0.485,0.0,-0.1,-0.3,L (-4),L (-4)
33.0,16.0,2023-04-09,26-166,SAC,DEN,0,24.35,2.0,8.0,.250,0.0,3.0,.000,0,0.0,,1.0,3.0,4.0,6.0,3.0,0.0,2.0,2.0,4.0,5.2,-25,5.0,2.0,0.4,5,1,11,15,16,15,16,14,2,15,10,16,6,2,11,13,14,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,42.0,64.0,74.0,0.1923076923076923,0.5,0.1666666666666666,0.1875,0.2191780821917808,0.0,0.189873417721519,0.1951219512195122,0.175,0.125,0.2,0.2857142857142857,0.2077922077922078,0.1875,0.4,0.2619047619047619,0.203125,0.1891891891891892,12.0,36.0,0.0,0.0,17,7.0,83.0,4.882352941176471,5.2,105.9,6.229411764705882,5.2,-0.2,-7.8,-8.6,0.7,0.0022226712467165,0.333,0.485,0.0,-0.1,-0.3,L (-22),L (-22)
