Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
1.0,,2022-10-19,22-284,SAC,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,75.0,4.166666666666667,0.0,79.69999999999999,4.427777777777777,0.0024247322691452,L (-7),L (-7)
2.0,,2022-10-22,22-287,SAC,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,62.0,3.4444444444444446,0.0,79.00000000000001,4.388888888888889,0.0024247322691452,L (-2),L (-2)
3.0,,2022-10-23,22-288,SAC,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,78.0,4.333333333333333,0.0,89.8,4.988888888888889,0.0024247322691452,L (-5),L (-5)
4.0,,2022-10-27,22-292,SAC,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,66.0,3.6666666666666665,0.0,79.69999999999999,4.427777777777777,0.0024247322691452,L (-15),L (-15)
5.0,,2022-10-29,22-294,SAC,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,70.0,3.888888888888889,0.0,78.79999999999997,4.377777777777776,0.0024247322691452,W (+6),W (+6)
6.0,,2022-10-31,22-296,SAC,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,63.0,3.5,0.0,78.1,4.338888888888889,0.0024247322691452,W (+7),W (+7)
7.0,,2022-11-02,22-298,SAC,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,70.0,3.888888888888889,0.0,78.1,4.338888888888889,0.0024247322691452,L (-3),L (-3)
8.0,,2022-11-05,22-301,SAC,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,66.0,3.6666666666666665,0.0,89.10000000000001,4.95,0.0024247322691452,W (+3),W (+3)
9.0,,2022-11-07,22-303,SAC,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,59.0,3.2777777777777777,0.0,76.79999999999997,4.266666666666665,0.0024247322691452,L (-3),L (-3)
10.0,,2022-11-09,22-305,SAC,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,77.0,4.277777777777778,0.0,102.6,5.699999999999999,0.0024247322691452,W (+7),W (+7)
11.0,,2022-11-11,22-307,SAC,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,78.0,4.333333333333333,0.0,94.60000000000002,5.255555555555556,0.0024247322691452,W (+6),W (+6)
12.0,,2022-11-13,22-309,SAC,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,83.0,4.611111111111111,0.0,94.5,5.25,0.0024247322691452,W (+7),W (+7)
13.0,,2022-11-15,22-311,SAC,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,112.0,6.222222222222222,0.0,128.9,7.161111111111111,0.0024247322691452,W (+32),W (+32)
14.0,1.0,2022-11-17,22-313,SAC,SAS,0,1.6166666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,0,0.0,0.0,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,0.0,83.0,4.611111111111111,-0.4,103.2,5.733333333333333,0.0024247322691452,W (+18),W (+18)
15.0,,2022-11-20,22-316,SAC,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,82.0,4.555555555555555,0.0,110.10000000000002,6.116666666666668,0.0024247322691452,W (+8),W (+8)
16.0,,2022-11-22,22-318,SAC,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,63.0,3.5,0.0,75.2,4.177777777777778,0.0024247322691452,W (+4),W (+4)
17.0,,2022-11-23,22-319,SAC,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,60.0,3.333333333333333,0.0,68.19999999999999,3.788888888888888,0.0024247322691452,L (-9),L (-9)
18.0,,2022-11-25,22-321,SAC,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,44.0,2.4444444444444446,0.0,57.29999999999998,3.183333333333332,0.0024247322691452,L (-18),L (-18)
19.0,,2022-11-28,22-324,SAC,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,81.0,4.5,0.0,95.5,5.305555555555555,0.0024247322691452,L (-5),L (-5)
20.0,,2022-11-30,22-326,SAC,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,93.0,5.166666666666667,0.0,102.3,5.683333333333334,0.0024247322691452,W (+23),W (+23)
21.0,,2022-12-03,22-329,SAC,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,86.0,4.777777777777778,0.0,99.39999999999998,5.522222222222221,0.0024247322691452,,
22.0,,2022-12-04,22-330,SAC,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,75.0,4.166666666666667,0.0,81.60000000000001,4.533333333333334,0.0024247322691452,W (+27),W (+27)
