Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,7.0,2022-11-11,25-234,SAC,LAL,0,16.433333333333334,4.0,8.0,.500,1.0,3.0,.333,1,2.0,.500,2.0,3.0,5.0,0.0,1.0,0.0,1.0,1.0,10.0,7.5,-4,5.0,3.0,0.6,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,5.0,73.0,4.055555555555555,7.1,87.50000000000001,4.861111111111112,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,W (+6),W (+6)
12.0,8.0,2022-11-13,25-236,SAC,GSW,0,13.416666666666666,4.0,6.0,.667,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,8.0,6.2,-1,4.0,4.0,1.0,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,5.0,78.0,4.333333333333333,6.2,88.30000000000001,4.905555555555556,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,W (+7),W (+7)
13.0,9.0,2022-11-15,25-238,SAC,BRK,0,15.216666666666669,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,0.0,1.0,0.0,4.0,1.0,2.0,-1.5,-13,2.0,1.0,0.5,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,0.0,112.0,6.222222222222222,-1.4999999999999996,130.4,7.2444444444444445,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,W (+32),W (+32)
14.0,10.0,2022-11-17,25-240,SAC,SAS,0,13.983333333333333,4.0,4.0,1.000,1.0,1.0,1.000,1,1.0,1.000,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,10.0,10.4,+19,3.0,3.0,1.0,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,9.0,74.0,4.111111111111111,9.999999999999996,92.8,5.155555555555555,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,W (+18),W (+18)
15.0,11.0,2022-11-20,25-243,SAC,DET,0,14.2,3.0,4.0,.750,0.0,1.0,.000,0,0.0,,1.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,6.2,-4,3.0,3.0,1.0,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,8.0,74.0,4.111111111111111,6.2,103.9,5.772222222222222,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,W (+8),W (+8)
16.0,12.0,2022-11-22,25-245,SAC,MEM,0,10.6,5.0,7.0,.714,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,10.0,6.2,+2,6.0,5.0,0.8333333333333334,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,5.0,58.0,3.2222222222222223,6.199999999999998,69.0,3.8333333333333335,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,W (+4),W (+4)
17.0,13.0,2022-11-23,25-246,SAC,ATL,0,13.8,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,1.0,5.0,6.0,1.0,0.0,0.0,0.0,1.0,5.0,6.2,-5,2.0,1.0,0.5,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,9.0,51.0,2.833333333333333,6.199999999999999,61.99999999999999,3.444444444444444,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,L (-9),L (-9)
18.0,14.0,2022-11-25,25-248,SAC,BOS,0,10.3,1.0,2.0,.500,0.0,0.0,,2,2.0,1.000,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,1.6,-11,2.0,1.0,0.5,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,0.0,44.0,2.4444444444444446,0.8000000000000003,56.49999999999999,3.1388888888888884,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,L (-18),L (-18)
19.0,15.0,2022-11-28,25-251,SAC,PHO,0,10.9,1.0,2.0,.500,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.7,-2,2.0,1.0,0.5,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,1.0,80.0,4.444444444444445,2.9000000000000004,92.6,5.144444444444444,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,L (-5),L (-5)
20.0,16.0,2022-11-30,25-253,SAC,IND,0,17.383333333333333,4.0,7.0,.571,0.0,1.0,.000,0,0.0,,3.0,5.0,8.0,1.0,0.0,1.0,0.0,2.0,8.0,8.9,+21,6.0,4.0,0.6666666666666666,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,11.0,82.0,4.555555555555555,8.899999999999999,93.4,5.188888888888889,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,W (+23),W (+23)
21.0,17.0,2022-12-03,25-256,SAC,LAC,0,15.266666666666667,3.0,3.0,1.000,0.0,0.0,,4,5.0,.800,2.0,6.0,8.0,2.0,0.0,2.0,1.0,3.0,10.0,12.5,-3,3.0,3.0,1.0,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,13.0,73.0,4.055555555555555,10.9,88.49999999999997,4.916666666666665,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,,
22.0,18.0,2022-12-04,25-257,SAC,CHI,0,11.95,5.0,5.0,1.000,0.0,0.0,,0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,10.0,9.7,+3,5.0,5.0,1.0,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,9.0,66.0,3.6666666666666665,9.7,71.9,3.994444444444445,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,W (+27),W (+27)
23.0,19.0,2022-12-07,25-260,SAC,MIL,0,10.216666666666669,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,5.0,2.8,-1,2.0,1.0,0.5,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,4.0,58.0,3.2222222222222223,2.8,74.39999999999996,4.133333333333331,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,W (+9),W (+9)
24.0,20.0,2022-12-09,25-262,SAC,CLE,0,10.516666666666667,2.0,3.0,.667,0.0,0.0,,2,4.0,.500,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,6.0,4.8,0,3.0,2.0,0.6666666666666666,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,2.0,64.0,3.555555555555556,3.9999999999999982,73.79999999999997,4.099999999999998,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,L (-13),L (-13)
25.0,21.0,2022-12-11,25-264,SAC,NYK,0,8.983333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.2,-7,0.0,0.0,,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,2.0,30.0,1.6666666666666667,0.2000000000000001,52.49999999999999,2.916666666666666,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,W (+11),W (+11)
26.0,22.0,2022-12-13,25-266,SAC,PHI,0,9.733333333333333,2.0,6.0,.333,1.0,3.0,.333,0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,3.6,-7,3.0,1.0,0.3333333333333333,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,3.0,49.0,2.7222222222222223,3.6,58.49999999999999,3.25,17.3,2.1,-0.1,-0.3,0.2,0.0324307940998181,0.639,0.174,0.333,0.3,1.2,L (-13),L (-13)
