Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-11,23-121,SAC,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,78.0,4.588235294117647,0.0,94.60000000000002,5.564705882352943,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,W (+6),W (+6)
12.0,,2022-11-13,23-123,SAC,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,83.0,4.882352941176471,0.0,94.5,5.5588235294117645,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,W (+7),W (+7)
13.0,,2022-11-15,23-125,SAC,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,112.0,6.588235294117647,0.0,128.9,7.582352941176471,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,W (+32),W (+32)
14.0,,2022-11-17,23-127,SAC,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,83.0,4.882352941176471,0.0,103.1,6.064705882352941,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,W (+18),W (+18)
15.0,,2022-11-20,23-130,SAC,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,82.0,4.823529411764706,0.0,110.10000000000002,6.476470588235295,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,W (+8),W (+8)
16.0,,2022-11-22,23-132,SAC,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,63.0,3.7058823529411766,0.0,75.2,4.423529411764706,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,W (+4),W (+4)
17.0,,2022-11-23,23-133,SAC,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,60.0,3.5294117647058822,0.0,68.19999999999999,4.011764705882352,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,L (-9),L (-9)
18.0,,2022-11-25,23-135,SAC,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,44.0,2.588235294117647,0.0,57.29999999999998,3.3705882352941168,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,L (-18),L (-18)
19.0,,2022-11-28,23-138,SAC,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,81.0,4.764705882352941,0.0,95.5,5.617647058823529,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,L (-5),L (-5)
20.0,,2022-11-30,23-140,SAC,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,93.0,5.470588235294118,0.0,102.3,6.017647058823529,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,W (+23),W (+23)
21.0,,2022-12-03,23-143,SAC,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,86.0,5.0588235294117645,0.0,99.39999999999998,5.8470588235294105,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,,
22.0,,2022-12-04,23-144,SAC,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,75.0,4.411764705882353,0.0,81.60000000000001,4.800000000000001,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,W (+27),W (+27)
23.0,,2022-12-07,23-147,SAC,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,62.0,3.647058823529412,0.0,77.19999999999997,4.541176470588233,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,W (+9),W (+9)
24.0,,2022-12-09,23-149,SAC,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,66.0,3.882352941176471,0.0,77.79999999999997,4.576470588235292,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,L (-13),L (-13)
25.0,,2022-12-11,23-151,SAC,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,32.0,1.8823529411764703,0.0,52.69999999999999,3.099999999999999,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,W (+11),W (+11)
26.0,1.0,2022-12-13,23-153,SAC,PHI,0,2.3666666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,-6,0.0,0.0,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,2.0,50.0,2.9411764705882355,0.1999999999999997,61.899999999999984,3.6411764705882335,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,L (-13),L (-13)
27.0,,2022-12-14,23-154,SAC,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,81.0,4.764705882352941,0.0,93.7,5.511764705882353,17.0,0.1,-3.4,-2.6,-0.8,0.0012123661345726,0.607,0.0,0.222,0.0,0.1,L (-20),L (-20)
