Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
23.0,23.0,2022-12-07,26-218,SAC,MIL,1.0,36.266666666666666,9.0,11.0,0.818,1.0,1.0,1.0,4.0,4.0,1.0,4.0,8.0,12.0,7.0,1.0,0.0,2.0,3.0,23.0,26.8,-16.0,10.0,8.0,0.8,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,26.0,36.0,2.0,25.2,51.99999999999999,2.8888888888888884,0.1525560719337239,W (+9),W (+9)
24.0,24.0,2022-12-09,26-220,SAC,CLE,1.0,37.48333333333333,5.0,12.0,0.417,0.0,1.0,0.0,8.0,14.0,0.571,5.0,13.0,18.0,6.0,3.0,2.0,2.0,4.0,18.0,21.6,11.0,11.0,5.0,0.4545454545454545,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,19.0,47.0,2.611111111111111,18.39999999999999,59.39999999999998,3.299999999999999,0.1525560719337239,L (-13),L (-13)
25.0,25.0,2022-12-11,26-222,SAC,NYK,1.0,39.016666666666666,7.0,10.0,0.7,0.0,0.0,,6.0,11.0,0.545,3.0,9.0,12.0,4.0,0.0,0.0,2.0,2.0,20.0,18.6,-6.0,10.0,7.0,0.7,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,13.0,19.0,1.0555555555555556,16.2,36.49999999999999,2.027777777777777,0.1525560719337239,W (+11),W (+11)
26.0,26.0,2022-12-13,26-224,SAC,PHI,1.0,29.716666666666665,8.0,10.0,0.8,0.0,0.0,,6.0,7.0,0.857,4.0,6.0,10.0,5.0,0.0,0.0,1.0,4.0,22.0,23.3,-13.0,10.0,8.0,0.8,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,19.0,33.0,1.8333333333333333,20.899999999999995,41.19999999999999,2.2888888888888883,0.1525560719337239,L (-13),L (-13)
27.0,27.0,2022-12-14,26-225,SAC,TOR,1.0,40.25,10.0,13.0,0.769,0.0,0.0,,1.0,1.0,1.0,5.0,15.0,20.0,7.0,1.0,1.0,5.0,3.0,21.0,24.3,13.0,13.0,10.0,0.7692307692307693,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,31.0,50.0,2.7777777777777777,23.9,69.8,3.8777777777777778,0.1525560719337239,L (-20),L (-20)
28.0,28.0,2022-12-16,26-227,SAC,DET,1.0,40.86666666666667,9.0,11.0,0.818,0.0,1.0,0.0,5.0,7.0,0.714,2.0,11.0,13.0,7.0,2.0,1.0,3.0,2.0,23.0,26.6,11.0,10.0,9.0,0.9,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,25.0,49.0,2.7222222222222223,24.6,66.2,3.677777777777778,0.1525560719337239,W (+1),W (+1)
29.0,29.0,2022-12-19,26-230,SAC,CHO,1.0,40.73333333333333,12.0,19.0,0.632,2.0,2.0,1.0,2.0,5.0,0.4,5.0,18.0,23.0,7.0,1.0,0.0,1.0,4.0,28.0,30.5,6.0,17.0,10.0,0.5882352941176471,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,34.0,26.0,1.4444444444444444,29.7,53.3,2.961111111111111,0.1525560719337239,W (+9),W (+9)
30.0,30.0,2022-12-21,26-232,SAC,LAL,1.0,37.35,4.0,8.0,0.5,1.0,2.0,0.5,4.0,4.0,1.0,7.0,14.0,21.0,12.0,1.0,0.0,4.0,4.0,13.0,21.9,20.0,6.0,3.0,0.5,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,31.0,53.0,2.9444444444444446,20.29999999999999,81.5,4.527777777777778,0.1525560719337239,L (-6),L (-6)
31.0,31.0,2022-12-23,26-234,SAC,WAS,1.0,34.43333333333333,5.0,14.0,0.357,0.0,2.0,0.0,10.0,10.0,1.0,7.0,8.0,15.0,10.0,0.0,0.0,1.0,2.0,20.0,24.7,-6.0,12.0,5.0,0.4166666666666667,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,20.0,32.0,1.7777777777777777,20.7,50.3,2.7944444444444443,0.1525560719337239,W (+14),W (+14)
32.0,,2022-12-27,26-238,SAC,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,,59.0,3.2777777777777777,0.0,73.8,4.1,0.1525560719337239,L (-14),L (-14)
33.0,32.0,2022-12-28,26-239,SAC,DEN,1.0,38.06666666666667,12.0,18.0,0.667,2.0,2.0,1.0,5.0,8.0,0.625,3.0,7.0,10.0,5.0,1.0,1.0,2.0,5.0,31.0,27.4,-4.0,16.0,10.0,0.625,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,20.0,70.0,3.888888888888889,25.4,85.7,4.761111111111111,0.1525560719337239,L (-7),L (-7)
34.0,33.0,2022-12-30,26-241,SAC,UTA,1.0,37.16666666666666,12.0,12.0,1.0,2.0,2.0,1.0,2.0,3.0,0.667,3.0,8.0,11.0,8.0,0.0,0.0,7.0,3.0,28.0,25.9,3.0,10.0,10.0,1.0,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,25.0,55.0,3.055555555555556,25.099999999999994,71.79999999999998,3.988888888888888,0.1525560719337239,W (+1),W (+1)
35.0,34.0,2023-01-01,26-243,SAC,MEM,1.0,32.95,8.0,14.0,0.571,0.0,2.0,0.0,2.0,2.0,1.0,6.0,8.0,14.0,4.0,1.0,0.0,0.0,4.0,18.0,20.2,-1.0,12.0,8.0,0.6666666666666666,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,21.0,43.0,2.388888888888889,19.399999999999995,55.1,3.061111111111112,0.1525560719337239,W (+1),W (+1)
36.0,35.0,2023-01-03,26-245,SAC,UTA,1.0,38.85,8.0,13.0,0.615,0.0,1.0,0.0,5.0,5.0,1.0,3.0,11.0,14.0,8.0,0.0,0.0,2.0,5.0,21.0,22.1,21.0,12.0,8.0,0.6666666666666666,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,23.0,47.0,2.611111111111111,20.099999999999994,61.19999999999999,3.3999999999999995,0.1525560719337239,L (-10),L (-10)
37.0,36.0,2023-01-04,26-246,SAC,ATL,1.0,39.5,7.0,13.0,0.538,0.0,0.0,,6.0,8.0,0.75,4.0,10.0,14.0,8.0,2.0,1.0,4.0,4.0,20.0,21.4,-5.0,13.0,7.0,0.5384615384615384,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,20.0,52.0,2.888888888888889,19.000000000000004,70.29999999999998,3.9055555555555546,0.1525560719337239,W (+2),W (+2)
38.0,37.0,2023-01-07,26-249,SAC,LAL,1.0,35.75,10.0,17.0,0.588,0.0,2.0,0.0,5.0,7.0,0.714,2.0,10.0,12.0,7.0,0.0,1.0,4.0,6.0,25.0,19.9,4.0,15.0,10.0,0.6666666666666666,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,17.0,48.0,2.6666666666666665,17.9,75.39999999999999,4.188888888888888,0.1525560719337239,L (-3),L (-3)
39.0,38.0,2023-01-09,26-251,SAC,ORL,1.0,31.78333333333333,5.0,12.0,0.417,1.0,1.0,1.0,1.0,2.0,0.5,2.0,8.0,10.0,8.0,0.0,0.0,3.0,0.0,12.0,11.6,14.0,11.0,4.0,0.3636363636363636,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,13.0,95.0,5.277777777777778,11.2,106.7,5.927777777777778,0.1525560719337239,L (-2),L (-2)
40.0,39.0,2023-01-11,26-253,SAC,HOU,1.0,37.95,9.0,12.0,0.75,0.0,0.0,,7.0,9.0,0.778,2.0,12.0,14.0,9.0,0.0,0.0,4.0,3.0,25.0,25.5,13.0,12.0,9.0,0.75,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,23.0,56.0,3.111111111111111,22.7,75.3,4.183333333333334,0.1525560719337239,W (+25),W (+25)
41.0,40.0,2023-01-13,26-255,SAC,HOU,1.0,37.46666666666667,6.0,14.0,0.429,0.0,3.0,0.0,7.0,10.0,0.7,5.0,10.0,15.0,16.0,2.0,2.0,2.0,3.0,19.0,28.3,26.0,11.0,6.0,0.5454545454545454,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,28.0,80.0,4.444444444444445,25.5,97.70000000000002,5.427777777777779,0.1525560719337239,W (+20),W (+20)
42.0,41.0,2023-01-15,26-257,SAC,SAS,1.0,35.13333333333333,7.0,14.0,0.5,0.0,1.0,0.0,4.0,4.0,1.0,4.0,14.0,18.0,8.0,0.0,0.0,2.0,4.0,18.0,20.0,10.0,13.0,7.0,0.5384615384615384,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,24.0,58.0,3.2222222222222223,18.4,85.69999999999999,4.76111111111111,0.1525560719337239,,
43.0,,2023-01-18,26-260,SAC,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,,69.0,3.8333333333333335,0.0,87.2,4.844444444444445,0.1525560719337239,W (+25),W (+25)
44.0,42.0,2023-01-20,26-262,SAC,OKC,1.0,37.78333333333333,5.0,9.0,0.556,0.0,1.0,0.0,8.0,8.0,1.0,4.0,10.0,14.0,14.0,0.0,0.0,6.0,3.0,18.0,22.1,4.0,8.0,5.0,0.625,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,23.0,46.0,2.555555555555556,18.9,62.6,3.477777777777778,0.1525560719337239,W (+13),W (+13)
45.0,43.0,2023-01-21,26-263,SAC,PHI,1.0,37.68333333333333,7.0,10.0,0.7,0.0,1.0,0.0,2.0,4.0,0.5,1.0,8.0,9.0,10.0,0.0,0.0,4.0,3.0,16.0,15.9,-2.0,9.0,7.0,0.7777777777777778,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,17.0,57.0,3.1666666666666665,15.099999999999998,83.3,4.627777777777777,0.1525560719337239,W (+5),W (+5)
46.0,44.0,2023-01-23,26-265,SAC,MEM,1.0,30.33333333333333,7.0,13.0,0.538,0.0,1.0,0.0,0.0,0.0,,2.0,8.0,10.0,11.0,0.0,0.0,8.0,3.0,14.0,10.0,22.0,12.0,7.0,0.5833333333333334,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,14.0,94.0,5.222222222222222,9.999999999999996,102.3,5.683333333333334,0.1525560719337239,W (+5),W (+5)
47.0,45.0,2023-01-25,26-267,SAC,TOR,1.0,34.65,4.0,9.0,0.444,1.0,1.0,1.0,0.0,0.0,,2.0,6.0,8.0,4.0,3.0,0.0,9.0,3.0,9.0,3.1,-11.0,8.0,3.0,0.375,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,6.0,55.0,3.055555555555556,3.1000000000000014,65.3,3.6277777777777778,0.1525560719337239,L (-2),L (-2)
48.0,46.0,2023-01-28,26-270,SAC,MIN,1.0,39.4,9.0,13.0,0.692,0.0,1.0,0.0,5.0,8.0,0.625,4.0,6.0,10.0,5.0,0.0,0.0,3.0,4.0,23.0,19.8,-5.0,12.0,9.0,0.75,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,14.0,33.0,1.8333333333333333,17.8,53.7,2.9833333333333334,0.1525560719337239,W (+33),W (+33)
49.0,47.0,2023-01-30,26-272,SAC,MIN,1.0,36.06666666666667,7.0,10.0,0.7,0.0,0.0,,3.0,4.0,0.75,2.0,11.0,13.0,1.0,1.0,2.0,3.0,6.0,17.0,14.8,3.0,10.0,7.0,0.7,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,17.0,56.0,3.111111111111111,13.599999999999994,74.8,4.155555555555555,0.1525560719337239,L (-18),L (-18)
50.0,48.0,2023-02-01,26-274,SAC,SAS,1.0,36.68333333333333,15.0,20.0,0.75,1.0,2.0,0.5,3.0,5.0,0.6,2.0,9.0,11.0,4.0,2.0,2.0,3.0,3.0,34.0,31.3,4.0,18.0,14.0,0.7777777777777778,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,25.0,48.0,2.6666666666666665,30.099999999999994,65.5,3.638888888888889,0.1525560719337239,L (-7),L (-7)
51.0,49.0,2023-02-03,26-276,SAC,IND,1.0,37.71666666666667,6.0,13.0,0.462,0.0,2.0,0.0,3.0,4.0,0.75,4.0,12.0,16.0,6.0,1.0,1.0,4.0,3.0,15.0,15.0,-3.0,11.0,6.0,0.5454545454545454,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,18.0,45.0,2.5,13.799999999999994,57.2,3.177777777777778,0.1525560719337239,W (+7),W (+7)
52.0,50.0,2023-02-05,26-278,SAC,NOP,1.0,27.466666666666665,5.0,10.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,11.0,3.0,0.0,0.0,2.0,2.0,12.0,10.4,-32.0,9.0,4.0,0.4444444444444444,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,13.0,39.0,2.1666666666666665,10.000000000000002,57.1,3.1722222222222225,0.1525560719337239,W (+10),W (+10)
