Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,20.0,2022-12-03,24-348,SAC,LAC,1.0,27.83333333333333,5.0,12.0,0.417,1.0,4.0,0.25,3.0,5.0,0.6,0.0,6.0,6.0,4.0,0.0,1.0,2.0,0.0,14.0,10.1,17.0,8.0,4.0,0.5,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,6.0,80.0,4.444444444444445,8.900000000000002,90.49999999999996,5.027777777777775,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,,
22.0,21.0,2022-12-04,24-349,SAC,CHI,1.0,32.28333333333333,5.0,14.0,0.357,2.0,7.0,0.286,4.0,4.0,1.0,0.0,7.0,7.0,4.0,2.0,0.0,4.0,0.0,16.0,11.1,8.0,7.0,3.0,0.4285714285714285,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,7.0,68.0,3.7777777777777777,9.500000000000004,72.10000000000001,4.005555555555556,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+27),W (+27)
23.0,22.0,2022-12-07,24-352,SAC,MIL,1.0,32.166666666666664,5.0,16.0,0.313,1.0,6.0,0.167,4.0,4.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,15.0,6.3,-1.0,10.0,4.0,0.4,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,-1.0,63.0,3.5,4.7,72.49999999999996,4.027777777777775,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+9),W (+9)
24.0,,2022-12-09,24-354,SAC,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,,66.0,3.6666666666666665,0.0,77.79999999999997,4.32222222222222,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-13),L (-13)
25.0,,2022-12-11,24-356,SAC,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,,32.0,1.7777777777777777,0.0,52.69999999999999,2.927777777777777,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+11),W (+11)
26.0,23.0,2022-12-13,24-358,SAC,PHI,1.0,29.383333333333333,5.0,15.0,0.333,1.0,7.0,0.143,2.0,4.0,0.5,0.0,4.0,4.0,1.0,1.0,0.0,3.0,2.0,13.0,2.8,-14.0,8.0,4.0,0.5,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,-3.0,55.0,3.055555555555556,1.9999999999999991,60.09999999999999,3.338888888888888,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-13),L (-13)
27.0,24.0,2022-12-14,24-359,SAC,TOR,1.0,41.43333333333333,9.0,23.0,0.391,4.0,8.0,0.5,5.0,7.0,0.714,0.0,6.0,6.0,10.0,1.0,0.0,3.0,4.0,27.0,18.9,6.0,15.0,5.0,0.3333333333333333,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,11.0,70.0,3.888888888888889,16.9,76.8,4.266666666666667,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-20),L (-20)
28.0,25.0,2022-12-16,24-361,SAC,DET,1.0,39.35,9.0,19.0,0.474,0.0,5.0,0.0,6.0,9.0,0.667,0.0,5.0,5.0,9.0,1.0,0.0,3.0,4.0,24.0,17.3,19.0,14.0,9.0,0.6428571428571429,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,8.0,66.0,3.6666666666666665,14.9,75.9,4.216666666666667,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+1),W (+1)
29.0,26.0,2022-12-19,24-364,SAC,CHO,1.0,33.71666666666667,14.0,25.0,0.56,2.0,5.0,0.4,7.0,9.0,0.778,1.0,4.0,5.0,2.0,0.0,0.0,2.0,5.0,37.0,23.6,-20.0,20.0,12.0,0.6,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,8.0,52.0,2.888888888888889,20.800000000000004,62.2,3.455555555555556,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+9),W (+9)
30.0,27.0,2022-12-21,25-001,SAC,LAL,1.0,30.316666666666663,7.0,13.0,0.538,0.0,3.0,0.0,8.0,9.0,0.889,0.0,4.0,4.0,6.0,0.0,0.0,2.0,4.0,22.0,17.1,-3.0,10.0,7.0,0.7,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,8.0,76.0,4.222222222222222,13.9,87.89999999999999,4.883333333333333,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-6),L (-6)
31.0,28.0,2022-12-23,25-003,SAC,WAS,1.0,34.68333333333333,9.0,16.0,0.563,0.0,3.0,0.0,8.0,13.0,0.615,1.0,6.0,7.0,3.0,1.0,1.0,1.0,4.0,26.0,20.1,-10.0,13.0,9.0,0.6923076923076923,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,8.0,44.0,2.4444444444444446,16.900000000000006,54.1,3.0055555555555555,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+14),W (+14)
32.0,29.0,2022-12-27,25-007,SAC,DEN,1.0,30.5,10.0,16.0,0.625,3.0,5.0,0.6,3.0,5.0,0.6,0.0,1.0,1.0,4.0,0.0,0.0,5.0,1.0,26.0,15.7,-8.0,11.0,7.0,0.6363636363636364,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,5.0,54.0,3.0,14.500000000000004,59.29999999999998,3.2944444444444434,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-14),L (-14)
33.0,30.0,2022-12-28,25-008,SAC,DEN,1.0,36.91666666666666,12.0,21.0,0.571,2.0,6.0,0.333,5.0,5.0,1.0,0.0,2.0,2.0,13.0,1.0,0.0,4.0,1.0,31.0,27.4,5.0,15.0,10.0,0.6666666666666666,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,17.0,73.0,4.055555555555555,25.4,85.7,4.761111111111111,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-7),L (-7)
34.0,31.0,2022-12-30,25-010,SAC,UTA,1.0,38.7,10.0,24.0,0.417,1.0,5.0,0.2,3.0,4.0,0.75,0.0,3.0,3.0,10.0,0.0,0.0,1.0,2.0,24.0,16.9,8.0,19.0,9.0,0.4736842105263157,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,8.0,72.0,4.0,15.7,81.19999999999999,4.51111111111111,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+1),W (+1)
35.0,32.0,2023-01-01,25-012,SAC,MEM,1.0,35.53333333333333,7.0,18.0,0.389,2.0,4.0,0.5,3.0,3.0,1.0,1.0,3.0,4.0,6.0,1.0,0.0,5.0,1.0,19.0,10.6,-2.0,14.0,5.0,0.3571428571428571,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,4.0,60.0,3.333333333333333,9.399999999999997,65.1,3.616666666666666,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+1),W (+1)
36.0,33.0,2023-01-03,25-014,SAC,UTA,1.0,37.85,15.0,22.0,0.682,1.0,5.0,0.2,6.0,8.0,0.75,0.0,3.0,3.0,6.0,1.0,2.0,4.0,2.0,37.0,29.5,-6.0,17.0,14.0,0.8235294117647058,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,15.0,55.0,3.055555555555556,27.099999999999994,54.19999999999998,3.01111111111111,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-10),L (-10)
37.0,34.0,2023-01-04,25-015,SAC,ATL,1.0,36.98333333333333,9.0,20.0,0.45,0.0,1.0,0.0,7.0,7.0,1.0,0.0,5.0,5.0,5.0,2.0,0.0,1.0,2.0,25.0,19.8,-7.0,19.0,9.0,0.4736842105263157,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,9.0,63.0,3.5,17.0,72.3,4.016666666666667,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+2),W (+2)
38.0,35.0,2023-01-07,25-018,SAC,LAL,1.0,37.88333333333333,11.0,21.0,0.524,0.0,2.0,0.0,12.0,14.0,0.857,0.0,2.0,2.0,9.0,0.0,0.0,3.0,4.0,34.0,25.2,-2.0,19.0,11.0,0.5789473684210527,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,7.0,58.0,3.2222222222222223,20.399999999999995,72.89999999999999,4.05,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-3),L (-3)
39.0,36.0,2023-01-09,25-020,SAC,ORL,1.0,28.566666666666663,5.0,14.0,0.357,1.0,7.0,0.143,0.0,0.0,,1.0,1.0,2.0,9.0,0.0,0.0,2.0,1.0,11.0,8.1,19.0,7.0,4.0,0.5714285714285714,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,6.0,102.0,5.666666666666667,8.100000000000001,109.8,6.1,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-2),L (-2)
40.0,37.0,2023-01-11,25-022,SAC,HOU,1.0,32.03333333333333,9.0,18.0,0.5,2.0,4.0,0.5,4.0,6.0,0.667,1.0,1.0,2.0,9.0,1.0,0.0,1.0,0.0,24.0,21.5,11.0,14.0,7.0,0.5,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,11.0,68.0,3.7777777777777777,19.9,78.1,4.338888888888889,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+25),W (+25)
41.0,38.0,2023-01-13,25-024,SAC,HOU,1.0,33.416666666666664,9.0,14.0,0.643,3.0,5.0,0.6,3.0,3.0,1.0,2.0,3.0,5.0,5.0,1.0,0.0,5.0,1.0,24.0,19.2,19.0,9.0,6.0,0.6666666666666666,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,13.0,95.0,5.277777777777778,18.000000000000004,105.20000000000002,5.844444444444445,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+20),W (+20)
42.0,39.0,2023-01-15,25-026,SAC,SAS,1.0,36.583333333333336,11.0,21.0,0.524,1.0,4.0,0.25,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,23.0,12.9,4.0,17.0,10.0,0.5882352941176471,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,5.0,77.0,4.277777777777778,12.9,91.2,5.066666666666666,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,,
43.0,40.0,2023-01-18,25-029,SAC,LAL,1.0,39.11666666666667,13.0,23.0,0.565,2.0,7.0,0.286,3.0,7.0,0.429,0.0,3.0,3.0,6.0,1.0,0.0,2.0,0.0,31.0,22.6,19.0,16.0,11.0,0.6875,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,9.0,60.0,3.333333333333333,21.4,65.8,3.655555555555555,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+25),W (+25)
44.0,41.0,2023-01-20,25-031,SAC,OKC,1.0,38.3,10.0,23.0,0.435,2.0,6.0,0.333,3.0,7.0,0.429,0.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0,25.0,11.7,3.0,17.0,8.0,0.4705882352941176,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,0.0,69.0,3.8333333333333335,10.5,70.99999999999999,3.944444444444444,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+13),W (+13)
45.0,42.0,2023-01-21,25-032,SAC,PHI,1.0,38.21666666666667,11.0,19.0,0.579,0.0,2.0,0.0,9.0,10.0,0.9,0.0,4.0,4.0,9.0,2.0,0.0,1.0,2.0,31.0,29.4,3.0,17.0,11.0,0.6470588235294118,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,16.0,58.0,3.2222222222222223,25.8,72.6,4.033333333333333,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+5),W (+5)
46.0,43.0,2023-01-23,25-034,SAC,MEM,1.0,32.9,7.0,14.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,1.0,4.0,5.0,10.0,4.0,0.0,6.0,1.0,17.0,16.5,14.0,11.0,6.0,0.5454545454545454,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,14.0,94.0,5.222222222222222,15.700000000000006,96.6,5.366666666666666,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+5),W (+5)
47.0,44.0,2023-01-25,25-036,SAC,TOR,1.0,30.25,7.0,12.0,0.583,1.0,2.0,0.5,1.0,1.0,1.0,1.0,3.0,4.0,8.0,0.0,0.0,4.0,4.0,16.0,12.0,-30.0,10.0,6.0,0.6,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,11.0,50.0,2.7777777777777777,11.600000000000003,56.8,3.1555555555555554,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-2),L (-2)
