Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,,2022-12-14,23-230,SAC,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,81.0,4.764705882352941,0.0,93.7,5.511764705882353,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-20),L (-20)
28.0,,2022-12-16,23-232,SAC,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,74.0,4.352941176470588,0.0,88.4,5.2,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+1),W (+1)
29.0,,2022-12-19,23-235,SAC,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,60.0,3.5294117647058822,0.0,83.0,4.882352941176471,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+9),W (+9)
30.0,19.0,2022-12-21,23-237,SAC,LAL,0,1.7,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,0.0,84.0,4.941176470588236,0.0,101.8,5.988235294117647,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-6),L (-6)
31.0,20.0,2022-12-23,23-239,SAC,WAS,0,3.1333333333333333,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,0,1.0,0.0,0.0,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,-1.0,53.0,3.117647058823529,-1.1,72.1,4.241176470588235,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+14),W (+14)
32.0,21.0,2022-12-27,23-243,SAC,DEN,0,3.283333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.9,0,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,1.0,58.0,3.411764705882353,-0.9000000000000001,74.69999999999999,4.394117647058823,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-14),L (-14)
33.0,22.0,2022-12-28,23-244,SAC,DEN,0,17.566666666666666,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,4.7,+3,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,7.0,83.0,4.882352941176471,4.699999999999999,106.4,6.258823529411765,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-7),L (-7)
34.0,23.0,2022-12-30,23-246,SAC,UTA,0,2.716666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.8,-4,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,-1.0,81.0,4.764705882352941,-1.8,98.69999999999996,5.805882352941175,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+1),W (+1)
35.0,24.0,2023-01-01,23-248,SAC,MEM,0,4.116666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,+1,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,1.0,63.0,3.7058823529411766,-0.1,74.6,4.388235294117647,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+1),W (+1)
36.0,25.0,2023-01-03,23-250,SAC,UTA,0,7.016666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.4,-1,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,2.0,68.0,4.0,0.3999999999999999,80.89999999999998,4.758823529411764,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-10),L (-10)
37.0,,2023-01-04,23-251,SAC,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,72.0,4.235294117647059,0.0,89.30000000000001,5.252941176470589,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+2),W (+2)
38.0,26.0,2023-01-07,23-254,SAC,LAL,0,8.216666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,-4,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,2.0,63.0,3.7058823529411766,1.0,92.29999999999998,5.429411764705882,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-3),L (-3)
39.0,27.0,2023-01-09,23-256,SAC,ORL,0,10.7,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,+15,1.0,1.0,1.0,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,3.0,105.0,6.176470588235294,4.0,113.9,6.7,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-2),L (-2)
40.0,28.0,2023-01-11,23-258,SAC,HOU,0,9.316666666666666,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.8,+7,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,3.0,76.0,4.470588235294118,1.8,96.20000000000002,5.658823529411766,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+25),W (+25)
41.0,29.0,2023-01-13,23-260,SAC,HOU,0,11.366666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,-2,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,1.0,107.0,6.294117647058823,-0.1,123.3,7.252941176470588,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+20),W (+20)
42.0,30.0,2023-01-15,23-262,SAC,SAS,0,4.05,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,0.0,82.0,4.823529411764706,0.0,104.09999999999998,6.1235294117647046,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,,
43.0,31.0,2023-01-18,23-265,SAC,LAL,0,1.3166666666666669,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,-1.0,70.0,4.117647058823529,-0.7,87.9,5.170588235294118,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+25),W (+25)
44.0,32.0,2023-01-20,23-267,SAC,OKC,0,1.8833333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,-1.0,70.0,4.117647058823529,-0.7,82.19999999999999,4.8352941176470585,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+13),W (+13)
45.0,33.0,2023-01-21,23-268,SAC,PHI,0,0.1833333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7,-3,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,0.0,74.0,4.352941176470588,-0.7,99.1,5.829411764705882,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+5),W (+5)
46.0,34.0,2023-01-23,23-270,SAC,MEM,0,3.3666666666666667,0.0,0.0,,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.6,+7,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,0.0,108.0,6.352941176470588,1.2,111.1,6.535294117647059,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+5),W (+5)
47.0,,2023-01-25,23-272,SAC,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,61.0,3.588235294117647,0.0,68.4,4.023529411764706,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-2),L (-2)
48.0,35.0,2023-01-28,23-275,SAC,MIN,0,3.866666666666666,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-4,1.0,0.0,0.0,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,-2.0,49.0,2.8823529411764706,-1.4,72.89999999999999,4.288235294117647,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+33),W (+33)
49.0,,2023-01-30,23-277,SAC,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,73.0,4.294117647058823,0.0,88.40000000000002,5.200000000000001,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-18),L (-18)
50.0,,2023-02-01,23-279,SAC,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,73.0,4.294117647058823,0.0,95.6,5.623529411764705,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-7),L (-7)
51.0,,2023-02-03,23-281,SAC,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,63.0,3.7058823529411766,0.0,71.0,4.176470588235294,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+7),W (+7)
52.0,,2023-02-05,23-283,SAC,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,52.0,3.0588235294117645,0.0,67.1,3.947058823529412,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+10),W (+10)
53.0,,2023-02-06,23-284,SAC,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,109.0,6.411764705882353,0.0,125.6,7.388235294117647,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-3),L (-3)
54.0,,2023-02-08,23-286,SAC,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,73.0,4.294117647058823,0.0,103.39999999999998,6.082352941176469,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-32),L (-32)
55.0,,2023-02-10,23-288,SAC,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,61.0,3.588235294117647,0.0,77.7,4.570588235294117,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+20),W (+20)
