Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-11,23-197,SAC,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,78.0,4.588235294117647,0.0,94.60000000000002,5.564705882352943,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+6),W (+6)
12.0,,2022-11-13,23-199,SAC,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,83.0,4.882352941176471,0.0,95.20000000000002,5.600000000000001,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+7),W (+7)
13.0,7.0,2022-11-15,23-201,SAC,BRK,0,12.433333333333334,1.0,1.0,1.000,0.0,0.0,,4,4.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.9,-3,1.0,1.0,1.0,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,1.0,111.0,6.529411764705882,3.3,126.3,7.429411764705883,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+32),W (+32)
14.0,8.0,2022-11-17,23-203,SAC,SAS,0,1.8166666666666669,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-2,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,1.0,82.0,4.823529411764706,0.7,102.1,6.005882352941176,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+18),W (+18)
15.0,,2022-11-20,23-206,SAC,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,82.0,4.823529411764706,0.0,103.90000000000002,6.111764705882354,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+8),W (+8)
16.0,,2022-11-22,23-208,SAC,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,,63.0,3.7058823529411766,0.0,75.2,4.423529411764706,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+4),W (+4)
17.0,9.0,2022-11-23,23-209,SAC,ATL,0,0.2666666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,0.0,60.0,3.5294117647058822,0.0,69.19999999999999,4.070588235294117,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-9),L (-9)
18.0,10.0,2022-11-25,23-211,SAC,BOS,0,20.716666666666665,3.0,5.0,.600,1.0,2.0,.500,0,0.0,,1.0,3.0,4.0,1.0,1.0,1.0,0.0,4.0,7.0,7.1,+1,3.0,2.0,0.6666666666666666,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,9.0,35.0,2.0588235294117645,7.099999999999998,50.89999999999999,2.994117647058823,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-18),L (-18)
19.0,11.0,2022-11-28,23-214,SAC,PHO,0,5.033333333333333,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.6,-5,2.0,1.0,0.5,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,0.0,81.0,4.764705882352941,0.6,95.6,5.623529411764705,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-5),L (-5)
20.0,12.0,2022-11-30,23-216,SAC,IND,0,14.833333333333334,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,4.5,-2,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,8.0,85.0,5.0,4.5,98.5,5.794117647058823,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+23),W (+23)
21.0,13.0,2022-12-03,23-219,SAC,LAC,0,18.23333333333333,2.0,6.0,.333,0.0,1.0,.000,2,2.0,1.000,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,4.9,+10,5.0,2.0,0.4,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,3.0,83.0,4.882352941176471,4.099999999999999,95.29999999999998,5.605882352941175,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,,
22.0,14.0,2022-12-04,23-220,SAC,CHI,0,18.05,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,1.0,2.0,4.0,3.5,+2,2.0,2.0,1.0,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,6.0,69.0,4.0588235294117645,3.500000000000001,78.10000000000001,4.594117647058824,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+27),W (+27)
23.0,15.0,2022-12-07,23-223,SAC,MIL,0,8.166666666666666,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.5,+4,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,1.0,61.0,3.588235294117647,-0.5,77.69999999999997,4.5705882352941165,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+9),W (+9)
24.0,16.0,2022-12-09,23-225,SAC,CLE,0,3.9166666666666665,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3,-4,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,1.0,65.0,3.823529411764706,0.2999999999999999,77.49999999999997,4.558823529411763,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-13),L (-13)
25.0,17.0,2022-12-11,23-227,SAC,NYK,0,4.05,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-2,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,1.0,31.0,1.8235294117647056,0.7,52.69999999999999,3.099999999999999,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,W (+11),W (+11)
26.0,18.0,2022-12-13,23-229,SAC,PHI,0,7.966666666666667,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,+1,0.0,0.0,,12,2,25,35,33,33,35,33,5,33,34,18,3,10,26,24,30,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,1.0,0.3787878787878788,0.4375,0.4520547945205479,0.0,0.4177215189873418,0.4268292682926829,0.4125,0.3125,0.44,0.4415584415584415,0.5625,0.6,0.625,0.6190476190476191,0.375,0.4054054054054054,12.0,36.0,0.0,0.0,17,3.0,49.0,2.8823529411764706,1.7999999999999998,60.29999999999999,3.547058823529411,6.2,0.3,-3.2,-4.3,1.1,0.0046474035158617,0.554,0.553,0.211,-0.1,0.1,L (-13),L (-13)
