Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,20.0,2022-12-05,19-330,ORL,MIL,0,23.666666666666668,1.0,6.0,.167,1.0,4.0,.250,0,0.0,,3.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,0.7,-15,2.0,0.0,0.0,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,2.0,58.0,3.2222222222222223,0.7000000000000002,62.9,3.4944444444444445,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-13),L (-13)
26.0,21.0,2022-12-07,19-332,ORL,LAC,0,12.15,1.0,2.0,.500,0.0,1.0,.000,3,3.0,1.000,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,3.6,+8,1.0,1.0,1.0,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,1.0,72.0,4.0,2.4,79.5,4.416666666666667,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-7),L (-7)
27.0,,2022-12-09,19-334,ORL,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,62.0,3.4444444444444446,0.0,78.39999999999999,4.355555555555555,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+5),W (+5)
28.0,,2022-12-11,19-336,ORL,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,44.0,2.4444444444444446,0.0,52.60000000000001,2.9222222222222225,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+4),W (+4)
29.0,,2022-12-14,19-339,ORL,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,78.0,4.333333333333333,0.0,93.4,5.188888888888889,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+12),W (+12)
30.0,,2022-12-16,19-341,ORL,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,45.0,2.5,0.0,59.3,3.2944444444444443,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+11),W (+11)
31.0,,2022-12-18,19-343,ORL,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,51.0,2.833333333333333,0.0,59.2,3.288888888888889,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+8),W (+8)
32.0,,2022-12-19,19-344,ORL,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,75.0,4.166666666666667,0.0,84.1,4.672222222222222,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+3),W (+3)
33.0,,2022-12-21,19-346,ORL,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,66.0,3.6666666666666665,0.0,76.69999999999999,4.26111111111111,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-1),L (-1)
34.0,22.0,2022-12-23,19-348,ORL,SAS,0,5.516666666666667,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.6,-2,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,1.0,98.0,5.444444444444445,1.6,99.7,5.538888888888889,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+6),W (+6)
35.0,23.0,2022-12-27,19-352,ORL,LAL,0,8.8,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-4,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,3.0,59.0,3.2777777777777777,3.0,65.0,3.611111111111111,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+20),W (+20)
36.0,24.0,2022-12-28,19-353,ORL,DET,0,10.033333333333331,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,-0.5,-18,1.0,1.0,1.0,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,0.0,55.0,3.055555555555556,-0.5000000000000002,57.89999999999999,3.2166666666666663,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-19),L (-19)
37.0,25.0,2022-12-30,19-355,ORL,WAS,0,28.05,3.0,5.0,.600,2.0,4.0,.500,0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,8.0,5.0,+5,1.0,1.0,1.0,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,4.0,46.0,2.555555555555556,4.999999999999998,56.10000000000001,3.116666666666667,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-20),L (-20)
38.0,26.0,2023-01-04,19-360,ORL,OKC,1,28.35,4.0,9.0,.444,3.0,7.0,.429,0,0.0,,3.0,2.0,5.0,1.0,1.0,0.0,1.0,2.0,11.0,8.9,+2,2.0,1.0,0.5,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,8.0,52.0,2.888888888888889,8.899999999999995,53.39999999999999,2.9666666666666663,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-19),L (-19)
39.0,27.0,2023-01-05,19-361,ORL,MEM,0,12.0,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.3,+6,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,4.0,51.0,2.833333333333333,3.3,65.19999999999999,3.622222222222222,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+11),W (+11)
40.0,28.0,2023-01-07,19-363,ORL,GSW,0,2.183333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-2,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,-1.0,90.0,5.0,-0.7,87.3,4.85,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-8),L (-8)
41.0,29.0,2023-01-09,20-000,ORL,SAC,0,6.533333333333333,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,+4,1.0,0.0,0.0,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,1.0,73.0,4.055555555555555,0.3,79.5,4.416666666666667,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+14),W (+14)
42.0,30.0,2023-01-10,20-001,ORL,POR,0,2.55,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1,0,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,-1.0,72.0,4.0,-1.1,80.89999999999999,4.494444444444444,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,,
43.0,,2023-01-13,20-004,ORL,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,63.0,3.5,0.0,65.10000000000001,3.616666666666667,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-25),L (-25)
44.0,,2023-01-15,20-006,ORL,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,59.0,3.2777777777777777,0.0,76.79999999999998,4.266666666666666,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+3),W (+3)
45.0,,2023-01-20,20-011,ORL,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,77.0,4.277777777777778,0.0,79.30000000000001,4.405555555555556,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-4),L (-4)
46.0,,2023-01-21,20-012,ORL,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,53.0,2.9444444444444446,0.0,74.7,4.15,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-3),L (-3)
47.0,,2023-01-23,20-014,ORL,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,72.0,4.0,0.0,89.6,4.977777777777778,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+13),W (+13)
48.0,,2023-01-25,20-016,ORL,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,90.0,5.0,0.0,96.79999999999998,5.377777777777776,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-20),L (-20)
49.0,,2023-01-27,20-018,ORL,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,62.0,3.4444444444444446,0.0,62.5,3.4722222222222223,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+15),W (+15)
50.0,,2023-01-28,20-019,ORL,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,69.0,3.8333333333333335,0.0,77.00000000000001,4.277777777777779,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+6),W (+6)
