Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,9.0,2022-12-09,25-227,ORL,TOR,1,30.683333333333334,4.0,11.0,.364,1.0,4.0,.250,2,2.0,1.000,0.0,4.0,4.0,2.0,0.0,1.0,2.0,5.0,11.0,4.2,+6,7.0,3.0,0.4285714285714285,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,3.0,59.0,3.2777777777777777,3.3999999999999995,75.0,4.166666666666667,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+5),W (+5)
28.0,10.0,2022-12-11,25-229,ORL,TOR,1,20.816666666666663,2.0,8.0,.250,2.0,4.0,.500,0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,1.0,5.0,6.0,0.6,-2,4.0,0.0,0.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,1.0,43.0,2.388888888888889,0.5999999999999996,52.0,2.888888888888889,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+4),W (+4)
29.0,11.0,2022-12-14,25-232,ORL,ATL,1,30.433333333333334,7.0,9.0,.778,3.0,4.0,.750,0,0.0,,2.0,3.0,5.0,0.0,1.0,0.0,2.0,2.0,17.0,14.0,+5,5.0,4.0,0.8,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,12.0,66.0,3.6666666666666665,13.999999999999996,79.4,4.411111111111111,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+12),W (+12)
30.0,12.0,2022-12-16,25-234,ORL,BOS,1,23.28333333333333,9.0,12.0,.750,1.0,2.0,.500,6,6.0,1.000,4.0,4.0,8.0,1.0,1.0,0.0,2.0,2.0,25.0,23.1,-7,10.0,8.0,0.8,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,15.0,30.0,1.6666666666666667,20.700000000000006,38.6,2.1444444444444444,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+11),W (+11)
31.0,13.0,2022-12-18,25-236,ORL,BOS,1,29.33333333333333,2.0,8.0,.250,1.0,4.0,.250,6,6.0,1.000,0.0,6.0,6.0,3.0,2.0,0.0,0.0,1.0,11.0,11.7,+3,4.0,1.0,0.25,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,8.0,43.0,2.388888888888889,9.300000000000002,49.9,2.772222222222222,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+8),W (+8)
32.0,14.0,2022-12-19,25-237,ORL,ATL,1,29.5,5.0,10.0,.500,1.0,5.0,.200,5,5.0,1.000,1.0,9.0,10.0,2.0,2.0,1.0,0.0,1.0,16.0,18.1,-2,5.0,4.0,0.8,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,16.0,59.0,3.2777777777777777,16.099999999999998,68.0,3.7777777777777777,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+3),W (+3)
33.0,15.0,2022-12-21,25-239,ORL,HOU,1,27.816666666666663,3.0,8.0,.375,1.0,3.0,.333,5,5.0,1.000,2.0,5.0,7.0,3.0,2.0,0.0,1.0,2.0,12.0,12.8,+2,5.0,2.0,0.4,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,10.0,56.0,3.111111111111111,10.800000000000002,65.89999999999999,3.661111111111111,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-1),L (-1)
34.0,16.0,2022-12-23,25-241,ORL,SAS,1,26.316666666666663,6.0,11.0,.545,1.0,3.0,.333,4,4.0,1.000,3.0,5.0,8.0,1.0,0.0,0.0,3.0,2.0,17.0,12.2,+14,8.0,5.0,0.625,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,8.0,91.0,5.055555555555555,10.6,90.7,5.038888888888889,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+6),W (+6)
35.0,17.0,2022-12-27,25-245,ORL,LAL,1,21.816666666666663,5.0,8.0,.625,1.0,3.0,.333,1,2.0,.500,2.0,2.0,4.0,4.0,2.0,0.0,2.0,4.0,12.0,11.2,-7,5.0,4.0,0.8,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,10.0,52.0,2.888888888888889,10.8,57.2,3.177777777777778,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+20),W (+20)
36.0,18.0,2022-12-28,25-246,ORL,DET,1,12.666666666666666,2.0,5.0,.400,2.0,3.0,.667,1,2.0,.500,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,7.0,5.8,-14,2.0,0.0,0.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,5.0,50.0,2.7777777777777777,5.4,51.99999999999999,2.8888888888888884,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-19),L (-19)
37.0,,2022-12-30,25-248,ORL,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,50.0,2.7777777777777777,0.0,61.10000000000001,3.394444444444445,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-20),L (-20)
38.0,,2023-01-04,25-253,ORL,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,60.0,3.333333333333333,0.0,62.29999999999998,3.4611111111111104,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-19),L (-19)
39.0,,2023-01-05,25-254,ORL,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,55.0,3.055555555555556,0.0,68.49999999999999,3.805555555555555,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+11),W (+11)
40.0,19.0,2023-01-07,25-256,ORL,GSW,0,17.283333333333335,1.0,4.0,.250,1.0,2.0,.500,1,4.0,.250,2.0,3.0,5.0,1.0,1.0,0.0,1.0,2.0,4.0,2.6,+2,2.0,0.0,0.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,2.0,87.0,4.833333333333333,2.2,84.4,4.688888888888889,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-8),L (-8)
41.0,20.0,2023-01-09,25-258,ORL,SAC,0,17.6,4.0,7.0,.571,3.0,6.0,.500,1,2.0,.500,1.0,5.0,6.0,2.0,1.0,0.0,2.0,5.0,12.0,8.9,-11,1.0,1.0,1.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,10.0,64.0,3.555555555555556,8.499999999999996,71.3,3.961111111111111,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+14),W (+14)
42.0,21.0,2023-01-10,25-259,ORL,POR,0,17.483333333333334,4.0,7.0,.571,3.0,4.0,.750,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,11.0,5.8,-9,3.0,1.0,0.3333333333333333,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,5.0,66.0,3.6666666666666665,5.799999999999999,74.0,4.111111111111111,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,,
43.0,22.0,2023-01-13,25-262,ORL,UTA,0,17.966666666666665,4.0,7.0,.571,1.0,3.0,.333,2,2.0,1.000,1.0,3.0,4.0,1.0,1.0,0.0,1.0,3.0,11.0,8.8,+3,4.0,3.0,0.75,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,7.0,56.0,3.111111111111111,8.0,57.10000000000001,3.1722222222222225,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-25),L (-25)
44.0,23.0,2023-01-15,25-264,ORL,DEN,0,15.116666666666667,2.0,6.0,.333,0.0,4.0,.000,4,5.0,.800,2.0,3.0,5.0,1.0,0.0,0.0,1.0,2.0,8.0,5.4,+13,2.0,2.0,1.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,2.0,57.0,3.1666666666666665,3.8000000000000016,72.99999999999999,4.0555555555555545,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+3),W (+3)
45.0,24.0,2023-01-20,25-269,ORL,NOP,0,16.366666666666667,1.0,3.0,.333,0.0,2.0,.000,3,3.0,1.000,0.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,5.0,5.1,+22,1.0,1.0,1.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,5.0,72.0,4.0,3.9,75.4,4.188888888888889,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-4),L (-4)
46.0,25.0,2023-01-21,25-270,ORL,WAS,0,8.1,2.0,5.0,.400,0.0,2.0,.000,0,0.0,,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,2.4,-11,3.0,2.0,0.6666666666666666,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,1.0,52.0,2.888888888888889,2.3999999999999995,72.3,4.016666666666667,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-3),L (-3)
47.0,26.0,2023-01-23,25-272,ORL,BOS,0,15.333333333333334,2.0,5.0,.400,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,2.0,4.0,5.0,0.3,+3,3.0,1.0,0.3333333333333333,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,1.0,71.0,3.9444444444444446,0.2999999999999994,89.30000000000001,4.961111111111112,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+13),W (+13)
48.0,27.0,2023-01-25,25-274,ORL,IND,0,7.8,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,1.2,-3,1.0,0.0,0.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,2.0,88.0,4.888888888888889,1.1999999999999993,95.6,5.311111111111111,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-20),L (-20)
49.0,28.0,2023-01-27,25-276,ORL,MIA,0,16.116666666666667,3.0,6.0,.500,0.0,2.0,.000,3,3.0,1.000,0.0,2.0,2.0,1.0,1.0,0.0,2.0,5.0,9.0,4.3,-1,4.0,3.0,0.75,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,2.0,60.0,3.333333333333333,3.0999999999999988,59.4,3.3,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+15),W (+15)
50.0,29.0,2023-01-28,25-277,ORL,CHI,0,23.116666666666667,8.0,11.0,.727,3.0,4.0,.750,8,9.0,.889,0.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,27.0,25.0,+2,7.0,5.0,0.7142857142857143,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,13.0,56.0,3.111111111111111,21.8,55.20000000000001,3.066666666666668,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+6),W (+6)
51.0,30.0,2023-01-30,25-279,ORL,PHI,0,21.766666666666666,6.0,11.0,.545,0.0,4.0,.000,10,10.0,1.000,2.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,22.0,19.6,+1,7.0,6.0,0.8571428571428571,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,8.0,69.0,3.8333333333333335,15.599999999999996,69.5,3.861111111111111,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-5),L (-5)
52.0,31.0,2023-02-01,25-281,ORL,PHI,0,15.333333333333334,2.0,5.0,.400,0.0,3.0,.000,2,3.0,.667,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,6.0,1.7,-9,2.0,2.0,1.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,-1.0,55.0,3.055555555555556,0.8999999999999995,51.2,2.844444444444445,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-19),L (-19)
53.0,32.0,2023-02-03,25-283,ORL,MIN,0,21.416666666666668,6.0,10.0,.600,1.0,2.0,.500,6,7.0,.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,13.6,+8,8.0,5.0,0.625,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,2.0,62.0,3.4444444444444446,11.199999999999998,72.69999999999999,4.038888888888888,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+10),W (+10)
