Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,,2022-11-28,24-183,ORL,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,,66.0,3.882352941176471,0.0,73.1,4.3,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,,
22.0,1.0,2022-11-30,24-185,ORL,ATL,1.0,16.766666666666666,3.0,8.0,0.375,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,2.0,8.0,8.0,-7.0,7.0,3.0,0.4285714285714285,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,5.0,53.0,3.117647058823529,7.1999999999999975,53.6,3.152941176470588,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-7),L (-7)
23.0,2.0,2022-12-02,24-187,ORL,CLE,1.0,29.6,5.0,9.0,0.556,0.0,1.0,0.0,0.0,0.0,,3.0,3.0,6.0,6.0,0.0,0.0,4.0,0.0,10.0,8.9,-6.0,8.0,5.0,0.625,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,9.0,53.0,3.117647058823529,8.899999999999999,57.7,3.394117647058824,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-17),L (-17)
24.0,3.0,2022-12-03,24-188,ORL,TOR,1.0,18.75,3.0,8.0,0.375,0.0,0.0,,1.0,2.0,0.5,0.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,7.0,4.5,-21.0,8.0,3.0,0.375,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,2.0,30.0,1.7647058823529411,4.100000000000001,46.3,2.723529411764705,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-11),L (-11)
25.0,4.0,2022-12-05,24-190,ORL,MIL,1.0,32.15,8.0,18.0,0.444,2.0,4.0,0.5,2.0,2.0,1.0,1.0,4.0,5.0,2.0,2.0,0.0,2.0,2.0,20.0,13.1,8.0,14.0,6.0,0.4285714285714285,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,7.0,53.0,3.117647058823529,12.299999999999995,51.3,3.0176470588235293,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-13),L (-13)
26.0,5.0,2022-12-07,24-192,ORL,LAC,1.0,27.78333333333333,0.0,4.0,0.0,0.0,0.0,,1.0,2.0,0.5,0.0,2.0,2.0,4.0,0.0,0.0,3.0,4.0,1.0,-3.4,-17.0,4.0,0.0,0.0,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,-2.0,75.0,4.411764705882353,-3.8,85.69999999999997,5.041176470588233,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-7),L (-7)
27.0,6.0,2022-12-09,24-194,ORL,TOR,1.0,25.3,6.0,9.0,0.667,3.0,3.0,1.0,0.0,0.0,,0.0,3.0,3.0,5.0,0.0,0.0,3.0,3.0,15.0,11.3,12.0,6.0,3.0,0.5,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,11.0,51.0,3.0,11.299999999999995,67.1,3.947058823529412,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+5),W (+5)
28.0,7.0,2022-12-11,24-196,ORL,TOR,1.0,23.316666666666663,2.0,5.0,0.4,0.0,2.0,0.0,3.0,4.0,0.75,0.0,1.0,1.0,4.0,0.0,0.0,5.0,5.0,7.0,0.0,1.0,3.0,2.0,0.6666666666666666,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,-2.0,46.0,2.7058823529411766,-1.200000000000001,53.80000000000001,3.164705882352942,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+4),W (+4)
29.0,8.0,2022-12-14,24-199,ORL,ATL,1.0,31.616666666666667,8.0,14.0,0.571,0.0,0.0,,0.0,0.0,,3.0,4.0,7.0,9.0,4.0,1.0,1.0,3.0,16.0,21.5,0.0,14.0,8.0,0.5714285714285714,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,22.0,56.0,3.294117647058824,21.500000000000004,71.9,4.229411764705882,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+12),W (+12)
30.0,9.0,2022-12-16,24-201,ORL,BOS,1.0,28.183333333333334,5.0,10.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,2.0,1.0,5.0,6.0,12.0,7.5,2.0,9.0,5.0,0.5555555555555556,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,6.0,39.0,2.294117647058824,6.700000000000001,52.6,3.094117647058824,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+11),W (+11)
31.0,10.0,2022-12-18,24-203,ORL,BOS,1.0,30.3,3.0,10.0,0.3,0.0,0.0,,2.0,2.0,1.0,2.0,3.0,5.0,5.0,3.0,0.0,2.0,0.0,8.0,9.0,7.0,10.0,3.0,0.3,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,7.0,44.0,2.588235294117647,8.2,51.00000000000001,3.0000000000000004,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+8),W (+8)
32.0,11.0,2022-12-19,24-204,ORL,ATL,1.0,33.03333333333333,11.0,19.0,0.579,2.0,3.0,0.667,0.0,0.0,,1.0,5.0,6.0,9.0,1.0,0.0,2.0,1.0,24.0,22.2,5.0,16.0,9.0,0.5625,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,19.0,56.0,3.294117647058824,22.200000000000003,61.89999999999999,3.641176470588235,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+3),W (+3)
33.0,12.0,2022-12-21,24-206,ORL,HOU,1.0,28.916666666666668,4.0,10.0,0.4,0.0,1.0,0.0,3.0,7.0,0.429,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,11.0,4.6,-11.0,9.0,4.0,0.4444444444444444,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,-3.0,69.0,4.0588235294117645,3.3999999999999977,73.3,4.311764705882353,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-1),L (-1)
34.0,13.0,2022-12-23,24-208,ORL,SAS,1.0,23.816666666666663,3.0,5.0,0.6,0.0,0.0,,2.0,4.0,0.5,0.0,7.0,7.0,8.0,4.0,0.0,2.0,1.0,8.0,14.2,2.0,5.0,3.0,0.6,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,16.0,83.0,4.882352941176471,13.4,87.89999999999999,5.170588235294117,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+6),W (+6)
35.0,14.0,2022-12-27,24-212,ORL,LAL,1.0,27.566666666666663,7.0,13.0,0.538,1.0,4.0,0.25,1.0,2.0,0.5,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,16.0,13.7,-3.0,9.0,6.0,0.6666666666666666,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,9.0,53.0,3.117647058823529,13.3,54.7,3.217647058823529,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+20),W (+20)
36.0,15.0,2022-12-28,24-213,ORL,DET,1.0,27.85,2.0,12.0,0.167,0.0,0.0,,2.0,2.0,1.0,1.0,6.0,7.0,9.0,1.0,0.0,1.0,3.0,6.0,6.0,-6.0,12.0,2.0,0.1666666666666666,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,8.0,47.0,2.764705882352941,5.200000000000003,52.2,3.070588235294118,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-19),L (-19)
37.0,16.0,2022-12-30,24-215,ORL,WAS,1.0,26.116666666666667,5.0,12.0,0.417,1.0,5.0,0.2,1.0,2.0,0.5,4.0,3.0,7.0,6.0,3.0,0.0,0.0,0.0,12.0,16.1,-33.0,7.0,4.0,0.5714285714285714,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,14.0,36.0,2.117647058823529,15.7,45.400000000000006,2.670588235294118,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-20),L (-20)
38.0,17.0,2023-01-04,24-220,ORL,OKC,1.0,25.266666666666666,5.0,8.0,0.625,0.0,0.0,,3.0,4.0,0.75,3.0,3.0,6.0,4.0,1.0,1.0,4.0,3.0,13.0,11.3,-3.0,8.0,5.0,0.625,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,9.0,51.0,3.0,10.099999999999998,52.19999999999999,3.070588235294117,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-19),L (-19)
39.0,18.0,2023-01-05,24-221,ORL,MEM,1.0,31.016666666666666,4.0,10.0,0.4,0.0,1.0,0.0,0.0,0.0,,0.0,5.0,5.0,9.0,2.0,0.0,1.0,1.0,8.0,11.0,4.0,9.0,4.0,0.4444444444444444,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,13.0,42.0,2.4705882352941178,10.999999999999998,57.5,3.3823529411764706,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+11),W (+11)
40.0,19.0,2023-01-07,24-223,ORL,GSW,1.0,30.933333333333334,8.0,16.0,0.5,0.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,7.0,6.0,0.0,2.0,0.0,16.0,18.4,7.0,14.0,8.0,0.5714285714285714,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,15.0,74.0,4.352941176470588,18.4,68.2,4.011764705882353,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-8),L (-8)
41.0,20.0,2023-01-09,24-225,ORL,SAC,1.0,28.1,8.0,10.0,0.8,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,5.0,0.0,1.0,2.0,1.0,16.0,15.0,-16.0,10.0,8.0,0.8,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,12.0,62.0,3.647058823529412,15.0,64.8,3.8117647058823527,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+14),W (+14)
42.0,21.0,2023-01-10,24-226,ORL,POR,1.0,36.61666666666667,7.0,8.0,0.875,0.0,0.0,,4.0,4.0,1.0,1.0,2.0,3.0,7.0,1.0,0.0,3.0,1.0,18.0,19.0,7.0,8.0,7.0,0.875,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,14.0,57.0,3.3529411764705883,17.4,62.39999999999999,3.670588235294117,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,,
43.0,22.0,2023-01-13,24-229,ORL,UTA,1.0,29.433333333333334,4.0,9.0,0.444,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,6.0,2.0,0.0,4.0,3.0,8.0,4.6,-4.0,7.0,4.0,0.5714285714285714,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,4.0,59.0,3.4705882352941178,4.600000000000001,60.5,3.5588235294117645,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-25),L (-25)
44.0,23.0,2023-01-15,24-231,ORL,DEN,1.0,27.416666666666668,8.0,10.0,0.8,1.0,1.0,1.0,3.0,6.0,0.5,1.0,6.0,7.0,6.0,2.0,0.0,5.0,2.0,20.0,17.9,-8.0,9.0,7.0,0.7777777777777778,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,14.0,45.0,2.647058823529412,16.7,60.1,3.5352941176470587,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+3),W (+3)
45.0,24.0,2023-01-20,24-236,ORL,NOP,1.0,23.716666666666665,3.0,8.0,0.375,0.0,0.0,,3.0,4.0,0.75,0.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,9.0,5.6,-12.0,8.0,3.0,0.375,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,1.0,76.0,4.470588235294118,4.399999999999999,74.9,4.405882352941177,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-4),L (-4)
46.0,25.0,2023-01-21,24-237,ORL,WAS,1.0,29.3,8.0,14.0,0.571,3.0,4.0,0.75,4.0,4.0,1.0,1.0,4.0,5.0,8.0,1.0,0.0,1.0,3.0,23.0,22.7,-2.0,10.0,5.0,0.5,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,18.0,35.0,2.0588235294117645,21.1,53.59999999999999,3.152941176470588,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-3),L (-3)
