Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-07,19-360,ORL,HOU,1.0,35.483333333333334,8.0,16.0,0.5,2.0,4.0,0.5,12.0,14.0,0.857,0.0,6.0,6.0,4.0,2.0,0.0,5.0,4.0,30.0,21.2,-9.0,12.0,6.0,0.5,28,60,42,17,59,71,46,43,11,27,58,3,33,56,20,35,52,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,47.0,63.0,57.0,0.7567567567567568,0.8571428571428571,0.8235294117647058,0.6296296296296297,0.9833333333333332,0.8875,0.9583333333333334,0.8113207547169812,0.0,1.0,0.7941176470588235,0.9666666666666668,0.75,0.673469387755102,0.9824561403508772,0.425531914893617,0.5555555555555556,0.912280701754386,15,82.0,38.0,0.3947368421052631,0.0,18,7.0,52.0,2.888888888888889,16.399999999999995,44.400000000000006,2.466666666666667,14.9,2.4,-1.5,-0.7,-0.7,0.1572898423817863,0.529,0.254,0.476,0.3,-0.3,L (-7),L (-7)
12.0,,2022-11-09,19-362,ORL,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,60,42,17,59,71,46,43,11,27,58,3,33,56,20,35,52,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,47.0,63.0,57.0,0.7567567567567568,0.8571428571428571,0.8235294117647058,0.6296296296296297,0.9833333333333332,0.8875,0.9583333333333334,0.8113207547169812,0.0,1.0,0.7941176470588235,0.9666666666666668,0.75,0.673469387755102,0.9824561403508772,0.425531914893617,0.5555555555555556,0.912280701754386,15,82.0,38.0,0.3947368421052631,0.0,18,,53.0,2.9444444444444446,0.0,48.1,2.6722222222222225,14.9,2.4,-1.5,-0.7,-0.7,0.1572898423817863,0.529,0.254,0.476,0.3,-0.3,W (+7),W (+7)
13.0,,2022-11-11,19-364,ORL,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,60,42,17,59,71,46,43,11,27,58,3,33,56,20,35,52,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,47.0,63.0,57.0,0.7567567567567568,0.8571428571428571,0.8235294117647058,0.6296296296296297,0.9833333333333332,0.8875,0.9583333333333334,0.8113207547169812,0.0,1.0,0.7941176470588235,0.9666666666666668,0.75,0.673469387755102,0.9824561403508772,0.425531914893617,0.5555555555555556,0.912280701754386,15,82.0,38.0,0.3947368421052631,0.0,18,,64.0,3.555555555555556,0.0,62.8,3.488888888888889,14.9,2.4,-1.5,-0.7,-0.7,0.1572898423817863,0.529,0.254,0.476,0.3,-0.3,W (+17),W (+17)
14.0,,2022-11-14,20-002,ORL,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,60,42,17,59,71,46,43,11,27,58,3,33,56,20,35,52,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,47.0,63.0,57.0,0.7567567567567568,0.8571428571428571,0.8235294117647058,0.6296296296296297,0.9833333333333332,0.8875,0.9583333333333334,0.8113207547169812,0.0,1.0,0.7941176470588235,0.9666666666666668,0.75,0.673469387755102,0.9824561403508772,0.425531914893617,0.5555555555555556,0.912280701754386,15,82.0,38.0,0.3947368421052631,0.0,18,,54.0,3.0,0.0,49.8,2.7666666666666666,14.9,2.4,-1.5,-0.7,-0.7,0.1572898423817863,0.529,0.254,0.476,0.3,-0.3,L (-7),L (-7)
15.0,,2022-11-16,20-004,ORL,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,60,42,17,59,71,46,43,11,27,58,3,33,56,20,35,52,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,47.0,63.0,57.0,0.7567567567567568,0.8571428571428571,0.8235294117647058,0.6296296296296297,0.9833333333333332,0.8875,0.9583333333333334,0.8113207547169812,0.0,1.0,0.7941176470588235,0.9666666666666668,0.75,0.673469387755102,0.9824561403508772,0.425531914893617,0.5555555555555556,0.912280701754386,15,82.0,38.0,0.3947368421052631,0.0,18,,71.0,3.9444444444444446,0.0,64.3,3.572222222222222,14.9,2.4,-1.5,-0.7,-0.7,0.1572898423817863,0.529,0.254,0.476,0.3,-0.3,L (-18),L (-18)
16.0,,2022-11-18,20-006,ORL,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,60,42,17,59,71,46,43,11,27,58,3,33,56,20,35,52,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,47.0,63.0,57.0,0.7567567567567568,0.8571428571428571,0.8235294117647058,0.6296296296296297,0.9833333333333332,0.8875,0.9583333333333334,0.8113207547169812,0.0,1.0,0.7941176470588235,0.9666666666666668,0.75,0.673469387755102,0.9824561403508772,0.425531914893617,0.5555555555555556,0.912280701754386,15,82.0,38.0,0.3947368421052631,0.0,18,,77.0,4.277777777777778,0.0,60.59999999999999,3.366666666666666,14.9,2.4,-1.5,-0.7,-0.7,0.1572898423817863,0.529,0.254,0.476,0.3,-0.3,W (+1),W (+1)
17.0,,2022-11-19,20-007,ORL,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,60,42,17,59,71,46,43,11,27,58,3,33,56,20,35,52,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,47.0,63.0,57.0,0.7567567567567568,0.8571428571428571,0.8235294117647058,0.6296296296296297,0.9833333333333332,0.8875,0.9583333333333334,0.8113207547169812,0.0,1.0,0.7941176470588235,0.9666666666666668,0.75,0.673469387755102,0.9824561403508772,0.425531914893617,0.5555555555555556,0.912280701754386,15,82.0,38.0,0.3947368421052631,0.0,18,,55.0,3.055555555555556,0.0,60.40000000000001,3.355555555555556,14.9,2.4,-1.5,-0.7,-0.7,0.1572898423817863,0.529,0.254,0.476,0.3,-0.3,L (-1),L (-1)
18.0,,2022-11-21,20-009,ORL,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,60,42,17,59,71,46,43,11,27,58,3,33,56,20,35,52,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,47.0,63.0,57.0,0.7567567567567568,0.8571428571428571,0.8235294117647058,0.6296296296296297,0.9833333333333332,0.8875,0.9583333333333334,0.8113207547169812,0.0,1.0,0.7941176470588235,0.9666666666666668,0.75,0.673469387755102,0.9824561403508772,0.425531914893617,0.5555555555555556,0.912280701754386,15,82.0,38.0,0.3947368421052631,0.0,18,,30.0,1.6666666666666667,0.0,39.4,2.1888888888888887,14.9,2.4,-1.5,-0.7,-0.7,0.1572898423817863,0.529,0.254,0.476,0.3,-0.3,L (-21),L (-21)
19.0,12.0,2022-11-25,20-013,ORL,PHI,1.0,35.733333333333334,5.0,12.0,0.417,1.0,3.0,0.333,8.0,11.0,0.727,2.0,2.0,4.0,3.0,1.0,0.0,4.0,1.0,19.0,12.1,-9.0,9.0,4.0,0.4444444444444444,28,60,42,17,59,71,46,43,11,27,58,3,33,56,20,35,52,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,47.0,63.0,57.0,0.7567567567567568,0.8571428571428571,0.8235294117647058,0.6296296296296297,0.9833333333333332,0.8875,0.9583333333333334,0.8113207547169812,0.0,1.0,0.7941176470588235,0.9666666666666668,0.75,0.673469387755102,0.9824561403508772,0.425531914893617,0.5555555555555556,0.912280701754386,15,82.0,38.0,0.3947368421052631,0.0,18,0.0,51.0,2.833333333333333,8.900000000000002,50.3,2.7944444444444443,14.9,2.4,-1.5,-0.7,-0.7,0.1572898423817863,0.529,0.254,0.476,0.3,-0.3,L (-8),L (-8)
20.0,13.0,2022-11-27,20-015,ORL,PHI,1.0,31.23333333333333,7.0,17.0,0.412,1.0,4.0,0.25,3.0,6.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,18.0,7.5,-14.0,13.0,6.0,0.4615384615384615,28,60,42,17,59,71,46,43,11,27,58,3,33,56,20,35,52,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,47.0,63.0,57.0,0.7567567567567568,0.8571428571428571,0.8235294117647058,0.6296296296296297,0.9833333333333332,0.8875,0.9583333333333334,0.8113207547169812,0.0,1.0,0.7941176470588235,0.9666666666666668,0.75,0.673469387755102,0.9824561403508772,0.425531914893617,0.5555555555555556,0.912280701754386,15,82.0,38.0,0.3947368421052631,0.0,18,-3.0,55.0,3.055555555555556,6.300000000000002,50.8,2.822222222222222,14.9,2.4,-1.5,-0.7,-0.7,0.1572898423817863,0.529,0.254,0.476,0.3,-0.3,L (-30),L (-30)
21.0,14.0,2022-11-28,20-016,ORL,BRK,1.0,38.75,9.0,17.0,0.529,1.0,1.0,1.0,5.0,10.0,0.5,2.0,2.0,4.0,5.0,2.0,0.0,5.0,3.0,24.0,15.0,-9.0,16.0,8.0,0.5,28,60,42,17,59,71,46,43,11,27,58,3,33,56,20,35,52,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,47.0,63.0,57.0,0.7567567567567568,0.8571428571428571,0.8235294117647058,0.6296296296296297,0.9833333333333332,0.8875,0.9583333333333334,0.8113207547169812,0.0,1.0,0.7941176470588235,0.9666666666666668,0.75,0.673469387755102,0.9824561403508772,0.425531914893617,0.5555555555555556,0.912280701754386,15,82.0,38.0,0.3947368421052631,0.0,18,3.0,63.0,3.5,13.000000000000004,62.39999999999999,3.4666666666666663,14.9,2.4,-1.5,-0.7,-0.7,0.1572898423817863,0.529,0.254,0.476,0.3,-0.3,,
22.0,15.0,2022-11-30,20-018,ORL,ATL,1.0,34.8,6.0,14.0,0.429,1.0,4.0,0.25,7.0,9.0,0.778,0.0,2.0,2.0,5.0,0.0,0.0,3.0,2.0,20.0,12.1,-21.0,10.0,5.0,0.5,28,60,42,17,59,71,46,43,11,27,58,3,33,56,20,35,52,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,47.0,63.0,57.0,0.7567567567567568,0.8571428571428571,0.8235294117647058,0.6296296296296297,0.9833333333333332,0.8875,0.9583333333333334,0.8113207547169812,0.0,1.0,0.7941176470588235,0.9666666666666668,0.75,0.673469387755102,0.9824561403508772,0.425531914893617,0.5555555555555556,0.912280701754386,15,82.0,38.0,0.3947368421052631,0.0,18,1.0,57.0,3.1666666666666665,9.300000000000002,51.49999999999999,2.8611111111111107,14.9,2.4,-1.5,-0.7,-0.7,0.1572898423817863,0.529,0.254,0.476,0.3,-0.3,L (-7),L (-7)
23.0,16.0,2022-12-02,20-020,ORL,CLE,1.0,37.46666666666667,10.0,17.0,0.588,0.0,2.0,0.0,2.0,4.0,0.5,3.0,2.0,5.0,4.0,1.0,0.0,2.0,0.0,22.0,17.8,-16.0,15.0,10.0,0.6666666666666666,28,60,42,17,59,71,46,43,11,27,58,3,33,56,20,35,52,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,47.0,63.0,57.0,0.7567567567567568,0.8571428571428571,0.8235294117647058,0.6296296296296297,0.9833333333333332,0.8875,0.9583333333333334,0.8113207547169812,0.0,1.0,0.7941176470588235,0.9666666666666668,0.75,0.673469387755102,0.9824561403508772,0.425531914893617,0.5555555555555556,0.912280701754386,15,82.0,38.0,0.3947368421052631,0.0,18,9.0,53.0,2.9444444444444446,17.0,49.6,2.7555555555555555,14.9,2.4,-1.5,-0.7,-0.7,0.1572898423817863,0.529,0.254,0.476,0.3,-0.3,L (-17),L (-17)
24.0,17.0,2022-12-03,20-021,ORL,TOR,1.0,26.883333333333333,2.0,8.0,0.25,1.0,5.0,0.2,4.0,6.0,0.667,2.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,9.0,5.4,-28.0,3.0,1.0,0.3333333333333333,28,60,42,17,59,71,46,43,11,27,58,3,33,56,20,35,52,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,47.0,63.0,57.0,0.7567567567567568,0.8571428571428571,0.8235294117647058,0.6296296296296297,0.9833333333333332,0.8875,0.9583333333333334,0.8113207547169812,0.0,1.0,0.7941176470588235,0.9666666666666668,0.75,0.673469387755102,0.9824561403508772,0.425531914893617,0.5555555555555556,0.912280701754386,15,82.0,38.0,0.3947368421052631,0.0,18,0.0,32.0,1.7777777777777777,3.8000000000000016,46.6,2.588888888888889,14.9,2.4,-1.5,-0.7,-0.7,0.1572898423817863,0.529,0.254,0.476,0.3,-0.3,L (-11),L (-11)
