Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,14.0,2022-12-05,25-250,ORL,MIL,0,14.266666666666667,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,6.6,-13,2.0,1.0,0.5,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,5.0,55.0,3.055555555555556,6.599999999999999,57.0,3.1666666666666665,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,L (-13),L (-13)
26.0,15.0,2022-12-07,25-252,ORL,LAC,0,14.683333333333334,4.0,7.0,.571,1.0,3.0,.333,0,0.0,,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,9.0,9.1,+14,4.0,3.0,0.75,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,8.0,65.0,3.611111111111111,9.099999999999998,72.8,4.044444444444444,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,L (-7),L (-7)
27.0,16.0,2022-12-09,25-254,ORL,TOR,0,15.133333333333333,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-0.8,-4,1.0,0.0,0.0,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,0.0,62.0,3.4444444444444446,-0.8,79.19999999999999,4.4,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,W (+5),W (+5)
28.0,17.0,2022-12-11,25-256,ORL,TOR,0,8.866666666666667,1.0,4.0,.250,0.0,2.0,.000,1,1.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,3.0,0.7,+4,2.0,1.0,0.5,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,1.0,43.0,2.388888888888889,0.2999999999999998,52.3,2.9055555555555554,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,W (+4),W (+4)
29.0,18.0,2022-12-14,25-259,ORL,ATL,0,14.416666666666666,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.6,-4,1.0,1.0,1.0,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,3.0,75.0,4.166666666666667,2.6,90.8,5.044444444444444,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,W (+12),W (+12)
30.0,19.0,2022-12-16,25-261,ORL,BOS,0,11.0,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,1.4,+9,0.0,0.0,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,3.0,42.0,2.333333333333333,1.3999999999999997,57.89999999999999,3.2166666666666663,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,W (+11),W (+11)
31.0,20.0,2022-12-18,25-263,ORL,BOS,0,16.816666666666666,5.0,7.0,.714,3.0,5.0,.600,0,0.0,,0.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,13.0,11.5,-2,2.0,2.0,1.0,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,11.0,40.0,2.2222222222222223,11.5,47.7,2.6500000000000004,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,W (+8),W (+8)
32.0,21.0,2022-12-19,25-264,ORL,ATL,0,13.116666666666667,3.0,5.0,.600,2.0,4.0,.500,1,1.0,1.000,1.0,6.0,7.0,0.0,0.0,1.0,0.0,1.0,9.0,9.5,0,1.0,1.0,1.0,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,11.0,64.0,3.555555555555556,9.099999999999998,75.0,4.166666666666667,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,W (+3),W (+3)
33.0,22.0,2022-12-21,25-266,ORL,HOU,0,15.883333333333333,2.0,4.0,.500,0.0,2.0,.000,3,3.0,1.000,2.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,7.0,8.3,+9,2.0,2.0,1.0,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,6.0,60.0,3.333333333333333,7.100000000000001,69.6,3.866666666666666,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,L (-1),L (-1)
34.0,,2022-12-23,25-268,ORL,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,99.0,5.5,0.0,101.3,5.627777777777777,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,W (+6),W (+6)
35.0,,2022-12-27,25-272,ORL,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,62.0,3.4444444444444446,0.0,68.0,3.7777777777777777,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,W (+20),W (+20)
36.0,23.0,2022-12-28,25-273,ORL,DET,0,9.983333333333333,1.0,2.0,.500,0.0,1.0,.000,1,2.0,.500,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.2,-4,1.0,1.0,1.0,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,-1.0,56.0,3.111111111111111,0.8000000000000003,56.6,3.1444444444444444,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,L (-19),L (-19)
37.0,24.0,2022-12-30,25-275,ORL,WAS,0,27.216666666666665,2.0,7.0,.286,0.0,3.0,.000,3,4.0,.750,1.0,3.0,4.0,4.0,0.0,0.0,0.0,3.0,7.0,5.7,-1,4.0,2.0,0.5,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,4.0,46.0,2.555555555555556,4.499999999999999,56.60000000000001,3.144444444444445,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,L (-20),L (-20)
38.0,,2023-01-04,25-280,ORL,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,60.0,3.333333333333333,0.0,62.29999999999998,3.4611111111111104,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,L (-19),L (-19)
39.0,25.0,2023-01-05,25-281,ORL,MEM,0,18.0,3.0,4.0,.750,0.0,1.0,.000,2,2.0,1.000,1.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,8.0,9.0,-10,3.0,3.0,1.0,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,8.0,47.0,2.611111111111111,8.199999999999998,60.3,3.35,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,W (+11),W (+11)
40.0,,2023-01-07,25-283,ORL,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,89.0,4.944444444444445,0.0,86.60000000000001,4.811111111111112,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,L (-8),L (-8)
41.0,,2023-01-09,25-285,ORL,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,74.0,4.111111111111111,0.0,79.8,4.433333333333334,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,W (+14),W (+14)
42.0,,2023-01-10,25-286,ORL,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,71.0,3.9444444444444446,0.0,79.8,4.433333333333334,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,,
43.0,,2023-01-13,25-289,ORL,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,63.0,3.5,0.0,65.10000000000001,3.616666666666667,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,L (-25),L (-25)
44.0,,2023-01-15,25-291,ORL,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,59.0,3.2777777777777777,0.0,76.79999999999998,4.266666666666666,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,W (+3),W (+3)
45.0,,2023-01-20,25-296,ORL,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,77.0,4.277777777777778,0.0,79.30000000000001,4.405555555555556,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,L (-4),L (-4)
46.0,26.0,2023-01-21,25-297,ORL,WAS,0,2.333333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,0.0,53.0,2.9444444444444446,0.0,74.7,4.15,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,L (-3),L (-3)
47.0,,2023-01-23,25-299,ORL,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,72.0,4.0,0.0,89.6,4.977777777777778,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,W (+13),W (+13)
48.0,,2023-01-25,25-301,ORL,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,90.0,5.0,0.0,96.79999999999998,5.377777777777776,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,L (-20),L (-20)
49.0,,2023-01-27,25-303,ORL,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,62.0,3.4444444444444446,0.0,62.5,3.4722222222222223,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,W (+15),W (+15)
50.0,27.0,2023-01-28,25-304,ORL,CHI,0,14.816666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,-1.1,0,0.0,0.0,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,0.0,69.0,3.8333333333333335,-1.1,78.10000000000001,4.3388888888888895,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,W (+6),W (+6)
51.0,,2023-01-30,25-306,ORL,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,77.0,4.277777777777778,0.0,85.1,4.727777777777778,10.1,0.8,-2.9,-2.2,-0.7,0.0169658493870402,0.587,0.607,0.189,-0.1,0.5,L (-5),L (-5)
