Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Derrick White,Goga Bitadze,co_inf with Derrick White,co_inf with Goga Bitadze,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1,,2023-03-26,22-206,ORL,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,38.0,0.0,0.0,0,,63.0,0.0,0.0,0,,14.2,0.1,-1.9,-2.9,1.0,0.0014229422066549,0.825,0.286,0.286,0.0,0.0,W (+13),W (+13)
2,,2023-03-28,22-208,ORL,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,38.0,0.0,0.0,0,,45.0,0.0,0.0,0,,14.2,0.1,-1.9,-2.9,1.0,0.0014229422066549,0.825,0.286,0.286,0.0,0.0,L (-5),L (-5)
3,,2023-03-31,22-211,ORL,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,38.0,0.0,0.0,0,,94.0,0.0,0.0,0,,14.2,0.1,-1.9,-2.9,1.0,0.0014229422066549,0.825,0.286,0.286,0.0,0.0,W (+7),W (+7)
4,1.0,2023-04-02,22-213,ORL,DET,0,2.533333333333333,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.6,+2,1.0,1.0,1.0,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,38.0,0.0,0.0,0,2.0,42.0,0.0,1.5999999999999996,0,,14.2,0.1,-1.9,-2.9,1.0,0.0014229422066549,0.825,0.286,0.286,0.0,0.0,W (+26),W (+26)
5,,2023-04-04,22-215,ORL,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,38.0,0.0,0.0,0,,47.0,0.0,0.0,0,,14.2,0.1,-1.9,-2.9,1.0,0.0014229422066549,0.825,0.286,0.286,0.0,0.0,L (-4),L (-4)
6,2.0,2023-04-06,22-217,ORL,CLE,0,27.58333333333333,4.0,6.0,.667,2.0,2.0,1.000,1,2.0,.500,0.0,5.0,5.0,1.0,2.0,0.0,3.0,1.0,11.0,8.8,-18,4.0,2.0,0.5,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,38.0,0.0,0.0,0,8.0,63.0,0.0,8.4,0,,14.2,0.1,-1.9,-2.9,1.0,0.0014229422066549,0.825,0.286,0.286,0.0,0.0,L (-24),L (-24)
7,,2023-04-07,22-218,ORL,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,38.0,0.0,0.0,0,,47.0,0.0,0.0,0,,14.2,0.1,-1.9,-2.9,1.0,0.0014229422066549,0.825,0.286,0.286,0.0,0.0,L (-17),L (-17)
8,,2023-04-09,22-220,ORL,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,38.0,0.0,0.0,0,,68.0,0.0,0.0,0,,14.2,0.1,-1.9,-2.9,1.0,0.0014229422066549,0.825,0.286,0.286,0.0,0.0,L (-13),L (-13)
