Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,26.0,2022-12-07,23-021,ORL,LAC,1,34.15,9.0,14.0,.643,1.0,2.0,.500,1,1.0,1.000,3.0,6.0,9.0,3.0,2.0,2.0,3.0,1.0,20.0,19.8,-2,12.0,8.0,0.6666666666666666,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,18.0,55.0,3.055555555555556,19.40000000000001,62.49999999999999,3.472222222222222,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-7),L (-7)
27.0,27.0,2022-12-09,23-023,ORL,TOR,1,29.83333333333333,4.0,6.0,.667,0.0,1.0,.000,2,2.0,1.000,0.0,6.0,6.0,2.0,0.0,0.0,3.0,1.0,10.0,7.2,+5,5.0,4.0,0.8,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,7.0,55.0,3.055555555555556,6.399999999999999,71.99999999999999,3.999999999999999,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+5),W (+5)
28.0,28.0,2022-12-11,23-025,ORL,TOR,1,22.066666666666663,3.0,4.0,.750,0.0,1.0,.000,0,0.0,,1.0,4.0,5.0,2.0,0.0,3.0,1.0,0.0,6.0,8.8,-6,3.0,3.0,1.0,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,11.0,33.0,1.8333333333333333,8.8,43.8,2.433333333333333,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+4),W (+4)
29.0,29.0,2022-12-14,23-028,ORL,ATL,1,27.466666666666665,7.0,13.0,.538,3.0,4.0,.750,4,5.0,.800,4.0,3.0,7.0,2.0,1.0,1.0,0.0,0.0,21.0,21.1,+10,9.0,4.0,0.4444444444444444,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,14.0,64.0,3.555555555555556,19.5,73.9,4.105555555555556,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+12),W (+12)
30.0,30.0,2022-12-16,23-030,ORL,BOS,1,19.1,1.0,5.0,.200,0.0,2.0,.000,2,4.0,.500,1.0,7.0,8.0,0.0,0.0,0.0,2.0,0.0,4.0,0.9,-1,3.0,1.0,0.3333333333333333,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,1.0,44.0,2.4444444444444446,0.1000000000000009,59.2,3.288888888888889,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+11),W (+11)
31.0,31.0,2022-12-18,23-032,ORL,BOS,1,20.133333333333333,5.0,9.0,.556,0.0,1.0,.000,1,1.0,1.000,3.0,5.0,8.0,0.0,0.0,0.0,1.0,2.0,11.0,8.5,-2,8.0,5.0,0.625,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,8.0,43.0,2.388888888888889,8.1,51.1,2.838888888888889,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+8),W (+8)
32.0,32.0,2022-12-19,23-033,ORL,ATL,1,22.0,3.0,6.0,.500,0.0,0.0,,0,0.0,,0.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,6.0,4.5,-2,6.0,3.0,0.5,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,5.0,70.0,3.888888888888889,4.5,79.6,4.422222222222222,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+3),W (+3)
33.0,33.0,2022-12-21,23-035,ORL,HOU,1,25.366666666666667,3.0,6.0,.500,0.0,2.0,.000,2,2.0,1.000,2.0,5.0,7.0,0.0,0.0,2.0,1.0,4.0,8.0,6.7,-9,4.0,3.0,0.75,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,8.0,58.0,3.2222222222222223,5.9,70.8,3.933333333333333,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-1),L (-1)
34.0,34.0,2022-12-23,23-037,ORL,SAS,1,23.766666666666666,6.0,8.0,.750,2.0,3.0,.667,0,0.0,,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,14.0,11.7,+4,5.0,4.0,0.8,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,9.0,90.0,5.0,11.7,89.6,4.977777777777778,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+6),W (+6)
35.0,35.0,2022-12-27,23-041,ORL,LAL,1,21.98333333333333,4.0,7.0,.571,1.0,1.0,1.000,1,4.0,.250,1.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,10.0,8.1,-3,6.0,3.0,0.5,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,5.0,57.0,3.1666666666666665,7.699999999999997,60.30000000000001,3.3500000000000005,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+20),W (+20)
36.0,36.0,2022-12-28,23-042,ORL,DET,1,24.616666666666667,5.0,9.0,.556,0.0,2.0,.000,1,1.0,1.000,1.0,5.0,6.0,0.0,0.0,0.0,3.0,3.0,11.0,4.7,-13,7.0,5.0,0.7142857142857143,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,4.0,51.0,2.833333333333333,4.299999999999998,53.1,2.95,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-19),L (-19)
37.0,37.0,2022-12-30,23-044,ORL,WAS,1,30.566666666666663,5.0,11.0,.455,0.0,2.0,.000,0,1.0,.000,0.0,9.0,9.0,0.0,1.0,1.0,2.0,4.0,10.0,4.7,-20,9.0,5.0,0.5555555555555556,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,7.0,43.0,2.388888888888889,4.699999999999999,56.400000000000006,3.1333333333333337,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-20),L (-20)
38.0,,2023-01-04,23-049,ORL,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,,60.0,3.333333333333333,0.0,62.29999999999998,3.4611111111111104,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-19),L (-19)
39.0,,2023-01-05,23-050,ORL,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,,55.0,3.055555555555556,0.0,68.49999999999999,3.805555555555555,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+11),W (+11)
40.0,,2023-01-07,23-052,ORL,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,,89.0,4.944444444444445,0.0,86.60000000000001,4.811111111111112,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-8),L (-8)
41.0,,2023-01-09,23-054,ORL,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,,74.0,4.111111111111111,0.0,79.8,4.433333333333334,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+14),W (+14)
42.0,,2023-01-10,23-055,ORL,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,,71.0,3.9444444444444446,0.0,79.8,4.433333333333334,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,,
43.0,38.0,2023-01-13,23-058,ORL,UTA,0,18.133333333333333,2.0,7.0,.286,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,0.2,-19,6.0,2.0,0.3333333333333333,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,-1.0,64.0,3.555555555555556,0.2000000000000006,64.9,3.605555555555556,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-25),L (-25)
44.0,39.0,2023-01-15,23-060,ORL,DEN,0,18.05,8.0,12.0,.667,0.0,1.0,.000,1,1.0,1.000,2.0,4.0,6.0,1.0,1.0,0.0,1.0,1.0,17.0,14.7,-1,11.0,8.0,0.7272727272727273,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,11.0,48.0,2.6666666666666665,14.299999999999995,62.49999999999999,3.472222222222222,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+3),W (+3)
45.0,40.0,2023-01-20,23-065,ORL,NOP,0,20.116666666666667,5.0,7.0,.714,0.0,1.0,.000,2,3.0,.667,1.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,12.0,11.3,+21,6.0,5.0,0.8333333333333334,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,9.0,68.0,3.7777777777777777,10.499999999999998,68.8,3.822222222222222,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-4),L (-4)
46.0,41.0,2023-01-21,23-066,ORL,WAS,0,16.033333333333335,4.0,9.0,.444,0.0,2.0,.000,3,4.0,.750,2.0,2.0,4.0,0.0,0.0,4.0,1.0,1.0,11.0,9.3,-11,7.0,4.0,0.5714285714285714,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,5.0,48.0,2.6666666666666665,8.099999999999998,66.60000000000001,3.7000000000000006,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-3),L (-3)
47.0,42.0,2023-01-23,23-068,ORL,BOS,0,17.366666666666667,1.0,4.0,.250,0.0,1.0,.000,3,4.0,.750,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,2.1,-6,3.0,1.0,0.3333333333333333,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,-1.0,73.0,4.055555555555555,0.9000000000000004,88.70000000000002,4.927777777777779,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+13),W (+13)
48.0,43.0,2023-01-25,23-070,ORL,IND,0,14.866666666666667,4.0,6.0,.667,0.0,0.0,,1,2.0,.500,2.0,6.0,8.0,1.0,0.0,1.0,2.0,1.0,9.0,8.2,-5,6.0,4.0,0.6666666666666666,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,9.0,81.0,4.5,7.799999999999999,89.0,4.944444444444445,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-20),L (-20)
49.0,44.0,2023-01-27,23-072,ORL,MIA,0,19.8,0.0,1.0,.000,0.0,1.0,.000,2,2.0,1.000,0.0,5.0,5.0,1.0,0.0,0.0,1.0,2.0,2.0,1.7,+6,0.0,0.0,,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,4.0,58.0,3.2222222222222223,0.9000000000000001,61.6,3.4222222222222225,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+15),W (+15)
50.0,45.0,2023-01-28,23-073,ORL,CHI,0,23.25,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,5.0,5.0,2.0,0.0,0.0,2.0,0.0,4.0,3.6,0,2.0,2.0,1.0,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,6.0,63.0,3.5,3.6,73.4,4.077777777777778,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+6),W (+6)
51.0,46.0,2023-01-30,23-075,ORL,PHI,0,9.666666666666666,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,-1.8,-2,2.0,0.0,0.0,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,0.0,77.0,4.277777777777778,-1.8000000000000005,86.9,4.827777777777778,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-5),L (-5)
52.0,47.0,2023-02-01,23-077,ORL,PHI,0,14.566666666666666,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,1.0,4.0,5.0,0.0,0.0,2.0,1.0,1.0,2.0,2.2,-3,1.0,1.0,1.0,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,5.0,49.0,2.7222222222222223,2.2,49.89999999999999,2.7722222222222217,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-19),L (-19)
