Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
25,25,8,2022-12-05,22-204,ORL,,MIL,L (-7),0,21:21,0.0,9.0,.000,0.0,4.0,.000,0,0.0,,1.0,3.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,-2.4,-15,5.0,0.0,0.0,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,-2.0,62.0,3.647058823529412,-2.4,66.0,3.8823529411764706
26,26,9,2022-12-07,22-206,ORL,,LAC,W (+5),0,27:00,5.0,13.0,.385,2.0,5.0,.400,1,1.0,1.000,1.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,13.0,9.5,+21,8.0,3.0,0.375,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,7.0,66.0,3.882352941176471,9.099999999999998,72.8,4.2823529411764705
27,27,10,2022-12-09,22-208,ORL,,TOR,W (+4),0,23:29,7.0,10.0,.700,3.0,5.0,.600,1,2.0,.500,0.0,3.0,3.0,5.0,1.0,0.0,4.0,4.0,18.0,13.2,-15,5.0,4.0,0.8,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,11.0,51.0,3.0,12.799999999999995,65.6,3.8588235294117643
28,28,11,2022-12-11,22-210,ORL,,TOR,W (+12),0,29:22,5.0,9.0,.556,1.0,3.0,.333,3,3.0,1.000,1.0,5.0,6.0,6.0,1.0,0.0,1.0,4.0,14.0,14.5,+11,6.0,4.0,0.6666666666666666,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,14.0,30.0,1.7647058823529411,13.3,39.3,2.3117647058823527
29,29,12,2022-12-14,22-213,ORL,,ATL,W (+11),0,20:20,3.0,7.0,.429,0.0,3.0,.000,7,7.0,1.000,0.0,5.0,5.0,6.0,0.0,0.0,3.0,4.0,13.0,10.4,+1,4.0,3.0,0.75,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,7.0,71.0,4.176470588235294,7.6,85.80000000000001,5.0470588235294125
30,30,13,2022-12-16,22-215,ORL,@,BOS,W (+8),0,29:29,7.0,13.0,.538,0.0,5.0,.000,0,0.0,,0.0,5.0,5.0,3.0,0.0,0.0,2.0,2.0,14.0,8.5,+7,8.0,7.0,0.875,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,7.0,38.0,2.235294117647059,8.499999999999998,50.8,2.988235294117647
31,31,14,2022-12-18,22-217,ORL,@,BOS,W (+3),0,21:44,3.0,7.0,.429,1.0,1.0,1.000,0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,4.0,3.0,7.0,1.1,0,6.0,2.0,0.3333333333333333,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,2.0,49.0,2.8823529411764706,1.0999999999999996,58.1,3.4176470588235297
32,32,15,2022-12-19,22-218,ORL,@,ATL,L (-1),0,20:16,1.0,5.0,.200,0.0,1.0,.000,6,6.0,1.000,0.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,8.0,7.7,-9,4.0,1.0,0.25,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,5.0,70.0,4.117647058823529,5.300000000000001,78.8,4.635294117647058
33,33,16,2022-12-21,22-220,ORL,@,HOU,W (+6),0,22:38,5.0,13.0,.385,3.0,8.0,.375,2,2.0,1.000,0.0,4.0,4.0,6.0,1.0,0.0,0.0,1.0,15.0,13.9,+15,5.0,2.0,0.4,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,11.0,55.0,3.235294117647059,13.099999999999998,63.6,3.7411764705882353
34,34,17,2022-12-23,22-222,ORL,,SAS,W (+20),0,30:30,8.0,10.0,.800,4.0,4.0,1.000,3,3.0,1.000,1.0,9.0,10.0,9.0,0.0,0.0,3.0,5.0,23.0,23.9,+22,6.0,4.0,0.6666666666666666,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,26.0,73.0,4.294117647058823,22.7,78.6,4.623529411764705
35,35,18,2022-12-27,22-226,ORL,,LAL,L (-19),0,25:52,4.0,13.0,.308,0.0,3.0,.000,0,0.0,,1.0,1.0,2.0,4.0,1.0,0.0,2.0,4.0,8.0,1.7,-13,10.0,4.0,0.4,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,0.0,62.0,3.647058823529412,1.6999999999999988,66.3,3.9
36,36,19,2022-12-28,22-227,ORL,@,DET,L (-20),0,28:23,2.0,6.0,.333,0.0,2.0,.000,4,4.0,1.000,1.0,4.0,5.0,6.0,1.0,2.0,2.0,3.0,8.0,9.9,-3,4.0,2.0,0.5,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,10.0,45.0,2.647058823529412,8.299999999999997,49.1,2.888235294117647
37,37,,2022-12-30,22-229,ORL,,WAS,L (-19),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,,50.0,2.9411764705882355,0.0,61.10000000000001,3.594117647058824
38,38,20,2023-01-04,22-234,ORL,,OKC,W (+11),0,30:18,2.0,6.0,.333,0.0,3.0,.000,2,2.0,1.000,2.0,1.0,3.0,6.0,0.0,1.0,2.0,2.0,6.0,6.4,+8,3.0,2.0,0.6666666666666666,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,6.0,54.0,3.176470588235294,5.599999999999999,56.69999999999999,3.335294117647058
39,39,21,2023-01-05,22-235,ORL,,MEM,L (-8),0,22:21,0.0,8.0,.000,0.0,5.0,.000,4,4.0,1.000,0.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,4.0,-0.4,-16,3.0,0.0,0.0,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,-3.0,58.0,3.411764705882353,-2.0,70.49999999999999,4.147058823529411
40,40,22,2023-01-07,22-237,ORL,@,GSW,W (+14),0,30:07,6.0,9.0,.667,2.0,4.0,.500,2,3.0,.667,1.0,6.0,7.0,5.0,1.0,0.0,1.0,1.0,16.0,17.3,+7,5.0,4.0,0.8,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,16.0,73.0,4.294117647058823,16.5,70.1,4.123529411764705
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,,0.0,0.0,0.0,0.0,0.0
42,41,23,2023-01-09,22-239,ORL,@,SAC,L (-25),0,28:37,3.0,13.0,.231,0.0,5.0,.000,2,2.0,1.000,1.0,6.0,7.0,3.0,1.0,1.0,1.0,3.0,8.0,4.2,-34,8.0,3.0,0.375,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,4.0,70.0,4.117647058823529,3.3999999999999986,76.39999999999999,4.494117647058823
43,42,24,2023-01-10,22-240,ORL,@,POR,W (+3),0,24:38,2.0,6.0,.333,0.0,0.0,,2,3.0,.667,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,6.0,4.5,-15,6.0,2.0,0.3333333333333333,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,2.0,69.0,4.0588235294117645,3.7000000000000006,76.1,4.476470588235294
44,43,25,2023-01-13,22-243,ORL,@,UTA,L (-4),0,18:34,1.0,4.0,.250,1.0,1.0,1.000,2,2.0,1.000,0.0,2.0,2.0,4.0,0.0,1.0,3.0,2.0,5.0,2.9,0,3.0,0.0,0.0,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,3.0,60.0,3.5294117647058822,2.1000000000000005,63.0,3.7058823529411766
45,44,26,2023-01-15,22-245,ORL,@,DEN,L (-3),0,23:53,1.0,7.0,.143,0.0,1.0,.000,5,6.0,.833,1.0,4.0,5.0,6.0,0.0,1.0,0.0,4.0,7.0,7.3,+3,6.0,1.0,0.1666666666666666,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,6.0,53.0,3.117647058823529,5.299999999999997,71.49999999999999,4.205882352941176
46,45,27,2023-01-20,22-250,ORL,,NOP,W (+13),0,26:19,6.0,9.0,.667,2.0,4.0,.500,8,8.0,1.000,0.0,3.0,3.0,4.0,0.0,0.0,2.0,2.0,22.0,19.0,+19,5.0,4.0,0.8,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,10.0,67.0,3.941176470588236,15.799999999999995,63.50000000000001,3.7352941176470593
47,46,28,2023-01-21,22-251,ORL,@,WAS,L (-20),0,21:48,3.0,7.0,.429,0.0,1.0,.000,0,0.0,,0.0,6.0,6.0,1.0,1.0,3.0,2.0,1.0,6.0,5.5,-17,6.0,3.0,0.5,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,8.0,45.0,2.647058823529412,5.499999999999999,69.2,4.070588235294117
48,47,29,2023-01-23,22-253,ORL,,BOS,W (+15),0,23:17,8.0,12.0,.667,0.0,1.0,.000,2,3.0,.667,1.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,18.0,18.4,0,11.0,8.0,0.7272727272727273,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,14.0,58.0,3.411764705882353,17.6,72.0,4.235294117647059
49,48,30,2023-01-25,22-255,ORL,,IND,W (+6),0,24:39,4.0,9.0,.444,0.0,2.0,.000,0,0.0,,1.0,1.0,2.0,5.0,0.0,1.0,0.0,1.0,8.0,8.1,-6,7.0,4.0,0.5714285714285714,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,7.0,83.0,4.882352941176471,8.1,88.69999999999999,5.217647058823529
50,49,31,2023-01-27,22-257,ORL,@,MIA,L (-5),0,27:44,5.0,9.0,.556,4.0,7.0,.571,5,6.0,.833,0.0,7.0,7.0,1.0,0.0,0.0,3.0,1.0,19.0,13.7,+7,2.0,1.0,0.5,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,9.0,53.0,3.117647058823529,11.7,50.8,2.988235294117647
51,50,32,2023-01-28,22-258,ORL,,CHI,L (-19),0,30:28,9.0,15.0,.600,3.0,5.0,.600,0,0.0,,0.0,6.0,6.0,6.0,0.0,0.0,1.0,1.0,21.0,18.7,-6,10.0,6.0,0.6,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,17.0,52.0,3.0588235294117645,18.700000000000003,58.3,3.429411764705882
52,51,33,2023-01-30,22-260,ORL,@,PHI,W (+10),0,15:51,2.0,7.0,.286,1.0,3.0,.333,0,0.0,,0.0,5.0,5.0,2.0,0.0,1.0,2.0,1.0,5.0,2.1,-2,4.0,1.0,0.25,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,4.0,73.0,4.294117647058823,2.0999999999999988,83.0,4.882352941176471
53,52,34,2023-02-01,22-262,ORL,@,PHI,L (-11),0,18:05,2.0,7.0,.286,0.0,2.0,.000,7,7.0,1.000,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,11.0,9.4,-11,5.0,2.0,0.4,23,48,32,10,59,41,36,10,20,56,25,51,59,11,27,43,37.0,70.0,51.0,27.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6216216216216216,0.6857142857142857,0.6274509803921569,0.3703703703703703,0.7375,0.8541666666666666,0.6792452830188679,0.0,0.9090909090909092,0.5882352941176471,0.9333333333333332,0.0,0.5102040816326531,0.8947368421052632,0.8194444444444444,0.2340425531914893,0.4285714285714285,0.7543859649122807,16,82.0,38.0,0.4210526315789473,0.0,17,3.0,51.0,3.0,6.6,45.49999999999999,2.6764705882352935
