Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Mfiondu Kabengele,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Shared Games with John Wall,Shared Games with Aaron Holiday,Shared Games with Saddiq Bey,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Jalen Johnson,Jarrett Culver,John Collins,Onyeka Okongwu,Saddiq Bey,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,co_inf with Aaron Holiday,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Saddiq Bey,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-11-07,24-084,HOU,@,ORL,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,85.0,2.5,0.0,106.09999999999998,3.120588235294117
11,12,,2022-11-09,24-086,HOU,@,TOR,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,52.0,1.5294117647058822,0.0,69.0,2.0294117647058822
12,13,,2022-11-12,24-089,HOU,@,NOP,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,39.0,1.1470588235294117,0.0,65.8,1.9352941176470588
13,14,,2022-11-14,24-091,HOU,,LAC,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,67.0,1.9705882352941173,0.0,89.29999999999998,2.6264705882352937
14,15,,2022-11-16,24-093,HOU,@,DAL,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,55.0,1.6176470588235294,0.0,73.2,2.152941176470588
15,16,,2022-11-18,24-095,HOU,,IND,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,79.0,2.323529411764706,0.0,95.0,2.7941176470588234
16,17,,2022-11-20,24-097,HOU,,GSW,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,57.0,1.6764705882352942,0.0,71.49999999999999,2.102941176470588
17,18,3,2022-11-25,24-102,HOU,,ATL,W (+6),1,16:36,3.0,5.0,.600,0.0,0.0,,1,2.0,.500,2.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,7.0,4.5,-15,5.0,3.0,0.6,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,3.0,84.0,2.4705882352941178,4.1,100.79999999999998,2.964705882352941
18,19,,2022-11-26,24-103,HOU,,OKC,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,53.0,1.5588235294117647,0.0,82.50000000000001,2.4264705882352944
19,20,4,2022-11-28,24-105,HOU,@,DEN,L (-16),0,8:03,2.0,2.0,1.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,4.0,2.6,-9,2.0,2.0,1.0,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,3.0,51.0,1.5,2.6000000000000005,65.60000000000001,1.9294117647058826
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,0.0,0.0,0.0,0.0,0.0
21,21,5,2022-11-30,24-107,HOU,@,DEN,L (-20),0,6:46,0.0,2.0,.000,0.0,0.0,,2,2.0,1.000,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.6,-2,2.0,0.0,0.0,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,2.0,61.0,1.7941176470588236,1.8000000000000005,64.5,1.8970588235294117
22,22,6,2022-12-02,24-109,HOU,@,PHO,W (+1),0,13:31,7.0,8.0,.875,0.0,0.0,,0,0.0,,2.0,5.0,7.0,1.0,1.0,0.0,0.0,3.0,14.0,14.6,+15,8.0,7.0,0.875,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,15.0,93.0,2.735294117647059,14.599999999999998,112.4,3.3058823529411767
23,23,7,2022-12-03,24-110,HOU,@,GSW,L (-19),0,10:47,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,+6,1.0,1.0,1.0,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,2.0,87.0,2.5588235294117645,2.0,104.5,3.073529411764706
24,24,8,2022-12-05,24-112,HOU,,PHI,W (+9),0,16:05,2.0,5.0,.400,0.0,1.0,.000,2,4.0,.500,3.0,5.0,8.0,0.0,0.0,0.0,0.0,3.0,6.0,4.9,+2,4.0,2.0,0.5,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,5.0,61.0,1.7941176470588236,4.099999999999999,81.69999999999999,2.4029411764705877
25,25,,2022-12-08,24-115,HOU,@,SAS,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,46.0,1.3529411764705883,0.0,63.99999999999999,1.8823529411764703
26,26,9,2022-12-11,24-118,HOU,,MIL,W (+5),0,9:58,1.0,3.0,.333,0.0,0.0,,2,2.0,1.000,2.0,4.0,6.0,1.0,0.0,1.0,1.0,5.0,4.0,3.3,+7,3.0,1.0,0.3333333333333333,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,6.0,59.0,1.7352941176470589,2.500000000000001,100.3,2.9499999999999997
27,27,10,2022-12-13,24-120,HOU,,PHO,W (+14),0,9:05,0.0,2.0,.000,0.0,0.0,,0,0.0,,2.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,2.6,+17,2.0,0.0,0.0,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,6.0,74.0,2.176470588235294,2.6,109.2,3.211764705882353
28,28,11,2022-12-15,24-122,HOU,,MIA,L (-3),0,4:26,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.9,-11,1.0,1.0,1.0,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,3.0,29.0,0.8529411764705882,1.8999999999999992,56.899999999999984,1.6735294117647055
29,29,12,2022-12-17,24-124,HOU,,POR,L (-12),0,10:54,1.0,2.0,.500,0.0,0.0,,2,4.0,.500,3.0,1.0,4.0,2.0,0.0,1.0,1.0,2.0,4.0,4.9,+2,2.0,1.0,0.5,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,4.0,67.0,1.9705882352941173,4.099999999999999,97.50000000000004,2.8676470588235308
