Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
28,28,20,2022-12-11,25-170,ORL,,TOR,W (+12),0,16:00,2.0,7.0,.286,2.0,4.0,.500,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.2,+7,3.0,0.0,0.0,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,-1.0,45.0,2.5,1.2000000000000006,51.400000000000006,2.855555555555556
29,29,21,2022-12-14,25-173,ORL,,ATL,W (+11),0,3:52,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,+4,0.0,0.0,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,0.0,78.0,4.333333333333333,-0.4,93.8,5.211111111111111
30,30,22,2022-12-16,25-175,ORL,@,BOS,W (+8),0,5:18,2.0,2.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,5.3,-1,1.0,1.0,1.0,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,5.0,40.0,2.2222222222222223,5.299999999999999,54.0,3.0
31,31,23,2022-12-18,25-177,ORL,@,BOS,W (+3),0,18:33,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.9,+12,0.0,0.0,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,1.0,50.0,2.7777777777777777,-0.9000000000000001,60.10000000000001,3.3388888888888895
32,32,24,2022-12-19,25-178,ORL,@,ATL,L (-1),0,8:37,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,-0.5,+9,0.0,0.0,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,1.0,74.0,4.111111111111111,-0.5000000000000002,84.6,4.699999999999999
33,33,25,2022-12-21,25-180,ORL,@,HOU,W (+6),0,15:59,2.0,3.0,.667,2.0,2.0,1.000,0,0.0,,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,6.0,7.7,+3,1.0,0.0,0.0,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,8.0,58.0,3.2222222222222223,7.699999999999997,69.0,3.8333333333333335
34,34,,2022-12-23,25-182,ORL,,SAS,W (+20),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,99.0,5.5,0.0,101.3,5.627777777777777
35,35,,2022-12-27,25-186,ORL,,LAL,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,62.0,3.4444444444444446,0.0,68.0,3.7777777777777777
36,36,,2022-12-28,25-187,ORL,@,DET,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,55.0,3.055555555555556,0.0,57.39999999999999,3.188888888888888
37,37,26,2022-12-30,25-189,ORL,,WAS,L (-19),0,29:13,4.0,6.0,.667,0.0,2.0,.000,0,1.0,.000,1.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,8.0,7.2,+9,4.0,4.0,1.0,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,6.0,44.0,2.4444444444444446,7.199999999999998,53.900000000000006,2.994444444444445
38,38,,2023-01-04,25-194,ORL,,OKC,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,60.0,3.333333333333333,0.0,62.29999999999998,3.4611111111111104
39,39,,2023-01-05,25-195,ORL,,MEM,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,55.0,3.055555555555556,0.0,68.49999999999999,3.805555555555555
40,40,,2023-01-07,25-197,ORL,@,GSW,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,89.0,4.944444444444445,0.0,86.60000000000001,4.811111111111112
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-09,25-199,ORL,@,SAC,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,74.0,4.111111111111111,0.0,79.8,4.433333333333334
43,42,,2023-01-10,25-200,ORL,@,POR,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,71.0,3.9444444444444446,0.0,79.8,4.433333333333334
44,43,,2023-01-13,25-203,ORL,@,UTA,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,63.0,3.5,0.0,65.10000000000001,3.616666666666667
45,44,,2023-01-15,25-205,ORL,@,DEN,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,59.0,3.2777777777777777,0.0,76.79999999999998,4.266666666666666
46,45,,2023-01-20,25-210,ORL,,NOP,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,77.0,4.277777777777778,0.0,79.30000000000001,4.405555555555556
47,46,,2023-01-21,25-211,ORL,@,WAS,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,53.0,2.9444444444444446,0.0,74.7,4.15
48,47,,2023-01-23,25-213,ORL,,BOS,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,72.0,4.0,0.0,89.6,4.977777777777778
49,48,,2023-01-25,25-215,ORL,,IND,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,90.0,5.0,0.0,96.79999999999998,5.377777777777776
50,49,,2023-01-27,25-217,ORL,@,MIA,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,62.0,3.4444444444444446,0.0,62.5,3.4722222222222223
51,50,,2023-01-28,25-218,ORL,,CHI,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,69.0,3.8333333333333335,0.0,77.00000000000001,4.277777777777779
52,51,,2023-01-30,25-220,ORL,@,PHI,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,77.0,4.277777777777778,0.0,85.1,4.727777777777778
53,52,,2023-02-01,25-222,ORL,@,PHI,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,54.0,3.0,0.0,52.1,2.8944444444444444
54,53,27,2023-02-03,25-224,ORL,@,MIN,W (+7),0,7:45,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6,-1,1.0,0.0,0.0,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,1.0,63.0,3.5,0.6,83.29999999999998,4.627777777777776
55,54,,2023-02-05,25-226,ORL,@,CHO,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,85.0,4.722222222222222,0.0,88.59999999999998,4.922222222222221
56,55,,2023-02-07,25-228,ORL,,NYK,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,72.0,4.0,0.0,68.1,3.783333333333333
57,56,,2023-02-09,25-230,ORL,,DEN,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,107.0,5.944444444444445,0.0,95.0,5.277777777777778
