Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,,2022-12-11,32-263,CHO,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,,39.0,2.1666666666666665,0.0,64.39999999999999,3.577777777777777,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-19),L (-19)
28.0,,2022-12-14,32-266,CHO,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,,34.0,1.8888888888888888,0.0,64.20000000000002,3.566666666666668,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-18),L (-18)
29.0,12.0,2022-12-16,32-268,CHO,ATL,1.0,28.55,3.0,9.0,0.333,1.0,4.0,0.25,2.0,4.0,0.5,1.0,2.0,3.0,5.0,2.0,1.0,2.0,3.0,9.0,7.4,-9.0,5.0,2.0,0.4,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,5.0,48.0,2.6666666666666665,6.599999999999998,67.5,3.75,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-7),L (-7)
30.0,13.0,2022-12-18,32-270,CHO,DEN,1.0,34.766666666666666,5.0,11.0,0.455,2.0,4.0,0.5,3.0,4.0,0.75,2.0,8.0,10.0,4.0,0.0,0.0,2.0,2.0,15.0,12.7,7.0,7.0,3.0,0.4285714285714285,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,12.0,38.0,2.111111111111111,11.499999999999998,54.00000000000001,3.0000000000000004,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-19),L (-19)
31.0,14.0,2022-12-19,32-271,CHO,SAC,1.0,36.71666666666667,8.0,12.0,0.667,1.0,2.0,0.5,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,0.0,4.0,2.0,19.0,12.6,18.0,10.0,7.0,0.7,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,8.0,73.0,4.055555555555555,11.799999999999995,79.80000000000001,4.433333333333334,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-4),L (-4)
32.0,15.0,2022-12-21,32-273,CHO,LAC,1.0,35.483333333333334,3.0,12.0,0.25,0.0,4.0,0.0,0.0,0.0,,2.0,7.0,9.0,3.0,1.0,0.0,0.0,1.0,6.0,5.0,-13.0,8.0,3.0,0.375,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,7.0,43.0,2.388888888888889,5.0,55.7,3.094444444444445,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+6),W (+6)
33.0,16.0,2022-12-23,32-275,CHO,LAL,1.0,31.133333333333333,6.0,9.0,0.667,1.0,4.0,0.25,2.0,2.0,1.0,2.0,4.0,6.0,4.0,0.0,0.0,2.0,1.0,15.0,14.1,14.0,5.0,5.0,1.0,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,12.0,65.0,3.611111111111111,13.299999999999995,80.20000000000002,4.455555555555557,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-21),L (-21)
34.0,17.0,2022-12-26,32-278,CHO,POR,1.0,35.233333333333334,4.0,14.0,0.286,0.0,4.0,0.0,2.0,2.0,1.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,10.0,7.5,-4.0,10.0,4.0,0.4,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,3.0,36.0,2.0,6.700000000000002,49.4,2.7444444444444445,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+4),W (+4)
35.0,18.0,2022-12-27,32-279,CHO,GSW,1.0,36.78333333333333,6.0,14.0,0.429,2.0,7.0,0.286,0.0,0.0,,1.0,4.0,5.0,3.0,1.0,0.0,1.0,1.0,14.0,10.2,-11.0,7.0,4.0,0.5714285714285714,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,8.0,18.0,1.0,10.2,36.3,2.0166666666666666,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-11),L (-11)
36.0,19.0,2022-12-29,32-281,CHO,OKC,1.0,36.083333333333336,4.0,10.0,0.4,0.0,3.0,0.0,2.0,3.0,0.667,0.0,6.0,6.0,6.0,3.0,0.0,2.0,1.0,10.0,10.8,15.0,7.0,4.0,0.5714285714285714,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,10.0,64.0,3.555555555555556,9.999999999999998,71.19999999999999,3.955555555555555,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-5),L (-5)
37.0,20.0,2022-12-31,32-283,CHO,BRK,1.0,29.383333333333333,1.0,7.0,0.143,0.0,4.0,0.0,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,2.0,-3.7,-14.0,3.0,1.0,0.3333333333333333,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,-2.0,43.0,2.388888888888889,-3.7,60.89999999999999,3.383333333333333,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+8),W (+8)
38.0,21.0,2023-01-02,32-285,CHO,LAL,1.0,25.9,2.0,9.0,0.222,1.0,2.0,0.5,3.0,4.0,0.75,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,4.2,-19.0,7.0,1.0,0.1428571428571428,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,-2.0,49.0,2.7222222222222223,3.0000000000000004,62.2,3.455555555555556,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-17),L (-17)
39.0,,2023-01-04,32-287,CHO,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,,46.0,2.555555555555556,0.0,63.49999999999999,3.527777777777777,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-6),L (-6)
40.0,,2023-01-06,32-289,CHO,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,,82.0,4.555555555555555,0.0,109.1,6.061111111111111,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-24),L (-24)
41.0,,2023-01-08,32-291,CHO,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,,45.0,2.5,0.0,55.6,3.088888888888889,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+29),W (+29)
42.0,,2023-01-10,32-293,CHO,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,,72.0,4.0,0.0,88.80000000000001,4.933333333333334,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,,
43.0,,2023-01-12,32-295,CHO,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,,52.0,2.888888888888889,0.0,61.400000000000006,3.4111111111111114,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-5),L (-5)
44.0,,2023-01-14,32-297,CHO,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,,55.0,3.055555555555556,0.0,72.7,4.038888888888889,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-12),L (-12)
45.0,,2023-01-16,32-299,CHO,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,,36.0,2.0,0.0,52.399999999999984,2.91111111111111,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-10),L (-10)
46.0,,2023-01-18,32-301,CHO,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,,63.0,3.5,0.0,86.9,4.827777777777778,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-16),L (-16)
47.0,22.0,2023-01-21,32-304,CHO,ATL,1.0,25.183333333333334,4.0,9.0,0.444,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,9.0,9.9,11.0,8.0,4.0,0.5,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,11.0,51.0,2.833333333333333,9.499999999999998,72.70000000000002,4.03888888888889,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-12),L (-12)
48.0,23.0,2023-01-23,32-306,CHO,UTA,1.0,23.95,4.0,7.0,0.571,0.0,0.0,,3.0,4.0,0.75,0.0,2.0,2.0,1.0,1.0,0.0,4.0,1.0,11.0,5.2,-22.0,7.0,4.0,0.5714285714285714,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,0.0,26.0,1.4444444444444444,4.0,38.8,2.1555555555555554,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+5),W (+5)
49.0,,2023-01-24,32-307,CHO,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,,24.0,1.3333333333333333,0.0,37.2,2.066666666666667,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+4),W (+4)
50.0,24.0,2023-01-26,32-309,CHO,CHI,1.0,24.566666666666663,6.0,10.0,0.6,0.0,3.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,17.0,14.7,7.0,7.0,6.0,0.8571428571428571,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,7.0,44.0,2.4444444444444446,12.699999999999996,51.2,2.844444444444445,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-18),L (-18)
51.0,25.0,2023-01-29,32-312,CHO,MIA,1.0,26.116666666666667,7.0,7.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,20.0,21.6,2.0,4.0,4.0,1.0,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,17.0,51.0,2.833333333333333,20.4,67.60000000000001,3.755555555555556,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-31),L (-31)
52.0,26.0,2023-01-31,32-314,CHO,MIL,1.0,27.316666666666663,6.0,12.0,0.5,1.0,4.0,0.25,3.0,3.0,1.0,2.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,16.0,15.0,3.0,8.0,5.0,0.625,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,11.0,45.0,2.5,13.8,55.1,3.061111111111112,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+15),W (+15)
53.0,27.0,2023-02-02,32-316,CHO,CHI,1.0,25.33333333333333,2.0,10.0,0.2,1.0,6.0,0.167,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,3.8,-4.0,4.0,1.0,0.25,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,-3.0,49.0,2.7222222222222223,2.2,68.8,3.822222222222222,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+5),W (+5)
