Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
1.0,1.0,2022-10-19,24-328,CHO,SAS,0.0,21.183333333333334,5.0,7.0,0.714,2.0,2.0,1.0,0.0,0.0,,0.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,12.0,14.1,28.0,5.0,3.0,0.6,32,7,40,34,17,51,24,28,5,23,35,34,41,50,44,16,46.0,7.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.6956521739130435,1.0,0.8,0.425,0.5,0.7391304347826086,0.5217391304347826,0.5833333333333334,1.0,0.6388888888888888,0.813953488372093,0.430379746835443,0.6307692307692307,0.684931506849315,0.6984126984126984,0.3636363636363636,0.0,21,13,67.0,32.0,0.0,0.40625,18,14.0,67.0,3.7222222222222223,14.1,87.2,4.844444444444445,0.0520993624972521,W (+27),W (+27)
2.0,2.0,2022-10-21,24-330,CHO,NOP,0.0,22.4,4.0,7.0,0.571,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,10.0,10.7,2.0,4.0,2.0,0.5,32,7,40,34,17,51,24,28,5,23,35,34,41,50,44,16,46.0,7.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.6956521739130435,1.0,0.8,0.425,0.5,0.7391304347826086,0.5217391304347826,0.5833333333333334,1.0,0.6388888888888888,0.813953488372093,0.430379746835443,0.6307692307692307,0.684931506849315,0.6984126984126984,0.3636363636363636,0.0,21,13,67.0,32.0,0.0,0.40625,18,10.0,42.0,2.333333333333333,10.7,60.00000000000001,3.333333333333334,0.0520993624972521,L (-12),L (-12)
3.0,3.0,2022-10-23,24-332,CHO,ATL,1.0,33.5,8.0,16.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,2.0,3.0,18.0,15.7,9.0,14.0,7.0,0.5,32,7,40,34,17,51,24,28,5,23,35,34,41,50,44,16,46.0,7.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.6956521739130435,1.0,0.8,0.425,0.5,0.7391304347826086,0.5217391304347826,0.5833333333333334,1.0,0.6388888888888888,0.813953488372093,0.430379746835443,0.6307692307692307,0.684931506849315,0.6984126984126984,0.3636363636363636,0.0,21,13,67.0,32.0,0.0,0.40625,18,11.0,73.0,4.055555555555555,15.3,86.80000000000001,4.822222222222223,0.0520993624972521,W (+17),W (+17)
4.0,4.0,2022-10-26,24-335,CHO,NYK,1.0,36.61666666666667,7.0,16.0,0.438,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,11.0,2.0,0.0,1.0,5.0,14.0,12.4,-5.0,13.0,7.0,0.5384615384615384,32,7,40,34,17,51,24,28,5,23,35,34,41,50,44,16,46.0,7.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.6956521739130435,1.0,0.8,0.425,0.5,0.7391304347826086,0.5217391304347826,0.5833333333333334,1.0,0.6388888888888888,0.813953488372093,0.430379746835443,0.6307692307692307,0.684931506849315,0.6984126984126984,0.3636363636363636,0.0,21,13,67.0,32.0,0.0,0.40625,18,11.0,48.0,2.6666666666666665,12.4,70.8,3.933333333333333,0.0520993624972521,L (-3),L (-3)
5.0,5.0,2022-10-28,24-337,CHO,ORL,1.0,27.416666666666668,2.0,7.0,0.286,0.0,1.0,0.0,0.0,0.0,,1.0,3.0,4.0,4.0,1.0,0.0,2.0,2.0,4.0,2.5,-14.0,6.0,2.0,0.3333333333333333,32,7,40,34,17,51,24,28,5,23,35,34,41,50,44,16,46.0,7.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.6956521739130435,1.0,0.8,0.425,0.5,0.7391304347826086,0.5217391304347826,0.5833333333333334,1.0,0.6388888888888888,0.813953488372093,0.430379746835443,0.6307692307692307,0.684931506849315,0.6984126984126984,0.3636363636363636,0.0,21,13,67.0,32.0,0.0,0.40625,18,4.0,39.0,2.1666666666666665,2.5,55.1,3.061111111111112,0.0520993624972521,L (-20),L (-20)
6.0,6.0,2022-10-29,24-338,CHO,GSW,1.0,37.083333333333336,4.0,10.0,0.4,2.0,2.0,1.0,3.0,4.0,0.75,2.0,7.0,9.0,8.0,0.0,0.0,2.0,2.0,13.0,13.5,12.0,8.0,2.0,0.25,32,7,40,34,17,51,24,28,5,23,35,34,41,50,44,16,46.0,7.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.6956521739130435,1.0,0.8,0.425,0.5,0.7391304347826086,0.5217391304347826,0.5833333333333334,1.0,0.6388888888888888,0.813953488372093,0.430379746835443,0.6307692307692307,0.684931506849315,0.6984126984126984,0.3636363636363636,0.0,21,13,67.0,32.0,0.0,0.40625,18,14.0,35.0,1.9444444444444444,12.300000000000002,62.000000000000014,3.444444444444445,0.0520993624972521,W (+7),W (+7)
7.0,7.0,2022-10-31,24-340,CHO,SAC,1.0,36.63333333333333,7.0,13.0,0.538,1.0,5.0,0.2,0.0,0.0,,2.0,5.0,7.0,8.0,6.0,1.0,4.0,4.0,15.0,18.3,-1.0,8.0,6.0,0.75,32,7,40,34,17,51,24,28,5,23,35,34,41,50,44,16,46.0,7.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.6956521739130435,1.0,0.8,0.425,0.5,0.7391304347826086,0.5217391304347826,0.5833333333333334,1.0,0.6388888888888888,0.813953488372093,0.430379746835443,0.6307692307692307,0.684931506849315,0.6984126984126984,0.3636363636363636,0.0,21,13,67.0,32.0,0.0,0.40625,18,20.0,39.0,2.1666666666666665,18.3,47.49999999999999,2.6388888888888884,0.0520993624972521,L (-7),L (-7)
8.0,8.0,2022-11-02,24-342,CHO,CHI,1.0,32.166666666666664,5.0,9.0,0.556,0.0,1.0,0.0,0.0,0.0,,0.0,5.0,5.0,6.0,2.0,0.0,1.0,0.0,10.0,12.4,0.0,8.0,5.0,0.625,32,7,40,34,17,51,24,28,5,23,35,34,41,50,44,16,46.0,7.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.6956521739130435,1.0,0.8,0.425,0.5,0.7391304347826086,0.5217391304347826,0.5833333333333334,1.0,0.6388888888888888,0.813953488372093,0.430379746835443,0.6307692307692307,0.684931506849315,0.6984126984126984,0.3636363636363636,0.0,21,13,67.0,32.0,0.0,0.40625,18,13.0,28.0,1.5555555555555556,12.4,44.70000000000001,2.483333333333334,0.0520993624972521,L (-18),L (-18)
9.0,9.0,2022-11-04,24-344,CHO,MEM,1.0,28.666666666666668,3.0,7.0,0.429,1.0,2.0,0.5,1.0,2.0,0.5,0.0,3.0,3.0,5.0,2.0,1.0,3.0,1.0,8.0,7.6,-28.0,5.0,2.0,0.4,32,7,40,34,17,51,24,28,5,23,35,34,41,50,44,16,46.0,7.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.6956521739130435,1.0,0.8,0.425,0.5,0.7391304347826086,0.5217391304347826,0.5833333333333334,1.0,0.6388888888888888,0.813953488372093,0.430379746835443,0.6307692307692307,0.684931506849315,0.6984126984126984,0.3636363636363636,0.0,21,13,67.0,32.0,0.0,0.40625,18,7.0,35.0,1.9444444444444444,7.200000000000001,55.39999999999999,3.077777777777777,0.0520993624972521,L (-31),L (-31)
10.0,10.0,2022-11-05,24-345,CHO,BRK,1.0,6.6,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.6,-3.0,1.0,0.0,0.0,32,7,40,34,17,51,24,28,5,23,35,34,41,50,44,16,46.0,7.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.6956521739130435,1.0,0.8,0.425,0.5,0.7391304347826086,0.5217391304347826,0.5833333333333334,1.0,0.6388888888888888,0.813953488372093,0.430379746835443,0.6307692307692307,0.684931506849315,0.6984126984126984,0.3636363636363636,0.0,21,13,67.0,32.0,0.0,0.40625,18,2.0,28.0,1.5555555555555556,0.6,43.400000000000006,2.4111111111111114,0.0520993624972521,L (-4),L (-4)
