Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Bryce McGowens,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,De'Andre Hunter,Dennis Smith Jr.,Gordon Hayward,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with De'Andre Hunter,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
30.0,,2022-12-18,25-191,NYK,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,50.0,1.7241379310344829,0.0,65.5,2.2586206896551726,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,W (+23),W (+23)
31.0,11.0,2022-12-20,25-193,NYK,GSW,0,6.133333333333334,1.0,2.0,.500,1.0,2.0,.500,2,2.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.7,+8,0.0,0.0,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,2.0,79.0,2.7241379310344827,3.900000000000001,87.7,3.024137931034483,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,W (+3),W (+3)
32.0,,2022-12-21,25-194,NYK,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,50.0,1.7241379310344829,0.0,60.7,2.0931034482758624,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,W (+38),W (+38)
33.0,,2022-12-23,25-196,NYK,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,77.0,2.655172413793104,0.0,93.5,3.2241379310344827,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,L (-7),L (-7)
34.0,,2022-12-25,25-198,NYK,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,39.0,1.3448275862068966,0.0,56.1,1.9344827586206896,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,L (-1),L (-1)
35.0,,2022-12-27,25-200,NYK,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,26.0,0.896551724137931,0.0,46.5,1.603448275862069,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,L (-7),L (-7)
36.0,,2022-12-29,25-202,NYK,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,74.0,2.5517241379310347,0.0,81.2,2.8000000000000003,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,L (-5),L (-5)
37.0,,2022-12-31,25-204,NYK,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,41.0,1.4137931034482758,0.0,57.2,1.9724137931034484,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,L (-7),L (-7)
38.0,12.0,2023-01-02,25-206,NYK,PHO,0,0.4666666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,0.0,47.0,1.6206896551724137,0.0,65.2,2.2482758620689656,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,W (+20),W (+20)
39.0,,2023-01-04,25-208,NYK,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,46.0,1.5862068965517242,0.0,63.5,2.189655172413793,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,W (+19),W (+19)
40.0,,2023-01-06,25-210,NYK,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,82.0,2.827586206896552,0.0,109.1,3.762068965517241,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,W (+3),W (+3)
41.0,,2023-01-09,25-213,NYK,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,45.0,1.5517241379310345,0.0,55.59999999999999,1.9172413793103444,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,W (+4),W (+4)
42.0,,2023-01-11,25-215,NYK,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,72.0,2.4827586206896552,0.0,88.8,3.0620689655172413,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,,
43.0,,2023-01-13,25-217,NYK,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,52.0,1.793103448275862,0.0,61.400000000000006,2.117241379310345,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,L (-4),L (-4)
44.0,,2023-01-15,25-219,NYK,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,55.0,1.896551724137931,0.0,72.69999999999999,2.5068965517241377,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,W (+6),W (+6)
45.0,,2023-01-16,25-220,NYK,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,36.0,1.2413793103448276,0.0,52.399999999999984,1.806896551724137,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,W (+4),W (+4)
46.0,,2023-01-18,25-222,NYK,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,63.0,2.1724137931034484,0.0,86.9,2.996551724137931,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,W (+13),W (+13)
47.0,13.0,2023-01-20,25-224,NYK,ATL,0,1.3166666666666669,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,0.0,62.0,2.1379310344827585,0.0,82.20000000000002,2.83448275862069,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,L (-2),L (-2)
48.0,,2023-01-22,25-226,NYK,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,26.0,0.896551724137931,0.0,42.8,1.475862068965517,14.0,0.8,-0.1,0.5,-0.7,0.0022072734916964,0.584,0.572,0.225,0.2,0.5,L (-11),L (-11)
